NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.0108,19.38,0.0216,-11.41,0.0303,15.16,0.1467,30.78,203.34
1,0.1638,21.41,0.1683,-15,0.1782,14.38,0,36.41,297.89
2,0.3516,16.67,0.1683,-15,0.3633,18.13,0,31.67,79.25
3,0.5472,22.55,0.1683,-15,0.5637,19.22,0.4506,37.55,227.19
4,0.612,20.1,0.6189,4.06,0.6255,24.69,0.0435,16.04,76.67
5,0.6555,16.35,0.6624,-5.94,0.6726,17.5,0.5331,22.29,160.48
6,1.1922,15.42,1.1955,-22.81,1.2042,12.19,0.0786,38.23,241.47
7,1.2696,13.28,1.2741,-5.47,1.2831,13.44,0.0372,18.75,119.58
8,1.3056,18.13,1.3113,-8.91,1.3233,10.47,0.105,27.03,298.92
9,1.4121,4.06,1.4163,-39.38,1.4253,4.69,0.0498,43.44,244.27
10,1.4628,5.47,1.4661,-9.22,1.4793,12.66,0.3195,14.69,43.41
11,1.776,11.09,1.7856,-0.63,1.7925,15.63,0.0369,11.72,51.47
12,1.8186,12.55,1.8225,-15.47,1.8285,8.28,0.0162,28.02,139.56
13,1.8327,16.56,1.8387,-10.31,1.8471,10.47,0.1443,26.88,233.48
14,1.9794,7.86,1.983,-24.53,1.9926,12.19,0.2154,32.4,145.45
15,2.1927,21.51,2.1984,-4.69,2.2047,16.88,0.2844,26.2,180.2
16,2.4741,14.95,2.4828,-8.13,2.4909,17.97,0.0297,23.07,79.12
17,2.5068,20.63,2.5125,6.25,2.5236,18.59,0.3309,14.38,160.08
18,2.8326,18.59,2.8434,-41.88,2.8662,-21.56,0.0324,60.47,1557.14
19,2.8725,-19.17,2.8758,-43.28,2.8839,-4.84,0.2217,24.11,64.5
20,3.0927,20.57,3.0975,-1.41,3.1053,17.19,0.084,21.98,137.52
21,3.1743,14.84,3.1815,-2.66,3.1887,14.53,0.1578,17.5,101.34
22,3.333,11.25,3.3393,-10.94,3.3465,10,0.2829,22.19,157.92
23,3.6132,18.96,3.6222,-3.28,3.6297,13.28,0.1149,22.24,212.61
24,3.7329,13.65,3.7371,-1.09,3.7449,18.75,0.0663,14.74,60.87
25,3.7974,12.76,3.8034,-8.59,3.8133,15.94,0.1956,21.35,118.08
26,3.9954,14.01,3.999,-3.13,4.005,15.94,0.138,17.14,94.69
27,4.1343,17.92,4.137,-11.56,4.1514,13.59,0.0444,29.48,248.84
28,4.1793,9.11,4.1814,-32.81,4.1919,5.47,0.0402,41.93,244.37
29,4.2144,10.57,4.2216,-3.59,4.2273,12.5,0.1308,14.17,92.08
30,4.3485,7.66,4.3524,-7.81,4.3662,8.75,0.5271,15.47,139.03
31,4.8762,14.95,4.8795,-3.91,4.8921,13.28,0.0648,18.85,199.13
32,4.935,14.64,4.9443,-5.63,4.9494,20,0.1716,20.26,83.14
33,5.1126,13.96,5.1159,-25.78,5.1249,2.81,0.0237,39.74,312.37
34,5.1366,1.72,5.1396,-25.94,5.1471,7.19,0.1983,27.66,125.53
35,5.3328,5.16,5.3379,-18.91,5.3541,6.41,0.6198,24.06,352.31
36,5.9541,20.83,5.9577,4.06,5.9673,19.84,0.3066,16.77,145.97
37,6.261,19.84,6.2643,-4.84,6.2745,19.53,0.192,24.69,161.44
38,6.4518,26.15,6.4563,-4.53,6.4659,19.69,0.2016,30.68,251.34
39,6.6498,23.59,6.6579,1.25,6.6657,18.91,0.1605,22.34,221.77
40,6.8118,12.76,6.8184,-4.69,6.8286,16.72,0.3819,17.45,107.91
41,7.1895,18.96,7.2003,5.31,7.2057,22.19,0.1623,13.65,70.8
42,7.3593,14.17,7.3626,-30.16,7.3749,14.53,0.0609,44.32,287.64
43,7.4205,20.16,7.4235,-20.63,7.4349,16.88,0.3795,40.78,253.88
44,7.7928,12.76,7.803,2.5,7.8087,21.56,0.2196,10.26,43.03
45,8.0196,12.19,8.0226,-3.13,8.0352,18.44,0.2028,15.31,76.69
46,8.2206,14.64,8.2254,0.16,8.2332,17.03,0.0684,14.48,51.92
47,8.2914,16.61,8.2938,3.44,8.3061,21.56,0.2718,13.18,90.69
48,8.5551,17.4,8.5656,-11.09,8.5743,15.78,0.0915,28.49,309.55
49,8.6517,11.98,8.6571,-4.84,8.6667,15.78,0.2202,16.82,99.33
50,8.8728,20.68,8.8773,5.94,8.8884,22.66,0.2457,14.74,96.36
51,9.1173,20.52,9.123,-0.31,9.1308,23.59,0.1347,20.83,92.5
52,9.2529,21.35,9.2577,3.44,9.2664,22.19,0.0261,17.92,141.73
53,9.2799,19.95,9.2838,6.09,9.2931,22.03,0.129,13.85,66.14
54,9.4092,21.04,9.4128,-17.5,9.4263,14.06,0.222,38.54,342.64
55,9.6315,23.75,9.6348,-7.5,9.6465,23.59,0.4818,31.25,238.22
56,10.1136,18.39,10.1166,3.75,10.1304,19.69,0,14.64,135.05
57,10.2618,20,10.1166,3.75,10.2759,22.34,0.228,16.25,60
