NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,3.1095,11.26,3.1155,-5.94,3.1281,11.26,0.5355,17.19,126.41
1,3.6474,14.75,3.651,-5.47,3.6636,14.75,0.4425,20.22,145.28
2,4.0869,12.61,4.0935,-15.31,4.1061,12.61,0.6402,27.92,151.86
3,4.7253,9.35,4.7337,-15.47,4.7403,9.35,1.3269,24.82,115.98
4,6.0588,7.48,6.0606,-40.78,6.0669,7.48,0.8283,48.26,129.56
5,6.8865,10.61,6.8889,-17.97,6.9015,10.61,0.9483,28.58,157.19
6,7.8351,9.19,7.8372,-11.56,7.8498,9.19,2.9748,20.76,110.78
7,10.8069,10.33,10.812,-12.97,10.8246,10.33,0.3102,23.3,119.86
8,11.1177,9.53,11.1222,-21.25,11.1348,9.53,0.216,30.78,131.63
9,11.3295,11.36,11.3382,-25.94,11.3508,11.36,0.0558,37.3,145.79
10,11.3862,10.76,11.394,-32.5,11.4066,10.76,0.8991,43.26,238.63
11,12.2898,12.42,12.2931,-7.97,12.3057,12.42,0.8142,20.39,146.73
12,13.1001,11.19,13.1073,-10.94,13.1199,11.19,0.591,22.13,94.34
13,13.6899,13.43,13.6983,-6.56,13.7109,13.43,3.4704,20,113.32
14,17.1675,10.13,17.1687,-30.94,17.1813,10.13,0.4464,41.07,145.53
15,17.6103,11.36,17.6151,-16.72,17.6274,11.36,0.4962,28.08,135.2
16,18.1035,10.57,18.1113,-25.16,18.1224,10.57,2.013,35.73,135.43
17,20.1222,12.63,20.1243,-11.41,20.1339,12.63,0.7059,24.03,86.76
18,20.8284,13.58,20.8302,-14.53,20.8428,13.58,1.3731,28.11,70.58
19,22.1979,12.84,22.2033,-6.41,22.2093,12.84,0.6405,19.25,53.9
20,22.8381,11.86,22.8438,-57.97,22.8564,11.86,0.1476,69.83,234.07
21,22.9893,14.46,22.9914,-55.78,23.004,14.46,0.7851,70.24,298.4
22,23.7726,14.31,23.7765,-34.69,23.7891,14.31,0.3687,49,194.45
23,24.1404,13.83,24.1452,-39.22,24.1578,13.83,1.1322,53.05,206.9
24,25.2732,15.18,25.2774,-16.25,25.29,15.18,6.3189,31.43,140.84
25,31.5906,16.78,31.5963,-8.28,31.6089,16.78,1.3308,25.06,123.35
26,32.9196,15.26,32.9271,-30.16,32.9397,15.26,1.2312,45.42,147.41
27,34.1553,16.17,34.1583,-25.78,34.1709,16.17,0.8772,41.95,228.04
28,35.034,14.24,35.0355,-21.72,35.0481,14.24,1.2627,35.95,102.25
29,36.2958,15.01,36.2982,-5.16,36.3108,15.01,0.1485,20.17,118.33
30,36.441,16.49,36.4467,-5.16,36.4593,16.49,0.633,21.65,136.41
31,37.0722,17.3,37.0797,-6.56,37.0923,17.3,4.3791,23.86,153.41
32,41.4537,17.23,41.4588,-15.78,41.4714,17.23,1.4247,33.01,153.56
33,42.8766,15.39,42.8835,-6.09,42.8961,15.39,0.276,21.49,157.02
34,43.1514,19.04,43.1595,-54.22,43.1721,19.04,0.9768,73.26,361.48
35,44.1354,15.87,44.1363,-29.84,44.1489,15.87,0.1875,45.72,215.42
36,44.3175,16.97,44.3238,-7.34,44.3364,16.97,0.8628,24.31,138.7
37,45.1833,18.7,45.1866,-6.25,45.1992,18.7,1.6479,24.95,121.27
38,46.8294,16.11,46.8345,-13.44,46.8471,16.11,0.4446,29.55,119.25
39,47.2764,18.2,47.2791,-14.69,47.2917,18.2,1.6872,32.89,177.62
40,48.9603,18.24,48.9663,0.63,48.9741,18.24,0.2355,17.61,74.55
41,49.1988,17.34,49.2018,-11.25,49.2144,17.34,1.2828,28.59,171.94
42,50.4786,18.58,50.4846,-11.09,50.4969,18.58,1.2876,29.68,151.49
43,51.7695,15.65,51.7722,-22.19,51.7848,15.65,2.1747,37.84,102.33
44,53.9406,17.8,53.9469,-7.19,53.9547,17.8,2.0817,24.98,98.33
45,56.0211,19.13,56.0286,-6.09,56.0412,19.13,0.2952,25.22,118.23
46,56.319,18.96,56.3238,-11.09,56.3364,18.96,0.4251,30.05,190.48
47,56.7435,19.15,56.7489,-22.5,56.7615,19.15,0.7398,41.65,201.54
48,57.4803,19.76,57.4887,-17.03,57.5013,19.76,0.7758,36.79,377.96
49,58.2564,20.28,58.2645,-1.09,58.2771,20.28,0.861,21.38,114.4
50,59.1234,21.06,59.1255,-31.56,59.1381,21.06,1.5594,52.62,229.82
51,60.678,20.9,60.6849,-41.56,60.6975,20.9,2.0298,62.46,272.81
52,62.7099,19.43,62.7147,0.78,62.7273,19.43,1.0011,18.65,106.28
53,63.7143,18.42,63.7158,-23.91,63.7284,18.42,0.204,42.33,150.03
54,63.9165,19.54,63.9198,-4.22,63.9324,19.54,0.8811,23.76,88.81
55,64.7952,21.29,64.8009,-79.69,64.8135,21.29,0.5019,100.98,293.6
56,65.2974,20,65.3028,-4.53,65.3154,20,0.2493,24.53,134.98
57,65.5437,15.96,65.5521,-10.47,65.5584,15.96,0.9168,26.43,96.79
58,66.4638,20.36,66.4689,-12.03,66.4815,20.36,2.0199,32.39,115.98
59,68.484,19.94,68.4888,-38.13,68.5014,19.94,2.2404,58.07,260.71
60,70.7235,20.39,70.7292,-57.81,70.7418,20.39,2.2164,78.2,226.14
61,72.9435,20.59,72.9456,-23.91,72.9582,20.59,0.7173,44.5,236.06
62,73.6584,18.95,73.6629,-23.28,73.6755,18.95,3.2733,42.23,188.37
63,76.9305,17.11,76.9362,-31.41,76.9488,17.11,0.2112,48.51,219.67
64,77.1402,21,77.1474,-11.56,77.16,21,0.5514,32.57,161.87
65,77.6961,18.58,77.6988,-22.5,77.7114,18.58,2.6448,41.08,152.65
66,80.3403,21.2,80.3436,0.31,80.3562,21.2,1.3224,20.89,119.11
67,81.66,22.45,81.666,-15.94,81.6786,22.45,0.4527,38.39,160.3
68,82.1169,18.85,82.1187,-21.56,82.1313,18.85,1.1031,40.42,125.75
69,83.2164,19.18,83.2218,-18.44,83.2344,19.18,1.1901,37.62,160.57
70,84.4098,19.43,84.4119,-10.63,84.4245,19.43,0.1326,30.06,123.18
71,84.5427,19.44,84.5445,-3.91,84.552,19.44,0.3897,23.34,77.9
72,84.9309,17.7,84.9342,-33.44,84.9468,17.7,0.2331,51.14,164.74
73,85.1649,20.98,85.1673,-30.78,85.1799,20.98,0.981,51.76,251.99
74,86.1447,19.29,86.1483,-4.22,86.1609,19.29,0.3978,23.51,118.05
75,86.5401,20.52,86.5461,-7.81,86.5587,20.52,1.62,28.33,160.76
76,88.1586,21.22,88.1661,-18.59,88.1787,21.22,1.0704,39.81,176.69
77,89.2335,17.83,89.2365,-27.34,89.2491,17.83,3.4506,45.17,136.21
78,92.6853,18.96,92.6871,-16.09,92.6964,18.96,0.6507,35.05,119.66
79,93.3309,19.77,93.3378,-6.72,93.3504,19.77,0.0918,26.49,107.33
80,93.4251,18.91,93.4296,-14.38,93.4422,18.91,3.4614,33.29,161.28
81,96.885,15.32,96.891,-27.81,96.8985,15.32,1.3569,43.14,126.99
82,98.2401,16.31,98.2479,-7.81,98.2605,16.31,0.018,24.12,125.63
83,98.2581,16.71,98.2659,-13.91,98.2785,16.71,0.7419,30.62,193.78
84,98.9994,16.18,99.0078,-12.81,99.0186,16.18,0.177,28.99,173.42
85,99.1788,17.73,99.1848,-24.84,99.1971,17.73,0.0963,42.58,188.55
86,99.2796,17.29,99.2811,-16.09,99.2937,17.29,0.1119,33.39,104.11
87,99.3918,17.74,99.393,-21.41,99.4056,17.74,0.2763,39.15,121.22
88,99.6606,17.42,99.6693,-3.91,99.6819,17.42,0.6189,21.32,199.25
89,100.2816,20.07,100.2882,-8.28,100.3008,20.07,0.2535,28.35,172.43
90,100.5396,19.45,100.5417,-35.31,100.5543,19.45,1.3293,54.77,337.99
91,101.8656,16.5,101.871,-0.31,101.8836,16.5,0.2913,16.81,51.34
92,102.1605,16.3,102.1623,-16.25,102.1749,16.3,0.2448,32.55,169.04
93,102.4041,19.79,102.4071,-38.59,102.4197,19.79,2.0061,58.39,265.05
94,104.4123,17.76,104.4132,-29.69,104.4252,17.76,0.3531,47.45,152.17
95,104.7609,19.65,104.7663,-0.94,104.7789,19.65,1.4562,20.59,124.94
96,106.2195,18.68,106.2225,0.94,106.2351,18.68,0.2145,17.74,110.26
97,106.4313,17.18,106.437,-57.81,106.4496,17.18,0.228,74.99,225.29
98,106.6587,20.79,106.665,-7.5,106.6776,20.79,0.0174,28.29,147.72
99,106.6776,20.47,106.6824,-23.28,106.695,20.47,3.3342,43.75,218.41
100,110.0139,18.85,110.0166,-6.56,110.0292,18.85,1.1517,25.41,115.01
101,111.1614,20.99,111.1683,-4.69,111.1809,20.99,2.169,25.68,179.18
102,113.3352,17.57,113.3373,-14.69,113.346,17.57,1.743,32.26,119.64
103,115.0788,19.02,115.0803,-10.16,115.0929,19.02,0.06,29.17,122.12
104,115.1388,20.68,115.1403,-19.53,115.1529,20.68,0.0486,40.22,164.96
105,115.1802,19.51,115.1889,-41.56,115.2015,19.51,1.1328,61.08,249.66
106,116.3205,21.91,116.3217,-4.38,116.3343,21.91,0.3054,26.29,121.57
107,116.6265,20.83,116.6271,-25,116.6397,20.83,0.4047,45.83,153.42
108,117.024,17.15,117.0318,-32.03,117.0381,17.15,2.8107,49.18,166.79
109,119.8413,19.02,119.8425,-6.09,119.8551,19.02,0.7356,25.11,87.58
110,120.5739,15.98,120.5781,-5.47,120.5907,15.98,1.7406,21.44,89.25
111,122.3178,15.79,122.3187,-30.31,122.3313,15.79,0.327,46.1,149.02
112,122.6421,18.11,122.6457,-6.72,122.6583,18.11,0.4743,24.83,88.23
113,123.1149,16.23,123.12,-50.94,123.1326,16.23,0.6909,67.16,198.03
114,123.8022,17.66,123.8109,-19.84,123.8235,17.66,1.3905,37.5,159.8
115,125.2008,17.18,125.2014,-7.66,125.214,17.18,2.5785,24.83,108.89
116,127.7775,16.82,127.7799,-17.34,127.7925,16.82,0.5949,34.17,171.28
117,128.3691,19.39,128.3748,-27.97,128.3835,19.39,1.662,47.36,189.11
118,130.035,19.28,130.0368,-6.41,130.0494,19.28,1.8198,25.69,85.39
119,131.8497,20.06,131.8566,-5.47,131.8692,20.06,0.1509,25.53,88.94
120,132.0027,21.73,132.0075,-28.44,132.0201,21.73,0.0792,50.16,229.29
121,132.0843,20.09,132.0867,-8.28,132.0993,20.09,0.2472,28.38,226.86
