NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,1.3827,46.18,1.386,21.09,1.3986,46.18,5.7033,25.08,100.35
1,7.086,48.74,7.0893,23.28,7.1019,48.74,6.5487,25.46,173.09
2,13.6308,47.92,13.638,7.03,13.6506,47.92,16.0074,40.89,206.02
3,29.6367,49.33,29.6454,14.69,29.658,49.33,3.0372,34.65,165.13
4,32.6751,48.29,32.6826,3.44,32.6949,48.29,1.2984,44.85,203.86
5,33.9747,53.14,33.981,30.78,33.9936,53.14,2.4018,22.36,159.76
6,36.3747,48.25,36.3828,28.59,36.3954,48.25,0.7344,19.65,169.76
7,37.1145,49.54,37.1172,30.47,37.1298,49.54,0.2799,19.07,104.83
8,37.3911,47.71,37.3971,29.06,37.4097,47.71,0.9882,18.65,143.2
9,38.3802,49.33,38.3853,27.66,38.3955,49.33,1.6707,21.67,108.65
10,40.053,48.25,40.056,6.56,40.0686,48.25,0.4965,41.68,154.09
11,40.5489,48,40.5525,31.09,40.5651,48,1.2891,16.9,90.18
12,41.8401,52.18,41.8416,28.44,41.8509,52.18,1.8852,23.74,87.03
13,43.7193,49.13,43.7268,25.78,43.7394,49.13,0.0255,23.35,146.38
14,43.7463,46.95,43.7523,31.56,43.7583,46.95,0.1041,15.39,69.47
15,43.8528,49.76,43.8564,29.84,43.869,49.76,0.1464,19.91,124.66
16,43.995,52.81,44.0028,36.25,44.0109,52.81,1.1418,16.56,100.63
17,45.1368,49.27,45.1446,24.53,45.1512,49.27,0.1383,24.74,116.88
18,45.2748,48.52,45.2829,22.66,45.2955,48.52,0.0327,25.86,304.63
19,45.3132,47.66,45.3156,30.78,45.3282,47.66,0.0462,16.88,188.2
20,45.3549,47.82,45.3618,30,45.3744,47.82,0.0588,17.82,167.25
21,45.4152,51.82,45.4206,30.78,45.4332,51.82,0.0375,21.03,217.54
22,45.4527,52.38,45.4581,34.69,45.4707,52.38,0.1203,17.69,219.67
23,45.5715,51.54,45.5784,32.97,45.591,51.54,0.6027,18.57,145.02
24,46.1751,51.73,46.1811,33.75,46.1937,51.73,0.0924,17.98,131.17
25,46.2708,48.04,46.2735,17.03,46.2861,48.04,0.9981,31.01,106
26,47.268,48.91,47.2716,26.09,47.2842,48.91,0.0345,22.82,127.09
27,47.2977,50.6,47.3061,29.53,47.3187,50.6,0.075,21.07,122.62
28,47.3754,52.86,47.3811,29.53,47.3937,52.86,0.0462,23.33,183.64
29,47.4186,47.7,47.4273,25.16,47.4399,47.7,0.108,22.55,141.69
30,47.5332,49.71,47.5353,30.78,47.5479,49.71,0.2883,18.93,127.39
31,47.8152,48.47,47.8236,25.47,47.8362,48.47,0.2808,23,144.92
32,48.0996,50.47,48.1044,22.34,48.117,50.47,0.4257,28.13,146.41
33,48.5265,44.73,48.5301,24.38,48.5427,44.73,0.0534,20.35,148.19
34,48.5751,50.52,48.5835,33.44,48.5931,50.52,0.9201,17.08,102.14
35,49.4955,48.41,49.5036,24.06,49.5162,48.41,0.7188,24.35,153.49
36,50.2194,49.71,50.2224,15,50.235,49.71,0.2988,34.71,187.97
37,50.5188,48.47,50.5212,26.41,50.5311,48.47,0.1623,22.06,107.27
38,50.6748,51.01,50.6835,31.56,50.6961,51.01,0.738,19.45,128.28
39,51.4143,50.59,51.4215,29.06,51.4329,50.59,0.2802,21.53,123.42
40,51.6936,50.65,51.7017,17.81,51.7143,50.65,0.1971,32.84,194.34
41,51.8931,50.89,51.8988,24.53,51.9099,50.89,0.3282,26.36,145.89
42,52.2195,48.19,52.227,28.91,52.239,48.19,0.0579,19.29,88.14
43,52.2795,49.58,52.2849,24.22,52.2975,49.58,0.0762,25.36,158.5
44,52.3536,50.99,52.3611,24.53,52.3737,50.99,0.2604,26.45,161.91
45,52.6134,50.9,52.6215,19.84,52.6341,50.9,0.1356,31.06,187.1
46,52.7514,49.39,52.7571,19.38,52.7697,49.39,0.5244,30.01,167.26
47,53.2791,50.47,53.2815,25.47,53.2941,50.47,0.084,25,148.51
48,53.3592,49.8,53.3655,29.22,53.3781,49.8,0.4056,20.58,117.87
49,53.7672,46.55,53.7711,25,53.7834,46.55,0.9213,21.55,88.93
50,54.69,47.66,54.6924,28.75,54.705,47.66,0.0615,18.91,66.66
51,54.7503,48.69,54.7539,31.09,54.7665,48.69,0.4662,17.6,115.65
52,55.2192,47.08,55.2201,27.81,55.2303,47.08,0.0822,19.27,74.24
53,55.2945,50.77,55.3023,4.84,55.3149,50.77,0.1224,45.93,330.67
54,55.4193,48.28,55.4247,29.84,55.4373,48.28,0.1722,18.43,86.14
55,55.5945,49.38,55.5969,30.78,55.6095,49.38,0.57,18.6,122.03
56,56.1615,51.39,56.1669,31.56,56.1795,51.39,0.2487,19.82,131.1
57,56.4141,50.76,56.4156,26.25,56.4282,50.76,0.045,24.51,149.42
58,56.454,49.04,56.4606,20.78,56.4732,49.04,0.0639,28.26,218.57
59,56.5185,51.13,56.5245,22.97,56.5371,51.13,0.1161,28.16,215.93
60,56.6319,51.16,56.6406,30.16,56.6532,51.16,0.3612,21,214.24
61,56.9991,51.81,57.0018,28.75,57.0144,51.81,2.5962,23.06,188.58
62,59.5905,51.72,59.598,31.72,59.6106,51.72,0.2589,20,149.93
63,59.8539,51.34,59.8569,33.13,59.8695,51.34,0.6429,18.22,126.88
64,60.4941,50.87,60.4998,32.66,60.5124,50.87,0.0399,18.22,122.15
65,60.5334,49,60.5397,23.91,60.5523,49,0.2286,25.1,164.94
66,60.7635,47.45,60.7683,24.53,60.7767,47.45,0.4134,22.92,88.83
67,61.179,50.34,61.1817,24.69,61.1943,50.34,0.9384,25.65,130.46
68,62.1141,52.35,62.1201,22.97,62.1327,52.35,0.6573,29.39,184.79
69,62.775,51.08,62.7774,27.81,62.79,51.08,1.0317,23.27,94.86
70,63.8055,49.64,63.8091,27.34,63.8217,49.64,0.0246,22.29,111.78
71,63.831,49.72,63.8337,29.84,63.8463,49.72,0.0246,19.88,105.63
72,63.8502,52.69,63.8583,32.19,63.8709,52.69,0.1428,20.5,162.92
73,63.9933,51.53,64.0011,25,64.0137,51.53,0.2418,26.53,153.08
74,64.2342,51.18,64.2429,17.81,64.2555,51.18,0.1617,33.36,240.58
75,64.3986,49.22,64.4046,24.69,64.4172,49.22,0.156,24.53,143.65
76,64.5519,49.67,64.5606,20.47,64.5732,49.67,0.3483,29.2,181.73
77,64.9071,47.54,64.9089,22.97,64.9215,47.54,0.2448,24.57,126.47
78,65.1504,49.49,65.1537,27.19,65.1663,49.49,0.0585,22.31,106.54
79,65.2056,49.17,65.2122,31.56,65.2248,49.17,0.0147,17.61,102.51
80,65.2197,47.98,65.2269,23.59,65.2344,47.98,0.2772,24.39,114.58
81,65.4969,50.17,65.5041,25.16,65.5122,50.17,0.2787,25.02,96.13
82,65.7789,53.11,65.7828,24.53,65.7954,53.11,0.0366,28.58,157.18
83,65.8146,50.5,65.8194,27.66,65.832,50.5,0.0675,22.85,164.58
84,65.8788,48.76,65.8869,22.19,65.8995,48.76,0.0735,26.58,149.26
85,65.9547,49.42,65.9604,25.16,65.973,49.42,1.2114,24.26,120.07
86,67.1655,49.59,67.1718,31.56,67.1844,49.59,0.1809,18.03,98.04
