NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.0894,-257.19,0.0915,-281.72,0.0978,-249.84,0.0378,24.53,53.39
1,0.1218,-249.43,0.1293,-279.38,0.1335,-248.44,0.0381,29.95,136.02
2,0.1614,-249.38,0.1674,-279.06,0.1719,-251.87,0.0483,29.69,114.7
3,0.2115,-250.42,0.2157,-281.72,0.2244,-257.19,0.0423,31.3,176.56
4,0.2553,-260.57,0.258,-289.38,0.2691,-260.31,0.0393,28.8,150.92
5,0.2949,-257.86,0.2973,-298.75,0.3129,-266.09,0.036,40.89,334.72
6,0.3312,-262.71,0.3333,-334.84,0.3423,-267.5,0.0768,72.14,323.12
7,0.4074,-262.66,0.4101,-322.19,0.4161,-259.22,0.0369,59.53,105.09
8,0.4452,-255.31,0.447,-293.44,0.4524,-260.63,0.1032,38.13,120.28
9,0.5373,-266.77,0.5502,-297.34,0.5538,-266.25,0.0714,30.57,151.8
10,0.6126,-253.7,0.6216,-288.13,0.6285,-259.84,0.1776,34.43,252.14
11,0.7935,-277.97,0.7992,-301.72,0.8064,-272.97,0.0357,23.75,157.83
12,0.8334,-266.51,0.8349,-308.91,0.8457,-261.25,0.156,42.4,112.64
13,0.9846,-278.28,0.9909,-325.78,1.0002,-270.94,0.0588,47.5,145.22
14,1.0479,-268.28,1.0497,-301.56,1.0572,-268.28,0.0543,33.28,135.61
15,1.101,-280.63,1.104,-309.22,1.11,-273.44,0.0357,28.59,118.92
16,1.137,-264.22,1.1397,-292.66,1.1445,-257.66,0.0606,28.44,73.59
17,1.1973,-260.63,1.2003,-289.53,1.2099,-261.72,0.015,28.91,156.98
18,1.2135,-260.05,1.2153,-287.81,1.2186,-258.28,0.051,27.76,66.14
19,1.2645,-257.29,1.2663,-290.78,1.2705,-262.03,0.1008,33.49,102.94
20,1.3626,-270.52,1.3671,-305.63,1.371,-271.88,0.2088,35.1,115.75
21,1.5723,-256.04,1.5759,-323.59,1.5789,-266.56,0.1455,67.55,240.73
22,1.7181,-254.84,1.7214,-295.47,1.7304,-260.31,0.1389,40.63,236.81
23,1.854,-282.4,1.8603,-338.91,1.8663,-273.28,0.0774,56.51,120.42
24,1.9335,-271.25,1.9377,-306.41,1.9416,-260.63,0.0624,35.16,80.95
25,1.9968,-262.03,2.0001,-294.22,2.0112,-267.97,0.0807,32.19,285.56
26,2.0751,-265.57,2.0808,-296.09,2.0898,-268.91,0.0504,30.52,245.05
27,2.1225,-261.15,2.1312,-329.84,2.1396,-268.28,0.0237,68.7,367.34
28,2.1513,-269.38,2.1549,-285.63,2.16,-261.41,0.0702,16.25,34.69
29,2.2215,-273.49,2.2251,-303.59,2.2311,-270.63,0.1491,30.1,115.78
30,2.3715,-263.59,2.3742,-295.31,2.3769,-260.78,0.0555,31.72,83.25
31,2.4219,-272.29,2.4297,-298.13,2.4384,-273.59,0.0333,25.83,236.61
32,2.4597,-268.28,2.463,-298.59,2.4654,-265.63,0.1329,30.31,75.38
33,2.5938,-272.66,2.5959,-295.31,2.6004,-271.25,0.0117,22.66,72.7
34,2.6001,-275.21,2.6076,-303.59,2.6103,-275.63,0.1749,28.39,103.47
35,2.7774,-265.57,2.7825,-293.75,2.7888,-260.16,0.0252,28.18,79.78
36,2.8038,-266.15,2.8077,-294.53,2.8164,-266.09,0.1158,28.39,160.58
37,2.919,-266.88,2.9235,-311.25,2.9274,-262.66,0.0579,44.38,108.56
38,2.9733,-261.15,2.9814,-302.81,2.9952,-262.66,0.0618,41.67,374.59
39,3.0408,-269.01,3.0432,-295.78,3.0516,-260,0.0678,26.77,58.38
40,3.1062,-267.34,3.111,-298.59,3.1179,-267.81,0.0174,31.25,140.25
41,3.1257,-267.97,3.1284,-295.16,3.135,-270,0.0381,27.19,168.98
42,3.1626,-272.5,3.1665,-303.75,3.1689,-273.28,0.117,31.25,99.61
43,3.282,-275.05,3.2835,-323.59,3.2937,-262.81,0.0447,48.54,111.92
44,3.3147,-253.07,3.3282,-295.63,3.3333,-269.22,0.0192,42.55,340.73
45,3.3444,-267.76,3.3474,-303.75,3.3528,-267.81,0.0819,35.99,131.28
46,3.4254,-265.05,3.4293,-295.47,3.4383,-263.75,0.0333,30.42,194.27
47,3.4587,-269.17,3.4626,-299.06,3.4677,-264.84,0.0603,29.9,57.63
48,3.5199,-260.63,3.5229,-290.78,3.5304,-261.25,0.0354,30.16,123.75
49,3.5538,-258.44,3.5583,-301.56,3.5649,-256.25,0.0675,43.13,201.47
50,3.6213,-267.45,3.6258,-298.28,3.6312,-262.5,0.0501,30.83,112.56
51,3.6744,-260.89,3.6759,-367.19,3.6819,-263.59,0.0732,106.3,298.06
52,3.741,-265.1,3.7491,-286.56,3.7521,-262.03,0.033,21.46,74.47
53,3.7779,-269.48,3.7821,-293.28,3.7884,-271.72,0.1353,23.8,111.23
54,3.9162,-270.47,3.9174,-342.66,3.9285,-271.88,0.0393,72.19,258.28
55,3.9516,-278.75,3.9567,-328.75,3.9648,-275.16,0.1194,50,178.17
56,4.0689,-257.97,4.0761,-316.56,4.0794,-262.34,0.0171,58.59,199.69
57,4.0908,-257.45,4.0932,-287.81,4.0962,-257.19,0.0567,30.36,66.91
58,4.1481,-274.43,4.1499,-329.84,4.1529,-277.34,0.1026,55.42,123.25
59,4.2483,-263.28,4.2525,-288.44,4.2597,-258.91,0.0429,25.16,99.56
60,4.293,-254.79,4.2954,-307.81,4.3011,-255.94,0.2067,53.02,144.25
61,4.4958,-265.21,4.5021,-315.16,4.5075,-270.94,0.0222,49.95,217.62
62,4.5201,-268.28,4.5243,-297.19,4.5288,-269.38,0.0261,28.91,120.23
63,4.5486,-268.59,4.5504,-316.72,4.5624,-268.13,0.0402,48.13,251.72
64,4.5876,-268.75,4.5906,-299.06,4.5963,-269.06,0.1419,30.31,140.77
65,4.7307,-265.99,4.7325,-312.5,4.7472,-269.22,0.0858,46.51,295
66,4.8168,-259.22,4.8183,-314.53,4.8246,-266.56,0.0276,55.31,163.55
67,4.8429,-260.05,4.8459,-297.97,4.8516,-266.56,0.042,37.92,183
68,4.8855,-262.86,4.8879,-300.63,4.8927,-267.97,0.1578,37.76,104.23
69,5.0406,-262.08,5.0457,-311.41,5.0511,-270.47,0.3399,49.32,217.59
70,5.3829,-280.31,5.3856,-299.38,5.3913,-278.75,0.0999,19.06,73.92
71,5.4837,-284.38,5.4855,-335,5.4918,-286.41,0.0192,50.63,145.69
72,5.5017,-281.93,5.5047,-319.69,5.5176,-276.88,0.0522,37.76,251.67
73,5.5542,-273.39,5.5569,-300.31,5.5602,-274.69,0.1557,26.93,80.39
74,5.7087,-275.94,5.7126,-317.81,5.7162,-276.41,0.0093,41.88,123.56
75,5.7201,-281.04,5.7219,-319.06,5.7261,-274.84,0.0474,38.02,75.66
76,5.7615,-268.18,5.7693,-318.91,5.7723,-276.25,0.0147,50.73,235.16
77,5.7822,-275.83,5.784,-338.28,5.7873,-277.81,0.0501,62.45,120.66
78,5.8317,-268.18,5.8341,-299.69,5.8401,-271.09,0.0621,31.51,129.81
79,5.8941,-285,5.8962,-379.38,5.9019,-281.41,0.0288,94.38,174.38
80,5.9223,-270.47,5.925,-296.41,5.9316,-263.44,0.1443,25.94,94.88
81,6.0633,-269.79,6.0693,-287.19,6.0738,-264.84,0.0207,17.4,57.05
82,6.0864,-262.5,6.09,-330.47,6.0936,-266.72,0.0354,67.97,180.89
83,6.1206,-269.64,6.1254,-326.09,6.1344,-268.13,0.0384,56.46,184.06
84,6.162,-266.61,6.1638,-311.25,6.1737,-268.91,0.0609,44.64,214.58
85,6.2217,-270.94,6.2247,-319.38,6.2301,-272.03,0.0186,48.44,159.75
86,6.2367,-267.5,6.2433,-295.94,6.2499,-266.56,0.0342,28.44,171.75
87,6.2742,-274.64,6.2775,-302.97,6.2808,-268.28,0.0321,28.33,44.66
88,6.3054,-268.85,6.3096,-305.78,6.3132,-272.19,0.0318,36.93,154.69
89,6.3351,-271.09,6.3414,-294.38,6.3468,-265.47,0.0408,23.28,72.89
90,6.3801,-265.05,6.3822,-290.47,6.3933,-270.16,0.0723,25.42,195.52
91,6.4527,-263.49,6.4545,-332.5,6.4587,-262.19,0.1482,69.01,165
92,6.6015,-264.01,6.6027,-325,6.6084,-268.28,0.1191,60.99,150.61
93,6.7182,-262.08,6.7218,-350.16,6.7254,-266.25,0.0474,88.07,184.44
94,6.7587,-264.53,6.7692,-292.66,6.7719,-267.81,0.0459,28.13,208.13
95,6.8133,-264.22,6.8151,-306.88,6.8184,-263.59,0.0192,42.66,92.53
96,6.8292,-264.69,6.8343,-298.13,6.8457,-266.41,0.0429,33.44,254.67
97,6.8715,-265.52,6.8772,-282.19,6.8847,-260.16,0.0279,16.67,76.08
98,6.9006,-261.61,6.9051,-291.56,6.9129,-267.34,0.0492,29.95,181.97
99,6.948,-268.85,6.9543,-304.06,6.9582,-273.13,0.0315,35.21,151.67
100,6.9837,-263.7,6.9858,-294.53,6.9921,-266.09,0.0522,30.83,146.61
101,7.035,-259.69,7.038,-325,7.0413,-260.47,0.0327,65.31,152.86
102,7.0662,-271.35,7.0707,-309.06,7.0743,-275.94,0.0549,37.71,192.53
103,7.1202,-272.6,7.1256,-323.75,7.1286,-274.06,0.0147,51.15,151.2
104,7.1352,-265.36,7.1403,-295.47,7.146,-263.13,0.0309,30.1,163.06
105,7.1658,-260.42,7.1712,-303.59,7.1763,-265.78,0.0207,43.18,155.25
106,7.1874,-261.15,7.1919,-309.38,7.2,-265.47,0.0465,48.23,307.86
107,7.2366,-261.98,7.2384,-321.09,7.2432,-277.34,0.0303,59.11,201.22
108,7.2648,-278.02,7.2687,-306.56,7.2708,-271.41,0.0708,28.54,62.77
109,7.3347,-282.55,7.3395,-302.81,7.3416,-275.31,0.072,20.26,40.08
110,7.407,-272.55,7.4115,-340.47,7.4154,-270.47,0.0687,67.92,158.36
111,7.4763,-267.19,7.4802,-319.22,7.4874,-272.03,0.0447,52.03,309.05
112,7.5222,-257.76,7.5249,-303.75,7.5291,-262.97,0.0402,45.99,127.69
113,7.56,-259.11,7.5651,-302.34,7.5726,-271.72,0.1782,43.23,309.64
114,7.7412,-280.63,7.7433,-330.31,7.7496,-273.44,0.0351,49.69,103.88
115,7.7763,-267.29,7.7784,-318.75,7.7817,-276.72,0.018,51.46,139.05
116,7.7922,-273.54,7.7964,-313.59,7.8075,-274.69,0.0315,40.05,216.63
