NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.1866,32.81,0.1914,4.22,0.2043,37.5,0.0687,28.59,140.95
1,0.258,43.44,0.2601,18.13,0.2715,39.38,0.1245,25.31,176.58
2,0.3804,36.93,0.3846,5.31,0.3936,35.78,0.0921,31.61,242.53
3,0.4719,49.9,0.4767,10.94,0.4842,42.03,0.1272,38.96,254.48
4,0.5979,43.96,0.6039,20,0.6102,42.66,0.0903,23.96,119.3
5,0.6915,46.41,0.6942,7.97,0.705,43.59,0.3165,38.44,271.88
6,1.0083,36.46,1.0107,8.75,1.0125,32.5,0.0132,27.71,61.87
7,1.0197,37.66,1.0239,-21.88,1.0296,32.5,0.375,59.53,295.27
8,1.395,37.81,1.3989,-1.56,1.407,36.56,0.4206,39.38,204.66
9,1.8177,41.15,1.8195,0,1.8294,40.31,0.2214,41.15,177.34
10,2.0391,37.14,2.0409,-1.09,2.0487,41.25,0.1251,38.23,150.75
11,2.1636,40.73,2.166,-8.28,2.1732,36.09,0.2952,49.01,234.33
12,2.4543,39.43,2.4612,-4.38,2.4666,31.41,0.243,43.8,302.53
13,2.7012,41.04,2.7042,9.84,2.7099,39.69,0.0333,31.2,137.95
14,2.7348,40.89,2.7375,5,2.7465,40.78,0.0387,35.89,194.94
15,2.7738,40.47,2.7762,-4.38,2.787,34.53,0,44.84,230.3
16,3.1332,40.89,2.7762,-4.38,3.1446,42.03,0.4914,45.26,105.94
17,3.2643,43.07,3.2676,21.56,3.273,45.94,0.0504,21.51,85.41
18,3.3156,38.18,3.318,20.78,3.324,42.97,0.1485,17.4,53.19
19,3.4635,37.55,3.4665,10.94,3.4719,39.38,0.0744,26.61,71.05
20,3.5373,34.22,3.5409,17.19,3.546,37.97,0.2154,17.03,70.31
21,3.7533,44.17,3.7563,-2.19,3.7644,40.94,0.0606,46.35,251.69
22,3.8145,43.8,3.8169,-0.63,3.8241,38.75,0.0423,44.43,231.09
23,3.8556,38.65,3.8592,12.19,3.8685,39.22,0.1509,26.46,121.39
24,4.008,44.9,4.0101,-8.28,4.0194,37.66,0.2397,53.18,248.2
25,4.2459,33.96,4.2498,10.31,4.2543,40,0.1359,23.65,45.17
26,4.383,43.44,4.3857,8.75,4.3899,37.81,0.0927,34.69,156.75
27,4.4754,38.07,4.4784,12.5,4.491,36.09,0.2394,25.57,174.77
28,4.7139,37.19,4.7178,5.47,4.7265,35.78,0.4917,31.72,222.84
29,5.2053,42.19,5.2095,3.75,5.2194,41.56,0.1977,38.44,247.73
30,5.4045,38.07,5.4072,13.91,5.4123,42.03,0.078,24.17,82.36
31,5.4813,36.61,5.4852,-1.41,5.496,34.69,0.0672,38.02,256.58
32,5.5485,42.55,5.5524,3.91,5.5626,41.41,0.2268,38.65,200.81
33,5.7747,41.09,5.7792,5.47,5.7855,43.91,0,35.63,160.92
34,5.8872,38.23,5.7792,5.47,5.9025,42.19,0.363,32.76,124.72
35,6.1395,38.54,6.1422,6.41,6.1536,38.13,0.0951,32.14,199.45
36,6.234,38.18,6.2373,-5.78,6.2445,35.94,0.0867,43.96,204.98
37,6.3189,36.04,6.324,13.44,6.3309,37.81,0.1053,22.6,93.34
38,6.4254,44.69,6.4293,-0.63,6.441,35.94,0.0255,45.31,331.31
39,6.4527,39.79,6.4548,8.91,6.4629,47.5,0,30.89,135.3
40,6.7254,47.55,6.4548,8.91,6.7407,44.06,0.48,38.65,208.52
41,6.93,46.82,6.9348,17.34,6.939,43.13,0.0435,29.48,153.36
42,6.9762,39.11,6.9783,-2.66,6.987,36.72,0.0228,41.77,204.95
43,6.9969,39.53,7.0011,18.59,7.0032,43.59,0.6279,20.94,41.06
44,7.6218,23.8,7.629,-41.41,7.6371,13.13,0.2085,65.21,570.25
45,7.8339,36.98,7.8375,14.38,7.8447,42.81,0.3174,22.6,96.17
46,8.1528,45.73,8.1549,14.69,8.1672,39.22,0.1824,31.04,265.63
47,8.3358,36.04,8.3373,10,8.349,34.53,0.0399,26.04,279.66
48,8.3733,39.58,8.3772,26.09,8.3826,45.47,0.8775,13.49,46.67
49,9.2487,41.15,9.2547,-11.88,9.2619,31.56,0,53.02,403.64
50,9.2841,41.46,9.2547,-11.88,9.2913,38.59,0.2196,53.33,93.3
51,9.4704,42.55,9.4743,16.56,9.4818,41.25,0,25.99,165.75
52,9.6117,40.83,9.4743,16.56,9.6216,44.38,0.204,24.27,140.27
53,9.6753,42.14,9.6783,16.56,9.6834,46.56,0.0837,25.57,82.67
54,9.7596,34.48,9.762,3.59,9.7677,47.5,0.1704,30.89,75.97
55,9.9309,47.5,9.9324,-7.66,9.9423,42.19,0.0315,55.16,284.06
56,9.9576,39.74,9.9639,4.22,9.9687,37.5,0.057,35.52,208.77
57,10.0167,41.88,10.0209,3.91,10.0278,42.5,0.1572,37.97,179.34
58,10.1745,40.94,10.1781,14.69,10.1865,43.13,0.1218,26.25,231.94
59,10.2948,41.46,10.2999,17.34,10.3068,37.03,0.0168,24.11,138.78
60,10.3134,41.2,10.3167,5.78,10.3248,38.91,0.5961,35.42,183.84
61,10.9086,46.04,10.9128,11.56,10.9197,40.94,0.3351,34.48,207.44
62,11.2428,38.75,11.2479,16.25,11.2581,43.44,0.0789,22.5,119.06
63,11.3247,42.5,11.3268,0.16,11.3391,37.81,0.7008,42.34,238.59
64,12.0243,42.14,12.0276,1.25,12.0354,40,0,40.89,212.83
65,12.0921,43.96,12.0276,1.25,12.102,48.91,0.1848,42.71,32.22
66,12.2088,44.69,12.2124,19.38,12.2193,43.75,0.1635,25.31,119.3
67,12.3723,38.65,12.3759,12.34,12.3819,41.56,0.612,26.3,84.56
68,12.9861,41.04,12.9879,11.09,12.9978,37.19,0.2124,29.95,180.59
69,13.1979,42.45,13.2003,11.25,13.209,41.41,0.027,31.2,145.37
70,13.2243,40.73,13.2273,-16.09,13.2345,35.47,0.0846,56.82,286.28
71,13.3086,42.71,13.3119,15.63,13.3212,42.66,0.0792,27.08,178.05
72,13.3887,45.16,13.3911,-26.56,13.4022,28.91,0,71.72,555.98
73,13.5144,37.24,13.3911,-26.56,13.5264,41.41,0.1563,63.8,111.92
