NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.1593,25.31,0.162,-2.81,0.1725,28.44,0.2613,28.13,147.09
1,0.4212,24.38,0.4233,-19.69,0.4278,25.94,0.1485,44.06,136.13
2,0.57,19.06,0.5718,-12.19,0.5796,21.25,0.5526,31.25,87.38
3,1.1181,23.96,1.1244,-6.25,1.1322,25,0.8535,30.21,211.59
4,1.9755,22.08,1.9779,-18.13,1.9926,25.31,0.5106,40.21,208.28
5,2.481,17.5,2.4885,-13.13,2.4948,23.44,0.4425,30.63,147.75
6,2.9292,20.52,2.931,-12.5,2.9343,20.94,0.0513,33.02,92.34
7,2.9799,16.88,2.9823,-17.81,2.9877,20,0.0885,34.69,104.72
8,3.0678,20.94,3.0708,-29.37,3.0765,18.44,0.1362,50.31,164.72
9,3.2049,19.9,3.207,-15,3.2142,21.25,0.8862,34.9,129.5
10,4.0893,16.35,4.0932,-13.75,4.101,20.63,0.4239,30.1,98.28
11,4.5144,19.9,4.5171,-14.69,4.524,20,0.2136,34.58,131.25
12,4.7289,16.04,4.7307,-11.25,4.7424,25.31,0.273,27.29,63.31
13,4.9989,16.67,5.0037,-9.06,5.0124,22.5,0.1896,25.73,57.41
14,5.19,21.98,5.1933,-13.75,5.1996,26.25,0.8259,35.73,135.84
15,6.015,12.81,6.0192,-12.81,6.027,15.94,0.3216,25.63,188.53
16,6.3381,13.75,6.3408,-21.25,6.3513,18.75,0.0561,35,137.06
17,6.3948,16.77,6.3969,-17.19,6.4095,16.88,0,33.96,188.75
18,6.5139,20.83,6.3969,-17.19,6.5295,7.5,0.1512,38.02,373.72
19,6.5457,13.44,6.5481,-78.75,6.5586,4.69,0.6621,92.19,505.69
20,7.2084,20.42,7.2102,-21.25,7.2192,18.13,0.132,41.67,186.31
21,7.3392,18.13,7.3422,-35.31,7.3479,23.75,0.2592,53.44,173.16
22,7.5987,19.69,7.6014,-9.06,7.6068,21.56,0.1779,28.75,97.22
23,7.7763,18.75,7.7793,-12.5,7.7937,20.94,0.2328,31.25,166.69
24,8.01,14.69,8.0121,-11.88,8.0193,17.5,0.297,26.56,88.13
25,8.307,12.6,8.3091,-41.56,8.3247,14.69,0.6633,54.17,221.44
26,8.9703,19.58,8.9724,-13.13,8.9811,18.44,0.4476,32.71,129.81
27,9.4182,21.98,9.42,-8.44,9.4275,18.13,0.4368,30.42,178.19
28,9.8535,20.1,9.8568,-18.44,9.8655,17.5,0.4167,38.54,183.81
29,10.2705,13.54,10.2735,-36.88,10.2828,9.38,0.0501,50.42,253.88
30,10.3212,12.92,10.3236,-15,10.3335,18.13,0.6153,27.92,112.69
31,10.9368,22.4,10.9389,-21.88,10.9524,24.69,0.3615,44.27,283.34
32,11.2977,23.44,11.3004,-10,11.3079,27.81,0.3255,33.44,156.09
33,11.6205,13.65,11.6259,-5.94,11.6328,23.13,0.0267,19.58,55.69
34,11.6499,21.77,11.6526,-26.56,11.6577,18.75,0.1599,48.33,148.88
35,11.8104,18.96,11.8125,-7.19,11.817,20.94,0.2637,26.15,82.06
36,12.0732,16.46,12.0762,-27.19,12.0843,12.81,0.7302,43.65,205.81
37,12.8043,12.6,12.8064,-32.5,12.8124,17.5,0.2949,45.1,144.5
38,13.0986,11.04,13.1013,-27.19,13.1058,13.44,0.0576,38.23,127.34
39,13.1556,18.75,13.1589,-20.31,13.164,20.31,0,39.06,134.72
40,13.1847,17.6,13.1589,-20.31,13.2048,22.19,0.1329,37.92,88.56
41,13.2894,15.1,13.2918,-21.25,13.3053,21.56,0.0417,36.35,167.81
42,13.3314,17.6,13.3335,-16.88,13.3419,21.25,0.5889,34.48,169.12
43,13.9179,21.25,13.9224,-41.25,13.9326,24.38,0.1854,62.5,252.94
