NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,14.6817,28.44,14.688,-12.5,14.6967,23.75,1.0665,40.94,370.41
1,15.7506,32.19,15.7545,12.19,15.7611,32.5,1.5186,20,105.47
2,17.2683,31.35,17.2731,-13.44,17.2815,30,1.0479,44.79,322.13
3,18.3156,35.21,18.321,19.06,18.327,35.94,3.6897,16.15,80.34
4,22.0074,34.58,22.0107,9.38,22.023,35,8.373,25.21,119.56
5,30.3771,35.31,30.3837,4.38,30.393,32.81,14.3367,30.94,255.75
6,44.7174,34.58,44.7204,9.69,44.7237,39.06,6.3042,24.9,71.69
7,51.0216,35.94,51.0246,9.69,51.0336,35,2.5959,26.25,120.84
8,53.6145,33.44,53.6205,20,53.6268,36.25,0.4281,13.44,77.81
9,54.0453,33.33,54.0486,11.88,54.0615,33.44,0.0288,21.46,119.13
10,54.0747,34.38,54.0774,-5,54.0864,39.69,0.291,39.38,215.81
11,54.363,29.69,54.3684,-43.75,54.3786,12.81,5.0529,73.44,717.94
12,59.4174,21.15,59.4213,4.38,59.4297,27.5,1.7019,16.77,94.97
13,61.1196,35.1,61.1232,7.5,61.1307,35.94,7.2066,27.6,150.44
14,68.3259,31.56,68.3298,-11.88,68.3436,17.5,0.5949,43.44,518.25
15,68.9202,32.6,68.9247,10.94,68.9334,33.13,1.839,21.67,153.75
16,70.7616,34.38,70.7637,7.19,70.773,33.13,23.1132,27.19,143.06
17,93.8736,35.83,93.8769,1.87,93.8868,31.56,1.0899,33.96,206.62
18,94.9647,36.67,94.9668,2.81,94.9758,32.5,3.9645,33.85,190
19,98.9286,34.38,98.9313,5,98.9409,33.44,1.3002,29.38,140.44
20,100.2273,28.65,100.2315,-40.94,100.2402,16.88,0.5751,69.58,504.03
21,100.8,33.75,100.8066,18.75,100.8132,36.25,16.8537,15,73.31
22,117.6552,36.35,117.6603,14.38,117.6675,35.31,2.1237,21.98,108.37
23,119.7768,34.48,119.784,20.63,119.79,39.69,8.706,13.85,70.03
24,128.484,33.85,128.49,17.5,128.4951,35.63,9.8694,16.35,77.31
25,138.3552,32.6,138.3594,5.94,138.3702,32.19,0.2703,26.67,163.69
26,138.6258,36.77,138.6297,-5.31,138.6375,29.06,2.0256,42.08,279.81
27,140.652,34.38,140.6553,15.94,140.664,36.88,3.5154,18.44,94.22
28,144.1674,36.56,144.1707,6.88,144.1815,33.13,0.8757,29.69,191.81
29,145.0383,32.5,145.0464,2.5,145.0539,30.31,2.6862,30,253.59
30,147.7272,30.94,147.7326,-0.63,147.744,26.88,0.9693,31.56,259.03
31,148.6944,544.79,148.7019,191.56,148.7127,224.06,1.137,353.23,4530.63
32,149.8359,139.48,149.8389,97.19,149.847,133.13,7.0512,42.29,260.13
33,156.8835,128.65,156.8901,105.63,156.8976,125.31,11.5485,23.02,208.69
34,168.4335,138.44,168.4386,117.19,168.4458,135.94,0.1194,21.25,154.22
35,168.5505,143.96,168.558,121.88,168.5625,140.94,2.4069,22.08,154.62
