NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.4092,-22.66,0.411,-47.19,0.4182,-19.38,0.2052,24.53,86.72
1,0.6129,-19.9,0.6162,-58.91,0.6258,-21.09,0.2241,39.01,266.83
2,0.8373,-24.11,0.8403,-52.19,0.8487,-20.78,0.3402,28.07,116.16
3,1.1748,-18.44,1.1805,-49.53,1.1904,-22.5,1.6782,31.09,266.67
4,2.8557,-24.01,2.8587,-138.44,2.8671,-38.44,0.459,114.43,759.8
5,3.3114,-17.86,3.3177,-40.16,3.321,-20.78,0.0195,22.29,88.69
6,3.3321,-20.83,3.3372,-58.28,3.3471,-23.13,0.6132,37.45,270.84
7,3.9471,-14.74,3.9504,-50,3.9627,-18.44,0.165,35.26,274.89
8,4.1133,-17.19,4.1154,-57.5,4.1238,-22.03,0.2727,40.31,237.8
9,4.3866,-18.02,4.3881,-60.47,4.3986,-19.38,0.4962,42.45,194.17
10,4.8795,-24.48,4.8843,-56.41,4.8891,-26.72,0.489,31.93,152.11
11,5.3694,-21.88,5.3733,-54.69,5.3811,-18.13,0.0786,32.81,145.55
12,5.4486,-26.04,5.4519,-51.72,5.4606,-22.97,0.8502,25.68,109.39
13,6.3003,-21.77,6.3021,-58.13,6.3096,-21.09,0.1152,36.35,158.87
14,6.4056,-38.44,6.4173,-61.25,6.4221,-32.5,0.081,22.81,85.03
15,6.4935,-33.85,6.4983,-62.66,6.5052,-37.19,0.8865,28.8,202.75
16,7.3818,-25.26,7.3848,-45.63,7.3917,-24.84,0.6927,20.36,109.19
17,8.0748,-27.34,8.0775,-48.75,8.0853,-22.19,0.279,21.41,67.69
18,8.3532,-30.47,8.3565,-59.69,8.3649,-33.28,0.5193,29.22,157.92
19,8.8725,-32.76,8.8758,-61.87,8.883,-35.94,0.0243,29.11,167.25
20,8.8956,-30.89,8.9001,-74.38,8.9094,-33.91,0.2007,43.49,276.83
21,9.0927,-28.96,9.1008,-58.13,9.111,-30.94,0.2106,29.17,263.5
22,9.3072,-25.99,9.3114,-69.22,9.3228,-26.25,0.1734,43.23,357.81
23,9.4824,-33.91,9.4848,-65.78,9.492,-31.56,0.6726,31.88,132.19
24,10.1514,-41.2,10.1574,-69.06,10.1631,-37.81,0.7164,27.86,132.72
25,10.8684,-30.21,10.8738,-56.56,10.878,-32.19,0.0423,26.35,166.13
26,10.9116,-30.68,10.9161,-60.94,10.923,-31.41,0.2652,30.26,120.28
27,11.1792,-39.74,11.1813,-77.03,11.1906,-35,0.2475,37.29,148.17
28,11.4264,-42.81,11.4288,-71.41,11.4399,-37.81,0.2244,28.59,160.41
29,11.6505,-39.79,11.6532,-64.06,11.6604,-28.75,0.1101,24.27,75.77
30,11.7597,-32.29,11.7633,-59.53,11.7786,-24.38,0.0756,27.24,124.61
31,11.8368,-28.65,11.8389,-56.09,11.8446,-25.16,0.075,27.45,94.64
32,11.9085,-36.35,11.9139,-52.66,11.9262,-32.03,0.1026,16.3,75.66
33,12.012,-36.61,12.0165,-66.56,12.0249,-32.03,0.0426,29.95,107.03
34,12.0558,-34.17,12.0591,-52.97,12.0642,-25.78,0.0963,18.8,41.56
35,12.1521,-27.71,12.1554,-58.13,12.1662,-27.97,0.2199,30.42,274.88
36,12.3726,-30.36,12.3753,-72.03,12.3951,-44.22,0.2115,41.67,806.42
37,12.5844,-24.27,12.5868,-56.72,12.6012,-26.72,0.1608,32.45,212.25
38,12.7413,-24.17,12.7476,-58.91,12.7506,-28.28,0.0822,34.74,168.55
39,12.8244,-32.76,12.8298,-65.16,12.8403,-34.53,0.0693,32.4,247.5
40,12.8967,-38.02,12.8991,-62.5,12.9036,-36.56,0.3564,24.48,81.19
41,13.2522,-38.28,13.2555,-64.06,13.2612,-35.63,0.0192,25.78,100.36
42,13.272,-38.33,13.2747,-67.5,13.2855,-37.66,0.0723,29.17,210.83
43,13.3434,-28.91,13.347,-59.06,13.3569,-30.78,0.1776,30.16,220.45
44,13.5216,-43.91,13.5246,-69.84,13.5303,-34.38,0.1107,25.94,69.75
45,13.6335,-34.79,13.6353,-77.19,13.6434,-34.22,0.0924,42.4,190.89
46,13.7214,-28.85,13.7277,-57.03,13.7352,-29.84,0.0459,28.18,188.23
47,13.7694,-38.7,13.7736,-75.78,13.7841,-28.91,0.0399,37.08,115.95
48,13.8093,-28.96,13.8135,-63.28,13.821,-23.44,0.2259,34.32,161.52
49,14.0376,-30.83,14.0394,-63.59,14.0475,-30.31,0.1581,32.76,148.91
50,14.1924,-32.19,14.1975,-69.84,14.2065,-32.34,0.1197,37.66,180.52
51,14.3118,-37.03,14.3172,-59.84,14.3229,-33.75,0.1992,22.81,98.91
52,14.5143,-28.18,14.5164,-51.72,14.5257,-19.84,0.0753,23.54,58.31
53,14.589,-22.34,14.5917,-69.84,14.6007,-24.53,0.1632,47.5,266.34
54,14.7489,-24.53,14.7549,-58.75,14.7603,-26.25,0.0669,34.22,197.39
55,14.8191,-24.06,14.8218,-60.31,14.829,-27.5,0.1059,36.25,183.09
56,14.9241,-19.95,14.9277,-62.97,14.94,-28.59,0.0669,43.02,409.31
57,14.991,-35.68,14.9946,-70.31,15.0003,-33.28,0.0813,34.64,130.33
58,15.0696,-28.49,15.0759,-73.28,15.0825,-34.06,0.0321,44.79,281.5
59,15.1053,-34.01,15.108,-65.16,15.1206,-28.28,0.0771,31.15,198.16
60,15.1818,-28.54,15.1851,-62.03,15.195,-26.72,0.3378,33.49,189.89
61,15.5199,-21.61,15.5229,-63.75,15.5346,-32.03,0.0342,42.14,362.5
62,15.5544,-33.59,15.5571,-56.72,15.5643,-28.28,0.1407,23.13,85.17
63,15.6924,-25.21,15.6978,-49.22,15.7038,-21.09,0.2361,24.01,106.83
64,15.9285,-28.23,15.9339,-76.25,15.9429,-34.06,0.0999,48.02,293.83
65,16.0278,-31.46,16.0338,-55.63,16.0398,-26.88,0.1041,24.17,97.37
66,16.1346,-21.41,16.1379,-51.25,16.146,-21.56,0.1428,29.84,139.92
67,16.275,-25.63,16.2807,-55,16.2885,-21.41,0.135,29.37,118.87
68,16.4103,-24.74,16.4157,-50.94,16.422,-20.47,0.0459,26.2,122.28
69,16.4589,-28.07,16.4616,-60.94,16.4739,-25.16,0.2532,32.86,224.06
70,16.7094,-23.13,16.7148,-58.59,16.7217,-27.81,0.0654,35.47,218.39
71,16.7784,-27.81,16.7802,-78.28,16.788,-33.75,0.0912,50.47,257.48
72,16.8672,-29.79,16.8714,-67.34,16.8783,-35.16,0.1689,37.55,205.16
73,17.0382,-22.81,17.0403,-55.47,17.0538,-22.5,0.0912,32.66,206.77
74,17.1273,-25.63,17.1315,-88.91,17.139,-34.06,0.0333,63.28,385.92
75,17.1624,-27.71,17.1648,-59.06,17.1735,-30.31,0.0819,31.35,194.64
76,17.2437,-20.52,17.2467,-56.25,17.2572,-23.28,0.0492,35.73,236.33
77,17.2899,-21.98,17.2959,-60.62,17.3028,-28.44,0.0552,38.65,286.16
78,17.3484,-21.56,17.3511,-99.69,17.3586,-31.25,0.0999,78.13,451.92
79,17.4474,-24.95,17.451,-60.31,17.4588,-25.47,0.0528,35.36,188.77
80,17.5005,-17.24,17.5038,-54.38,17.5122,-25.31,0.0645,37.14,256.91
81,17.5662,-22.66,17.5683,-48.28,17.5782,-26.25,0.1518,25.63,196.27
82,17.7156,-25.36,17.7201,-54.22,17.7303,-25.94,0.0573,28.85,202.52
83,17.7672,-18.75,17.7774,-59.84,17.7825,-27.81,0.0288,41.09,287.11
84,17.8038,-30.1,17.8062,-76.25,17.8149,-35.63,0.0777,46.15,222.59
85,17.8806,-28.28,17.8839,-84.22,17.8941,-33.75,0.1311,55.94,379.78
86,18.0111,-32.71,18.015,-57.19,18.021,-28.75,0.0906,24.48,76.95
87,18.1005,-22.45,18.1056,-58.91,18.1131,-23.91,0.1239,36.46,229.8
88,18.2265,-25.57,18.2295,-64.38,18.2385,-23.91,0.0279,38.8,182.61
89,18.2541,-19.95,18.2574,-65.94,18.2637,-23.13,0.0378,45.99,171.09
90,18.2925,-28.65,18.2952,-67.19,18.3072,-28.13,0.0531,38.54,248.13
91,18.3429,-30.83,18.3483,-71.41,18.3582,-30.16,0.1224,40.57,235.72
92,18.4677,-25.52,18.4707,-141.72,18.4806,-54.06,0.2346,116.2,928.66
93,18.7026,-22.86,18.7053,-54.53,18.7128,-29.84,0.0225,31.67,198.53
94,18.726,-40.26,18.7278,-67.34,18.7368,-31.87,0.0696,27.08,95.31
95,18.7944,-24.17,18.7974,-65.16,18.8142,-22.34,0.1944,40.99,283.05
96,18.9885,-22.45,18.9918,-62.34,19.0014,-25.78,0.0717,39.9,245.66
97,19.0614,-24.9,19.0635,-58.13,19.0773,-25.47,0.2067,33.23,263.25
98,19.2672,-19.53,19.2702,-57.66,19.2777,-24.84,0.1749,38.13,213.14
99,19.4415,-13.85,19.4451,-65.16,19.4571,-20,0.036,51.3,472.02
100,19.4781,-18.02,19.4811,-60,19.497,-27.66,0.0591,41.98,422.8
101,19.5381,-19.84,19.5402,-61.41,19.557,-26.41,0.0531,41.56,426.94
102,19.59,-36.35,19.5933,-79.84,19.6041,-31.41,0.3963,43.49,234.42
103,19.9854,-25.16,19.9896,-64.69,19.9995,-21.09,0.5286,39.53,157.92
104,20.5164,-23.8,20.5182,-79.06,20.5317,-31.72,0.2988,55.26,463.58
105,20.8143,-26.41,20.817,-67.03,20.8254,-19.38,0.7794,40.63,216.66
106,21.5934,-26.67,21.5964,-57.5,21.6048,-27.34,0.2568,30.83,154.08
107,21.8505,-42.76,21.8532,-80.47,21.8598,-33.28,0.2646,37.71,103.39
108,22.1151,-25.31,22.1178,-54.84,22.1247,-24.06,0.5172,29.53,137.11
109,22.6329,-19.27,22.635,-87.5,22.6503,-30.62,0.1536,68.23,504.02
110,22.7856,-20.47,22.7886,-39.84,22.7979,-16.25,0.1632,19.38,92.44
111,22.9452,-22.66,22.9518,-56.72,22.9611,-24.84,0.0915,34.06,242.95
112,23.0406,-21.46,23.0433,-77.19,23.055,-27.5,0.0999,55.73,379.53
113,23.1399,-15.68,23.1432,-50.78,23.1522,-25.63,0.1095,35.1,268.03
114,23.2506,-20.99,23.2527,-58.59,23.2626,-24.53,0,37.6,188.45
115,23.2731,-18.02,23.2527,-58.59,23.2821,-20,0.117,40.57,125.89
116,23.3661,-32.5,23.3697,-61.87,23.3778,-20.78,0.1374,29.37,142.88
117,23.5038,-25.68,23.5071,-60.31,23.5158,-29.84,0.1335,34.64,231.3
118,23.6367,-31.61,23.6406,-146.88,23.6502,-55.63,0.1725,115.26,954.13
119,23.8098,-30.42,23.8131,-52.19,23.8326,-36.72,0.0963,21.77,173.7
120,23.9064,-39.84,23.9094,-88.13,23.9178,-39.06,0.12,48.28,235.73
121,24.0255,-22.97,24.0294,-54.06,24.0372,-19.84,0.1332,31.09,162.14
122,24.1596,-33.8,24.1626,-65.63,24.1746,-33.75,0.1551,31.82,156.14
