TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
570.687,-3.59,570.6898,-14.38,570.6938,-3.91,0.4102,10.78,43.34,220512_s23,-70post
571.096,-2.19,571.1,-18.59,571.1104,-3.13,0.4862,16.41,122.78,220512_s23,-70post
571.5818,-2.4,571.5862,-17.66,571.5992,-1.41,0,15.26,96.05,220512_s23,-70post
571.6478,-4.11,571.5862,-17.66,571.6604,-5.16,0.309,13.54,74.46,220512_s23,-70post
571.8928,-1.98,571.8952,-17.81,571.9102,-3.28,0.2956,15.83,133.64,220512_s23,-70post
572.1872,-6.77,572.1908,-19.22,572.204,-3.91,0.1942,12.45,77.71,220512_s23,-70post
572.3826,-3.91,572.385,-15.16,572.3948,-3.13,0.133,11.25,72.56,220512_s23,-70post
572.5144,-4.17,572.518,-23.91,572.5302,-4.84,0.0684,19.74,158.86,220512_s23,-70post
572.5834,-4.43,572.5864,-17.34,572.5974,-3.44,0.3394,12.92,70.92,220512_s23,-70post
572.923,-4.43,572.9258,-17.03,572.9364,-3.91,0,12.6,95.45,220512_s23,-70post
572.9836,-3.13,572.9258,-17.03,572.9994,-3.28,0.1996,13.91,79.19,220512_s23,-70post
573.1214,-2.45,573.1254,-11.88,573.1364,-2.66,0,9.43,76.2,220512_s23,-70post
573.6572,-3.44,573.1254,-11.88,573.6688,-5,0.9494,8.44,67.13,220512_s23,-70post
574.0722,-7.97,574.0748,-20.78,574.086,-4.06,0.3204,12.81,59.53,220512_s23,-70post
574.3918,-4.58,574.3952,-15.78,574.4062,-4.06,0.0506,11.2,68.99,220512_s23,-70post
574.4432,-4.38,574.4458,-22.19,574.4582,-3.13,0.2302,17.81,111.75,220512_s23,-70post
574.673,-2.92,574.676,-22.97,574.6884,-4.84,0.346,20.05,159.62,220512_s23,-70post
575.02,-2.76,575.022,-25.31,575.0342,-3.75,0.1786,22.55,154.09,220512_s23,-70post
575.196,-4.58,575.2006,-20.94,575.2126,-3.59,0.0958,16.35,132.28,220512_s23,-70post
575.292,-2.14,575.2964,-15,575.3098,-2.19,0.351,12.86,84.22,220512_s23,-70post
575.6442,-4.17,575.6474,-21.41,575.658,-4.69,0.062,17.24,107.73,220512_s23,-70post
575.706,-8.28,575.7094,-34.84,575.7196,-9.38,0.1906,26.56,180.91,220512_s23,-70post
575.896,-3.49,575.9,-17.34,575.9142,-4.69,0.0516,13.85,119.17,220512_s23,-70post
575.9464,-4.58,575.9516,-17.66,575.9634,-4.69,0.0756,13.07,111.98,220512_s23,-70post
576.0238,-4.58,576.0272,-20.31,576.0358,-2.81,0.5014,15.73,77.71,220512_s23,-70post
576.5242,-3.49,576.5286,-21.41,576.5358,-4.06,0.0918,17.92,96.89,220512_s23,-70post
576.6176,-4.58,576.6204,-30.62,576.6338,-9.38,0.0604,26.04,244.15,220512_s23,-70post
576.6754,-4.58,576.6808,-23.13,576.69,-6.72,0.107,18.54,150.6,220512_s23,-70post
576.7824,-4.38,576.7878,-17.19,576.7992,-2.97,0.1598,12.81,90.94,220512_s23,-70post
576.9422,-2.86,576.9476,-15.94,576.9572,-3.91,0.0954,13.07,101.15,220512_s23,-70post
577.0404,-4.17,577.043,-20,577.0556,-4.69,0.2692,15.83,129.71,220512_s23,-70post
577.31,-4.27,577.3122,-35,577.3248,-7.97,0.2084,30.73,247.78,220512_s23,-70post
577.5178,-3.8,577.5206,-20.78,577.5312,-5.78,0.0258,16.98,118.64,220512_s23,-70post
577.5428,-5.63,577.5464,-27.34,577.5606,-6.88,0.2006,21.72,175.53,220512_s23,-70post
577.7418,-11.82,577.747,-14.84,577.758,-2.97,0.1314,3.02,0,220512_s23,-70post
577.8756,-3.33,577.8784,-26.41,577.8898,-5.94,0.2012,23.07,184.19,220512_s23,-70post
578.0768,-4.58,578.0796,-24.06,578.0914,-5.78,0.432,19.48,163.42,220512_s23,-70post
578.5084,-5.21,578.5116,-20.16,578.527,-5.78,0.1168,14.95,132.43,220512_s23,-70post
578.6244,-4.74,578.6284,-27.97,578.6422,-5,0.5198,23.23,210.25,220512_s23,-70post
579.1456,-5.68,579.1482,-25.63,579.1624,-4.84,0.483,19.95,143.24,220512_s23,-70post
579.6288,-3.96,579.6312,-26.25,579.645,-6.88,0.0774,22.29,182.43,220512_s23,-70post
579.7062,-4.74,579.7086,-17.66,579.7254,-6.41,0.3084,12.92,153.02,220512_s23,-70post
580.0126,-15,580.017,-47.81,580.0298,-13.44,0.0798,32.81,267.03,220512_s23,-70post
580.0938,-4.17,580.0968,-14.69,580.1114,-4.22,0.1888,10.52,95.11,220512_s23,-70post
580.2814,-4.74,580.2856,-21.56,580.2948,-5.78,0.223,16.82,121.98,220512_s23,-70post
580.5024,-4.48,580.5086,-20.16,580.5188,-5,0.0664,15.68,122.65,220512_s23,-70post
580.5716,-6.41,580.575,-24.69,580.5984,-8.91,0.3124,18.28,263.84,220512_s23,-70post
580.8846,-3.8,580.8874,-16.41,580.8996,-2.19,0.3566,12.6,89.52,220512_s23,-70post
581.2408,-4.74,581.244,-17.97,581.2606,-5.16,0.6196,13.23,131.55,220512_s23,-70post
581.8612,-5.99,581.8636,-23.59,581.8774,-4.22,0.2094,17.6,106.27,220512_s23,-70post
582.0674,-5.26,582.073,-20.94,582.0894,-7.66,0.1506,15.68,221.69,220512_s23,-70post
582.2214,-4.43,582.2236,-17.97,582.2336,-3.28,0.059,13.54,87.73,220512_s23,-70post
582.2806,-2.5,582.2826,-13.91,582.2996,-2.34,0.1794,11.41,98.72,220512_s23,-70post
582.4584,-3.7,582.462,-25.94,582.4832,-8.28,0.3102,22.24,293.71,220512_s23,-70post
582.769,-5.73,582.7722,-17.5,582.7794,-8.13,0.0278,11.77,67.43,220512_s23,-70post
582.795,-5.57,582.8,-45.63,582.8106,-13.91,0.392,40.05,361.85,220512_s23,-70post
583.188,-5.05,583.192,-21.56,583.2036,-5.78,0,16.51,116.21,220512_s23,-70post
583.8412,-6.61,583.192,-21.56,583.8608,-2.81,0.97,14.95,34.56,220512_s23,-70post
584.1592,-3.49,584.162,-31.41,584.1708,-7.66,0,27.92,184.73,220512_s23,-70post
584.6332,-3.49,584.162,-31.41,584.6478,-4.22,1.1012,27.92,98.73,220512_s23,-70post
585.2594,-5.36,585.2632,-16.88,585.2792,-7.66,0.112,11.51,156.4,220512_s23,-70post
585.373,-4.22,585.3752,-22.81,585.3902,-7.97,0.133,18.59,188.03,220512_s23,-70post
585.5066,-4.69,585.5082,-18.91,585.5218,-4.84,0.702,14.22,93.72,220512_s23,-70post
586.2066,-6.25,586.2102,-22.34,586.2278,-8.13,0.0874,16.09,154.5,220512_s23,-70post
586.291,-15.16,586.2976,-34.22,586.309,-12.81,0.0846,19.06,138.66,220512_s23,-70post
586.3788,-8.65,586.3822,-19.53,586.3926,-10.31,0.016,10.89,107.58,220512_s23,-70post
586.3956,-11.09,586.3982,-22.81,586.4036,-10,0,11.72,42.38,220512_s23,-70post
586.6108,-4.74,586.3982,-22.81,586.6262,-3.75,0.5426,18.07,74.22,220512_s23,-70post
586.938,-6.35,586.9408,-16.09,586.9494,-4.69,0,9.74,47.92,220512_s23,-70post
587.086,-7.29,586.9408,-16.09,587.0988,-5.47,0.2822,8.8,62.18,220512_s23,-70post
587.2178,-7.45,587.223,-25.78,587.2362,-9.84,0,18.33,217.06,220512_s23,-70post
587.696,-4.69,587.223,-25.78,587.7144,-3.28,0.612,21.09,88.97,220512_s23,-70post
587.832,-5.94,587.835,-25.16,587.8468,-4.22,0.2606,19.22,120.69,220512_s23,-70post
588.0928,-5.78,588.0956,-16.25,588.1116,-5.63,0,10.47,93.78,220512_s23,-70post
589.6756,-6.67,589.6788,-21.09,589.6986,-10.78,0.3012,14.43,230.93,220512_s23,-70post
589.9756,-8.18,589.98,-30.31,589.9922,-10,0.1572,22.14,204.47,220512_s23,-70post
590.1346,-6.56,590.1372,-30.47,590.1494,-8.44,0.2408,23.91,174,220512_s23,-70post
590.3742,-5.57,590.378,-18.44,590.3918,-7.19,0.3806,12.86,135.71,220512_s23,-70post
590.7566,-4.74,590.7586,-36.88,590.771,-10.94,0.1258,32.14,263.93,220512_s23,-70post
590.88,-6.93,590.8844,-17.66,590.8996,-6.88,0.0928,10.73,84.19,220512_s23,-70post
590.9734,-5.42,590.9772,-20.78,590.989,-7.81,0.2876,15.36,119.54,220512_s23,-70post
591.2612,-5.1,591.2648,-18.59,591.2752,-5.78,0.0358,13.49,94.11,220512_s23,-70post
591.2976,-7.34,591.3006,-29.37,591.3126,-7.5,0.219,22.03,148.5,220512_s23,-70post
591.5176,-7.19,591.5196,-15.78,591.5342,-5.16,0.0766,8.59,55.09,220512_s23,-70post
591.5934,-4.48,591.5962,-17.03,591.613,-4.22,0.0604,12.55,108.03,220512_s23,-70post
591.654,-4.64,591.6566,-16.72,591.677,-6.09,0.1926,12.08,134.4,220512_s23,-70post
591.845,-7.29,591.8492,-29.37,591.8648,-9.38,0.1148,22.08,237.95,220512_s23,-70post
591.9592,-4.79,591.964,-19.69,591.973,-5.47,0.1186,14.9,102.73,220512_s23,-70post
592.0776,-5.78,592.0826,-22.03,592.0934,-6.56,0.4962,16.25,119.44,220512_s23,-70post
592.5776,-9.22,592.5788,-25.63,592.599,-10.63,0.2252,16.41,248.5,220512_s23,-70post
592.8014,-4.27,592.804,-37.34,592.8138,-7.19,0.334,33.07,194.75,220512_s23,-70post
593.1336,-4.43,593.138,-14.06,593.1528,-3.28,0.0868,9.64,71.24,220512_s23,-70post
593.2212,-6.04,593.2248,-16.88,593.236,-6.88,0.298,10.83,137.22,220512_s23,-70post
593.5178,-6.56,593.5228,-27.19,593.5342,-7.66,0.1212,20.63,185.5,220512_s23,-70post
593.6406,-10.78,593.644,-35.47,593.6528,-12.34,0.2856,24.69,153.63,220512_s23,-70post
593.9248,-6.35,593.9296,-19.84,593.941,-5.94,0.0976,13.49,86.32,220512_s23,-70post
594.023,-4.79,594.0272,-36.09,594.0398,-10.31,0.157,31.3,299.23,220512_s23,-70post
594.181,-2.14,594.1842,-58.13,594.1938,-16.25,0.1272,55.99,415.99,220512_s23,-70post
594.3048,-5.05,594.3114,-17.81,594.3228,-4.53,0.4686,12.76,113.08,220512_s23,-70post
594.7768,-4.17,594.78,-18.91,594.7936,-4.69,0.0578,14.74,110.1,220512_s23,-70post
594.835,-4.48,594.8378,-21.72,594.8488,-6.25,0.0662,17.24,133.76,220512_s23,-70post
594.9002,-5.78,594.904,-25.47,594.9178,-4.53,0.3616,19.69,133.66,220512_s23,-70post
595.2602,-8.07,595.2656,-33.91,595.2766,-11.56,0.0624,25.83,222.58,220512_s23,-70post
595.3226,-4.79,595.328,-16.25,595.341,-5.94,0.5966,11.46,115.66,220512_s23,-70post
595.9194,-5.78,595.9246,-15.31,595.9354,-4.53,0.2078,9.53,59.97,220512_s23,-70post
596.1272,-7.19,596.1324,-17.34,596.1486,-5.63,0.2034,10.16,67.38,220512_s23,-70post
596.3306,-7.5,596.3358,-16.41,596.35,-5,0.2916,8.91,45.16,220512_s23,-70post
596.6226,-5.1,596.6274,-22.19,596.6378,-6.09,0.044,17.08,127.27,220512_s23,-70post
596.6676,-5.52,596.6714,-26.41,596.6836,-6.41,0.1846,20.89,159.06,220512_s23,-70post
596.8496,-10,596.856,-32.81,596.8694,-11.09,0.217,22.81,227.72,220512_s23,-70post
597.0676,-3.7,597.073,-18.75,597.0834,-4.38,0.0854,15.05,105.11,220512_s23,-70post
597.1556,-4.27,597.1584,-23.91,597.1682,-6.41,0.7656,19.64,145.77,220512_s23,-70post
597.9198,-2.66,597.924,-15.78,597.9386,-4.38,0,13.13,165.38,220512_s23,-70post
597.9946,-3.02,597.924,-15.78,598.0128,-3.59,0.3366,12.76,131.92,220512_s23,-70post
598.2582,-2.55,598.2606,-16.41,598.2712,-3.91,0.0732,13.85,113.16,220512_s23,-70post
598.3268,-14.84,598.3338,-23.13,598.345,-9.69,0.0824,8.28,29.34,220512_s23,-70post
598.412,-9.69,598.4162,-34.53,598.4286,-11.09,0.085,24.84,216.44,220512_s23,-70post
598.494,-16.72,598.5012,-24.84,598.5114,-9.84,0.0504,8.13,19.66,220512_s23,-70post
598.549,-8.28,598.5516,-18.91,598.5672,-8.28,0.0988,10.63,118.38,220512_s23,-70post
598.6476,-8.85,598.6504,-16.41,598.6628,-7.19,0,7.55,56.77,220512_s23,-70post
598.7304,-5.99,598.6504,-16.41,598.7392,-8.28,0.093,10.42,72.69,220512_s23,-70post
598.7388,-10.21,598.7434,-21.72,598.7534,-7.19,0.0374,11.51,56.57,220512_s23,-70post
598.7784,-3.96,598.7808,-16.72,598.7926,-5.16,0.0818,12.76,91.97,220512_s23,-70post
598.8596,-4.64,598.8626,-17.19,598.8734,-4.06,0.1506,12.55,64.85,220512_s23,-70post
599.009,-3.28,599.0132,-18.28,599.0228,-4.38,0.2624,15,99.41,220512_s23,-70post
599.2702,-4.17,599.2756,-15.31,599.2934,-4.06,0.1232,11.15,104.09,220512_s23,-70post
599.3956,-5.68,599.3988,-19.53,599.4086,-5,0.173,13.85,93.19,220512_s23,-70post
599.5698,-5.99,599.5718,-21.25,599.582,-5.63,0,15.26,107.01,220512_s23,-70post
599.6956,-3.44,599.5718,-21.25,599.7136,-4.06,0.3286,17.81,100.38,220512_s23,-70post
599.8962,-4.95,599.9004,-16.72,599.9148,-4.22,0.1262,11.77,115.51,220512_s23,-70post
600.0206,-4.9,600.0266,-15,600.035,-4.69,0.0316,10.1,57.99,220512_s23,-70post
600.053,-5.63,600.0582,-20.94,600.0684,-6.41,0.207,15.31,129.78,220512_s23,-70post
600.2616,-4.95,600.2652,-33.75,600.2776,-8.91,0.287,28.8,261.84,220512_s23,-70post
600.5498,-5.89,600.5522,-23.44,600.5652,-5.47,1.013,17.55,113.28,220512_s23,-70post
601.56,-4.27,601.5652,-23.75,601.5756,-7.34,0,19.48,191.18,220512_s23,-70post
601.7848,-5.99,601.5652,-23.75,601.799,-5,0.2808,17.76,64.97,220512_s23,-70post
601.841,-4.64,601.846,-24.22,601.8542,-5.94,0.2656,19.58,115.07,220512_s23,-70post
602.1058,-8.13,602.1116,-24.06,602.123,-7.5,0.5256,15.94,138.88,220512_s23,-70post
602.632,-4.22,602.6372,-15.78,602.651,-5.94,0,11.56,124.19,220512_s23,-70post
602.7398,-7.34,602.6372,-15.78,602.756,-5.47,0.5526,8.44,84.03,220512_s23,-70post
603.1868,-6.51,603.1898,-17.66,603.2018,-5.94,0.1002,11.15,80.04,220512_s23,-70post
603.2864,-9.27,603.29,-21.56,603.3032,-10,0.7366,12.29,133.93,220512_s23,-70post
604.0226,-5.31,604.0266,-15.31,604.0422,-4.53,0.1866,10,95.28,220512_s23,-70post
604.2106,-7.71,604.2132,-16.72,604.2236,-5.63,0.2666,9.01,71.31,220512_s23,-70post
604.4762,-7.34,604.4798,-26.41,604.4884,-7.19,0.7282,19.06,118.69,220512_s23,-70post
605.2056,-4.53,605.208,-17.66,605.2224,-4.53,0.0528,13.13,108.88,220512_s23,-70post
605.257,-6.51,605.2608,-22.97,605.2762,-6.56,0.2704,16.46,156.76,220512_s23,-70post
605.5264,-4.17,605.5312,-17.34,605.5428,-5,0.7096,13.18,121.11,220512_s23,-70post
606.2368,-5.47,606.2408,-26.41,606.2562,-8.28,0.2396,20.94,242.03,220512_s23,-70post
606.473,-11.3,606.4804,-35,606.4906,-12.81,0.1048,23.7,232.01,220512_s23,-70post
606.5816,-6.88,606.5852,-23.91,606.6034,-9.84,0.5224,17.03,196.31,220512_s23,-70post
607.105,-6.77,607.1076,-17.97,607.1224,-6.09,0.0666,11.2,104.11,220512_s23,-70post
607.1692,-7.24,607.1742,-43.13,607.1842,-12.81,0.413,35.89,294.05,220512_s23,-70post
607.5832,-6.98,607.5872,-20.94,607.597,-7.5,0.2198,13.96,106.92,220512_s23,-70post
607.8044,-7.6,607.807,-17.81,607.8172,-7.34,0.118,10.21,79.68,220512_s23,-70post
607.9214,-6.56,607.925,-18.13,607.9384,-5.16,0.5872,11.56,65.44,220512_s23,-70post
608.5084,-5.05,608.5122,-17.34,608.5252,-5.63,0,12.29,91.55,220512_s23,-70post
610.2642,-7.66,610.269,-29.84,610.2842,-10.63,0.174,22.19,212.78,220512_s23,-70post
610.4388,-8.07,610.443,-17.5,610.4516,-9.06,0.2706,9.43,74.3,220512_s23,-70post
610.7094,-7.81,610.7136,-18.91,610.723,-6.56,0.2048,11.09,66.5,220512_s23,-70post
610.9128,-9.48,610.9184,-21.41,610.931,-7.81,0.0902,11.93,80.61,220512_s23,-70post
611.0052,-6.2,611.0086,-16.72,611.018,-5.63,0.151,10.52,60.46,220512_s23,-70post
611.1538,-12.86,611.1596,-20.78,611.1778,-9.06,0.452,7.92,63.3,220512_s23,-70post
611.61,-4.11,611.6116,-15.31,611.6202,-4.38,0.2452,11.2,69.4,220512_s23,-70post
611.8544,-7.71,611.8568,-23.59,611.8706,-7.5,0.1148,15.89,116.08,220512_s23,-70post
611.9684,-8.59,611.9716,-19.84,611.9806,-6.88,0.0914,11.25,56.06,220512_s23,-70post
612.0554,-17.76,612.063,-33.28,612.072,-14.38,0.0478,15.52,79,220512_s23,-70post
612.1066,-10.1,612.1108,-35.31,612.1238,-14.69,0.4904,25.21,249.69,220512_s23,-70post
612.598,-8.85,612.6012,-27.34,612.6112,-9.06,0.0324,18.49,116.79,220512_s23,-70post
612.6302,-8.28,612.6336,-31.25,612.6458,-11.09,0.4688,22.97,192.5,220512_s23,-70post
613.0972,-9.79,613.1024,-18.91,613.1178,-9.06,0.4658,9.11,85.96,220512_s23,-70post
613.5642,-8.33,613.5682,-20.31,613.5798,-8.44,0.1436,11.98,119.93,220512_s23,-70post
613.7082,-6.82,613.7118,-24.84,613.7248,-9.06,0.2982,18.02,166.28,220512_s23,-70post
614.008,-8.65,614.01,-21.88,614.0242,-8.44,0.5936,13.23,98.77,220512_s23,-70post
614.5998,-4.11,614.6036,-25.94,614.6182,-7.66,0.1288,21.82,246,220512_s23,-70post
614.7278,-11.25,614.7324,-26.56,614.744,-12.03,0.0282,15.31,134.44,220512_s23,-70post
614.758,-10.21,614.7606,-23.28,614.7734,-9.38,0.0448,13.07,124.19,220512_s23,-70post
614.8028,-10.68,614.8054,-21.88,614.8134,-8.44,0.0778,11.2,59.72,220512_s23,-70post
614.8792,-7.14,614.8832,-20.31,614.895,-10.47,0.1894,13.18,136.86,220512_s23,-70post
615.0698,-9.79,615.0726,-32.5,615.0848,-10.94,0.2922,22.71,178.1,220512_s23,-70post
