msec,pa
"43491,8999999998","74,6059570313"
"43492,1999999998","67,424156189"
"43492,4999999998","70,748298645"
"43492,7999999998","77,4457015991"
"43493,0999999998","74,2136077881"
"43493,3999999998","69,1241836548"
"43493,6999999998","70,4468765259"
"43493,9999999998","67,8188934326"
"43494,2999999998","67,172958374"
"43494,5999999998","67,1491928101"
"43494,8999999998","72,7507171631"
"43495,1999999998","65,0261306763"
"43495,4999999998","71,5224380493"
"43495,7999999998","70,9700546265"
"43496,0999999998","72,8485183716"
"43496,3999999998","75,5618972778"
"43496,6999999998","71,9265975952"
"43496,9999999998","64,2207107544"
"43497,2999999998","68,0617675781"
"43497,5999999998","72,1037445068"
"43497,8999999998","74,3971405029"
"43498,1999999998","62,0500946045"
"43498,4999999998","67,6206359863"
"43498,7999999998","64,3203277588"
"43499,0999999998","62,1600189209"
"43499,3999999998","63,6456718445"
"43499,6999999998","70,1511459351"
"43499,9999999998","68,2060241699"
"43500,2999999998","74,1636505127"
"43500,5999999998","71,253326416"
"43500,8999999998","78,785949707"
"43501,1999999998","70,4465866089"
"43501,4999999998","75,9509811401"
"43501,7999999998","75,7506637573"
"43502,0999999998","79,4188079834"
"43502,3999999998","74,6170043945"
"43502,6999999998","68,710357666"
"43502,9999999998","67,0611877441"
"43503,2999999998","62,641418457"
"43503,5999999998","69,6709899902"
"43503,8999999998","71,6395111084"
"43504,1999999998","70,2708740234"
"43504,4999999998","74,3634109497"
"43504,7999999998","72,6108169556"
"43505,0999999998","73,6590118408"
"43505,3999999998","73,8048706055"
"43505,6999999998","71,5967025757"
"43505,9999999998","81,9404144287"
"43506,2999999998","76,7090606689"
"43506,5999999998","79,4161605835"
"43506,8999999998","80,0609817505"
"43507,1999999998","75,0925827026"
"43507,4999999998","77,6238174438"
"43507,7999999998","76,0809936523"
"43508,0999999998","79,3951568604"
"43508,3999999998","81,0913238525"
"43508,6999999998","79,512008667"
"43508,9999999998","78,33228302"
"43509,2999999998","79,4986038208"
"43509,5999999998","83,5818557739"
"43509,8999999998","74,1705551147"
"43510,1999999998","71,3385238647"
"43510,4999999998","71,0430908203"
"43510,7999999998","86,6887512207"
"43511,0999999998","75,3050308228"
"43511,3999999998","75,6298217773"
"43511,6999999998","76,5613632202"
"43511,9999999998","79,3436279297"
"43512,2999999998","72,4217987061"
"43512,5999999998","75,619720459"
"43512,8999999998","73,9567489624"
"43513,1999999998","81,7980194092"
"43513,4999999998","77,8522109985"
"43513,7999999998","72,2821578979"
"43514,0999999998","85,2397384644"
"43514,3999999998","83,2138977051"
"43514,6999999998","80,2635574341"
"43514,9999999998","80,5712966919"
"43515,2999999998","77,3744125366"
"43515,5999999998","76,5781021118"
"43515,8999999998","69,9363937378"
"43516,1999999998","77,5608215332"
"43516,4999999998","80,6565551758"
"43516,7999999998","77,6142120361"
"43517,0999999998","73,4911193848"
"43517,3999999998","78,879196167"
"43517,6999999998","76,9236755371"
"43517,9999999998","72,4837875366"
"43518,2999999998","64,8721923828"
"43518,5999999998","66,4143600464"
"43518,8999999998","63,0372085571"
"43519,1999999998","62,4952163696"
"43519,4999999998","62,8557662964"
"43519,7999999998","63,9435081482"
"43520,0999999998","62,0735969543"
"43520,3999999998","69,9443893433"
"43520,6999999998","67,1722183228"
"43520,9999999998","66,9346237183"
"43521,2999999998","68,5963592529"
"43521,5999999998","78,1008987427"
"43521,8999999998","78,2799453735"
"43522,1999999998","75,9256744385"
"43522,4999999998","75,5201187134"
"43522,7999999998","74,6239471436"
"43523,0999999998","78,306060791"
"43523,3999999998","77,8412475586"
"43523,6999999998","78,8000869751"
"43523,9999999998","77,4156417847"
"43524,2999999998","75,1012802124"
"43524,5999999998","73,4473876953"
"43524,8999999998","72,5176391602"
"43525,1999999998","72,2548294067"
"43525,4999999998","62,6047515869"
"43525,7999999998","63,4672851563"
"43526,0999999998","65,5457382202"
"43526,3999999998","77,4404830933"
"43526,6999999998","69,4369125366"
"43526,9999999998","72,6873779297"
"43527,2999999998","69,4797134399"
"43527,5999999998","70,7628326416"
"43527,8999999998","74,6668930054"
"43528,1999999998","70,3235397339"
"43528,4999999998","76,2505950928"
"43528,7999999998","66,4742965698"
"43529,0999999998","69,8655700684"
"43529,3999999998","66,2517623901"
"43529,6999999998","72,2600326538"
"43529,9999999998","71,4281311035"
"43530,2999999998","64,8078460693"
"43530,5999999998","62,8137512207"
"43530,8999999998","74,2234420776"
"43531,1999999998","75,5500717163"
"43531,4999999998","79,1411743164"
"43531,7999999998","74,7006988525"
"43532,0999999998","74,8161315918"
"43532,3999999998","72,7706985474"
"43532,6999999998","79,8957672119"
"43532,9999999998","77,1242446899"
"43533,2999999998","77,8058242798"
"43533,5999999998","77,8429794312"
"43533,8999999998","77,3131790161"
"43534,1999999998","78,0198364258"
"43534,4999999998","72,9874038696"
"43534,7999999998","74,6383743286"
"43535,0999999998","76,7168731689"
"43535,3999999998","79,9164047241"
"43535,6999999998","68,9656829834"
"43535,9999999998","72,2933197021"
"43536,2999999998","74,1208572388"
"43536,5999999998","71,0789489746"
"43536,8999999998","75,3792495728"
