msec,pa
"396900,6","88,186630249"
"396900,9","83,1036453247"
"396901,2","84,7865753174"
"396901,5","90,0999298096"
"396901,8","86,064743042"
"396902,1","89,7114715576"
"396902,4","92,2811355591"
"396902,7","87,8199539185"
396903,"91,4074249268"
"396903,3","87,7366256714"
"396903,6","84,849029541"
"396903,9","89,8742523193"
"396904,2","89,1217651367"
"396904,5","88,141418457"
"396904,8","89,2147369385"
"396905,1","83,411819458"
"396905,4","81,4599151611"
"396905,7","86,0693893433"
396906,"84,6468582153"
"396906,3","84,8578262329"
"396906,6","84,3727111816"
"396906,9","83,0727462769"
"396907,2","89,0189285278"
"396907,5","85,4059371948"
"396907,8","86,3429031372"
"396908,1","86,9786300659"
"396908,4","88,5269470215"
"396908,7","86,2487716675"
396909,"83,6054382324"
"396909,3","86,2401733398"
"396909,6","81,4113235474"
"396909,9","85,1129989624"
"396910,2","86,1687927246"
"396910,5","85,4209442139"
"396910,8","90,0595245361"
"396911,1","85,7601699829"
"396911,4","85,0834884644"
"396911,7","84,8744354248"
396912,"91,1670837402"
"396912,3","85,7154693604"
"396912,6","88,7377090454"
"396912,9","86,3577423096"
"396913,2","86,2497558594"
"396913,5","84,8164367676"
"396913,8","85,3405838013"
"396914,1","86,6482849121"
"396914,4","79,5263442993"
"396914,7","87,0781555176"
396915,"83,7963562012"
"396915,3","85,429649353"
"396915,6","84,418800354"
"396915,9","81,7702255249"
"396916,2","81,3442153931"
"396916,5","85,0687179565"
"396916,8","78,1606369019"
"396917,1","80,2814102173"
"396917,4","84,6956329346"
"396917,7","78,6039886475"
396918,"79,5788192749"
"396918,3","86,491317749"
"396918,6","83,954284668"
"396918,9","80,4696655273"
"396919,2","80,9836502075"
"396919,5","84,4855575562"
"396919,8","87,0974655151"
"396920,1","92,8520736694"
"396920,4","88,742767334"
"396920,7","86,6993637085"
396921,"87,9211959839"
"396921,3","88,0946655273"
"396921,6","90,5880279541"
"396921,9","88,4005432129"
"396922,2","89,9648742676"
"396922,5","94,5565719604"
"396922,8","89,6764984131"
"396923,1","88,1897506714"
"396923,4","90,00390625"
"396923,7","94,8183746338"
396924,"89,9586410522"
"396924,3","87,7214889526"
"396924,6","92,6613616943"
"396924,9","91,4193496704"
"396925,2","91,1221923828"
"396925,5","94,989151001"
"396925,8","90,7654037476"
"396926,1","95,201133728"
"396926,4","96,047492981"
"396926,7","91,3146133423"
396927,"92,9897918701"
"396927,3","90,9500656128"
"396927,6","92,6693267822"
"396927,9","85,7155303955"
"396928,2","86,9264297485"
"396928,5","90,9229431152"
"396928,8","89,3341827393"
"396929,1","88,8681488037"
"396929,4","90,6327590942"
"396929,7","86,4132537842"
396930,"91,4089431763"
"396930,3","87,9048538208"
"396930,6","91,0463638306"
"396930,9","91,7714691162"
"396931,2","89,9844665527"
"396931,5","89,1697845459"
"396931,8","88,8682022095"
"396932,1","92,4365997314"
"396932,4","87,251159668"
"396932,7","86,2020111084"
396933,"86,2767715454"
"396933,3","91,0499572754"
"396933,6","86,869644165"
"396933,9","85,4460906982"
"396934,2","85,7522888184"
"396934,5","86,126449585"
"396934,8","83,0786819458"
"396935,1","86,9807052612"
"396935,4","90,9987106323"
"396935,7","89,732170105"
396936,"83,0991668701"
"396936,3","87,9320068359"
"396936,6","90,7938613892"
"396936,9","89,6558074951"
"396937,2","89,1068191528"
"396937,5","91,2506332397"
"396937,8","85,7772979736"
"396938,1","90,7611236572"
"396938,4","88,0305404663"
"396938,7","85,0627288818"
396939,"85,9661178589"
"396939,3","91,9523849487"
"396939,6","87,0211334229"
"396939,9","93,298324585"
"396940,2","92,4574661255"
"396940,5","92,501121521"
"396940,8","89,8031768799"
"396941,1","83,4026184082"
"396941,4","73,2116470337"
"396941,7","73,1344909668"
396942,"73,9615020752"
"396942,3","72,1022033691"
"396942,6","74,8109207153"
"396942,9","68,237487793"
"396943,2","68,2127075195"
"396943,5","66,9499511719"
"396943,8","66,9890975952"
"396944,1","71,0634841919"
"396944,4","67,3615722656"
"396944,7","69,9022064209"
396945,"71,9305648804"
"396945,3","72,9913864136"
"396945,6","67,740272522"
"396945,9","72,5687484741"
"396946,2","74,9295883179"
"396946,5","76,6814193726"
"396946,8","77,3487167358"
"396947,1","75,4656448364"
"396947,4","78,3249740601"
"396947,7","72,6519699097"
396948,"75,5056228638"
"396948,3","76,57006073"
"396948,6","80,629447937"
"396948,9","82,2065124512"
"396949,2","80,757270813"
"396949,5","79,6564559937"
"396949,8","83,2415084839"
"396950,1","84,5021133423"
"396950,4","78,4082107544"
"396950,7","84,5221252441"
396951,"80,0009689331"
"396951,3","77,1105728149"
"396951,6","81,9951629639"
"396951,9","80,5055847168"
"396952,2","79,1397628784"
"396952,5","83,3533477783"
"396952,8","85,9774169922"
"396953,1","84,1527252197"
"396953,4","87,8064880371"
"396953,7","87,2205276489"
396954,"86,8936386108"
"396954,3","90,2751998901"
"396954,6","92,0044021606"
"396954,9","91,2506027222"
"396955,2","91,357925415"
"396955,5","94,5923614502"
"396955,8","94,17943573"
"396956,1","91,1253814697"
"396956,4","90,12840271"
"396956,7","90,4262084961"
396957,"92,2719726563"
"396957,3","92,9018173218"
"396957,6","87,1877746582"
"396957,9","92,2403793335"
"396958,2","87,9549713135"
"396958,5","91,4080429077"
"396958,8","93,7141952515"
"396959,1","92,4421844482"
"396959,4","88,8737411499"
"396959,7","89,4755630493"
396960,"91,8836135864"
"396960,3","92,0525665283"
"396960,6","88,8333435059"
"396960,9","90,0500717163"
"396961,2","92,0645446777"
"396961,5","86,0225219727"
"396961,8","87,3190994263"
"396962,1","83,5638427734"
"396962,4","83,7248153687"
"396962,7","88,7211303711"
396963,"86,5370254517"
"396963,3","87,2676696777"
"396963,6","86,328994751"
"396963,9","88,6413345337"
"396964,2","90,5763168335"
"396964,5","94,0131835938"
"396964,8","93,002571106"
"396965,1","96,0269851685"
"396965,4","93,8850631714"
"396965,7","88,999206543"
396966,"93,8393783569"
"396966,3","92,1398544312"
"396966,6","92,2294692993"
"396966,9","93,5800094604"
"396967,2","96,2222442627"
"396967,5","90,2264022827"
"396967,8","80,6441040039"
"396968,1","87,48387146"
"396968,4","93,7064056396"
"396968,7","88,0921554565"
396969,"96,8371734619"
"396969,3","92,9792861938"
"396969,6","95,2247161865"
"396969,9","93,2281265259"
"396970,2","87,5478057861"
"396970,5","91,1609954834"
"396970,8","91,8872680664"
"396971,1","90,7763824463"
"396971,4","89,1348953247"
"396971,7","88,9702072144"
396972,"85,9943008423"
"396972,3","87,7718887329"
"396972,6","86,6163711548"
"396972,9","88,2334976196"
"396973,2","86,6619567871"
"396973,5","85,379119873"
"396973,8","86,624710083"
"396974,1","84,676864624"
"396974,4","84,5012207031"
"396974,7","77,1510925293"
396975,"86,6017608643"
"396975,3","80,9445495605"
"396975,6","87,4621200562"
"396975,9","83,1981964111"
"396976,2","79,6040802002"
"396976,5","78,797203064"
"396976,8","78,9569473267"
"396977,1","83,4775314331"
"396977,4","80,08253479"
"396977,7","78,7113647461"
396978,"83,5005187988"
"396978,3","81,7598495483"
"396978,6","85,2354888916"
"396978,9","83,2174072266"
"396979,2","86,328956604"
"396979,5","86,9379806519"
"396979,8","82,6474761963"
"396980,1","84,1554031372"
"396980,4","88,5341110229"
"396980,7","84,4554367065"
396981,"88,7936477661"
"396981,3","86,9064788818"
"396981,6","89,789390564"
"396981,9","92,2892303467"
"396982,2","88,9771347046"
"396982,5","90,920173645"
"396982,8","92,3243255615"
"396983,1","90,6520690918"
"396983,4","89,9827728271"
"396983,7","87,765045166"
396984,"89,1710281372"
"396984,3","87,5131988525"
"396984,6","86,7976608276"
"396984,9","89,550819397"
"396985,2","89,0006713867"
"396985,5","89,4738540649"
"396985,8","90,439163208"
"396986,1","87,6777572632"
"396986,4","85,2716674805"
"396986,7","87,2154312134"
396987,"86,0167236328"
"396987,3","83,3681106567"
"396987,6","86,7674026489"
"396987,9","85,6599121094"
"396988,2","84,1666870117"
"396988,5","89,4945144653"
"396988,8","85,529510498"
"396989,1","92,8701858521"
"396989,4","89,1530075073"
"396989,7","88,5260620117"
396990,"84,424369812"
"396990,3","86,8691635132"
"396990,6","88,9589538574"
"396990,9","88,0812530518"
"396991,2","85,103515625"
"396991,5","86,4552993774"
"396991,8","87,7908706665"
"396992,1","87,0096588135"
"396992,4","88,3103027344"
"396992,7","83,4731369019"
396993,"91,7920532227"
"396993,3","87,2714767456"
"396993,6","87,8844146729"
"396993,9","87,7725372314"
"396994,2","86,2728424072"
"396994,5","85,8232879639"
"396994,8","84,7581100464"
"396995,1","90,8931732178"
"396995,4","92,7600402832"
"396995,7","91,174118042"
396996,"90,7110671997"
"396996,3","91,3465652466"
"396996,6","91,4414672852"
"396996,9","90,4804916382"
"396997,2","90,4755706787"
"396997,5","91,6308135986"
"396997,8","90,0609207153"
"396998,1","88,5484542847"
"396998,4","90,6018066406"
"396998,7","94,5502929688"
396999,"93,693321228"
"396999,3","91,6335144043"
"396999,6","93,4872589111"
"396999,9","95,9024047852"
"397000,2","93,0287628174"
"397000,5","92,2089157104"
"397000,8","84,8003311157"
"397001,1","86,58644104"
"397001,4","87,685585022"
"397001,7","88,326751709"
397002,"90,1279373169"
"397002,3","87,8358764648"
"397002,6","93,5220184326"
"397002,9","93,6480789185"
"397003,2","88,3869628906"
"397003,5","90,7911834717"
"397003,8","92,5642700195"
"397004,1","92,7264251709"
"397004,4","91,3920440674"
"397004,7","93,5702209473"
397005,"89,2146682739"
"397005,3","91,2950820923"
"397005,6","93,6473999023"
"397005,9","92,2377090454"
"397006,2","93,5343399048"
"397006,5","91,6003265381"
"397006,8","91,1603622437"
"397007,1","88,3728637695"
"397007,4","88,8764801025"
"397007,7","89,8236923218"
397008,"87,1184692383"
"397008,3","91,2176055908"
"397008,6","88,2017593384"
"397008,9","92,3395233154"
"397009,2","88,617767334"
"397009,5","87,7733230591"
"397009,8","84,8758850098"
"397010,1","84,6281585693"
"397010,4","83,2537918091"
"397010,7","83,5215454102"
397011,"86,9952850342"
"397011,3","84,7928543091"
"397011,6","84,9047851563"
"397011,9","84,0528411865"
"397012,2","83,2528381348"
"397012,5","86,7305374146"
"397012,8","80,124458313"
"397013,1","86,5102539063"
"397013,4","85,4272079468"
"397013,7","86,7695770264"
397014,"88,9451980591"
"397014,3","85,1689529419"
"397014,6","88,0177154541"
"397014,9","89,0235671997"
"397015,2","89,9194869995"
"397015,5","84,421875"
"397015,8","83,7137527466"
"397016,1","82,8256607056"
"397016,4","83,9851608276"
"397016,7","84,0690231323"
397017,"87,6108932495"
"397017,3","83,9063644409"
"397017,6","83,497467041"
"397017,9","83,7536468506"
"397018,2","85,4153289795"
"397018,5","83,7183914185"
"397018,8","83,8948516846"
"397019,1","82,4965209961"
"397019,4","81,9212188721"
"397019,7","86,1231613159"
397020,"83,0656967163"
"397020,3","83,69921875"
"397020,6","81,2685089111"
"397020,9","81,8810195923"
"397021,2","85,1011276245"
"397021,5","83,4854812622"
"397021,8","82,7225570679"
"397022,1","87,5957260132"
"397022,4","89,3863449097"
"397022,7","84,3582077026"
397023,"84,8827209473"
"397023,3","81,5455627441"
"397023,6","78,9145507813"
"397023,9","84,8692398071"
"397024,2","83,4560241699"
"397024,5","81,904548645"
"397024,8","81,6249008179"
"397025,1","87,5397262573"
"397025,4","82,077796936"
"397025,7","84,5038146973"
397026,"84,840965271"
"397026,3","80,885597229"
"397026,6","81,9715118408"
"397026,9","84,7655181885"
"397027,2","81,1887893677"
"397027,5","83,3104858398"
"397027,8","81,2691726685"
"397028,1","83,8423995972"
"397028,4","82,6092758179"
"397028,7","84,1809616089"
397029,"86,722038269"
"397029,3","85,0049591064"
"397029,6","88,666343689"
"397029,9","86,5846481323"
