msec,pa
"97639,4999999998","85,5197143555"
"97639,7999999998","87,6177368164"
"97640,0999999998","83,715965271"
"97640,3999999998","81,287902832"
"97640,6999999998","86,1500015259"
"97640,9999999998","86,7368927002"
"97641,2999999998","84,5904541016"
"97641,5999999998","84,6018676758"
"97641,8999999998","84,8322067261"
"97642,1999999998","81,5559997559"
"97642,4999999998","85,3036575317"
"97642,7999999998","85,0861206055"
"97643,0999999998","79,9479751587"
"97643,3999999998","86,2602386475"
"97643,6999999998","88,2396392822"
"97643,9999999998","87,0169525146"
"97644,2999999998","85,0746078491"
"97644,5999999998","87,6023406982"
"97644,8999999998","85,3208465576"
"97645,1999999998","82,1449050903"
"97645,4999999998","86,8647994995"
"97645,7999999998","84,3597335815"
"97646,0999999998","91,1447525024"
"97646,3999999998","90,1113052368"
"97646,6999999998","85,9950942993"
"97646,9999999998","89,4810409546"
"97647,2999999998","85,8841018677"
"97647,5999999998","87,672164917"
"97647,8999999998","88,0882797241"
"97648,1999999998","87,7637405396"
"97648,4999999998","79,0653533936"
"97648,7999999998","86,9735336304"
"97649,0999999998","93,2867126465"
"97649,3999999998","85,8048248291"
"97649,6999999998","83,8461914063"
"97649,9999999998","82,4693450928"
"97650,2999999998","90,7380905151"
"97650,5999999998","74,9851608276"
"97650,8999999998","71,8241729736"
"97651,1999999998","77,7494735718"
"97651,4999999998","75,0735168457"
"97651,7999999998","77,0959091187"
"97652,0999999998","80,9578857422"
"97652,3999999998","86,0335617065"
"97652,6999999998","86,3184356689"
"97652,9999999998","87,9344940186"
"97653,2999999998","79,381477356"
"97653,5999999998","86,7747802734"
"97653,8999999998","80,9293746948"
"97654,1999999998","78,9989089966"
"97654,4999999998","88,2562332153"
"97654,7999999998","91,801399231"
"97655,0999999998","88,0111694336"
"97655,3999999998","80,1867218018"
"97655,6999999998","82,9264602661"
"97655,9999999998","81,6500549316"
"97656,2999999998","82,3173065186"
"97656,5999999998","82,5426177979"
"97656,8999999998","81,7233581543"
"97657,1999999998","82,7408065796"
"97657,4999999998","82,0396499634"
"97657,7999999998","90,1772994995"
"97658,0999999998","86,4643096924"
"97658,3999999998","85,4345626831"
"97658,6999999998","84,7312011719"
"97658,9999999998","85,6255264282"
"97659,2999999998","86,4440841675"
"97659,5999999998","89,6193313599"
"97659,8999999998","90,6137390137"
"97660,1999999998","80,4875946045"
"97660,4999999998","84,5107879639"
"97660,7999999998","80,5797729492"
"97661,0999999998","88,7233581543"
"97661,3999999998","86,4549102783"
"97661,6999999998","87,6680297852"
"97661,9999999998","86,3161468506"
"97662,2999999998","85,2430648804"
"97662,5999999998","88,2738952637"
"97662,8999999998","87,4019775391"
"97663,1999999998","85,7853622437"
"97663,4999999998","79,8385696411"
"97663,7999999998","83,0552368164"
"97664,0999999998","86,768196106"
"97664,3999999998","82,6751327515"
"97664,6999999998","76,3923416138"
"97664,9999999998","84,9974899292"
"97665,2999999998","82,2150268555"
"97665,5999999998","84,9251861572"
"97665,8999999998","82,4462890625"
"97666,1999999998","88,385559082"
"97666,4999999998","89,3654708862"
"97666,7999999998","85,0984115601"
"97667,0999999998","86,0654754639"
"97667,3999999998","82,9820327759"
"97667,6999999998","85,9872970581"
"97667,9999999998","90,6624679565"
"97668,2999999998","87,7673492432"
"97668,5999999998","88,0938720703"
"97668,8999999998","85,3595962524"
"97669,1999999998","85,4043121338"
"97669,4999999998","81,1584625244"
"97669,7999999998","84,6096191406"
"97670,0999999998","82,8238296509"
"97670,3999999998","88,1914672852"
"97670,6999999998","86,3525543213"
"97670,9999999998","79,8212814331"
"97671,2999999998","81,5533828735"
"97671,5999999998","83,8730773926"
"97671,8999999998","86,3095245361"
"97672,1999999998","82,8736190796"
"97672,4999999998","83,3070068359"
"97672,7999999998","85,2611160278"
"97673,0999999998","89,4500732422"
"97673,3999999998","88,0533828735"
"97673,6999999998","80,582901001"
"97673,9999999998","85,4708938599"
"97674,2999999998","81,5456924438"
"97674,5999999998","86,7751922607"
"97674,8999999998","80,3793869019"
"97675,1999999998","81,7941741943"
"97675,4999999998","85,5209655762"
"97675,7999999998","88,6033096313"
"97676,0999999998","88,7673797607"
"97676,3999999998","89,1990432739"
"97676,6999999998","94,7843780518"
"97676,9999999998","90,8514862061"
"97677,2999999998","87,6133422852"
"97677,5999999998","85,694442749"
"97677,8999999998","94,0874176025"
"97678,1999999998","82,65965271"
"97678,4999999998","86,4153823853"
"97678,7999999998","87,5248794556"
"97679,0999999998","94,7386627197"
"97679,3999999998","93,1910858154"
"97679,6999999998","94,982460022"
"97679,9999999998","86,6270065308"
"97680,2999999998","82,9282989502"
"97680,5999999998","92,8811645508"
"97680,8999999998","98,4770812988"
"97681,1999999998","91,4920043945"
"97681,4999999998","97,1932678223"
"97681,7999999998","86,5727081299"
"97682,0999999998","91,4538116455"
"97682,3999999998","84,8300933838"
"97682,6999999998","81,2723388672"
"97682,9999999998","80,1475448608"
"97683,2999999998","89,9508361816"
"97683,5999999998","86,6986923218"
"97683,8999999998","88,6625747681"
"97684,1999999998","81,1454696655"
"97684,4999999998","89,8891372681"
"97684,7999999998","88,5390472412"
"97685,0999999998","90,6934127808"
"97685,3999999998","92,4856567383"
"97685,6999999998","88,7875900269"
"97685,9999999998","91,9906692505"
"97686,2999999998","91,0474014282"
"97686,5999999998","93,2983322144"
"97686,8999999998","92,8782196045"
"97687,1999999998","90,3435058594"
"97687,4999999998","83,9860610962"
"97687,7999999998","81,8598861694"
"97688,0999999998","91,6516647339"
"97688,3999999998","90,7422103882"
"97688,6999999998","90,1011276245"
"97688,9999999998","86,166519165"
"97689,2999999998","88,6121444702"
"97689,5999999998","85,9384994507"
"97689,8999999998","86,6285552979"
"97690,1999999998","87,1716384888"
"97690,4999999998","85,7223968506"
"97690,7999999998","87,0273742676"
"97691,0999999998","87,2324447632"
"97691,3999999998","78,8519515991"
"97691,6999999998","79,3964080811"
"97691,9999999998","83,4406356812"
"97692,2999999998","80,5630187988"
"97692,5999999998","87,2177200317"
"97692,8999999998","78,2546310425"
"97693,1999999998","84,7195053101"
"97693,4999999998","83,1028366089"
"97693,7999999998","81,981880188"
"97694,0999999998","82,6172637939"
"97694,3999999998","81,9896697998"
"97694,6999999998","90,1409988403"
"97694,9999999998","93,3183670044"
"97695,2999999998","83,0614471436"
"97695,5999999998","83,6982116699"
"97695,8999999998","86,5107879639"
"97696,1999999998","79,3377838135"
"97696,4999999998","85,7763366699"
"97696,7999999998","80,9322128296"
"97697,0999999998","84,9657821655"
"97697,3999999998","84,7559204102"
"97697,6999999998","88,4243392944"
"97697,9999999998","88,1402664185"
"97698,2999999998","82,0279693604"
"97698,5999999998","90,8105316162"
"97698,8999999998","86,8384857178"
"97699,1999999998","85,4241104126"
"97699,4999999998","89,4842376709"
"97699,7999999998","91,6249084473"
"97700,0999999998","87,388885498"
"97700,3999999998","86,7548751831"
"97700,6999999998","91,2983779907"
"97700,9999999998","95,8086700439"
"97701,2999999998","93,5063552856"
"97701,5999999998","94,2477722168"
"97701,8999999998","90,3230133057"
"97702,1999999998","86,4486694336"
"97702,4999999998","96,0882492065"
"97702,7999999998","86,2094421387"
"97703,0999999998","86,2366256714"
"97703,3999999998","82,5331115723"
"97703,6999999998","84,2846221924"
"97703,9999999998","88,3608474731"
"97704,2999999998","87,8070068359"
"97704,5999999998","90,2683181763"
"97704,8999999998","81,6458816528"
"97705,1999999998","81,8311080933"
"97705,4999999998","84,0820236206"
"97705,7999999998","84,5953598022"
"97706,0999999998","91,8689804077"
"97706,3999999998","86,4702301025"
"97706,6999999998","86,6046295166"
"97706,9999999998","87,0591125488"
"97707,2999999998","83,6332626343"
"97707,5999999998","85,3432693481"
"97707,8999999998","91,2885742188"
"97708,1999999998","91,3829116821"
"97708,4999999998","89,8645248413"
"97708,7999999998","87,2697143555"
"97709,0999999998","85,015625"
"97709,3999999998","83,7176513672"
"97709,6999999998","88,3313369751"
"97709,9999999998","84,7871551514"
"97710,2999999998","92,6740875244"
"97710,5999999998","87,1819839478"
"97710,8999999998","92,1063995361"
"97711,1999999998","87,410118103"
"97711,4999999998","89,6426925659"
"97711,7999999998","90,8353118896"
"97712,0999999998","90,5793991089"
"97712,3999999998","90,3258132935"
"97712,6999999998","94,6173324585"
"97712,9999999998","89,2530593872"
"97713,2999999998","85,2611236572"
"97713,5999999998","90,8819503784"
"97713,8999999998","86,8578491211"
"97714,1999999998","85,3987960815"
"97714,4999999998","90,0481262207"
"97714,7999999998","91,0534591675"
"97715,0999999998","88,7315368652"
"97715,3999999998","85,2823104858"
"97715,6999999998","83,2914199829"
"97715,9999999998","84,4742126465"
"97716,2999999998","78,8267211914"
"97716,5999999998","64,6164169312"
"97716,8999999998","61,0507965088"
"97717,1999999998","60,1990394592"
"97717,4999999998","62,0610809326"
"97717,7999999998","66,1287307739"
"97718,0999999998","66,1190032959"
"97718,3999999998","68,1481628418"
"97718,6999999998","73,0501937866"
"97718,9999999998","77,6835632324"
"97719,2999999998","73,9913787842"
"97719,5999999998","77,9556655884"
"97719,8999999998","79,5692062378"
"97720,1999999998","79,3148193359"
"97720,4999999998","75,4935531616"
"97720,7999999998","78,059928894"
"97721,0999999998","78,3913421631"
"97721,3999999998","78,3801956177"
"97721,6999999998","76,0127105713"
"97721,9999999998","74,5682144165"
"97722,2999999998","82,8853149414"
"97722,5999999998","71,7735748291"
"97722,8999999998","74,922164917"
"97723,1999999998","79,1309814453"
"97723,4999999998","80,549697876"
"97723,7999999998","83,3804092407"
"97724,0999999998","83,05418396"
"97724,3999999998","89,5154418945"
"97724,6999999998","82,178855896"
"97724,9999999998","87,5248260498"
"97725,2999999998","80,810043335"
"97725,5999999998","79,6501693726"
"97725,8999999998","83,4364242554"
"97726,1999999998","83,2742538452"
"97726,4999999998","89,82421875"
"97726,7999999998","84,4774551392"
"97727,0999999998","82,791595459"
"97727,3999999998","85,0495681763"
"97727,6999999998","84,0357971191"
"97727,9999999998","91,2622146606"
"97728,2999999998","93,401512146"
"97728,5999999998","91,0065994263"
"97728,8999999998","90,3941268921"
"97729,1999999998","88,9458312988"
"97729,4999999998","88,4788665771"
"97729,7999999998","90,4676361084"
"97730,0999999998","92,690788269"
"97730,3999999998","93,0478591919"
"97730,6999999998","85,203338623"
"97730,9999999998","84,7616119385"
"97731,2999999998","97,000541687"
"97731,5999999998","92,3731613159"
"97731,8999999998","89,5200805664"
"97732,1999999998","93,8916473389"
"97732,4999999998","92,4587402344"
"97732,7999999998","91,2041854858"
"97733,0999999998","89,6413879395"
"97733,3999999998","84,836227417"
"97733,6999999998","90,0470504761"
"97733,9999999998","90,2873764038"
"97734,2999999998","90,582321167"
"97734,5999999998","90,8862304688"
"97734,8999999998","91,6707229614"
"97735,1999999998","92,2292098999"
"97735,4999999998","90,3508682251"
"97735,7999999998","88,9694519043"
"97736,0999999998","91,306602478"
"97736,3999999998","95,2732391357"
"97736,6999999998","90,9357223511"
"97736,9999999998","89,961807251"
"97737,2999999998","92,244972229"
"97737,5999999998","90,786605835"
"97737,8999999998","93,4071884155"
"97738,1999999998","88,8459854126"
"97738,4999999998","92,4396820068"
"97738,7999999998","87,6814346313"
"97739,0999999998","85,010345459"
"97739,3999999998","88,0585098267"
"97739,6999999998","91,5602035522"
"97739,9999999998","85,0249633789"
"97740,2999999998","85,9308700562"
"97740,5999999998","84,1856155396"
"97740,8999999998","90,1654586792"
"97741,1999999998","92,7461624146"
"97741,4999999998","87,6629943848"
"97741,7999999998","89,5307006836"
"97742,0999999998","91,827583313"
"97742,3999999998","87,7335739136"
"97742,6999999998","88,4506759644"
"97742,9999999998","93,3948287964"
"97743,2999999998","89,3675384521"
"97743,5999999998","93,7829818726"
"97743,8999999998","90,4381866455"
"97744,1999999998","88,2303390503"
"97744,4999999998","96,4506072998"
"97744,7999999998","86,0327301025"
"97745,0999999998","85,3386764526"
"97745,3999999998","88,756439209"
"97745,6999999998","86,807434082"
"97745,9999999998","87,8451156616"
"97746,2999999998","87,8503952026"
"97746,5999999998","88,5884780884"
"97746,8999999998","85,4342727661"
"97747,1999999998","86,3217391968"
"97747,4999999998","86,7261199951"
"97747,7999999998","85,0131530762"
"97748,0999999998","88,794418335"
"97748,3999999998","88,0447921753"
"97748,6999999998","84,1602859497"
"97748,9999999998","85,4458007813"
"97749,2999999998","84,0897979736"
"97749,5999999998","86,3002471924"
"97749,8999999998","84,00831604"
"97750,1999999998","84,7362747192"
"97750,4999999998","86,1001663208"
"97750,7999999998","86,0055847168"
"97751,0999999998","79,9567184448"
"97751,3999999998","90,9226303101"
"97751,6999999998","84,5529403687"
"97751,9999999998","81,7118606567"
"97752,2999999998","82,6719360352"
"97752,5999999998","87,1924285889"
"97752,8999999998","86,6407623291"
"97753,1999999998","87,3765945435"
"97753,4999999998","82,3009567261"
"97753,7999999998","83,6450195313"
"97754,0999999998","87,3790740967"
"97754,3999999998","81,3553924561"
"97754,6999999998","83,7057571411"
"97754,9999999998","89,0074081421"
"97755,2999999998","80,713470459"
"97755,5999999998","91,1349945068"
"97755,8999999998","88,487487793"
"97756,1999999998","87,7001342773"
"97756,4999999998","90,08228302"
"97756,7999999998","91,5722808838"
"97757,0999999998","85,8859710693"
"97757,3999999998","88,4165267944"
"97757,6999999998","86,726524353"
"97757,9999999998","90,9074020386"
"97758,2999999998","88,6204681396"
"97758,5999999998","92,6763381958"
"97758,8999999998","89,3990020752"
"97759,1999999998","88,4980926514"
"97759,4999999998","82,6855545044"
"97759,7999999998","88,2375564575"
"97760,0999999998","84,3435974121"
"97760,3999999998","86,3003540039"
"97760,6999999998","86,9683990479"
"97760,9999999998","88,7743682861"
"97761,2999999998","91,4497756958"
"97761,5999999998","86,5769195557"
"97761,8999999998","85,4110946655"
"97762,1999999998","83,4281311035"
"97762,4999999998","84,1257400513"
"97762,7999999998","84,1836700439"
"97763,0999999998","82,1431655884"
"97763,3999999998","84,744644165"
"97763,6999999998","80,0717086792"
"97763,9999999998","74,4088973999"
"97764,2999999998","76,2509994507"
"97764,5999999998","76,0433959961"
"97764,8999999998","77,3082046509"
"97765,1999999998","69,5968322754"
"97765,4999999998","81,0581130981"
"97765,7999999998","82,0044174194"
"97766,0999999998","85,0457305908"
"97766,3999999998","83,4988555908"
"97766,6999999998","90,5389175415"
"97766,9999999998","87,565284729"
"97767,2999999998","79,2461090088"
"97767,5999999998","81,6385421753"
"97767,8999999998","83,9299163818"
"97768,1999999998","80,1960983276"
"97768,4999999998","79,3436737061"
"97768,7999999998","82,0081710815"
"97769,0999999998","82,4861297607"
"97769,3999999998","80,7627944946"
"97769,6999999998","80,0969619751"
"97769,9999999998","80,0317230225"
"97770,2999999998","84,0712661743"
"97770,5999999998","80,4416046143"
"97770,8999999998","81,7350234985"
"97771,1999999998","72,4493484497"
"97771,4999999998","75,685508728"
"97771,7999999998","81,1652908325"
"97772,0999999998","74,3365631104"
"97772,3999999998","73,7752456665"
"97772,6999999998","80,3627166748"
"97772,9999999998","84,5057373047"
"97773,2999999998","86,1739501953"
"97773,5999999998","79,8889312744"
"97773,8999999998","80,3950119019"
"97774,1999999998","75,9159088135"
"97774,4999999998","77,1846237183"
"97774,7999999998","84,0991897583"
"97775,0999999998","86,3944625854"
"97775,3999999998","83,0109176636"
"97775,6999999998","88,0863113403"
"97775,9999999998","85,0083770752"
"97776,2999999998","87,1387023926"
"97776,5999999998","87,9321975708"
