"","id","roi","int","index","time","cell_id","app_time"
"153","03.04.2024_(2.4)_ch1","8",0.0631822707920555,12,12,"03_04_24_cell2","0.5"
"154","03.04.2024_(2.4)_ch1","8",0.0485192978312629,13,13,"03_04_24_cell2","0.5"
"155","03.04.2024_(2.4)_ch1","8",0.0415211120888285,14,14,"03_04_24_cell2","0.5"
"156","03.04.2024_(2.4)_ch1","8",0.0387721176884858,15,15,"03_04_24_cell2","0.5"
"157","03.04.2024_(2.4)_ch1","8",0.0295005838377728,16,16,"03_04_24_cell2","0.5"
"158","03.04.2024_(2.4)_ch1","8",0.0441968847470717,17,17,"03_04_24_cell2","0.5"
"159","03.04.2024_(2.4)_ch1","8",0.0156643115197402,18,18,"03_04_24_cell2","0.5"
"160","03.04.2024_(2.4)_ch1","8",0.00601820653330512,20,19,"03_04_24_cell2","0.5"
"161","03.04.2024_(2.4)_ch1","9",0.0438672422446574,0,0,"03_04_24_cell2","0.5"
"162","03.04.2024_(2.4)_ch1","9",0.0183778416491592,1,1,"03_04_24_cell2","0.5"
"163","03.04.2024_(2.4)_ch1","9",-0.0183569668257974,2,2,"03_04_24_cell2","0.5"
"164","03.04.2024_(2.4)_ch1","9",-0.00558961061728316,3,3,"03_04_24_cell2","0.5"
"165","03.04.2024_(2.4)_ch1","9",-0.0382985064507365,4,4,"03_04_24_cell2","0.5"
"166","03.04.2024_(2.4)_ch1","9",-0.0179801440902117,5,5,"03_04_24_cell2","0.5"
"167","03.04.2024_(2.4)_ch1","9",0.231109086663879,6,6,"03_04_24_cell2","0.5"
"168","03.04.2024_(2.4)_ch1","9",0.307945346424762,7,7,"03_04_24_cell2","0.5"
"169","03.04.2024_(2.4)_ch1","9",0.312967330654702,8,8,"03_04_24_cell2","0.5"
"170","03.04.2024_(2.4)_ch1","9",0.252137161359503,9,9,"03_04_24_cell2","0.5"
"171","03.04.2024_(2.4)_ch1","9",0.174776343735714,10,10,"03_04_24_cell2","0.5"
"172","03.04.2024_(2.4)_ch1","9",0.13773601132776,11,11,"03_04_24_cell2","0.5"
"173","03.04.2024_(2.4)_ch1","9",0.088017385286946,12,12,"03_04_24_cell2","0.5"
"174","03.04.2024_(2.4)_ch1","9",0.0429638161798543,13,13,"03_04_24_cell2","0.5"
"175","03.04.2024_(2.4)_ch1","9",-0.0439826392173658,14,14,"03_04_24_cell2","0.5"
"176","03.04.2024_(2.4)_ch1","9",-0.0265716432281711,15,15,"03_04_24_cell2","0.5"
"177","03.04.2024_(2.4)_ch1","9",-0.0542674718017351,16,16,"03_04_24_cell2","0.5"
"178","03.04.2024_(2.4)_ch1","9",-0.0516244121535091,17,17,"03_04_24_cell2","0.5"
"179","03.04.2024_(2.4)_ch1","9",-0.086374215447445,18,18,"03_04_24_cell2","0.5"
"180","03.04.2024_(2.4)_ch1","9",-0.0989731925501963,20,19,"03_04_24_cell2","0.5"
"181","03.04.2024_(2.4)_ch1","10",0.0590714671627402,0,0,"03_04_24_cell2","0.5"
"182","03.04.2024_(2.4)_ch1","10",-0.0094168044621359,1,1,"03_04_24_cell2","0.5"
"183","03.04.2024_(2.4)_ch1","10",-0.00684183153760745,2,2,"03_04_24_cell2","0.5"
"184","03.04.2024_(2.4)_ch1","10",-0.0175881700258015,3,3,"03_04_24_cell2","0.5"
"185","03.04.2024_(2.4)_ch1","10",-0.0252246611371945,4,4,"03_04_24_cell2","0.5"
"186","03.04.2024_(2.4)_ch1","10",0.0144206562617148,5,5,"03_04_24_cell2","0.5"
"187","03.04.2024_(2.4)_ch1","10",0.354362358353918,6,6,"03_04_24_cell2","0.5"
"188","03.04.2024_(2.4)_ch1","10",0.421707955827145,7,7,"03_04_24_cell2","0.5"
"189","03.04.2024_(2.4)_ch1","10",0.407377115065596,8,8,"03_04_24_cell2","0.5"
