ID,ch,frame,time,int,delta,d
cell7_02_2_2022,ca,2,4.0,473.231396484375,0.0163083381377069,10.198039027185569
cell7_02_2_2022,ca,2,4.0,354.231396484375,0.03193935392656761,10.04987562112089
cell7_02_2_2022,ca,2,4.0,559.231396484375,0.033465332641938426,10.0
cell7_02_2_2022,ca,2,4.0,602.231396484375,0.02245660688697372,10.0
cell7_02_2_2022,ca,2,4.0,259.231396484375,0.009958712877326067,9.848857801796104
cell7_02_2_2022,ca,2,4.0,420.231396484375,-0.0020222367143321904,9.486832980505138
cell7_02_2_2022,ca,2,4.0,321.231396484375,-0.020279268358987215,9.219544457292887
cell7_02_2_2022,ca,2,4.0,150.231396484375,-0.03724906576917741,9.055385138137417
cell7_02_2_2022,ca,2,4.0,619.231396484375,-0.04208581827292762,9.0
cell7_02_2_2022,ca,2,4.0,430.231396484375,-0.03731432267267907,9.0
cell7_02_2_2022,ca,2,4.0,562.231396484375,-0.02668491585974784,9.0
cell7_02_2_2022,ca,2,4.0,458.231396484375,-0.01392872447691719,9.0
cell7_02_2_2022,ca,2,4.0,541.231396484375,-0.008025699945344621,9.055385138137417
cell7_02_2_2022,ca,2,4.0,248.231396484375,-0.011269735722863727,9.219544457292887
cell7_02_2_2022,ca,2,4.0,374.231396484375,-0.015817323442798324,9.486832980505138
cell7_02_2_2022,ca,2,4.0,381.231396484375,-0.017309126993437462,9.848857801796104
cell7_02_2_2022,ca,2,4.0,506.231396484375,-0.019956744386247564,10.198039027185569
cell7_02_2_2022,ca,2,4.0,620.231396484375,-0.03135869323484955,10.44030650891055
cell7_02_2_2022,ca,2,4.0,371.231396484375,-0.05559836199417824,10.770329614269007
cell7_02_2_2022,ca,2,4.0,293.231396484375,-0.08477394872404552,11.180339887498949
cell7_02_2_2022,ca,2,4.0,296.231396484375,-0.10114513038847506,11.661903789690601
cell7_02_2_2022,ca,2,4.0,344.231396484375,-0.09265080235513819,12.206555615733702
cell7_02_2_2022,ca,2,4.0,382.231396484375,-0.05849637507695492,12.806248474865697
cell7_02_2_2022,ca,2,4.0,268.231396484375,-0.0033369688815404136,13.45362404707371
cell7_02_2_2022,ca,2,4.0,387.231396484375,0.05744080935520008,14.142135623730951
cell7_02_2_2022,ca,2,4.0,190.231396484375,0.07834143558882403,10.44030650891055
cell7_02_2_2022,ca,2,4.0,118.23139648437501,0.041240091052687555,10.198039027185569
cell7_02_2_2022,ca,2,4.0,302.231396484375,0.00632765741887363,9.848857801796104
cell7_02_2_2022,ca,2,4.0,235.231396484375,-0.01618737228272908,9.486832980505138
cell7_02_2_2022,ca,2,4.0,290.231396484375,-0.022690267132741367,9.219544457292887
cell7_02_2_2022,ca,2,4.0,241.231396484375,-0.02545654879517231,9.055385138137417
cell7_02_2_2022,ca,2,4.0,295.231396484375,-0.032791736536429486,9.0
cell7_02_2_2022,ca,2,4.0,527.231396484375,-0.03735886010434333,9.0
cell7_02_2_2022,ca,2,4.0,366.231396484375,-0.030368737839726143,8.94427190999916
cell7_02_2_2022,ca,2,4.0,551.231396484375,-0.022237528139135845,8.54400374531753
cell7_02_2_2022,ca,2,4.0,358.231396484375,-0.026305855032257245,8.246211251235321
cell7_02_2_2022,ca,2,4.0,472.231396484375,-0.03234190729659318,8.06225774829855
cell7_02_2_2022,ca,2,4.0,530.231396484375,-0.028652415046100506,8.0
cell7_02_2_2022,ca,2,4.0,721.231396484375,-0.019370700858316714,8.0
cell7_02_2_2022,ca,2,4.0,618.231396484375,-0.007603918150301215,8.0
cell7_02_2_2022,ca,2,4.0,521.231396484375,0.00546107184789313,8.0
cell7_02_2_2022,ca,2,4.0,644.231396484375,0.012766630818393302,8.06225774829855
cell7_02_2_2022,ca,2,4.0,700.231396484375,0.010390442533077575,8.246211251235321
cell7_02_2_2022,ca,2,4.0,665.231396484375,0.000713486220756958,8.54400374531753
cell7_02_2_2022,ca,2,4.0,742.231396484375,-0.013375684341188101,8.94427190999916
cell7_02_2_2022,ca,2,4.0,641.231396484375,-0.028331550133649783,9.219544457292887
cell7_02_2_2022,ca,2,4.0,515.231396484375,-0.044618931525288154,9.486832980505138
cell7_02_2_2022,ca,2,4.0,606.231396484375,-0.06637408012343711,9.848857801796104
cell7_02_2_2022,ca,2,4.0,403.231396484375,-0.08791043321153343,10.295630140987
cell7_02_2_2022,ca,2,4.0,436.231396484375,-0.09529932501526509,10.816653826391969
cell7_02_2_2022,ca,2,4.0,346.231396484375,-0.0824479269147651,11.40175425099138
cell7_02_2_2022,ca,2,4.0,342.231396484375,-0.05344914477887571,12.041594578792296
cell7_02_2_2022,ca,2,4.0,280.231396484375,-0.015711815064215522,12.727922061357855
cell7_02_2_2022,ca,2,4.0,300.231396484375,0.02032396542969632,13.45362404707371
cell7_02_2_2022,ca,2,4.0,222.231396484375,0.040119861576391865,14.142135623730951
cell7_02_2_2022,ca,2,4.0,193.231396484375,0.03049698049470949,14.7648230602334
cell7_02_2_2022,ca,2,4.0,100.23139648437501,0.1727232208560165,10.295630140987
cell7_02_2_2022,ca,2,4.0,254.231396484375,0.14754213889907794,9.848857801796104
cell7_02_2_2022,ca,2,4.0,77.23139648437501,0.11429942868344872,9.486832980505138
cell7_02_2_2022,ca,2,4.0,268.231396484375,0.07308252176532597,9.219544457292887
cell7_02_2_2022,ca,2,4.0,500.231396484375,0.03089893204944976,8.94427190999916
cell7_02_2_2022,ca,2,4.0,337.231396484375,0.004431487794318225,8.54400374531753
cell7_02_2_2022,ca,2,4.0,317.231396484375,-0.0061942929413868275,8.246211251235321
cell7_02_2_2022,ca,2,4.0,308.231396484375,-0.01980462841466226,8.06225774829855
cell7_02_2_2022,ca,2,4.0,486.231396484375,-0.0407295726860295,8.0
cell7_02_2_2022,ca,2,4.0,206.231396484375,-0.04841012280750622,8.0
cell7_02_2_2022,ca,2,4.0,503.231396484375,-0.03019037921626073,8.0
cell7_02_2_2022,ca,2,4.0,753.231396484375,-0.006733493354767785,7.615773105863909
cell7_02_2_2022,ca,2,4.0,445.231396484375,-0.00294881902364253,7.280109889280518
cell7_02_2_2022,ca,2,4.0,522.231396484375,-0.012226520630886403,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,614.231396484375,-0.01697694480542951,7.0
cell7_02_2_2022,ca,2,4.0,655.231396484375,-0.011672682670700695,7.0
cell7_02_2_2022,ca,2,4.0,522.231396484375,0.00431369293873252,7.0
cell7_02_2_2022,ca,2,4.0,897.231396484375,0.026118339422045795,7.0
cell7_02_2_2022,ca,2,4.0,908.231396484375,0.04101424733886529,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,820.231396484375,0.040658708902880335,7.280109889280518
cell7_02_2_2022,ca,2,4.0,863.231396484375,0.0255751558363862,7.615773105863909
cell7_02_2_2022,ca,2,4.0,562.231396484375,0.0013885199500741703,8.06225774829855
cell7_02_2_2022,ca,2,4.0,449.231396484375,-0.022848335191006736,8.246211251235321
cell7_02_2_2022,ca,2,4.0,857.231396484375,-0.0433888814003573,8.54400374531753
cell7_02_2_2022,ca,2,4.0,421.231396484375,-0.06179546901728291,8.94427190999916
cell7_02_2_2022,ca,2,4.0,505.231396484375,-0.07314891251435486,9.433981132056603
cell7_02_2_2022,ca,2,4.0,484.231396484375,-0.0709682504565572,10.0
cell7_02_2_2022,ca,2,4.0,568.231396484375,-0.056846475290568806,10.63014581273465
cell7_02_2_2022,ca,2,4.0,582.231396484375,-0.035696585683695894,11.313708498984761
cell7_02_2_2022,ca,2,4.0,517.231396484375,-0.013297080651457644,12.041594578792296
cell7_02_2_2022,ca,2,4.0,319.231396484375,0.003487868646689092,12.727922061357855
cell7_02_2_2022,ca,2,4.0,169.231396484375,0.010413710382082143,13.416407864998739
cell7_02_2_2022,ca,2,4.0,259.231396484375,0.004275347382808448,13.892443989449804
cell7_02_2_2022,ca,2,4.0,91.23139648437501,0.15248206512549142,10.295630140987
cell7_02_2_2022,ca,2,4.0,217.231396484375,0.14476449725771356,9.848857801796104
cell7_02_2_2022,ca,2,4.0,261.231396484375,0.14716192128360803,9.433981132056603
cell7_02_2_2022,ca,2,4.0,350.231396484375,0.1411920834148537,8.94427190999916
cell7_02_2_2022,ca,2,4.0,575.231396484375,0.12007408599991543,8.54400374531753
cell7_02_2_2022,ca,2,4.0,564.231396484375,0.08421470681445975,8.246211251235321
cell7_02_2_2022,ca,2,4.0,350.231396484375,0.048475720342834046,8.06225774829855
cell7_02_2_2022,ca,2,4.0,433.231396484375,0.03287024133651975,7.615773105863909
cell7_02_2_2022,ca,2,4.0,719.231396484375,0.031033577458496765,7.280109889280518
cell7_02_2_2022,ca,2,4.0,800.231396484375,0.017466065340325947,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,692.231396484375,-0.009005705995676154,7.0
cell7_02_2_2022,ca,2,4.0,572.231396484375,-0.01939555244381664,7.0
cell7_02_2_2022,ca,2,4.0,580.231396484375,0.0015241294074285255,7.0
cell7_02_2_2022,ca,2,4.0,672.231396484375,0.02853012830611784,6.708203932499369
cell7_02_2_2022,ca,2,4.0,732.231396484375,0.02899579795789516,6.324555320336759
cell7_02_2_2022,ca,2,4.0,811.231396484375,0.005945870673730812,6.082762530298219
cell7_02_2_2022,ca,2,4.0,898.231396484375,-0.013540745129227092,6.0
cell7_02_2_2022,ca,2,4.0,874.231396484375,-0.010879671157546445,6.0
cell7_02_2_2022,ca,2,4.0,595.231396484375,0.015206908475424089,6.0
cell7_02_2_2022,ca,2,4.0,866.231396484375,0.050660766126144764,6.0
cell7_02_2_2022,ca,2,4.0,452.231396484375,0.07409170835891142,6.082762530298219
cell7_02_2_2022,ca,2,4.0,673.231396484375,0.07380918809568561,6.324555320336759
cell7_02_2_2022,ca,2,4.0,786.231396484375,0.05416483770295887,6.708203932499369
cell7_02_2_2022,ca,2,4.0,724.231396484375,0.026771750995796064,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,685.231396484375,0.0007558383828046907,7.280109889280518
cell7_02_2_2022,ca,2,4.0,500.231396484375,-0.021303060337555052,7.615773105863909
cell7_02_2_2022,ca,2,4.0,390.231396484375,-0.03736135180887488,8.06225774829855
cell7_02_2_2022,ca,2,4.0,650.231396484375,-0.041156124244968124,8.602325267042627
cell7_02_2_2022,ca,2,4.0,448.231396484375,-0.033333321870170386,9.219544457292887
cell7_02_2_2022,ca,2,4.0,318.231396484375,-0.023708826909958233,9.899494936611665
cell7_02_2_2022,ca,2,4.0,405.231396484375,-0.016300317159814472,10.63014581273465
cell7_02_2_2022,ca,2,4.0,542.231396484375,-0.008689056785721166,11.313708498984761
cell7_02_2_2022,ca,2,4.0,580.231396484375,-0.0004938566126801931,12.041594578792296
cell7_02_2_2022,ca,2,4.0,406.231396484375,0.00724026787214037,12.529964086141668
cell7_02_2_2022,ca,2,4.0,265.231396484375,0.010601654573139083,13.038404810405298
cell7_02_2_2022,ca,2,4.0,148.231396484375,0.002265818525122778,13.601470508735444
cell7_02_2_2022,ca,2,4.0,249.231396484375,0.13472948901370932,9.848857801796104
cell7_02_2_2022,ca,2,4.0,188.231396484375,0.09092806569761717,9.433981132056603
cell7_02_2_2022,ca,2,4.0,161.231396484375,0.07877315075573153,8.94427190999916
cell7_02_2_2022,ca,2,4.0,536.231396484375,0.08207121741352456,8.54400374531753
cell7_02_2_2022,ca,2,4.0,289.231396484375,0.07993625103052483,8.06225774829855
cell7_02_2_2022,ca,2,4.0,574.231396484375,0.0674138591325833,7.615773105863909
cell7_02_2_2022,ca,2,4.0,505.231396484375,0.04839776216315725,7.280109889280518
cell7_02_2_2022,ca,2,4.0,510.231396484375,0.03465516506912124,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,622.231396484375,0.036501335159629465,6.708203932499369
cell7_02_2_2022,ca,2,4.0,664.231396484375,0.042606176766543775,6.324555320336759
cell7_02_2_2022,ca,2,4.0,818.231396484375,0.033127922558096906,6.082762530298219
cell7_02_2_2022,ca,2,4.0,902.231396484375,0.013653846891775246,6.0
cell7_02_2_2022,ca,2,4.0,773.231396484375,0.011401674274717763,6.0
cell7_02_2_2022,ca,2,4.0,800.231396484375,0.035373996870962286,6.0
cell7_02_2_2022,ca,2,4.0,945.231396484375,0.057913204622862084,5.830951894845301
cell7_02_2_2022,ca,2,4.0,944.231396484375,0.04687358856979006,5.385164807134504
cell7_02_2_2022,ca,2,4.0,764.231396484375,0.007726866506499384,5.0990195135927845
cell7_02_2_2022,ca,2,4.0,615.231396484375,-0.02310847707779596,5.0
cell7_02_2_2022,ca,2,4.0,612.231396484375,-0.018314726471563597,5.0
cell7_02_2_2022,ca,2,4.0,1006.231396484375,0.020903129055746105,5.0
cell7_02_2_2022,ca,2,4.0,775.231396484375,0.07095465127374714,5.0
cell7_02_2_2022,ca,2,4.0,1014.231396484375,0.10194928210179506,5.0990195135927845
cell7_02_2_2022,ca,2,4.0,932.231396484375,0.09938793184857943,5.385164807134504
cell7_02_2_2022,ca,2,4.0,691.231396484375,0.07389178275878887,5.830951894845301
cell7_02_2_2022,ca,2,4.0,1023.231396484375,0.045281553319562434,6.082762530298219
cell7_02_2_2022,ca,2,4.0,924.231396484375,0.022451017261349775,6.324555320336759
cell7_02_2_2022,ca,2,4.0,942.231396484375,0.004992823243108079,6.708203932499369
cell7_02_2_2022,ca,2,4.0,786.231396484375,-0.005195001709353846,7.211102550927978
cell7_02_2_2022,ca,2,4.0,563.231396484375,-0.004259220172028016,7.810249675906654
cell7_02_2_2022,ca,2,4.0,889.231396484375,0.0019740474791714304,8.48528137423857
cell7_02_2_2022,ca,2,4.0,710.231396484375,0.0003900215514513032,9.219544457292887
cell7_02_2_2022,ca,2,4.0,429.231396484375,-0.01029849110699864,9.899494936611665
cell7_02_2_2022,ca,2,4.0,413.231396484375,-0.01829009451366231,10.63014581273465
cell7_02_2_2022,ca,2,4.0,512.231396484375,-0.014925400977425625,11.180339887498949
cell7_02_2_2022,ca,2,4.0,387.231396484375,-0.0022204079772180194,11.661903789690601
cell7_02_2_2022,ca,2,4.0,508.231396484375,0.008522356566587772,12.206555615733702
cell7_02_2_2022,ca,2,4.0,521.231396484375,0.007018852066717364,12.806248474865697
cell7_02_2_2022,ca,2,4.0,327.231396484375,-0.0050891420932285105,13.45362404707371
cell7_02_2_2022,ca,2,4.0,107.23139648437501,0.17154703883367622,10.0
cell7_02_2_2022,ca,2,4.0,206.231396484375,0.14221983930115814,9.433981132056603
cell7_02_2_2022,ca,2,4.0,135.231396484375,0.08863390259839182,8.94427190999916
cell7_02_2_2022,ca,2,4.0,241.231396484375,0.044551795631101544,8.54400374531753
cell7_02_2_2022,ca,2,4.0,233.231396484375,0.026429784647697553,8.06225774829855
cell7_02_2_2022,ca,2,4.0,337.231396484375,0.020701402166036355,7.615773105863909
cell7_02_2_2022,ca,2,4.0,452.231396484375,0.010086585032956053,7.211102550927978
cell7_02_2_2022,ca,2,4.0,429.231396484375,-0.002337173884290518,6.708203932499369
cell7_02_2_2022,ca,2,4.0,651.231396484375,-0.004810546532623031,6.324555320336759
cell7_02_2_2022,ca,2,4.0,594.231396484375,0.007272575817424834,6.082762530298219
cell7_02_2_2022,ca,2,4.0,607.231396484375,0.026581777491016416,5.830951894845301
cell7_02_2_2022,ca,2,4.0,880.231396484375,0.037161126042546705,5.385164807134504
cell7_02_2_2022,ca,2,4.0,658.231396484375,0.0316972890401321,5.0990195135927845
cell7_02_2_2022,ca,2,4.0,618.231396484375,0.024092472255565666,5.0
cell7_02_2_2022,ca,2,4.0,656.231396484375,0.03376622456010926,5.0
cell7_02_2_2022,ca,2,4.0,898.231396484375,0.058948201273182295,5.0
cell7_02_2_2022,ca,2,4.0,1046.231396484375,0.07206279687478634,5.0
cell7_02_2_2022,ca,2,4.0,1008.231396484375,0.04834034628361494,4.47213595499958
cell7_02_2_2022,ca,2,4.0,672.231396484375,-0.0007784906814332261,4.123105625617661
cell7_02_2_2022,ca,2,4.0,551.231396484375,-0.036306468205812764,4.0
cell7_02_2_2022,ca,2,4.0,945.231396484375,-0.03140199376866798,4.0
cell7_02_2_2022,ca,2,4.0,840.231396484375,0.011050034845916561,4.0
cell7_02_2_2022,ca,2,4.0,1077.231396484375,0.06538168542284481,4.0
cell7_02_2_2022,ca,2,4.0,962.231396484375,0.09810016402212844,4.123105625617661
cell7_02_2_2022,ca,2,4.0,1147.231396484375,0.0926790788142785,4.47213595499958
cell7_02_2_2022,ca,2,4.0,888.231396484375,0.06317893893078691,5.0
cell7_02_2_2022,ca,2,4.0,912.231396484375,0.034645770390984355,5.0990195135927845
cell7_02_2_2022,ca,2,4.0,1030.231396484375,0.017751165323697374,5.385164807134504
cell7_02_2_2022,ca,2,4.0,857.231396484375,0.011529492743613671,5.830951894845301
cell7_02_2_2022,ca,2,4.0,778.231396484375,0.013626575793920213,6.4031242374328485
cell7_02_2_2022,ca,2,4.0,629.231396484375,0.01902849960994995,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,828.231396484375,0.01783867383861064,7.810249675906654
cell7_02_2_2022,ca,2,4.0,657.231396484375,0.0018693336188511764,8.48528137423857
cell7_02_2_2022,ca,2,4.0,667.231396484375,-0.02357360606349104,9.219544457292887
cell7_02_2_2022,ca,2,4.0,636.231396484375,-0.04222579184297676,9.848857801796104
cell7_02_2_2022,ca,2,4.0,395.231396484375,-0.0432745671248487,10.295630140987
cell7_02_2_2022,ca,2,4.0,646.231396484375,-0.03132626824725976,10.816653826391969
cell7_02_2_2022,ca,2,4.0,368.231396484375,-0.02182548323911617,11.40175425099138
cell7_02_2_2022,ca,2,4.0,292.231396484375,-0.02301817056759346,12.041594578792296
cell7_02_2_2022,ca,2,4.0,295.231396484375,-0.02953948710027693,12.727922061357855
cell7_02_2_2022,ca,2,4.0,225.231396484375,-0.03601455362106581,13.45362404707371
cell7_02_2_2022,ca,2,4.0,12.231396484375011,0.10622610162938625,9.899494936611665
cell7_02_2_2022,ca,2,4.0,210.231396484375,0.12062932740235457,9.219544457292887
cell7_02_2_2022,ca,2,4.0,200.231396484375,0.10310777331699546,8.602325267042627
cell7_02_2_2022,ca,2,4.0,333.231396484375,0.06214430078298698,8.06225774829855
cell7_02_2_2022,ca,2,4.0,309.231396484375,0.02641647342150286,7.615773105863909
cell7_02_2_2022,ca,2,4.0,343.231396484375,0.00990613595452846,7.211102550927978
cell7_02_2_2022,ca,2,4.0,332.231396484375,-0.0004557402269338607,6.708203932499369
cell7_02_2_2022,ca,2,4.0,644.231396484375,-0.018851764897608637,6.324555320336759
cell7_02_2_2022,ca,2,4.0,381.231396484375,-0.0354495230958479,5.830951894845301
cell7_02_2_2022,ca,2,4.0,343.231396484375,-0.03151285175163116,5.385164807134504
cell7_02_2_2022,ca,2,4.0,558.231396484375,-0.005841773945638204,5.0990195135927845
cell7_02_2_2022,ca,2,4.0,881.231396484375,0.023246639151739933,5.0
cell7_02_2_2022,ca,2,4.0,880.231396484375,0.03788839724733736,4.47213595499958
cell7_02_2_2022,ca,2,4.0,642.231396484375,0.03889525933180659,4.123105625617661
cell7_02_2_2022,ca,2,4.0,708.231396484375,0.04109905070238445,4.0
cell7_02_2_2022,ca,2,4.0,995.231396484375,0.053769161603082004,4.0
cell7_02_2_2022,ca,2,4.0,1028.231396484375,0.06939366961234056,4.0
cell7_02_2_2022,ca,2,4.0,1138.231396484375,0.06755506530845523,4.0
cell7_02_2_2022,ca,2,4.0,1308.231396484375,0.03505541714661792,3.605551275463989
cell7_02_2_2022,ca,2,4.0,959.231396484375,-0.012406572782088895,3.1622776601683795
cell7_02_2_2022,ca,2,4.0,1157.231396484375,0.051795846720530364,3.1622776601683795
cell7_02_2_2022,ca,2,4.0,975.231396484375,0.0489936509554453,3.605551275463989
cell7_02_2_2022,ca,2,4.0,681.231396484375,0.028485212012663776,4.0
cell7_02_2_2022,ca,2,4.0,744.231396484375,0.00904764953798487,4.123105625617661
cell7_02_2_2022,ca,2,4.0,724.231396484375,-9.773950921172011e-06,4.47213595499958
cell7_02_2_2022,ca,2,4.0,685.231396484375,0.003813954603340406,5.0
cell7_02_2_2022,ca,2,4.0,952.231396484375,0.016771989826688764,5.656854249492381
cell7_02_2_2022,ca,2,4.0,820.231396484375,0.02550952313891272,6.4031242374328485
cell7_02_2_2022,ca,2,4.0,706.231396484375,0.01688581708161688,7.0710678118654755
cell7_02_2_2022,ca,2,4.0,683.231396484375,-0.010011611119845599,7.810249675906654
cell7_02_2_2022,ca,2,4.0,600.231396484375,-0.042483917520713545,8.48528137423857
cell7_02_2_2022,ca,2,4.0,640.231396484375,-0.06447029031702793,8.94427190999916
cell7_02_2_2022,ca,2,4.0,490.231396484375,-0.06968009599395186,9.433981132056603
cell7_02_2_2022,ca,2,4.0,489.231396484375,-0.06520749995390261,10.0
cell7_02_2_2022,ca,2,4.0,421.231396484375,-0.062455048507006214,10.63014581273465
cell7_02_2_2022,ca,2,4.0,288.231396484375,-0.06233100436503638,11.313708498984761
cell7_02_2_2022,ca,2,4.0,294.231396484375,-0.06010085585073224,12.041594578792296
cell7_02_2_2022,ca,2,4.0,278.231396484375,-0.06059982803300914,12.727922061357855
cell7_02_2_2022,ca,2,4.0,113.23139648437501,-0.06518649678031255,13.45362404707371
cell7_02_2_2022,ca,2,4.0,153.231396484375,0.05123526589934235,9.899494936611665
cell7_02_2_2022,ca,2,4.0,171.231396484375,0.08240756728266829,9.219544457292887
cell7_02_2_2022,ca,2,4.0,230.231396484375,0.09687446421446923,8.48528137423857
cell7_02_2_2022,ca,2,4.0,355.231396484375,0.08036155764811298,7.810249675906654
cell7_02_2_2022,ca,2,4.0,408.231396484375,0.045287816020805255,7.211102550927978
