"","id","roi","int","index","time","roi_type"
"834","24_05_08_cell7_ch0","2",0.2552,40,40,"Mid"
"835","24_05_08_cell7_ch0","2",0.2289,41,41,"Mid"
"836","24_05_08_cell7_ch0","2",0.2356,42,42,"Mid"
"837","24_05_08_cell7_ch0","2",0.2219,43,43,"Mid"
"838","24_05_08_cell7_ch0","2",0.212,44,44,"Mid"
"839","24_05_08_cell7_ch0","2",0.2206,45,45,"Mid"
"840","24_05_08_cell7_ch0","2",0.2173,46,46,"Mid"
"841","24_05_08_cell7_ch0","2",0.1818,47,47,"Mid"
"842","24_05_08_cell7_ch0","2",0.2381,48,48,"Mid"
"843","24_05_08_cell7_ch0","2",0.2287,49,49,"Mid"
"844","24_05_08_cell7_ch0","2",0.2181,50,50,"Mid"
"845","24_05_08_cell7_ch0","2",0.2271,51,51,"Mid"
"846","24_05_08_cell7_ch0","2",0.2221,52,52,"Mid"
"847","24_05_08_cell7_ch0","2",0.2136,53,53,"Mid"
"848","24_05_08_cell7_ch0","2",0.2433,54,54,"Mid"
"849","24_05_08_cell7_ch0","2",0.2418,55,55,"Mid"
"850","24_05_08_cell7_ch0","2",0.2557,56,56,"Mid"
"851","24_05_08_cell7_ch0","2",0.271,57,57,"Mid"
"852","24_05_08_cell7_ch0","2",0.2584,58,58,"Mid"
"853","24_05_08_cell7_ch0","2",0.2486,59,59,"Mid"
"854","24_05_08_cell7_ch0","2",0.2483,60,60,"Mid"
"855","24_05_08_cell7_ch0","3",-0.01,0,0,"Mid"
"856","24_05_08_cell7_ch0","3",-0.0113,1,1,"Mid"
"857","24_05_08_cell7_ch0","3",0.0267,2,2,"Mid"
"858","24_05_08_cell7_ch0","3",-0.0054,3,3,"Mid"
"859","24_05_08_cell7_ch0","3",0.0602,4,4,"Mid"
"860","24_05_08_cell7_ch0","3",0.0304,5,5,"Mid"
"861","24_05_08_cell7_ch0","3",0.1482,6,6,"Mid"
"862","24_05_08_cell7_ch0","3",0.366,7,7,"Mid"
"863","24_05_08_cell7_ch0","3",0.4478,8,8,"Mid"
"864","24_05_08_cell7_ch0","3",0.4701,9,9,"Mid"
"865","24_05_08_cell7_ch0","3",0.5435,10,10,"Mid"
"866","24_05_08_cell7_ch0","3",0.5382,11,11,"Mid"
"867","24_05_08_cell7_ch0","3",0.5614,12,12,"Mid"
"868","24_05_08_cell7_ch0","3",0.573,13,13,"Mid"
"869","24_05_08_cell7_ch0","3",0.5688,14,14,"Mid"
"870","24_05_08_cell7_ch0","3",0.5976,15,15,"Mid"
"871","24_05_08_cell7_ch0","3",0.5926,16,16,"Mid"
"872","24_05_08_cell7_ch0","3",0.5818,17,17,"Mid"
"873","24_05_08_cell7_ch0","3",0.5834,18,18,"Mid"
"874","24_05_08_cell7_ch0","3",0.6069,19,19,"Mid"
"875","24_05_08_cell7_ch0","3",0.5895,20,20,"Mid"
"876","24_05_08_cell7_ch0","3",0.6038,21,21,"Mid"
"877","24_05_08_cell7_ch0","3",0.6033,22,22,"Mid"
"878","24_05_08_cell7_ch0","3",0.5805,23,23,"Mid"
"879","24_05_08_cell7_ch0","3",0.6259,24,24,"Mid"
"880","24_05_08_cell7_ch0","3",0.6272,25,25,"Mid"
"881","24_05_08_cell7_ch0","3",0.5937,26,26,"Mid"
"882","24_05_08_cell7_ch0","3",0.6155,27,27,"Mid"
"883","24_05_08_cell7_ch0","3",0.5693,28,28,"Mid"
"884","24_05_08_cell7_ch0","3",0.4941,29,29,"Mid"
"885","24_05_08_cell7_ch0","3",0.4953,30,30,"Mid"
"886","24_05_08_cell7_ch0","3",0.4462,31,31,"Mid"
"887","24_05_08_cell7_ch0","3",0.3783,32,32,"Mid"
"888","24_05_08_cell7_ch0","3",0.3836,33,33,"Mid"
"889","24_05_08_cell7_ch0","3",0.3431,34,34,"Mid"
"890","24_05_08_cell7_ch0","3",0.2899,35,35,"Mid"
"891","24_05_08_cell7_ch0","3",0.3048,36,36,"Mid"
"892","24_05_08_cell7_ch0","3",0.2664,37,37,"Mid"
"893","24_05_08_cell7_ch0","3",0.2253,38,38,"Mid"
"894","24_05_08_cell7_ch0","3",0.2519,39,39,"Mid"
"895","24_05_08_cell7_ch0","3",0.2528,40,40,"Mid"
"896","24_05_08_cell7_ch0","3",0.2059,41,41,"Mid"
"897","24_05_08_cell7_ch0","3",0.2367,42,42,"Mid"
"898","24_05_08_cell7_ch0","3",0.2347,43,43,"Mid"
"899","24_05_08_cell7_ch0","3",0.2388,44,44,"Mid"
"900","24_05_08_cell7_ch0","3",0.2357,45,45,"Mid"
"901","24_05_08_cell7_ch0","3",0.2258,46,46,"Mid"
"902","24_05_08_cell7_ch0","3",0.1953,47,47,"Mid"
"903","24_05_08_cell7_ch0","3",0.2468,48,48,"Mid"
"904","24_05_08_cell7_ch0","3",0.2215,49,49,"Mid"
"905","24_05_08_cell7_ch0","3",0.2071,50,50,"Mid"
"906","24_05_08_cell7_ch0","3",0.2335,51,51,"Mid"
"907","24_05_08_cell7_ch0","3",0.229,52,52,"Mid"
"908","24_05_08_cell7_ch0","3",0.2408,53,53,"Mid"
"909","24_05_08_cell7_ch0","3",0.2776,54,54,"Mid"
"910","24_05_08_cell7_ch0","3",0.2642,55,55,"Mid"
"911","24_05_08_cell7_ch0","3",0.2946,56,56,"Mid"
"912","24_05_08_cell7_ch0","3",0.2882,57,57,"Mid"
"913","24_05_08_cell7_ch0","3",0.2921,58,58,"Mid"
"914","24_05_08_cell7_ch0","3",0.2862,59,59,"Mid"
"915","24_05_08_cell7_ch0","3",0.2656,60,60,"Mid"
"916","24_05_08_cell7_ch0_up","1",0.0107,0,0,"Mid"
"917","24_05_08_cell7_ch0_up","1",0.0129,1,1,"Mid"
"918","24_05_08_cell7_ch0_up","1",-0.0013,2,2,"Mid"
"919","24_05_08_cell7_ch0_up","1",-0.0223,3,3,"Mid"
"920","24_05_08_cell7_ch0_up","1",0.0145,4,4,"Mid"
"921","24_05_08_cell7_ch0_up","1",0.001,5,5,"Mid"
"922","24_05_08_cell7_ch0_up","1",0.0837,6,6,"Mid"
"923","24_05_08_cell7_ch0_up","1",0.1616,7,7,"Mid"
"924","24_05_08_cell7_ch0_up","1",0.2027,8,8,"Mid"
"925","24_05_08_cell7_ch0_up","1",0.1858,9,9,"Mid"
"926","24_05_08_cell7_ch0_up","1",0.2328,10,10,"Mid"
"927","24_05_08_cell7_ch0_up","1",0.2353,11,11,"Mid"
"928","24_05_08_cell7_ch0_up","1",0.2448,12,12,"Mid"
"929","24_05_08_cell7_ch0_up","1",0.2578,13,13,"Mid"
"930","24_05_08_cell7_ch0_up","1",0.2627,14,14,"Mid"
"931","24_05_08_cell7_ch0_up","1",0.2903,15,15,"Mid"
"932","24_05_08_cell7_ch0_up","1",0.2687,16,16,"Mid"
"933","24_05_08_cell7_ch0_up","1",0.2461,17,17,"Mid"
"934","24_05_08_cell7_ch0_up","1",0.2671,18,18,"Mid"
"935","24_05_08_cell7_ch0_up","1",0.2866,19,19,"Mid"
"936","24_05_08_cell7_ch0_up","1",0.2874,20,20,"Mid"
"937","24_05_08_cell7_ch0_up","1",0.2926,21,21,"Mid"
"938","24_05_08_cell7_ch0_up","1",0.295,22,22,"Mid"
"939","24_05_08_cell7_ch0_up","1",0.2721,23,23,"Mid"
"940","24_05_08_cell7_ch0_up","1",0.3049,24,24,"Mid"
"941","24_05_08_cell7_ch0_up","1",0.3016,25,25,"Mid"
"942","24_05_08_cell7_ch0_up","1",0.2739,26,26,"Mid"
"943","24_05_08_cell7_ch0_up","1",0.2411,27,27,"Mid"
"944","24_05_08_cell7_ch0_up","1",0.1873,28,28,"Mid"
"945","24_05_08_cell7_ch0_up","1",0.1442,29,29,"Mid"
"946","24_05_08_cell7_ch0_up","1",0.1569,30,30,"Mid"
"947","24_05_08_cell7_ch0_up","1",0.1591,31,31,"Mid"
"948","24_05_08_cell7_ch0_up","1",0.1255,32,32,"Mid"
"949","24_05_08_cell7_ch0_up","1",0.1655,33,33,"Mid"
"950","24_05_08_cell7_ch0_up","1",0.1546,34,34,"Mid"
"951","24_05_08_cell7_ch0_up","1",0.129,35,35,"Mid"
"952","24_05_08_cell7_ch0_up","1",0.1582,36,36,"Mid"
"953","24_05_08_cell7_ch0_up","1",0.1505,37,37,"Mid"
"954","24_05_08_cell7_ch0_up","1",0.1276,38,38,"Mid"
"955","24_05_08_cell7_ch0_up","1",0.1682,39,39,"Mid"
"956","24_05_08_cell7_ch0_up","1",0.153,40,40,"Mid"
"957","24_05_08_cell7_ch0_up","1",0.1233,41,41,"Mid"
"958","24_05_08_cell7_ch0_up","1",0.1528,42,42,"Mid"
"959","24_05_08_cell7_ch0_up","1",0.1401,43,43,"Mid"
"960","24_05_08_cell7_ch0_up","1",0.1394,44,44,"Mid"
"961","24_05_08_cell7_ch0_up","1",0.1471,45,45,"Mid"
"962","24_05_08_cell7_ch0_up","1",0.1455,46,46,"Mid"
"963","24_05_08_cell7_ch0_up","1",0.124,47,47,"Mid"
"964","24_05_08_cell7_ch0_up","1",0.1573,48,48,"Mid"
"965","24_05_08_cell7_ch0_up","1",0.1438,49,49,"Mid"
"966","24_05_08_cell7_ch0_up","1",0.1343,50,50,"Mid"
"967","24_05_08_cell7_ch0_up","1",0.1455,51,51,"Mid"
"968","24_05_08_cell7_ch0_up","1",0.1458,52,52,"Mid"
"969","24_05_08_cell7_ch0_up","1",0.1247,53,53,"Mid"
"970","24_05_08_cell7_ch0_up","1",0.1555,54,54,"Mid"
"971","24_05_08_cell7_ch0_up","1",0.1439,55,55,"Mid"
"972","24_05_08_cell7_ch0_up","1",0.1268,56,56,"Mid"
"973","24_05_08_cell7_ch0_up","1",0.164,57,57,"Mid"
"974","24_05_08_cell7_ch0_up","1",0.151,58,58,"Mid"
"975","24_05_08_cell7_ch0_up","1",0.1382,59,59,"Mid"
"976","24_05_08_cell7_ch0_up","1",0.1514,60,60,"Mid"
"977","24_05_08_cell7_ch0_up","2",0.0077,0,0,"Mid"
"978","24_05_08_cell7_ch0_up","2",0.0112,1,1,"Mid"
"979","24_05_08_cell7_ch0_up","2",0.0014,2,2,"Mid"
"980","24_05_08_cell7_ch0_up","2",-0.0203,3,3,"Mid"
"981","24_05_08_cell7_ch0_up","2",0.0018,4,4,"Mid"
"982","24_05_08_cell7_ch0_up","2",-0.0034,5,5,"Mid"
"983","24_05_08_cell7_ch0_up","2",0.0516,6,6,"Mid"
"984","24_05_08_cell7_ch0_up","2",0.143,7,7,"Mid"
"985","24_05_08_cell7_ch0_up","2",0.1782,8,8,"Mid"
"986","24_05_08_cell7_ch0_up","2",0.1796,9,9,"Mid"
"987","24_05_08_cell7_ch0_up","2",0.205,10,10,"Mid"
"988","24_05_08_cell7_ch0_up","2",0.2074,11,11,"Mid"
"989","24_05_08_cell7_ch0_up","2",0.2178,12,12,"Mid"
"990","24_05_08_cell7_ch0_up","2",0.2232,13,13,"Mid"
"991","24_05_08_cell7_ch0_up","2",0.2348,14,14,"Mid"
"992","24_05_08_cell7_ch0_up","2",0.2629,15,15,"Mid"
"993","24_05_08_cell7_ch0_up","2",0.2562,16,16,"Mid"
"994","24_05_08_cell7_ch0_up","2",0.2352,17,17,"Mid"
"995","24_05_08_cell7_ch0_up","2",0.2422,18,18,"Mid"
"996","24_05_08_cell7_ch0_up","2",0.2559,19,19,"Mid"
"997","24_05_08_cell7_ch0_up","2",0.2518,20,20,"Mid"
"998","24_05_08_cell7_ch0_up","2",0.2818,21,21,"Mid"
"999","24_05_08_cell7_ch0_up","2",0.2868,22,22,"Mid"
"1000","24_05_08_cell7_ch0_up","2",0.2636,23,23,"Mid"
"1001","24_05_08_cell7_ch0_up","2",0.2887,24,24,"Mid"
"1002","24_05_08_cell7_ch0_up","2",0.2886,25,25,"Mid"
"1003","24_05_08_cell7_ch0_up","2",0.2615,26,26,"Mid"
"1004","24_05_08_cell7_ch0_up","2",0.241,27,27,"Mid"
"1005","24_05_08_cell7_ch0_up","2",0.1755,28,28,"Mid"
"1006","24_05_08_cell7_ch0_up","2",0.132,29,29,"Mid"
"1007","24_05_08_cell7_ch0_up","2",0.1456,30,30,"Mid"
"1008","24_05_08_cell7_ch0_up","2",0.1312,31,31,"Mid"
"1009","24_05_08_cell7_ch0_up","2",0.1076,32,32,"Mid"
"1010","24_05_08_cell7_ch0_up","2",0.1414,33,33,"Mid"
"1011","24_05_08_cell7_ch0_up","2",0.1315,34,34,"Mid"
"1012","24_05_08_cell7_ch0_up","2",0.101,35,35,"Mid"
"1013","24_05_08_cell7_ch0_up","2",0.1297,36,36,"Mid"
"1014","24_05_08_cell7_ch0_up","2",0.1326,37,37,"Mid"
"1015","24_05_08_cell7_ch0_up","2",0.1018,38,38,"Mid"
"1016","24_05_08_cell7_ch0_up","2",0.132,39,39,"Mid"
"1017","24_05_08_cell7_ch0_up","2",0.1228,40,40,"Mid"
"1018","24_05_08_cell7_ch0_up","2",0.0927,41,41,"Mid"
"1019","24_05_08_cell7_ch0_up","2",0.1224,42,42,"Mid"
"1020","24_05_08_cell7_ch0_up","2",0.1138,43,43,"Mid"
"1021","24_05_08_cell7_ch0_up","2",0.1127,44,44,"Mid"
"1022","24_05_08_cell7_ch0_up","2",0.1162,45,45,"Mid"
"1023","24_05_08_cell7_ch0_up","2",0.1192,46,46,"Mid"
"1024","24_05_08_cell7_ch0_up","2",0.0976,47,47,"Mid"
"1025","24_05_08_cell7_ch0_up","2",0.1386,48,48,"Mid"
"1026","24_05_08_cell7_ch0_up","2",0.1255,49,49,"Mid"
"1027","24_05_08_cell7_ch0_up","2",0.1146,50,50,"Mid"
"1028","24_05_08_cell7_ch0_up","2",0.1234,51,51,"Mid"
"1029","24_05_08_cell7_ch0_up","2",0.1245,52,52,"Mid"
"1030","24_05_08_cell7_ch0_up","2",0.1112,53,53,"Mid"
"1031","24_05_08_cell7_ch0_up","2",0.1366,54,54,"Mid"
"1032","24_05_08_cell7_ch0_up","2",0.1293,55,55,"Mid"
"1033","24_05_08_cell7_ch0_up","2",0.1121,56,56,"Mid"
"1034","24_05_08_cell7_ch0_up","2",0.1575,57,57,"Mid"
"1035","24_05_08_cell7_ch0_up","2",0.14,58,58,"Mid"
"1036","24_05_08_cell7_ch0_up","2",0.1311,59,59,"Mid"
"1037","24_05_08_cell7_ch0_up","2",0.1393,60,60,"Mid"
"1038","24_05_9_cell01_ch0","1",-0.0094,0,0,"Mid"
"1039","24_05_9_cell01_ch0","1",-0.0028,1,1,"Mid"
"1040","24_05_9_cell01_ch0","1",0.0123,2,2,"Mid"
"1041","24_05_9_cell01_ch0","1",7e-04,3,3,"Mid"
"1042","24_05_9_cell01_ch0","1",0.0333,4,4,"Mid"
"1043","24_05_9_cell01_ch0","1",0.0414,5,5,"Mid"
"1044","24_05_9_cell01_ch0","1",0.0345,6,6,"Mid"
"1045","24_05_9_cell01_ch0","1",0.2135,7,7,"Mid"
"1046","24_05_9_cell01_ch0","1",0.4084,8,8,"Mid"
"1047","24_05_9_cell01_ch0","1",0.5482,9,9,"Mid"
"1048","24_05_9_cell01_ch0","1",0.6779,10,10,"Mid"
"1049","24_05_9_cell01_ch0","1",0.7487,11,11,"Mid"
"1050","24_05_9_cell01_ch0","1",0.8692,12,12,"Mid"
"1051","24_05_9_cell01_ch0","1",0.9262,13,13,"Mid"
"1052","24_05_9_cell01_ch0","1",0.9572,14,14,"Mid"
"1053","24_05_9_cell01_ch0","1",0.9912,15,15,"Mid"
"1054","24_05_9_cell01_ch0","1",0.9973,16,16,"Mid"
"1055","24_05_9_cell01_ch0","1",0.9913,17,17,"Mid"
"1056","24_05_9_cell01_ch0","1",1.0048,18,18,"Mid"
"1057","24_05_9_cell01_ch0","1",1.0574,19,19,"Mid"
"1058","24_05_9_cell01_ch0","1",1.0379,20,20,"Mid"
"1059","24_05_9_cell01_ch0","1",1.0626,21,21,"Mid"
"1060","24_05_9_cell01_ch0","1",1.0899,22,22,"Mid"
"1061","24_05_9_cell01_ch0","1",1.0769,23,23,"Mid"
"1062","24_05_9_cell01_ch0","1",1.054,24,24,"Mid"
"1063","24_05_9_cell01_ch0","1",1.0702,25,25,"Mid"
"1064","24_05_9_cell01_ch0","1",1.0024,26,26,"Mid"
"1065","24_05_9_cell01_ch0","1",0.9185,27,27,"Mid"
"1066","24_05_9_cell01_ch0","1",0.7783,28,28,"Mid"
"1067","24_05_9_cell01_ch0","1",0.673,29,29,"Mid"
"1068","24_05_9_cell01_ch0","1",0.6019,30,30,"Mid"
"1069","24_05_9_cell01_ch0","1",0.5133,31,31,"Mid"
"1070","24_05_9_cell01_ch0","1",0.4284,32,32,"Mid"
"1071","24_05_9_cell01_ch0","1",0.4175,33,33,"Mid"
"1072","24_05_9_cell01_ch0","1",0.3812,34,34,"Mid"
"1073","24_05_9_cell01_ch0","1",0.3576,35,35,"Mid"
"1074","24_05_9_cell01_ch0","1",0.3608,36,36,"Mid"
"1075","24_05_9_cell01_ch0","1",0.3466,37,37,"Mid"
"1076","24_05_9_cell01_ch0","1",0.3285,38,38,"Mid"
"1077","24_05_9_cell01_ch0","1",0.3212,39,39,"Mid"
"1078","24_05_9_cell01_ch0","1",0.3192,40,40,"Mid"
"1079","24_05_9_cell01_ch0","1",0.2446,41,41,"Mid"
"1080","24_05_9_cell01_ch0","1",0.2155,42,42,"Mid"
"1081","24_05_9_cell01_ch0","1",0.22,43,43,"Mid"
"1082","24_05_9_cell01_ch0","1",0.2151,44,44,"Mid"
"1083","24_05_9_cell01_ch0","1",0.1997,45,45,"Mid"
"1084","24_05_9_cell01_ch0","1",0.2025,46,46,"Mid"
"1085","24_05_9_cell01_ch0","1",0.2069,47,47,"Mid"
"1086","24_05_9_cell01_ch0","1",0.2003,48,48,"Mid"
"1087","24_05_9_cell01_ch0","1",0.2104,49,49,"Mid"
"1088","24_05_9_cell01_ch0","1",0.1959,50,50,"Mid"
"1089","24_05_9_cell01_ch0","1",0.2138,51,51,"Mid"
"1090","24_05_9_cell01_ch0","1",0.2245,52,52,"Mid"
"1091","24_05_9_cell01_ch0","1",0.2103,53,53,"Mid"
"1092","24_05_9_cell01_ch0","1",0.2018,54,54,"Mid"
"1093","24_05_9_cell01_ch0","1",0.1921,55,55,"Mid"
"1094","24_05_9_cell01_ch0","1",0.1942,56,56,"Mid"
"1095","24_05_9_cell01_ch0","1",0.1907,57,57,"Mid"
"1096","24_05_9_cell01_ch0","1",0.1899,58,58,"Mid"
"1097","24_05_9_cell01_ch0","1",0.1932,59,59,"Mid"
"1098","24_05_9_cell01_ch0","1",0.2046,60,60,"Mid"
"1099","24_05_9_cell01_ch0","2",-0.0093,0,0,"Mid"
"1100","24_05_9_cell01_ch0","2",-0.0018,1,1,"Mid"
"1101","24_05_9_cell01_ch0","2",0.0111,2,2,"Mid"
"1102","24_05_9_cell01_ch0","2",0.0271,3,3,"Mid"
"1103","24_05_9_cell01_ch0","2",0.0213,4,4,"Mid"
"1104","24_05_9_cell01_ch0","2",0.0318,5,5,"Mid"
"1105","24_05_9_cell01_ch0","2",0.0456,6,6,"Mid"
"1106","24_05_9_cell01_ch0","2",0.106,7,7,"Mid"
"1107","24_05_9_cell01_ch0","2",0.1838,8,8,"Mid"
"1108","24_05_9_cell01_ch0","2",0.299,9,9,"Mid"
"1109","24_05_9_cell01_ch0","2",0.3592,10,10,"Mid"
"1110","24_05_9_cell01_ch0","2",0.3986,11,11,"Mid"
"1111","24_05_9_cell01_ch0","2",0.4774,12,12,"Mid"
"1112","24_05_9_cell01_ch0","2",0.5009,13,13,"Mid"
"1113","24_05_9_cell01_ch0","2",0.5455,14,14,"Mid"
"1114","24_05_9_cell01_ch0","2",0.5762,15,15,"Mid"
"1115","24_05_9_cell01_ch0","2",0.5964,16,16,"Mid"
"1116","24_05_9_cell01_ch0","2",0.6097,17,17,"Mid"
"1117","24_05_9_cell01_ch0","2",0.6191,18,18,"Mid"
"1118","24_05_9_cell01_ch0","2",0.6543,19,19,"Mid"
"1119","24_05_9_cell01_ch0","2",0.6678,20,20,"Mid"
"1120","24_05_9_cell01_ch0","2",0.6937,21,21,"Mid"
"1121","24_05_9_cell01_ch0","2",0.7239,22,22,"Mid"
"1122","24_05_9_cell01_ch0","2",0.7525,23,23,"Mid"
"1123","24_05_9_cell01_ch0","2",0.7742,24,24,"Mid"
"1124","24_05_9_cell01_ch0","2",0.795,25,25,"Mid"
"1125","24_05_9_cell01_ch0","2",0.7343,26,26,"Mid"
"1126","24_05_9_cell01_ch0","2",0.6645,27,27,"Mid"
"1127","24_05_9_cell01_ch0","2",0.569,28,28,"Mid"
"1128","24_05_9_cell01_ch0","2",0.4907,29,29,"Mid"
"1129","24_05_9_cell01_ch0","2",0.4303,30,30,"Mid"
"1130","24_05_9_cell01_ch0","2",0.3895,31,31,"Mid"
"1131","24_05_9_cell01_ch0","2",0.3467,32,32,"Mid"
"1132","24_05_9_cell01_ch0","2",0.3514,33,33,"Mid"
"1133","24_05_9_cell01_ch0","2",0.3081,34,34,"Mid"
"1134","24_05_9_cell01_ch0","2",0.284,35,35,"Mid"
"1135","24_05_9_cell01_ch0","2",0.2606,36,36,"Mid"
"1136","24_05_9_cell01_ch0","2",0.257,37,37,"Mid"
"1137","24_05_9_cell01_ch0","2",0.2427,38,38,"Mid"
"1138","24_05_9_cell01_ch0","2",0.2329,39,39,"Mid"
"1139","24_05_9_cell01_ch0","2",0.2088,40,40,"Mid"
"1140","24_05_9_cell01_ch0","2",0.1905,41,41,"Mid"
"1141","24_05_9_cell01_ch0","2",0.1739,42,42,"Mid"
"1142","24_05_9_cell01_ch0","2",0.1735,43,43,"Mid"
"1143","24_05_9_cell01_ch0","2",0.1716,44,44,"Mid"
"1144","24_05_9_cell01_ch0","2",0.1516,45,45,"Mid"
"1145","24_05_9_cell01_ch0","2",0.17,46,46,"Mid"
"1146","24_05_9_cell01_ch0","2",0.1662,47,47,"Mid"
"1147","24_05_9_cell01_ch0","2",0.1722,48,48,"Mid"
"1148","24_05_9_cell01_ch0","2",0.1646,49,49,"Mid"
"1149","24_05_9_cell01_ch0","2",0.1749,50,50,"Mid"
"1150","24_05_9_cell01_ch0","2",0.1687,51,51,"Mid"
"1151","24_05_9_cell01_ch0","2",0.1662,52,52,"Mid"
"1152","24_05_9_cell01_ch0","2",0.1572,53,53,"Mid"
"1153","24_05_9_cell01_ch0","2",0.1655,54,54,"Mid"
"1154","24_05_9_cell01_ch0","2",0.1604,55,55,"Mid"
"1155","24_05_9_cell01_ch0","2",0.1738,56,56,"Mid"
"1156","24_05_9_cell01_ch0","2",0.176,57,57,"Mid"
"1157","24_05_9_cell01_ch0","2",0.1777,58,58,"Mid"
"1158","24_05_9_cell01_ch0","2",0.1736,59,59,"Mid"
"1159","24_05_9_cell01_ch0","2",0.1734,60,60,"Mid"
"1160","24_05_9_cell01_ch0","3",-0.0033,0,0,"Mid"
"1161","24_05_9_cell01_ch0","3",0.0025,1,1,"Mid"
"1162","24_05_9_cell01_ch0","3",9e-04,2,2,"Mid"
"1163","24_05_9_cell01_ch0","3",0.0775,3,3,"Mid"
"1164","24_05_9_cell01_ch0","3",0.1122,4,4,"Mid"
"1165","24_05_9_cell01_ch0","3",0.0391,5,5,"Mid"
"1166","24_05_9_cell01_ch0","3",0.0426,6,6,"Mid"
"1167","24_05_9_cell01_ch0","3",0.0822,7,7,"Mid"
"1168","24_05_9_cell01_ch0","3",0.2893,8,8,"Mid"
"1169","24_05_9_cell01_ch0","3",0.408,9,9,"Mid"
"1170","24_05_9_cell01_ch0","3",0.487,10,10,"Mid"
"1171","24_05_9_cell01_ch0","3",0.6465,11,11,"Mid"
"1172","24_05_9_cell01_ch0","3",0.8118,12,12,"Mid"
"1173","24_05_9_cell01_ch0","3",0.9088,13,13,"Mid"
"1174","24_05_9_cell01_ch0","3",0.9293,14,14,"Mid"
"1175","24_05_9_cell01_ch0","3",0.9883,15,15,"Mid"
"1176","24_05_9_cell01_ch0","3",1.011,16,16,"Mid"
"1177","24_05_9_cell01_ch0","3",1.0039,17,17,"Mid"
"1178","24_05_9_cell01_ch0","3",1.0721,18,18,"Mid"
"1179","24_05_9_cell01_ch0","3",1.1552,19,19,"Mid"
"1180","24_05_9_cell01_ch0","3",1.13,20,20,"Mid"
"1181","24_05_9_cell01_ch0","3",1.1053,21,21,"Mid"
"1182","24_05_9_cell01_ch0","3",1.1243,22,22,"Mid"
"1183","24_05_9_cell01_ch0","3",1.1694,23,23,"Mid"
"1184","24_05_9_cell01_ch0","3",1.1635,24,24,"Mid"
"1185","24_05_9_cell01_ch0","3",1.1499,25,25,"Mid"
"1186","24_05_9_cell01_ch0","3",1.0792,26,26,"Mid"
"1187","24_05_9_cell01_ch0","3",1.011,27,27,"Mid"
"1188","24_05_9_cell01_ch0","3",0.8887,28,28,"Mid"
"1189","24_05_9_cell01_ch0","3",0.7554,29,29,"Mid"
"1190","24_05_9_cell01_ch0","3",0.6512,30,30,"Mid"
"1191","24_05_9_cell01_ch0","3",0.5718,31,31,"Mid"
"1192","24_05_9_cell01_ch0","3",0.4565,32,32,"Mid"
"1193","24_05_9_cell01_ch0","3",0.4485,33,33,"Mid"
"1194","24_05_9_cell01_ch0","3",0.4151,34,34,"Mid"
"1195","24_05_9_cell01_ch0","3",0.4561,35,35,"Mid"
"1196","24_05_9_cell01_ch0","3",0.3675,36,36,"Mid"
"1197","24_05_9_cell01_ch0","3",0.2947,37,37,"Mid"
"1198","24_05_9_cell01_ch0","3",0.3575,38,38,"Mid"
"1199","24_05_9_cell01_ch0","3",0.3576,39,39,"Mid"
"1200","24_05_9_cell01_ch0","3",0.2986,40,40,"Mid"
"1201","24_05_9_cell01_ch0","3",0.2155,41,41,"Mid"
"1202","24_05_9_cell01_ch0","3",0.1822,42,42,"Mid"
"1203","24_05_9_cell01_ch0","3",0.1799,43,43,"Mid"
"1204","24_05_9_cell01_ch0","3",0.1795,44,44,"Mid"
"1205","24_05_9_cell01_ch0","3",0.2183,45,45,"Mid"
"1206","24_05_9_cell01_ch0","3",0.229,46,46,"Mid"
"1207","24_05_9_cell01_ch0","3",0.1847,47,47,"Mid"
"1208","24_05_9_cell01_ch0","3",0.1657,48,48,"Mid"
"1209","24_05_9_cell01_ch0","3",0.143,49,49,"Mid"
"1210","24_05_9_cell01_ch0","3",0.1303,50,50,"Mid"
"1211","24_05_9_cell01_ch0","3",0.3122,51,51,"Mid"
"1212","24_05_9_cell01_ch0","3",0.222,52,52,"Mid"
"1213","24_05_9_cell01_ch0","3",0.1707,53,53,"Mid"
"1214","24_05_9_cell01_ch0","3",0.1674,54,54,"Mid"
"1215","24_05_9_cell01_ch0","3",0.1435,55,55,"Mid"
"1216","24_05_9_cell01_ch0","3",0.1489,56,56,"Mid"
"1217","24_05_9_cell01_ch0","3",0.1525,57,57,"Mid"
"1218","24_05_9_cell01_ch0","3",0.154,58,58,"Mid"
"1219","24_05_9_cell01_ch0","3",0.1554,59,59,"Mid"
"1220","24_05_9_cell01_ch0","3",0.1363,60,60,"Mid"
"1221","24_05_9_cell02_ch0","1",-0.0229,0,0,"Mid"
"1222","24_05_9_cell02_ch0","1",0.0259,1,1,"Mid"
"1223","24_05_9_cell02_ch0","1",-0.003,2,2,"Mid"
"1224","24_05_9_cell02_ch0","1",0.0078,3,3,"Mid"
"1225","24_05_9_cell02_ch0","1",0.0098,4,4,"Mid"
"1226","24_05_9_cell02_ch0","1",0.0272,5,5,"Mid"
"1227","24_05_9_cell02_ch0","1",0.3187,6,6,"Mid"
"1228","24_05_9_cell02_ch0","1",1.4433,7,7,"Mid"
"1229","24_05_9_cell02_ch0","1",1.9505,8,8,"Mid"
"1230","24_05_9_cell02_ch0","1",2.0834,9,9,"Mid"
"1231","24_05_9_cell02_ch0","1",2.324,10,10,"Mid"
