NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.0615,-174.46,0.066,-219.06,0.0744,-180.31,0.4302,44.6,311.48
1,0.4932,-158.29,0.4962,-196.81,0.5094,-166.88,0.3708,38.52,446.69
2,0.8634,-183.38,0.867,-212.81,0.8748,-178.69,0.2316,29.44,169.14
3,1.0962,-170.75,1.0986,-223.06,1.104,-175.63,0.1554,52.31,229.48
4,1.2498,-162.94,1.254,-209.19,1.2624,-168.37,0.2337,46.25,214.33
5,1.4835,-167.1,1.4877,-195.5,1.4949,-171.13,0.2403,28.4,188.12
6,1.7208,-186.25,1.728,-210.94,1.7346,-180.19,0.0594,24.69,131.23
7,1.7838,-168.33,1.7874,-208.56,1.7958,-173.75,0.0402,40.23,250.79
8,1.8237,-167.48,1.8276,-194.44,1.8348,-168.19,0.0777,26.96,131
9,1.9002,-176.33,1.9053,-206.38,1.9149,-162.69,0.0573,30.04,75.19
10,1.959,-167.71,1.9626,-203.69,1.9734,-173.75,0.0435,35.98,317.54
11,2.0016,-178.38,2.0061,-213.5,2.0148,-177.88,0.2049,35.13,249.92
12,2.2038,-173.75,2.211,-218.31,2.2194,-184.5,0.0213,44.56,372.19
13,2.229,-175.67,2.2323,-203,2.2395,-173.44,0.2415,27.33,123.67
14,2.4639,-164.56,2.4738,-211.63,2.4771,-187.13,0.132,47.06,395.16
15,2.6013,-169.21,2.6058,-197,2.6151,-170.56,0.1029,27.79,191.11
16,2.7018,-196.44,2.7087,-231.06,2.7153,-190.13,0.099,34.63,231.77
17,2.7987,-194.52,2.8077,-227.06,2.8143,-188.06,0.255,32.54,150.91
18,3.0576,-190.31,3.0627,-220.06,3.0702,-183.44,0.312,29.75,155.51
19,3.3723,-179.77,3.3747,-222.63,3.384,-176.31,0.6732,42.85,192.78
20,4.044,-178,4.0479,-205.44,4.056,-177.38,0.0243,27.44,149.16
21,4.0692,-176.56,4.0722,-212.88,4.0848,-186.06,0.8535,36.31,336.04
22,4.9224,-181.13,4.9257,-212.25,4.9317,-185.13,0,31.12,184.16
23,4.9374,-172.96,4.9257,-212.25,4.9554,-173.88,0.2679,39.29,303.97
24,5.1858,-192.17,5.1936,-210.06,5.1972,-185,0.1809,17.9,77.76
25,5.3709,-172.73,5.3745,-200.56,5.3802,-175.88,0.2832,27.83,136.01
26,5.6556,-183.17,5.6577,-213.88,5.6628,-187.63,0.5577,30.71,122.11
27,6.2067,-184.42,6.2154,-225.69,6.2205,-182.81,0.4512,41.27,174.84
28,6.6603,-190.35,6.6666,-213.38,6.6762,-184.31,0.387,23.02,90.15
29,7.0473,-187.96,7.0536,-214.25,7.0602,-188.31,0,26.29,175.36
30,7.0794,-182.83,7.0536,-214.25,7.0926,-182.13,0.3165,31.42,216.82
31,7.3653,-176.81,7.3701,-222.13,7.3764,-183.69,0.0471,45.31,274.84
32,7.4133,-179.54,7.4172,-220.25,7.4253,-181.94,0.1539,40.71,238.32
33,7.5654,-178.79,7.5711,-387.31,7.5789,-249.37,0.0567,208.52,1685.39
34,7.6236,-178.06,7.6278,-216.81,7.6365,-181.63,0.0858,38.75,257.44
35,7.7073,-177.69,7.7136,-217,7.7193,-184.13,0.1542,39.31,273.3
36,7.8594,-172.83,7.8678,-211.81,7.8759,-183.38,0.0768,38.98,372.46
37,7.9407,-171.04,7.9446,-201.19,7.9533,-168.94,0.1872,30.15,167.69
38,8.1255,-172.83,8.1318,-201.31,8.1387,-176.06,0.039,28.48,192.02
39,8.1657,-172.25,8.1708,-200.75,8.1768,-176.44,0.2703,28.5,162
40,8.4396,-178.94,8.4411,-213.25,8.4558,-184.13,0.0459,34.31,259.8
41,8.4813,-177,8.487,-210.75,8.4924,-181,0.0831,33.75,214.71
42,8.5656,-189.98,8.5701,-226.56,8.577,-188.06,0,36.58,209.68
43,8.655,-189.77,8.5701,-226.56,8.6706,-186.19,0.1197,36.79,184.04
44,8.6802,-186.94,8.6898,-208.13,8.697,-182.13,1.0497,21.19,119.21
45,9.7332,-173.98,9.7395,-214.81,9.7467,-176.44,0.0951,40.83,308.03
46,9.8292,-171.33,9.8346,-198.94,9.8442,-179.81,0.1818,27.6,250.16
47,10.0065,-171.25,10.0164,-210.75,10.02,-180,0.0654,39.5,257.02
48,10.0779,-173.35,10.0818,-218.31,10.0929,-183.75,0.0675,44.96,427.67
49,10.1466,-171.75,10.1493,-203.13,10.158,-165.69,0.2619,31.38,150.26
50,10.4013,-175.6,10.4112,-198.69,10.4145,-177,0.2373,23.08,219.49
51,10.6467,-176.48,10.6485,-204.38,10.6575,-178.31,0.2031,27.9,132.7
52,10.8471,-169.25,10.8516,-208.31,10.8579,-183.75,0.2163,39.06,308.23
53,11.0652,-184.81,11.0679,-230.25,11.0742,-186.94,0.6486,45.44,185.4
54,11.7141,-174.25,11.7165,-217.38,11.7219,-180.69,0.2337,43.13,144.43
