NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
74,14.98500,19.44,14.99340,-0.63,15.00150,19.44,0.08220,20.06,175.73,
75,15.06720,18.19,15.07560,-4.53,15.08370,18.19,0.36720,22.72,166.71,
76,15.43440,20.48,15.44280,4.69,15.44880,20.48,0.31680,15.79,78.90,
77,15.75090,21.65,15.75960,3.13,15.76770,21.65,0.34950,18.53,172.00,
78,16.10430,14.80,16.10910,-9.84,16.11720,14.80,0.50760,24.64,170.54,
79,16.60950,20.00,16.61670,-2.97,16.62480,20.00,0.10200,22.97,157.08,
80,16.71150,12.33,16.71870,-7.19,16.72680,12.33,0.12510,19.51,103.56,
81,16.84020,15.63,16.84380,-0.16,16.85190,15.63,0.36120,15.79,106.57,
82,17.20020,11.41,17.20500,-17.81,17.21310,11.41,0.56640,29.23,181.27,
83,17.76300,18.40,17.77140,-1.09,17.77950,18.40,0.46170,19.49,165.32,
84,18.22710,14.96,18.23310,-0.31,18.23970,14.96,0.40230,15.27,41.31,
85,18.62730,16.49,18.63540,-2.81,18.64350,16.49,0.23190,19.30,135.35,
86,18.85890,17.23,18.86730,-1.56,18.87540,17.23,0.89160,18.79,132.80,

