NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
0,0.15150,-36.27,0.16020,-63.75,0.17100,-36.27,0.04200,27.48,202.83,
1,0.19860,-50.08,0.20220,-76.88,0.21000,-50.08,0.06750,26.79,72.17,
2,0.26610,-38.38,0.26970,-66.88,0.27630,-38.38,0.72810,28.50,85.57,
3,0.99180,-33.44,0.99780,-79.69,1.00950,-33.44,0.12900,46.25,232.42,
4,1.12320,-36.40,1.12680,-60.00,1.13520,-36.40,0.06240,23.60,23.43,
5,1.17810,-36.85,1.18920,-79.69,1.20360,-36.85,0.24720,42.84,331.22,
6,1.43160,-32.45,1.43640,-65.31,1.45230,-32.45,0.03270,32.86,279.32,
7,1.46040,-37.85,1.46910,-58.75,1.47600,-37.85,0.10980,20.90,89.14,
8,1.57530,-27.74,1.57890,-93.44,1.59300,-27.74,0.08790,65.70,360.76,
9,1.66200,-31.17,1.66680,-54.69,1.67340,-31.17,0.09900,23.52,63.63,
10,1.76130,-46.34,1.76580,-70.00,1.77300,-46.34,0.29550,23.66,42.44,
11,2.05740,-27.77,2.06130,-50.94,2.07720,-27.77,0.10050,23.16,248.10,
12,2.15700,-37.93,2.16180,-61.56,2.17350,-37.93,0.06270,23.63,148.24,
13,2.21730,-29.57,2.22450,-55.00,2.24040,-29.57,0.27390,25.43,222.08,
14,2.49480,-23.37,2.49840,-46.56,2.51040,-23.37,0.18870,23.19,136.61,
15,2.67990,-27.07,2.68710,-55.94,2.69550,-27.07,0.22290,28.87,132.46,
16,2.90280,-23.26,2.91000,-44.38,2.91720,-23.26,0.05640,21.11,92.55,
17,2.96160,-29.22,2.96640,-82.81,2.97630,-29.22,0.11070,53.59,154.83,
18,3.06690,-24.68,3.07710,-50.31,3.09000,-24.68,0.16860,25.63,200.38,
19,3.23850,-42.37,3.24570,-83.75,3.25710,-42.37,0.09030,41.38,199.07,
20,3.32760,-44.07,3.33600,-78.44,3.34860,-44.07,0.30600,34.37,165.80,
21,3.63480,-36.46,3.64200,-67.50,3.65610,-36.46,0.05220,31.04,270.26,
22,3.68610,-40.35,3.69420,-70.31,3.71010,-40.35,0.06360,29.96,218.02,
23,3.74610,-40.06,3.75780,-75.63,3.77370,-40.06,0.16050,35.57,308.08,
24,3.91230,-39.49,3.91830,-69.69,3.92970,-39.49,0.01740,30.20,208.67,
25,3.93240,-38.49,3.93570,-61.25,3.94200,-38.49,0.01980,22.76,72.46,
26,3.94950,-36.34,3.95550,-63.12,3.96630,-36.34,0.27180,26.79,122.08,
27,4.22250,-35.64,4.22730,-70.31,4.23810,-35.64,0.07650,34.67,172.42,
28,4.29780,-33.73,4.30380,-78.13,4.31280,-33.73,0.01860,44.40,212.78,
29,4.31520,-33.37,4.32240,-57.81,4.33230,-33.37,0.14640,24.44,133.06,
30,4.46520,-30.61,4.46880,-51.56,4.47780,-30.61,0.04020,20.95,62.33,
31,4.50180,-42.80,4.50900,-74.38,4.51650,-42.80,0.15270,31.58,81.00,
32,4.65690,-39.91,4.66170,-61.56,4.67580,-39.91,0.09120,21.65,149.54,
33,4.74810,-27.70,4.75290,-54.38,4.76550,-27.70,0.02730,26.68,209.37,
34,4.77420,-29.19,4.78020,-116.56,4.79340,-29.19,0.11910,87.37,521.02,
35,4.89540,-30.39,4.89930,-56.56,4.90830,-30.39,0.32010,26.17,160.83,
36,5.21580,-30.79,5.21940,-54.06,5.22780,-30.79,0.14130,23.27,99.54,
37,5.35230,-21.82,5.36070,-44.06,5.36760,-21.82,0.21420,22.24,127.72,
38,5.57010,-29.66,5.57490,-58.44,5.58780,-29.66,0.06210,28.77,182.39,
39,5.63220,-21.45,5.63700,-43.13,5.65260,-21.45,0.06390,21.67,225.21,
40,5.69370,-24.79,5.70090,-60.62,5.71230,-24.79,0.13650,35.84,218.74,
41,5.82780,-20.03,5.83740,-55.31,5.85330,-20.03,0.06330,35.28,292.06,
42,5.89590,-29.35,5.90070,-65.00,5.90850,-29.35,0.13230,35.65,172.47,
43,6.02940,-33.50,6.03300,-57.81,6.04290,-33.50,0.02880,24.31,100.95,
44,6.05130,-31.18,6.06180,-58.44,6.07770,-31.18,0.13980,27.26,312.81,
45,6.19020,-43.82,6.20160,-72.50,6.21660,-43.82,0.02340,28.68,308.42,
46,6.21870,-49.39,6.22500,-75.63,6.23130,-49.39,0.13020,26.23,135.51,
47,6.35160,-50.57,6.35520,-89.38,6.36630,-50.57,0.05970,38.80,217.51,
48,6.41160,-47.47,6.41490,-71.56,6.42450,-47.47,0.18930,24.09,100.13,
49,6.60060,-37.83,6.60420,-63.75,6.61380,-37.83,0.04320,25.92,97.17,
50,6.64410,-36.79,6.64740,-62.19,6.65370,-36.79,0.07290,25.39,81.24,
51,6.71520,-36.76,6.72030,-58.75,6.72900,-36.76,0.28350,21.99,111.80,
52,6.99060,-37.02,7.00380,-61.87,7.01220,-37.02,0.27630,24.85,161.92,
53,7.27260,-8.17,7.28010,-48.44,7.29600,-8.17,0.21960,40.27,406.55,
54,7.49370,-16.71,7.49970,-48.75,7.50750,-16.71,0.04560,32.04,122.91,
55,7.53540,-16.03,7.54530,-68.13,7.55460,-16.03,0.09390,52.10,285.02,
56,7.63590,-20.65,7.63920,-44.38,7.64760,-20.65,0.07800,23.72,57.31,
57,7.71360,-6.58,7.71720,-46.88,7.73160,-6.58,0.08580,40.30,319.13,
58,7.79940,-18.73,7.80300,-58.75,7.81290,-18.73,0.08340,40.02,223.94,
59,7.88280,-21.68,7.88640,-47.50,7.89450,-21.68,0.08160,25.82,81.13,
60,7.95930,-16.12,7.96800,-50.31,7.98390,-16.12,0.09330,34.19,301.75,
61,8.05170,-17.51,8.06130,-61.25,8.07240,-17.51,0.10320,43.74,251.66,
62,8.15100,-16.45,8.16450,-47.50,8.17380,-16.45,0.45450,31.05,285.27,
63,8.61510,-14.82,8.61900,-41.56,8.62830,-14.82,0.07830,26.74,127.24,
64,8.69370,-13.88,8.69730,-36.88,8.70570,-13.88,0.30780,22.99,86.23,
65,9.00000,-21.79,9.00510,-49.69,9.01230,-21.79,0.01560,27.89,81.17,
66,9.01230,-21.37,9.02070,-44.06,9.02970,-21.37,0.31740,22.69,126.12,
67,9.33000,-14.53,9.33810,-43.75,9.34950,-14.53,0.15870,29.22,195.07,
68,9.49350,-33.09,9.49680,-63.12,9.50790,-33.09,0.07440,30.04,178.08,
69,9.56760,-29.84,9.57120,-62.19,9.58710,-29.84,0.23130,32.35,315.44,
70,9.79620,-27.03,9.80250,-56.25,9.80970,-27.03,0.16920,29.22,117.33,
71,9.96000,-35.39,9.97170,-56.88,9.98190,-35.39,0.06090,21.49,122.42,
72,10.02930,-18.22,10.03260,-39.06,10.04640,-18.22,0.36150,20.84,202.82,
73,10.39080,-27.28,10.39410,-50.31,10.40310,-27.28,0.30600,23.04,100.22,
74,10.69500,-27.57,10.70010,-71.56,10.71600,-27.57,0.18570,43.99,347.36,
75,10.88220,-34.44,10.88580,-94.06,10.90170,-34.44,0.19350,59.62,393.36,
76,11.07450,-40.00,11.07930,-65.63,11.08740,-40.00,0.01470,25.63,158.11,
77,11.08800,-48.05,11.09400,-79.38,11.10780,-48.05,0.06870,31.33,254.67,
78,11.15550,-50.53,11.16270,-99.06,11.17050,-50.53,0.06510,48.53,125.56,
79,11.22450,-40.59,11.22780,-61.87,11.23470,-40.59,0.27090,21.28,67.82,
80,11.49480,-30.19,11.49870,-53.75,11.51010,-30.19,0.02940,23.56,123.64,
81,11.52450,-34.50,11.52810,-66.88,11.53650,-34.50,0.10950,32.37,127.62,
82,11.63010,-42.00,11.63760,-64.06,11.64390,-42.00,0.02130,22.06,100.60,
83,11.65380,-38.30,11.65890,-62.50,11.66580,-38.30,0.02010,24.20,64.87,
84,11.67270,-28.04,11.67900,-51.56,11.68860,-28.04,0.07710,23.52,159.31,
85,11.74890,-23.74,11.75610,-67.19,11.76810,-23.74,0.08580,43.44,306.96,
86,11.83710,-37.97,11.84190,-68.44,11.85030,-37.97,0.06390,30.47,104.23,
87,11.89410,-39.86,11.90580,-62.19,11.91210,-39.86,0.01110,22.33,104.11,
88,11.91210,-36.55,11.91690,-68.44,11.92800,-36.55,0.01590,31.89,244.00,
89,11.92800,-42.99,11.93280,-70.31,11.94150,-42.99,0.14580,27.32,141.58,
90,12.07170,-33.20,12.07860,-55.94,12.08940,-33.20,0.31950,22.74,97.84,
91,12.39450,-31.32,12.39810,-71.25,12.41070,-31.32,0.12750,39.93,235.90,
92,12.51390,-29.81,12.52560,-60.62,12.54150,-29.81,0.09090,30.81,389.42,
93,12.60930,-27.03,12.61650,-66.88,12.63240,-27.03,0.14760,39.84,369.59,
94,12.75810,-33.34,12.76410,-79.38,12.77520,-33.34,0.06900,46.03,213.93,
95,12.82830,-24.18,12.83310,-48.44,12.84900,-24.18,0.40620,24.25,209.82,
96,13.23420,-30.64,13.23930,-60.62,13.24560,-30.64,0.01320,29.98,87.27,
97,13.24890,-23.10,13.25250,-80.31,13.26630,-23.10,0.17100,57.21,395.43,
98,13.41990,-34.44,13.42350,-63.75,13.43040,-34.44,0.33960,29.31,75.62,
99,13.75680,-18.30,13.76310,-55.94,13.77900,-18.30,0.64020,37.64,330.42,
