NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
0,0.42720,21.03,0.43710,-4.84,0.45210,21.03,0.15450,25.87,221.05,
1,0.58170,12.54,0.59160,-41.09,0.60660,12.54,0.26100,53.63,528.55,
2,0.84660,20.95,0.85260,-6.56,0.86280,20.95,0.05370,27.51,153.59,
3,0.89790,19.58,0.90630,-7.19,0.92130,19.58,0.12540,26.76,198.02,
4,1.02330,19.29,1.03170,-5.94,1.04430,19.29,1.14210,25.22,177.20,
5,2.16390,22.20,2.17380,-6.41,2.18220,22.20,0.03780,28.60,177.38,
6,2.20320,22.29,2.21160,-8.91,2.22660,22.29,0.44760,31.20,258.60,
7,2.65440,17.51,2.65920,-7.81,2.67270,17.51,0.26490,25.32,172.98,
8,2.91450,17.98,2.92410,-25.47,2.93910,17.98,0.60420,43.45,479.16,
9,3.52230,22.16,3.52830,-5.63,3.54300,22.16,0.04410,27.79,225.02,
10,3.56520,19.44,3.57240,-5.94,3.58110,19.44,1.37460,25.37,126.31,
11,4.94070,22.66,4.94700,-12.03,4.96200,22.66,0.23490,34.69,306.73,
12,5.17830,21.75,5.18190,-4.84,5.19600,21.75,0.25860,26.60,169.60,
13,5.43480,13.05,5.44050,-15.47,5.45010,13.05,1.13250,28.52,115.39,
14,6.56580,20.84,6.57300,-4.69,6.58380,20.84,0.33090,25.52,132.62,
15,6.89430,21.09,6.90390,-19.69,6.91890,21.09,0.49080,40.78,423.91,
16,7.38630,15.18,7.39470,-9.38,7.40310,15.18,0.39690,24.55,105.35,
17,7.78680,21.65,7.79160,-2.97,7.80360,21.65,0.20160,24.62,153.95,
18,7.98840,19.62,7.99320,-15.31,8.00550,19.62,0.36420,34.93,178.85,
19,8.35020,17.95,8.35740,-22.97,8.37240,17.95,0.34320,40.92,330.75,
20,8.69190,16.22,8.70060,-8.28,8.71440,16.22,0.10440,24.50,203.90,
21,8.79900,22.32,8.80500,-4.84,8.81730,22.32,0.44040,27.17,191.15,
22,9.23940,18.29,9.24540,-6.72,9.25800,18.29,0.03420,25.01,147.71,
23,9.27600,19.87,9.27960,-4.22,9.29460,19.87,0.53370,24.09,179.03,
24,9.80370,20.44,9.81330,-17.97,9.82830,20.44,0.19980,38.41,295.41,
25,10.00950,18.16,10.01310,-7.19,10.02420,18.16,0.53970,25.35,144.83,
26,10.54320,24.54,10.55280,-0.63,10.56300,24.54,0.11490,25.16,160.13,
27,10.65930,24.89,10.66770,-9.38,10.68270,24.89,0.17070,34.26,267.52,
28,10.82850,21.85,10.83840,-11.88,10.85340,21.85,0.19590,33.72,294.54,
29,11.02920,16.30,11.03430,-12.66,11.04330,16.30,0.72510,28.96,135.69,
30,11.75460,21.47,11.75940,-3.44,11.76780,21.47,0.47820,24.91,109.96,
31,12.23040,22.74,12.23760,-2.97,12.25260,22.74,0.54000,25.71,171.05,
32,12.77160,20.80,12.77760,-3.44,12.78810,20.80,0.27540,24.24,97.97,
33,13.04580,22.30,13.05300,-11.88,13.06800,22.30,0.27270,34.17,303.66,
34,13.32030,16.02,13.32570,-19.53,13.33800,16.02,0.09720,35.55,242.28,
35,13.41690,22.58,13.42290,-3.59,13.43790,22.58,0.12960,26.17,206.86,
36,13.54650,23.30,13.55250,-7.66,13.56750,23.30,0.12420,30.96,257.36,
37,13.66710,21.07,13.67670,-6.88,13.69170,21.07,0.04230,27.94,221.74,
38,13.71540,23.74,13.71900,-3.13,13.73400,23.74,0.25140,26.86,161.60,
39,13.96560,22.68,13.97040,-3.59,13.98090,22.68,0.39750,26.27,161.77,
40,14.35830,23.10,14.36790,-7.03,14.38050,23.10,0.58500,30.13,209.99,
41,14.94420,20.50,14.95290,-11.56,14.96790,20.50,0.28650,32.06,243.35,
42,15.22950,21.97,15.23940,-3.59,15.24690,21.97,0.16980,25.56,135.57,
43,15.39960,23.88,15.40920,-8.44,15.42090,23.88,0.43650,32.32,199.59,
44,15.83670,20.53,15.84570,-9.06,15.85800,20.53,0.28590,29.59,255.07,
45,16.12560,19.76,16.13160,-5.78,16.14270,19.76,0.26190,25.54,138.69,
46,16.38750,18.92,16.39350,-10.94,16.40490,18.92,0.43350,29.86,188.08,
47,16.81860,23.87,16.82700,-4.06,16.83900,23.87,0.15930,27.94,163.63,
48,16.97820,23.88,16.98630,-1.09,16.99770,23.88,0.28200,24.98,136.41,
49,17.26230,27.24,17.26830,2.97,17.28060,27.24,0.32070,24.27,180.58,
50,17.58420,26.95,17.58900,-14.06,17.60400,26.95,0.15780,41.01,307.42,
51,17.74200,24.71,17.74680,-9.06,17.76120,24.71,0.75450,33.77,256.44,
52,18.49440,25.80,18.50130,1.25,18.51630,25.80,0.37830,24.55,184.92,
53,18.87240,22.67,18.87960,-3.13,18.88890,22.67,0.48630,25.79,131.68,
54,19.36110,24.99,19.36590,-3.13,19.37700,24.99,0.11490,28.12,169.66,
55,19.47600,21.41,19.48080,-3.59,19.49580,21.41,0.08490,25.00,164.55,
56,19.55850,22.38,19.56570,-3.28,19.57920,22.38,0.26880,25.67,196.41,
57,19.82490,22.25,19.83450,-10.47,19.84950,22.25,0.82530,32.72,407.52,
58,20.64990,17.28,20.65980,-10.16,20.67270,17.28,0.51450,27.44,303.91,
59,21.16590,22.80,21.17430,-3.13,21.18570,22.80,0.73770,25.92,207.76,
60,21.90240,21.98,21.91200,-12.66,21.92370,21.98,0.01980,34.63,200.91,
61,21.92700,22.18,21.93180,-8.13,21.94350,22.18,0.15420,30.31,247.61,
62,22.07880,25.28,22.08600,-4.53,22.09800,25.28,0.81060,29.81,217.85,
63,22.88700,22.98,22.89660,-7.34,22.91040,22.98,0.69180,30.32,242.75,
64,23.58240,14.96,23.58840,-14.84,23.59860,14.96,0.43920,29.81,173.71,
65,24.01830,21.32,24.02760,-8.91,24.04020,21.32,0.28680,30.23,214.81,
66,24.30600,25.02,24.31440,-19.69,24.32940,25.02,0.50190,44.70,398.29,
67,24.81150,20.97,24.81630,-3.91,24.82350,20.97,0.83070,24.88,71.85,
68,25.64100,25.61,25.64700,-4.38,25.66200,25.61,0.29040,29.99,277.64,
69,25.92900,18.22,25.93740,-10.94,25.94550,18.22,0.38970,29.15,159.30,
70,26.32110,25.57,26.32710,-4.06,26.34030,25.57,1.58940,29.64,198.35,
71,27.90930,25.17,27.91650,-7.97,27.93150,25.17,0.26340,33.14,349.93,
72,28.17030,26.24,28.17990,1.41,28.19490,26.24,0.15390,24.83,195.14,
73,28.32900,26.06,28.33380,-0.63,28.34340,26.06,1.96140,26.68,145.45,
74,30.28800,23.62,30.29520,-2.03,30.30420,23.62,0.81420,25.65,130.61,
75,31.10340,25.11,31.10940,-6.41,31.12440,25.11,0.50370,31.52,243.13,
76,31.60470,25.23,31.61310,-4.38,31.62630,25.23,0.13560,29.60,208.72,
77,31.73940,24.77,31.74870,-0.16,31.76250,24.77,0.21720,24.93,234.54,
78,31.96230,21.99,31.96590,-10.16,31.98060,21.99,0.33600,32.14,250.73,
79,32.29470,19.46,32.30190,-9.38,32.31690,19.46,0.42000,28.84,212.35,
80,32.71470,15.89,32.72190,-12.81,32.73660,15.89,0.37080,28.70,206.75,
81,33.08310,24.21,33.09270,-12.97,33.10770,24.21,2.21250,37.18,329.44,
82,35.30280,20.23,35.30520,-14.38,35.31750,20.23,0.03240,34.61,239.57,
83,35.32800,23.79,35.33760,-21.09,35.35260,23.79,2.96370,44.88,380.30,
84,38.29890,16.83,38.30130,-7.97,38.31300,16.83,1.33230,24.80,106.81,
85,39.62370,24.38,39.63360,-2.19,39.64470,24.38,0.25530,26.57,227.27,
86,39.88650,26.30,39.88890,-4.06,39.90180,26.30,2.55900,30.36,208.14,
87,42.44430,24.78,42.44790,-2.03,42.46140,24.78,4.35090,26.81,180.72,
88,46.78920,27.80,46.79880,-48.44,46.81380,27.80,1.13160,76.24,804.38,
89,47.92560,23.79,47.93040,-3.75,47.94390,23.79,1.05300,27.54,173.90,
90,48.97470,24.46,48.98340,-5.94,48.99450,24.46,6.75420,30.40,187.07,
91,55.72770,25.15,55.73760,-51.09,55.75260,25.15,1.23570,76.25,856.26,
92,56.96400,22.92,56.97330,-5.78,56.98830,22.92,1.66770,28.70,240.52,
93,58.63500,30.00,58.64100,4.22,58.65120,30.00,0.50400,25.79,128.60,
94,59.13510,25.46,59.14500,-1.09,59.16000,25.46,4.26480,26.56,232.22,
95,63.40410,23.15,63.40980,-2.03,63.42480,23.15,2.25690,25.18,186.88,
96,65.65710,23.02,65.66670,-8.28,65.67930,23.02,0.78870,31.30,258.32,
97,66.44610,28.16,66.45540,2.81,66.46710,28.16,0.04200,25.35,179.73,
98,66.49140,22.05,66.49740,-4.53,66.51030,22.05,2.94420,26.58,200.23,
99,69.43440,21.51,69.44160,-7.34,69.45240,21.51,7.55250,28.85,178.87,
100,76.99050,25.04,76.99410,-1.41,77.00580,25.04,1.01490,26.44,189.41,
101,77.99940,17.56,78.00900,-15.00,78.02190,17.56,5.31180,32.56,230.29,
102,83.31450,25.62,83.32080,-7.66,83.33580,25.62,0.06180,33.28,257.87,
103,83.37240,17.27,83.38260,-33.44,83.39580,17.27,4.06230,50.71,442.77,
104,87.43530,30.20,87.44490,2.03,87.45990,30.20,0.55410,28.17,245.26,
105,87.98940,32.71,87.99900,-3.44,88.01400,32.71,5.72100,36.15,436.31,
106,93.71520,30.35,93.72000,5.63,93.73440,30.35,1.03860,24.73,211.55,
107,94.74900,19.23,94.75860,-8.44,94.77360,19.23,2.86920,27.66,246.40,
108,97.61820,30.45,97.62780,-4.69,97.63680,30.45,0.80040,35.14,185.99,
109,98.41860,17.16,98.42820,-14.53,98.44320,17.16,0.17100,31.69,250.92,
110,98.59320,32.34,98.59920,-4.38,98.61420,32.34,1.74270,36.72,295.78,
111,100.33230,12.20,100.34190,-14.22,100.35480,12.20,0.82770,26.42,256.13,
112,101.15970,27.37,101.16960,1.41,101.18460,27.37,0.26940,25.96,246.17,
113,101.43300,22.20,101.43900,-2.19,101.45070,22.20,3.75000,24.38,139.58,
114,105.17940,29.66,105.18900,2.03,105.20100,29.66,4.18320,27.63,195.33,
115,109.36500,11.66,109.37220,-16.41,109.38000,11.66,1.71330,28.07,132.98,
116,111.07590,27.30,111.08550,2.19,111.09420,27.30,8.99160,25.11,202.21,
117,120.06990,27.67,120.07710,-6.09,120.09150,27.67,3.51270,33.76,269.55,
118,123.58140,20.35,123.58980,-11.88,123.60270,20.35,1.91880,32.23,179.66,
119,125.50620,19.33,125.50860,-9.84,125.51580,19.33,0.19380,29.18,60.15,
120,125.69280,24.92,125.70240,-5.78,125.71740,24.92,6.56880,30.70,286.01,
121,132.26400,23.45,132.27120,-6.09,132.28230,23.45,0.10710,29.55,173.91,
122,132.37470,24.00,132.37830,-0.16,132.39000,24.00,0.85920,24.16,84.64,
123,133.22790,29.46,133.23750,-10.16,133.25250,29.46,2.09940,39.61,453.62,
124,135.32730,31.42,135.33690,7.19,135.35190,31.42,0.36120,24.23,219.39,
125,135.68850,29.57,135.69810,-18.91,135.71310,29.57,1.50060,48.48,420.79,
126,137.18940,12.71,137.19870,-16.41,137.20740,12.71,0.75840,29.11,158.40,
127,137.94720,29.72,137.95710,5.63,137.96760,29.72,0.06000,24.09,205.33,
128,138.00960,31.09,138.01710,6.88,138.03210,31.09,0.84210,24.21,250.95,
129,138.84930,31.96,138.85920,6.56,138.87420,31.96,0.45900,25.40,231.30,
130,139.30800,32.72,139.31820,6.56,139.33320,32.72,0.48270,26.16,242.09,
131,139.79130,34.26,139.80090,-22.19,139.81590,34.26,0.99120,56.45,557.81,
132,140.78850,32.83,140.79210,0.47,140.80710,32.83,4.66650,32.36,272.34,
133,145.44840,28.83,145.45860,4.22,145.46850,28.83,0.68310,24.61,239.26,
134,146.13180,31.68,146.14170,7.19,146.15670,31.68,0.32790,24.50,211.30,
135,146.46030,23.15,146.46960,-5.00,146.48400,23.15,3.76680,28.15,272.04,
136,150.22710,144.75,150.23640,95.00,150.25140,144.75,5.28090,49.75,494.96,
137,155.50860,124.95,155.51730,98.13,155.53230,124.95,4.60500,26.82,299.22,
138,160.11390,115.52,160.12230,63.44,160.13730,115.52,7.15860,52.08,399.48,
139,167.27130,121.17,167.28090,96.41,167.29200,121.17,0.51990,24.76,173.13,
140,167.79090,116.07,167.80080,91.56,167.81190,116.07,4.95750,24.50,177.65,
141,172.74990,-18.87,172.75830,-42.97,172.77030,-18.87,0.02280,24.10,114.50,
142,172.77060,-16.94,172.78110,-41.41,172.79490,-16.94,0.36000,24.47,300.85,
143,173.13150,-28.05,173.14110,-52.34,173.14920,-28.05,1.75680,24.29,150.01,
144,174.88800,-45.52,174.89790,-70.31,174.90930,-45.52,0.06390,24.80,196.32,
145,174.95910,-54.81,174.96180,-81.09,174.97350,-54.81,0.20040,26.28,148.02,
146,175.15860,-49.23,175.16220,-79.53,175.16970,-49.23,0.05940,30.31,141.29,
147,175.21140,-44.28,175.22160,-74.38,175.23360,-44.28,0.74220,30.09,307.24,
148,175.96020,-54.86,175.96380,-83.44,175.97430,-54.86,0.26400,28.58,111.75,
149,176.21910,-56.31,176.22780,-82.50,176.24130,-56.31,1.44360,26.19,187.65,
150,177.66090,-74.77,177.67140,-101.25,177.68640,-74.77,0.27120,26.48,345.36,
151,177.93630,-83.83,177.94260,-115.94,177.95370,-83.83,0.05550,32.11,73.18,
