NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
60,9.80520,-2.71,9.81420,-55.78,9.81930,-6.25,0.05670,53.07,269.86,
61,9.86700,-13.28,9.87090,-72.50,9.88230,-16.25,0.12900,59.22,458.25,
62,9.99240,4.69,9.99990,-54.69,10.00770,-1.56,0.20220,59.38,411.38,
63,10.19670,-16.51,10.20210,-85.78,10.21170,-11.09,0.08280,69.27,448.55,
64,10.28070,-8.96,10.28490,-95.31,10.29630,-11.41,0.12120,86.35,458.78,
65,10.39950,-15.94,10.40610,-66.25,10.41540,-14.84,0.00000,50.31,277.03,
66,10.43310,-28.07,10.40610,-66.25,10.45260,-23.44,0.48600,38.18,420.38,
67,10.88280,-37.29,10.89210,-79.06,10.90290,-17.03,0.00000,41.77,210.08,
68,11.10840,-42.97,10.89210,-79.06,11.12550,-37.03,0.26250,36.09,379.08,
69,11.15160,-6.93,11.15460,-92.66,11.16780,-18.13,0.07620,85.73,650.61,
70,11.22240,-13.39,11.23080,-69.06,11.23770,-16.09,0.09780,55.68,387.67,
71,11.32350,-15.73,11.32860,-79.53,11.33730,-23.13,0.00000,63.80,377.52,
72,11.45280,-0.62,11.32860,-79.53,11.46780,-4.06,0.17730,78.91,395.02,
73,11.49990,-2.34,11.50590,-58.28,11.51280,-7.50,0.07230,55.94,359.34,
74,11.56770,-22.14,11.57820,-85.78,11.58660,-15.16,0.25680,63.65,451.98,
75,11.82990,-13.07,11.83500,-69.84,11.85060,-17.50,0.04800,56.77,474.39,
76,11.87370,-19.38,11.88300,-59.69,11.89920,-12.66,0.17640,40.31,53.25,
77,12.05730,-15.94,12.05940,-75.94,12.07590,-16.88,0.21600,60.00,389.95,
78,12.27120,7.19,12.27540,-55.31,12.28470,-0.31,0.17520,62.50,394.50,
79,12.44010,-10.36,12.45060,-65.31,12.46020,-11.41,0.19380,54.95,344.50,
80,12.63780,-7.08,12.64440,-77.03,12.66000,-29.22,0.07320,69.95,622.92,
81,12.71190,-16.04,12.71760,-87.03,12.72630,-27.50,0.13470,70.99,563.88,
82,12.84930,-11.51,12.85230,-85.94,12.86010,-20.78,0.08670,74.43,426.06,
83,12.92940,-27.92,12.93900,-71.41,12.94830,-11.72,0.39120,43.49,186.91,
84,13.32060,-31.61,13.33020,-66.72,13.33980,-5.78,0.12900,35.10,9.39,
85,13.44900,-31.93,13.45920,-77.81,13.46610,-18.75,0.01920,45.89,286.11,
86,13.47540,-6.15,13.47840,-66.41,13.49160,-12.66,0.23790,60.26,443.23,
