NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
0,0.54510,58.83,0.54870,16.09,0.55470,58.83,0.51750,42.74,97.97,
1,1.06140,73.29,1.06620,32.66,1.07640,73.29,0.42570,40.64,135.51,
2,1.48830,78.38,1.49190,10.78,1.50480,78.38,0.04320,67.60,270.85,
3,1.53030,74.87,1.53510,38.28,1.54380,74.87,0.11490,36.59,99.13,
4,1.64640,67.53,1.65000,20.78,1.65780,67.53,0.64950,46.74,68.50,
5,2.29410,70.69,2.29950,24.53,2.31180,70.69,0.68460,46.16,221.81,
6,2.97870,70.06,2.98410,32.50,2.99130,70.06,0.97620,37.56,128.93,
7,3.95670,63.52,3.96030,13.28,3.96840,63.52,0.07470,50.24,158.68,
8,4.03020,72.71,4.03500,36.72,4.04460,72.71,1.09620,36.00,171.01,
9,5.12880,73.58,5.13120,30.31,5.14410,73.58,0.04350,43.27,208.79,
10,5.17230,68.88,5.17470,31.56,5.18250,68.88,0.09210,37.32,91.44,
11,5.26440,71.84,5.26680,32.03,5.27850,71.84,0.11190,39.81,144.83,
12,5.37300,59.67,5.37870,-47.34,5.39040,59.67,0.08040,107.01,802.54,
13,5.45370,68.76,5.45910,17.81,5.46630,68.76,0.62640,50.95,163.93,
14,6.08190,70.82,6.08550,-119.22,6.09840,70.82,0.12150,190.04,561.70,
15,6.20340,60.60,6.20700,23.75,6.21450,60.60,0.18030,36.85,127.02,
16,6.38370,69.08,6.38730,34.84,6.39240,69.08,0.06450,34.24,43.65,
17,6.44820,65.93,6.45180,-42.19,6.46080,65.93,0.24960,108.12,353.70,
18,6.69600,72.58,6.70140,39.06,6.70980,72.58,0.23280,33.51,120.95,
19,6.93180,67.70,6.93420,28.44,6.94470,67.70,0.06870,39.26,160.00,
20,6.99930,69.24,7.00290,22.19,7.01040,69.24,0.78990,47.06,150.98,
21,7.78800,69.84,7.79280,23.44,7.80120,69.84,0.06750,46.41,167.45,
22,7.85670,66.05,7.86030,32.34,7.86840,66.05,1.23960,33.70,108.86,
23,9.09630,53.47,9.09990,-0.47,9.10830,53.47,0.17370,53.94,140.57,
24,9.27000,53.62,9.27360,19.53,9.28410,53.62,0.02280,34.09,169.71,
25,9.29400,55.55,9.29640,15.00,9.30930,55.55,0.23670,40.55,160.55,
26,9.52770,57.25,9.53310,23.13,9.54030,57.25,0.15900,34.13,92.97,
27,9.68970,61.91,9.69210,20.47,9.70410,61.91,0.23100,41.44,165.96,
28,9.92070,74.76,9.92310,-2.66,9.93030,74.76,0.08490,77.41,132.21,
29,10.00440,76.62,10.00800,42.19,10.01790,76.62,2.05080,34.43,133.17,
30,12.05640,68.59,12.05880,14.38,12.06690,68.59,0.19380,54.21,137.12,
31,12.25020,72.14,12.25260,38.13,12.25950,72.14,0.22290,34.01,84.32,
32,12.47190,67.88,12.47550,34.06,12.48150,67.88,0.21210,33.82,83.96,
33,12.68280,72.83,12.68760,37.97,12.69330,72.83,0.02700,34.86,114.94,
34,12.71100,71.76,12.71460,6.88,12.72210,71.76,0.34920,64.88,163.78,
35,13.05840,78.01,13.06380,34.69,13.07250,78.01,0.13560,43.32,196.39,
36,13.19580,75.43,13.19940,28.75,13.20600,75.43,0.12840,46.68,131.05,
37,13.32540,72.08,13.32780,37.34,13.33380,72.08,0.05100,34.74,55.96,
38,13.37520,75.12,13.37880,39.53,13.38600,75.12,0.49170,35.59,71.13,
39,13.86570,70.77,13.87050,25.47,13.87890,70.77,0.03600,45.30,134.50,
40,13.90410,69.12,13.90650,34.69,13.91400,69.12,0.02550,34.43,63.58,
41,13.92960,75.42,13.93200,30.94,13.94070,75.42,0.42690,44.48,150.76,
42,14.35650,67.20,14.35890,12.97,14.36670,67.20,0.07680,54.23,143.73,
43,14.43030,71.45,14.43570,37.03,14.44830,71.45,0.26430,34.42,171.28,
44,14.69760,63.89,14.70000,17.03,14.70570,63.89,0.11730,46.86,97.81,
45,14.81370,66.60,14.81730,26.88,14.82690,66.60,0.09600,39.72,156.11,
46,14.91090,69.24,14.91330,21.56,14.91870,69.24,0.07320,47.68,92.89,
47,14.98290,63.84,14.98650,31.41,14.99430,63.84,1.05780,32.44,88.06,
48,16.04070,72.54,16.04430,35.78,16.04940,72.54,0.40230,36.76,92.50,
49,16.44120,67.93,16.44660,35.31,16.45500,67.93,0.08910,32.62,82.55,
50,16.53210,66.45,16.53570,24.69,16.54410,66.45,0.07500,41.77,101.51,
51,16.60710,70.79,16.61070,33.13,16.62180,70.79,0.48030,37.67,164.34,
52,17.08740,73.39,17.09100,19.38,17.09850,73.39,0.37920,54.02,133.81,
53,17.46660,74.13,17.47020,36.72,17.48130,74.13,0.08490,37.41,127.78,
54,17.55030,71.92,17.55510,22.97,17.56530,71.92,0.25740,48.95,167.09,
55,17.80770,74.01,17.81250,7.97,17.82390,74.01,0.38580,66.04,233.62,
56,18.19290,74.02,18.19830,41.56,18.20790,74.02,0.19440,32.45,131.21,
57,18.38730,76.88,18.39270,27.81,18.40560,76.88,0.07380,49.07,271.64,
58,18.46410,69.90,18.46650,30.94,18.47310,69.90,0.18810,38.96,93.34,
59,18.64980,70.65,18.65460,24.06,18.66540,70.65,1.41570,46.58,170.23,
60,20.06790,73.51,20.07030,25.00,20.07990,73.51,0.57510,48.51,149.51,
61,20.64300,70.77,20.64540,37.03,20.65380,70.77,0.33450,33.74,82.13,
62,20.97510,72.41,20.97990,19.53,20.99280,72.41,0.36900,52.88,266.32,
63,21.34410,77.23,21.34890,30.31,21.35910,77.23,0.46320,46.92,189.75,
64,21.80850,80.11,21.81210,36.09,21.82500,80.11,0.52410,44.02,250.92,
65,22.33080,79.47,22.33620,43.13,22.34910,79.47,0.35340,36.34,187.86,
66,22.68600,72.19,22.68960,38.13,22.69770,72.19,0.32580,34.07,106.20,
67,23.01180,80.54,23.01540,34.69,23.02530,80.54,0.16890,45.85,156.37,
68,23.17890,80.10,23.18430,47.66,23.19330,80.10,0.26370,32.44,146.31,
69,23.44560,81.31,23.44800,-15.47,23.45850,81.31,0.29820,96.78,303.67,
70,23.74380,72.81,23.74620,15.78,23.75280,72.81,0.26700,57.03,174.95,
71,24.00840,75.52,24.01320,41.88,24.02430,75.52,0.20520,33.65,137.83,
72,24.21480,76.88,24.21840,41.88,24.22860,76.88,0.19860,35.01,123.47,
73,24.41460,75.96,24.41700,40.31,24.42720,75.96,0.92760,35.65,117.50,
74,25.34100,78.17,25.34460,42.03,25.35270,78.17,0.45630,36.13,96.96,
75,25.79730,75.51,25.80090,3.59,25.80900,75.51,0.50880,71.92,207.72,
76,26.30490,75.78,26.30970,32.97,26.31690,75.78,0.04770,42.82,131.95,
77,26.35260,82.14,26.35740,45.78,26.36760,82.14,1.63140,36.36,145.51,
78,27.98340,73.38,27.98880,40.00,27.99780,73.38,0.13920,33.38,147.27,
79,28.12260,75.66,28.12800,38.28,28.13760,75.66,0.19410,37.38,157.55,
80,28.31850,79.26,28.32210,44.06,28.33200,79.26,0.07980,35.20,132.08,
81,28.39950,77.30,28.40190,19.38,28.40760,77.30,0.10350,57.92,121.70,
82,28.50000,79.75,28.50540,47.66,28.51110,79.75,0.74970,32.10,103.35,
83,29.25150,77.05,29.25510,33.91,29.26770,77.05,0.42480,43.14,229.59,
84,29.67510,80.94,29.67990,14.38,29.69220,80.94,0.05580,66.56,238.20,
85,29.73330,77.85,29.73570,41.41,29.74530,77.85,0.30810,36.44,144.44,
86,30.03900,77.37,30.04380,41.41,30.05250,77.37,0.50460,35.96,137.79,
87,30.54480,77.07,30.54840,40.94,30.55440,77.07,0.30720,36.14,86.66,
88,30.85080,80.01,30.85560,46.41,30.86850,80.01,0.06240,33.60,188.31,
89,30.91440,73.55,30.91800,-1.41,30.92640,73.55,0.16110,74.95,223.91,
90,31.07670,77.59,31.07910,33.59,31.09080,77.59,0.07650,44.00,173.97,
91,31.15200,83.11,31.15560,45.31,31.16700,83.11,0.63990,37.80,177.22,
92,31.79190,78.63,31.79550,-32.34,31.80840,78.63,0.08460,110.98,387.83,
93,31.87770,82.24,31.88010,44.22,31.88880,82.24,0.13320,38.03,150.84,
94,32.01090,79.85,32.01330,38.59,32.02320,79.85,0.12630,41.25,124.48,
95,32.13420,82.90,32.13960,28.59,32.14920,82.90,0.71310,54.31,214.41,
96,32.85030,79.90,32.85270,-4.53,32.86560,79.90,1.20420,84.44,278.31,
97,34.05450,79.19,34.05690,26.88,34.06620,79.19,0.07380,52.31,154.99,
98,34.12590,80.06,34.13070,37.03,34.13730,80.06,0.06090,43.03,135.72,
99,34.18680,80.09,34.19160,45.31,34.19820,80.09,0.08220,34.78,82.23,
100,34.27140,73.48,34.27380,33.28,34.28370,73.48,0.17400,40.20,111.44,
101,34.44240,78.43,34.44780,37.19,34.45680,78.43,0.34530,41.24,154.23,
102,34.78830,78.39,34.79310,38.75,34.80270,78.39,0.35610,39.64,153.44,
103,35.14560,78.17,35.14920,43.13,35.15760,78.17,0.07800,35.05,110.29,
104,35.22240,77.53,35.22720,35.31,35.23380,77.53,0.55320,42.21,112.72,
105,35.77680,74.50,35.78040,30.78,35.78730,74.50,0.04440,43.71,83.24,
106,35.81940,75.79,35.82480,41.25,35.83050,75.79,0.18690,34.54,100.41,
107,36.00810,79.19,36.01170,40.16,36.01830,79.19,0.16320,39.03,175.37,
108,36.16950,78.92,36.17490,35.00,36.18720,78.92,0.37260,43.92,222.16,
109,36.54270,75.15,36.54750,35.94,36.55530,75.15,1.20570,39.21,107.68,
110,37.75080,78.37,37.75320,35.78,37.76190,78.37,0.16050,42.59,136.51,
111,37.91130,82.37,37.91370,26.72,37.92660,82.37,0.10290,55.65,284.98,
112,38.01300,81.33,38.01660,49.22,38.02290,81.33,0.05670,32.11,77.93,
113,38.06970,91.61,38.07330,33.13,38.08620,91.61,0.35640,58.49,352.62,
114,38.42730,80.74,38.42970,42.34,38.43840,80.74,0.11370,38.40,101.03,
115,38.54100,79.32,38.54340,39.38,38.55060,79.32,0.35970,39.94,110.61,
116,38.89950,78.72,38.90310,26.09,38.91210,78.72,0.31770,52.63,157.73,
117,39.21720,68.23,39.22080,13.13,39.22680,68.23,0.03210,55.10,127.58,
