NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,
[-],[s],[pA],[s],[pA],[s],[pA],[s],[pA],[fC],
0,0.05640,-169.95,0.06600,-219.06,0.07920,-169.95,0.20790,49.11,396.75,
1,0.26040,-178.40,0.27390,-207.44,0.28980,-178.40,0.22620,29.04,309.45,
2,0.48720,-166.62,0.50010,-198.50,0.51090,-166.62,0.36690,31.88,301.88,
3,0.85740,-184.03,0.86700,-212.81,0.87600,-184.03,0.20700,28.79,155.78,
4,1.07040,-163.57,1.07400,-197.75,1.08990,-163.57,0.02460,34.18,303.92,
5,1.09290,-183.21,1.09860,-223.06,1.10910,-183.21,0.22950,39.86,138.41,
6,1.31550,-163.36,1.32810,-187.63,1.34400,-163.36,0.15960,24.27,245.63,
7,1.48170,-168.64,1.48770,-195.50,1.49820,-168.64,0.15780,26.86,181.31,
8,1.63230,-183.68,1.64550,-220.50,1.66140,-183.68,0.14190,36.82,439.79,
9,1.78260,-172.10,1.78740,-208.56,1.79700,-172.10,0.04020,36.46,206.94,
10,1.81710,-167.51,1.82760,-194.44,1.83810,-167.51,0.13500,26.93,121.80,
11,1.95180,-169.16,1.96260,-203.69,1.97760,-169.16,0.04350,34.53,313.22,
12,1.99860,-171.95,2.00610,-213.50,2.01960,-171.95,0.20490,41.55,374.22,
13,2.20020,-169.28,2.21100,-218.31,2.22420,-169.28,0.02130,49.03,493.85,
14,2.22420,-178.99,2.23230,-203.00,2.24160,-178.99,0.05520,24.01,72.42,
15,2.27580,-172.68,2.28750,-200.37,2.29800,-172.68,0.18630,27.69,193.69,
16,2.46120,-169.87,2.47380,-211.63,2.48970,-169.87,0.13200,41.75,608.34,
17,2.60100,-169.93,2.60580,-197.00,2.61840,-169.93,0.10290,27.07,179.90,
18,2.69910,-196.57,2.70870,-231.06,2.71800,-196.57,0.35400,34.49,213.80,
19,3.05010,-188.47,3.06270,-220.06,3.07260,-188.47,0.31200,31.60,211.73,
20,3.36870,-184.02,3.37470,-222.63,3.38460,-184.02,0.16620,38.60,138.83,
21,3.53730,-183.57,3.54090,-211.81,3.55320,-183.57,0.29220,28.25,179.96,
22,3.82440,-179.93,3.83310,-208.38,3.84480,-179.93,0.21480,28.45,210.50,
