NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.0852,-77.06,0.0915,-97.19,0.0999,-77.69,0.1866,20.13,134.66
1,0.2736,-83.96,0.2781,-102.88,0.2835,-80.25,0.4401,18.92,69.54
2,0.7155,-82.67,0.7182,-112.69,0.7227,-83.88,0.309,30.02,85.66
3,1.0224,-85.98,1.0272,-123.06,1.0332,-87.13,0.2055,37.08,144.27
4,1.2288,-83.08,1.2327,-107.06,1.2408,-87.19,0.0417,23.98,184.71
5,1.2663,-89.65,1.2744,-116,1.2801,-96.06,0.2004,26.35,186.44
6,1.4694,-81.98,1.4748,-103.19,1.4829,-84,0.249,21.21,126.18
7,1.7202,-94.1,1.7238,-115.25,1.7391,-84.88,0.435,21.15,66.23
8,2.1558,-81.98,2.1588,-103.13,2.1633,-81.88,0.1113,21.15,54.59
9,2.2674,-94.69,2.2701,-118.94,2.2809,-91.63,0.1689,24.25,135.45
10,2.4294,-85.92,2.439,-106.75,2.4435,-88.25,0.4203,20.83,110.01
11,2.8563,-88.04,2.8593,-102.81,2.8653,-81.75,0.0081,14.77,20.41
12,2.865,-82.65,2.8674,-103.13,2.8707,-81.69,0.0825,20.48,45.17
13,2.9451,-99.02,2.9499,-127.25,2.9616,-94.31,0.1227,28.23,192.64
14,3.066,-84.67,3.0726,-106.88,3.0828,-87.81,0.0978,22.21,211.33
15,3.1659,-76.1,3.1704,-111.81,3.1842,-93,0.0465,35.71,454.04
16,3.2103,-96.48,3.2169,-111.06,3.2253,-86.19,0.2907,14.58,71.89
17,3.5061,-80.13,3.5076,-104.44,3.5112,-83.88,0.4539,24.31,63.66
18,3.9549,-83.6,3.9615,-115.94,3.9657,-82.25,0,32.33,106.73
19,4.191,-84.65,3.9615,-115.94,4.2045,-80.19,0.8892,31.29,88.61
20,4.8459,-91.38,4.8507,-118.81,4.8609,-91,0.1062,27.44,158.25
21,4.9521,-95.04,4.9569,-120.31,4.968,-97.25,0.345,25.27,186.43
22,5.2932,-90.38,5.3019,-114.13,5.3109,-87.5,0.9168,23.75,159.81
23,6.2151,-85.58,6.2187,-113.31,6.2262,-87.75,0.4206,27.73,153.25
