NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.0558,-138.21,0.0579,-170.69,0.0654,-140.25,0.0114,32.48,125.68
1,0.0678,-136.96,0.0693,-189,0.0744,-138.87,0.0276,52.04,117.66
2,0.0879,-137.5,0.0969,-169.88,0.1032,-137.38,0.0429,32.38,147.56
3,0.1362,-140.27,0.1398,-170.69,0.1485,-139.38,0.0285,30.42,185.79
4,0.1659,-130.77,0.1683,-166.5,0.1854,-136.5,0,35.73,276.58
5,0.2937,-136.31,0.1683,-166.5,0.3093,-133.13,0.258,30.19,83.66
6,0.4239,-139.27,0.4263,-165.56,0.4377,-141.13,0.0258,26.29,129.81
7,0.4473,-136.48,0.4521,-173.69,0.4614,-138,0.0909,37.21,244.42
8,0.5403,-144.9,0.543,-209.19,0.5487,-141.44,0.1344,64.29,176.69
9,0.6759,-138.73,0.6774,-189.81,0.6882,-142.38,0.1131,51.08,321.17
10,0.7848,-146.98,0.7905,-170,0.8061,-143.5,0.033,23.02,149.1
11,0.8223,-139.29,0.8235,-173.31,0.8343,-147.69,0.0231,34.02,284.56
12,0.8436,-145.96,0.8466,-164.88,0.8508,-144,0.0156,18.92,67.74
13,0.8601,-142.69,0.8622,-166.69,0.8691,-138.69,0.0765,24,87.64
14,0.9318,-137.17,0.9387,-164.5,0.9456,-138.5,0.0213,27.33,102.39
15,0.9555,-137.23,0.96,-169.25,0.9663,-138.94,0.0291,32.02,150.98
16,0.9867,-140.85,0.9891,-164.94,0.9999,-140.56,0.0267,24.08,153.26
17,1.0134,-138.96,1.0158,-181.94,1.0254,-134.13,0.0318,42.98,124.43
18,1.0458,-136.17,1.0476,-202.63,1.0542,-138.94,0.0228,66.46,175.31
19,1.0686,-137.08,1.0704,-165.13,1.0827,-140.12,0.0207,28.04,161.78
20,1.0887,-136.52,1.0911,-170.63,1.1007,-139.19,0.0363,34.1,139.69
21,1.125,-148.71,1.1274,-178.69,1.134,-141.56,0.0285,29.98,102.97
22,1.1538,-145.04,1.1559,-201.25,1.1646,-143.38,0.0261,56.21,153.91
23,1.1796,-142.67,1.182,-172,1.1928,-139.38,0,29.33,61.54
24,1.2135,-142.94,1.182,-172,1.2279,-140.38,0.0612,29.06,86.23
25,1.2402,-142.21,1.2432,-171.69,1.2486,-137.13,0,29.48,41.43
26,1.2912,-138.81,1.2432,-171.69,1.3092,-133.94,0.1185,32.88,72.49
27,1.3524,-128.85,1.3617,-158.19,1.3692,-129.44,0.0963,29.33,138.45
28,1.4538,-129.75,1.458,-163.63,1.4703,-129.69,0.0411,33.88,154.46
29,1.4976,-135.08,1.4991,-189.75,1.5039,-136.5,0.0084,54.67,127.49
30,1.5045,-138,1.5075,-168.94,1.5123,-141.19,0.0318,30.94,122.83
31,1.5351,-130.65,1.5393,-166.81,1.5477,-132.25,0.0321,36.17,201.07
32,1.5696,-132.1,1.5714,-155.5,1.5828,-134.69,0,23.4,101.85
33,1.5936,-134.02,1.5714,-155.5,1.6011,-147.31,0.033,21.48,180.83
34,1.6017,-145.04,1.6044,-214.44,1.6095,-148.69,0.1014,69.4,212.57
35,1.7043,-140.1,1.7058,-163.19,1.7115,-135.31,0,23.08,45.61
36,1.7652,-133.52,1.7058,-163.19,1.7727,-136.88,0.0777,29.67,96.1
37,1.7802,-138,1.7835,-164.31,1.7934,-131.88,0.0864,26.31,60.41
38,1.8675,-129.63,1.8699,-177.81,1.8804,-142.56,0.027,48.19,333.98
39,1.8936,-135.13,1.8969,-172.25,1.9056,-139.56,0.0348,37.13,227.77
40,1.929,-130.77,1.9317,-163.44,1.9431,-134.94,0.0279,32.67,214.76
41,1.9509,-134.92,1.9596,-175.13,1.9659,-130.75,0.0378,40.21,104.53
42,1.9944,-129.06,1.9974,-167.31,2.0079,-128.81,0.2217,38.25,223.01
43,2.217,-135.94,2.2191,-171.19,2.226,-129.06,0.0366,35.25,77.76
44,2.2473,-130.83,2.2557,-169.06,2.2632,-133.19,0.0678,38.23,207.11
45,2.3199,-139.81,2.3235,-174.38,2.3289,-138.44,0.0486,34.56,136.61
46,2.3697,-135,2.3721,-174.75,2.3835,-135.63,0.0228,39.75,178.18
47,2.3934,-132.06,2.3949,-155.06,2.4051,-128.75,0.0258,23,85.52
48,2.4126,-132.33,2.4207,-166.88,2.4288,-132.31,0.0495,34.54,152.68
49,2.4687,-129.5,2.4702,-181.38,2.4843,-133.56,0.1002,51.88,193.86
50,2.5653,-134.52,2.5704,-159.06,2.5809,-132.06,0.0921,24.54,141.53
51,2.6601,-132.77,2.6625,-166.25,2.6736,-131.25,0.0729,33.48,129.27
52,2.7333,-134.54,2.7354,-180.13,2.7399,-137.69,0.0123,45.58,141.14
53,2.745,-133.81,2.7477,-172.94,2.7585,-134.88,0.0282,39.13,196.8
54,2.7732,-131.25,2.7759,-157.88,2.7855,-133.94,0.0693,26.63,291.26
55,2.8419,-130.25,2.8452,-155.06,2.8494,-128.25,0.0333,24.81,44.72
56,2.8734,-132.9,2.8785,-169.62,2.8851,-135.12,0,36.73,181.02
57,2.8908,-134.71,2.8785,-169.62,2.9046,-131.5,0.0537,34.92,152.84
58,2.9298,-137.54,2.9322,-162.19,2.943,-136.88,0.2115,24.65,243.83
59,3.1398,-136.56,3.1437,-170.13,3.1512,-136.5,0.0378,33.56,151.13
60,3.1779,-140.08,3.1815,-194.19,3.1896,-141.13,0.0489,54.1,209.53
61,3.228,-137.42,3.2304,-194.63,3.2367,-141.94,0,57.21,199.26
62,3.2376,-141.23,3.2304,-194.63,3.2424,-147.31,0.0243,53.4,69.41
63,3.2529,-140.44,3.2547,-186.88,3.2649,-140.19,0.0333,46.44,209.76
64,3.2865,-135.92,3.288,-170.87,3.2997,-135.81,0,34.96,125.66
65,3.357,-143.56,3.288,-170.87,3.3624,-144.13,0.0825,27.31,56.91
66,3.3681,-138.13,3.3705,-177.81,3.3777,-156.25,0.0129,39.69,303.67
67,3.3795,-147.65,3.3834,-191.75,3.3897,-150,0.0792,44.1,239.46
68,3.4605,-143.19,3.4626,-200.69,3.468,-141.88,0.0354,57.5,142.46
69,3.4932,-137.88,3.498,-180.69,3.5049,-133.63,0.072,42.81,114.88
70,3.5679,-134.77,3.57,-160.69,3.5736,-138.25,0.0282,25.92,71.61
71,3.5958,-139.9,3.5982,-183.38,3.6048,-143.13,0.1773,43.48,183.89
72,3.7731,-133.5,3.7755,-160.87,3.7845,-133.31,0.0366,27.37,166.67
73,3.8082,-134.25,3.8121,-170.31,3.8217,-136.75,0.0198,36.06,204.62
74,3.8283,-135.98,3.8319,-161.5,3.8448,-133.25,0.0552,25.52,104.39
75,3.8847,-131.25,3.8871,-164.56,3.8934,-136.37,0.0165,33.31,168.98
76,3.9015,-136.29,3.9036,-164.94,3.9207,-134.25,0.0489,28.65,100.1
77,3.9501,-130.15,3.9525,-155.5,3.9642,-128.87,0,25.35,96.94
78,4.0041,-133.94,3.9525,-155.5,4.0152,-137.19,0.1629,21.56,225.34
79,4.1124,-132.71,4.1154,-180.63,4.1223,-139.63,0.0201,47.92,234.99
80,4.1331,-136.06,4.1355,-186,4.1442,-140.06,0,49.94,189.06
81,4.1535,-135.25,4.1355,-186,4.1646,-133.81,0.1584,50.75,95.89
82,4.2909,-129.4,4.2939,-157.94,4.2996,-131.19,0,28.54,124.99
83,4.3068,-131.04,4.2939,-157.94,4.3242,-131.5,0.048,26.9,182.26
84,4.3392,-131.48,4.3419,-158.5,4.35,-129.88,0.2178,27.02,105.74
85,4.5534,-126.38,4.5597,-180.38,4.566,-140,0.0531,54,439.86
86,4.6101,-140.94,4.6128,-170.44,4.6266,-137.44,0.0306,29.5,94.48
87,4.6377,-139.58,4.6434,-174.69,4.6509,-139.25,0.0453,35.1,156.9
88,4.6836,-144.21,4.6887,-160.06,4.6929,-143,0.0141,15.85,46.62
89,4.6995,-136.79,4.7028,-183.31,4.7112,-141.06,0.0339,46.52,211.11
90,4.734,-143.08,4.7367,-188.56,4.746,-142.44,0.0828,45.48,237.98
91,4.8102,-145.31,4.8195,-180.94,4.8237,-150.63,0.0132,35.63,144.32
92,4.8297,-147.81,4.8327,-176.31,4.8414,-141.63,0.0297,28.5,126.41
93,4.8606,-143.17,4.8624,-192.94,4.8678,-148.63,0.0081,49.77,161.89
94,4.8681,-147.77,4.8705,-176.44,4.8837,-144.69,0.0261,28.67,121.26
95,4.8924,-141.5,4.8966,-159.44,4.9041,-137.25,0.045,17.94,75.58
96,4.9347,-142.35,4.9416,-162.06,4.953,-140.06,0.0264,19.71,100.42
97,4.9668,-136.6,4.968,-163.06,4.9803,-134.88,0.0486,26.46,104.57
98,5.0103,-139.1,5.0166,-169.69,5.0244,-140.75,0.0162,30.58,128.47
99,5.0301,-137.38,5.0328,-173.19,5.0439,-135.5,0,35.81,219.79
100,5.1411,-145.35,5.0328,-173.19,5.1489,-144.31,0.1671,27.83,61.97
101,5.1984,-149.65,5.1999,-185,5.2092,-145.5,0.0348,35.35,78.88
102,5.2317,-142.88,5.2347,-197.75,5.241,-153.69,0.0093,54.88,262.27
103,5.2425,-152,5.244,-185.94,5.2482,-154.13,0.0258,33.94,76.78
104,5.268,-146.33,5.2698,-182.63,5.2749,-149.31,0.0183,36.29,97.31
105,5.2863,-140.79,5.2881,-206.81,5.2962,-151.38,0.0654,66.02,318.57
106,5.3508,-153.81,5.3535,-176.06,5.3631,-149.31,0.0789,22.25,179.14
107,5.4285,-147.6,5.4324,-187.75,5.4435,-148.44,0.0327,40.15,195.37
108,5.4585,-148.15,5.4651,-175.44,5.4705,-150.31,0,27.29,92.86
109,5.4738,-153.25,5.4651,-175.44,5.4837,-145.63,0.1146,22.19,62.27
110,5.5761,-150.58,5.5797,-189.44,5.5863,-152.12,0.0204,38.85,193.83
111,5.5959,-151.17,5.6001,-172.31,5.6061,-146.25,0.0936,21.15,64.76
112,5.6913,-143.75,5.6937,-182.56,5.7024,-147,0,38.81,185.06
113,5.7453,-149.42,5.6937,-182.56,5.7639,-148.06,0.1827,33.15,96.96
114,5.8728,-143.31,5.8764,-176.31,5.8875,-147.19,0.0594,33,198.23
115,5.9334,-147.58,5.9358,-197.31,5.9439,-142.88,0.0897,49.73,140.16
116,6.0201,-158.96,6.0255,-202.44,6.0384,-164.19,0.1248,43.48,471.19
117,6.1485,-147.29,6.1503,-203.75,6.1557,-152.5,0,56.46,148.34
118,6.2976,-151.79,6.1503,-203.75,6.3168,-158,0.2076,51.96,155.39
119,6.3558,-146.71,6.3579,-181.56,6.3675,-150.75,0.0987,34.85,191.36
120,6.4524,-149.06,6.4566,-182.13,6.4632,-152.06,0.0195,33.06,156.3
121,6.4737,-152.67,6.4761,-180.94,6.4842,-146.31,0.0234,28.27,106.97
122,6.4971,-153.9,6.4995,-184.81,6.5145,-158.69,0.0306,30.92,218.35
123,6.5277,-154.58,6.5301,-244.44,6.5385,-163.88,0.0216,89.85,406.08
124,6.5499,-155.06,6.5517,-182.38,6.5586,-147.56,0.0729,27.31,79.18
125,6.6156,-153.83,6.6246,-174.25,6.6324,-150.38,0,20.42,61.03
126,6.6546,-145.71,6.6246,-174.25,6.6633,-145.56,0.0801,28.54,106.5
127,6.7023,-151.04,6.7047,-183.31,6.7173,-150.19,0.0261,32.27,184.2
128,6.7236,-145.71,6.7308,-167.12,6.7359,-141.69,0.1119,21.42,81.21
129,6.8358,-144.71,6.8427,-185.13,6.8475,-144.63,0.0198,40.42,104.68
130,6.8544,-142.94,6.8625,-180.94,6.87,-152.31,0.0192,38,255.24
131,6.8769,-150.83,6.8817,-184.94,6.8871,-147.25,0.0411,34.1,88.23
132,6.9201,-148,6.9228,-190.44,6.927,-149.56,0.0078,42.44,89.83
133,6.9285,-149.27,6.9306,-200.19,6.9366,-148.19,0.0726,50.92,111.2
134,7.0002,-144.71,7.0032,-173.25,7.0077,-142.25,0.0306,28.54,53.16
135,7.0302,-151.17,7.0338,-193,7.0434,-149.63,0.0477,41.83,198.17
136,7.0782,-143.85,7.0815,-186.19,7.0872,-144.81,0.0336,42.33,111.89
137,7.1118,-139.75,7.1151,-167.5,7.1238,-145.19,0.0225,27.75,169.63
138,7.1319,-143.92,7.1376,-172.38,7.1433,-142.56,0.0228,28.46,139.35
139,7.1583,-146.19,7.1604,-182.88,7.1748,-152.81,0.0753,36.69,429.58
140,7.2321,-144.4,7.2357,-184.13,7.2447,-146.88,0.0672,39.73,227.49
141,7.3008,-144.42,7.3029,-162.5,7.3185,-138.44,0.1326,18.08,53.96
142,7.4256,-141.56,7.4355,-178,7.443,-131,0.0279,36.44,74.79
143,7.4601,-135.44,7.4634,-168.75,7.4676,-133.25,0.0234,33.31,70.59
144,7.4805,-132.44,7.4868,-191.06,7.4946,-141.25,0.0333,58.63,399.13
145,7.5141,-136,7.5201,-158.37,7.5258,-133.81,0.0315,22.37,83.19
146,7.5498,-132.83,7.5516,-161.94,7.5591,-137.31,0.0252,29.1,128.65
147,7.5717,-149.67,7.5768,-168.88,7.5834,-144.25,0.0105,19.21,47.26
148,7.5858,-138.92,7.5873,-178.81,7.5903,-144.19,0.0495,39.9,75.66
149,7.6341,-148.75,7.6368,-173.25,7.6461,-149.75,0.0231,24.5,121.87
150,7.6575,-151.29,7.6599,-174.69,7.6671,-144.25,0.0276,23.4,52.14
151,7.6845,-138.94,7.6875,-166.81,7.6917,-143.63,0.0174,27.87,78.17
152,7.7016,-144.02,7.7049,-179.19,7.7169,-147.38,0.0264,35.17,233.13
153,7.7283,-143,7.7313,-167.75,7.743,-141.13,0.0291,24.75,133.03
154,7.7583,-141.75,7.7604,-173.06,7.7718,-140.5,0.0771,31.31,156.86
155,7.8339,-141.42,7.8375,-168.81,7.8483,-143.13,0.0432,27.4,199.21
156,7.8786,-142.94,7.8807,-171.5,7.8834,-145.56,0.0087,28.56,59.32
