NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.1584,72.76,0.1641,43.59,0.1707,76.41,0.1572,29.17,122.86
1,0.3177,65.42,0.3213,43.59,0.3243,72.03,0.2274,21.82,42.16
2,0.5463,51.82,0.5487,16.09,0.5538,60.78,0.1491,35.73,40.7
3,0.6942,65.31,0.6978,47.66,0.7053,67.34,0.3303,17.66,85.92
4,1.0188,61.35,1.0281,46.56,1.0293,71.25,0.0381,14.79,42.52
5,1.0638,75.99,1.0662,32.66,1.0722,72.66,0,43.33,162.5
6,1.0893,76.61,1.0662,32.66,1.0938,76.09,0.0978,43.96,44.45
7,1.1586,78.75,1.164,51.88,1.1688,82.03,0.1791,26.88,91.92
8,1.338,76.04,1.3431,52.5,1.3515,70.31,0.1323,23.54,202.58
9,1.4658,75.42,1.4754,58.13,1.4784,79.38,0.0165,17.29,123.12
10,1.4895,80.57,1.4919,10.78,1.4985,71.88,0.0432,69.79,231.27
11,1.533,77.86,1.5351,38.28,1.5399,76.56,0.069,39.58,112.59
12,1.6008,65.1,1.6041,20.47,1.6092,76.41,0.0459,44.64,72.3
13,1.6476,71.61,1.65,20.78,1.6536,70.16,0.4026,50.83,102.56
14,2.0439,58.8,2.0526,22.19,2.0568,55.16,0.1611,36.61,181.91
15,2.2125,76.51,2.2137,56.09,2.2188,84.06,0.0858,20.42,59.8
16,2.2965,69.43,2.2995,24.53,2.3043,70.63,0.0783,44.9,162.66
17,2.3754,73.59,2.3778,46.88,2.3883,68.28,0,26.72,245.48
18,2.4153,62.45,2.3778,46.88,2.4237,68.28,0.1257,15.57,71.36
19,2.4954,73.18,2.5035,38.44,2.5095,61.41,0,34.74,327.47
20,2.5335,54.74,2.5035,38.44,2.5434,52.19,0,16.3,140.31
21,2.6451,34.27,2.5035,38.44,2.6529,36.88,0.3189,4.17,82.17
22,2.8152,56.09,2.8224,40.78,2.8245,64.84,0.087,15.31,42.05
23,2.9076,69.9,2.9094,42.19,2.9115,68.28,0.012,27.71,41.66
24,2.9184,71.98,2.9214,37.81,2.9289,70.31,0.0627,34.17,127.03
25,2.9811,71.72,2.9841,32.5,2.9877,70.31,0.1779,39.22,122.02
26,3.1587,73.18,3.162,45,3.1644,72.5,0.2079,28.18,75.45
27,3.3672,64.43,3.3699,37.66,3.3768,58.13,0.1467,26.77,131.11
28,3.5136,75.68,3.5166,49.84,3.5235,77.03,0.0654,25.83,109.66
29,3.5745,74.95,3.582,32.03,3.594,45.16,0.1182,42.92,620.81
30,3.6984,43.02,3.7002,13.13,3.7095,37.81,0.2145,29.9,188.61
31,3.9126,65.63,3.9147,34.69,3.9186,61.09,0.0456,30.94,94.64
32,3.9582,63.33,3.9603,13.28,3.9654,65.63,0,50.05,140.59
33,3.9804,62.66,3.9603,13.28,3.9891,75.16,0.0474,49.37,18.56
34,3.9996,64.64,4.0077,48.75,4.0095,69.22,0.0273,15.89,39.92
35,4.0326,76.77,4.035,36.72,4.0446,75.94,0,40.05,222.73
36,4.8729,70.05,4.035,36.72,4.8813,72.03,0,33.33,71
37,4.9008,63.02,4.035,36.72,4.9113,68.91,1.0815,26.3,9.56
38,5.1147,72.92,5.1165,43.13,5.1201,70.47,0.0147,29.79,76.39
39,5.1294,75.89,5.1312,30.31,5.1408,71.41,0.0435,45.57,209.72
40,5.1732,70.57,5.1747,31.56,5.1837,72.81,0.0921,39.01,108.37
41,5.265,69.01,5.2668,32.03,5.2749,71.56,0.1119,36.98,97.91
42,5.373,67.5,5.3787,-47.34,5.3856,41.25,0.0591,114.84,850.13
43,5.4345,64.48,5.4378,50.63,5.4438,69.38,0.0213,13.85,34.19
44,5.4564,68.59,5.4591,17.81,5.4642,72.81,0.0675,50.78,163.08
45,5.5239,57.29,5.5266,45.16,5.5326,66.56,0.0606,12.14,48.23
46,5.5845,72.86,5.5872,48.13,5.5923,73.44,0.087,24.74,73.36
47,5.6718,71.77,5.6742,37.66,5.679,68.91,0.4113,34.11,106.94
48,6.0837,70.57,6.0855,-119.22,6.0918,55.63,0.0573,189.79,500.37
49,6.1398,68.49,6.1428,41.88,6.1458,77.03,0.0642,26.61,44.67
50,6.204,58.75,6.207,23.75,6.2133,65.31,0.1341,35,112.97
51,6.3345,74.64,6.3411,53.59,6.345,75.63,0.0462,21.04,71.95
52,6.3855,73.23,6.3873,34.84,6.3912,76.25,0.0474,38.39,73.23
53,6.4326,72.5,6.4347,41.72,6.438,70.16,0.0171,30.78,66.42
54,6.45,68.28,6.4518,-42.19,6.4566,66.88,0.2496,110.47,330.14
55,6.6984,76.51,6.7014,39.06,6.7068,74.84,0,37.45,151.37
56,6.7335,71.46,6.7014,39.06,6.7422,71.41,0.1794,32.4,143.11
57,6.8781,71.15,6.8808,48.75,6.8883,75.47,0.0534,22.4,66.83
58,6.9324,67.4,6.9342,28.44,6.9426,66.88,0.048,38.96,150.73
59,6.9801,73.28,6.9822,49.38,6.9843,77.66,0.0207,23.91,34.73
60,6.9978,75.89,7.0029,22.19,7.0092,70.63,0.0336,53.7,222
61,7.0338,68.44,7.0365,38.59,7.0455,69.69,0,29.84,145.5
62,7.0653,69.9,7.0365,38.59,7.0713,72.81,0,31.3,31.88
63,7.119,71.2,7.0365,38.59,7.1244,72.34,0.12,32.6,86.42
64,7.1493,75.63,7.1565,57.97,7.164,77.34,0.2808,17.66,121.64
65,7.4355,50.42,7.4373,25,7.4511,63.28,0.0576,25.42,51.11
66,7.491,77.19,7.4949,54.84,7.4976,77.03,0.078,22.34,47.91
67,7.5711,67.92,7.5729,42.97,7.5831,70.63,0.1341,24.95,90.34
68,7.7046,71.41,7.707,47.97,7.7109,72.03,0.0717,23.44,50.63
69,7.776,76.82,7.7787,45.63,7.7835,69.53,0.0141,31.2,107.78
70,7.7907,69.74,7.7928,23.44,7.7979,69.06,0.0675,46.3,152.31
71,7.8576,66.3,7.8603,32.34,7.8657,67.97,0.0705,33.96,103
72,7.9287,70.36,7.9308,50.78,7.9335,71.88,0.1062,19.58,37.77
73,8.034,73.44,8.037,44.69,8.043,85,0.087,28.75,80.39
74,8.1219,74.69,8.124,58.44,8.1267,80.94,0.1059,16.25,31.59
75,8.2275,71.56,8.2299,42.19,8.2374,75.78,0.4308,29.38,104.77
76,8.658,77.86,8.6607,49.69,8.6685,77.03,0.2361,28.18,105.23
77,8.8929,76.72,8.8968,47.19,8.9019,78.13,0.1677,29.53,83.81
78,9.0627,56.82,9.0645,32.34,9.0714,56.72,0.0354,24.48,76.41
79,9.0981,53.49,9.0999,-0.47,9.1056,56.88,0.1737,53.96,136.34
80,9.2715,58.18,9.2736,19.53,9.2829,51.25,0.0228,38.65,222.33
81,9.2946,56.98,9.2964,15,9.3021,54.69,0.1344,41.98,129.91
82,9.429,77.92,9.4308,57.66,9.4356,80.47,0.1023,20.26,36.86
83,9.5307,60.68,9.5331,23.13,9.5388,59.06,0,37.55,124
84,9.5532,62.24,9.5331,23.13,9.564,59.69,0,39.11,132.34
85,9.6123,54.69,9.5331,23.13,9.624,70.78,0.138,31.56,11.3
86,9.6693,62.5,9.6711,35,9.6768,61.41,0.021,27.5,104.3
87,9.6906,61.77,9.6921,20.47,9.6978,61.72,0.0873,41.3,116.27
88,9.7725,58.18,9.7794,50.63,9.7809,72.34,0.0174,7.55,15.17
89,9.7923,77.45,9.7968,49.38,9.8025,74.38,0.0198,28.07,123.06
90,9.813,77.19,9.8166,59.53,9.8214,81.72,0.1065,17.66,54.09
91,9.9216,78.8,9.9231,-2.66,9.9282,79.22,0.0849,81.46,174.64
92,10.0053,75,10.008,42.19,10.0149,76.88,0.0273,32.81,95.16
93,10.0311,81.61,10.0353,42.19,10.0431,72.66,0.1947,39.43,259.2
94,10.2282,76.2,10.23,43.59,10.2336,76.88,0,32.6,82.16
95,10.5723,61.15,10.23,43.59,10.5801,60,0,17.55,90.23
96,10.6197,57.55,10.23,43.59,10.6314,62.19,0,13.96,75.06
97,10.7712,59.84,10.23,43.59,10.7784,64.38,1.0041,16.25,37.69
98,11.2293,66.56,11.2341,45.78,11.2416,64.84,0.348,20.78,128.3
99,11.577,69.06,11.5821,44.69,11.5884,75.78,0.2016,24.38,55.97
100,11.7795,65.83,11.7837,35.47,11.7885,72.97,0.2751,30.36,66.16
101,12.0573,68.49,12.0588,14.38,12.0651,70.94,0.0792,54.11,140.11
