NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,13.2351,38.51,13.2423,4.22,13.2549,38.51,2.7987,34.3,366.6
1,16.0347,38.85,16.041,12.5,16.0536,38.85,7.9869,26.35,256.96
2,24.0237,41.45,24.0279,7.81,24.0405,41.45,25.8882,33.64,209.66
3,49.9101,46.17,49.9161,15.94,49.9287,46.17,11.802,30.24,224.82
4,61.7109,41.09,61.7181,-0.47,61.7307,41.09,11.5239,41.56,556.64
5,73.2351,42.47,73.242,12.81,73.2546,42.47,33.6537,29.66,182.8
6,106.89,49.7,106.8957,20.47,106.9083,49.7,10.767,29.23,224.65
7,117.654,46.21,117.6627,21.41,117.6753,46.21,8.7837,24.81,218.92
8,126.4431,44.79,126.4464,18.44,126.459,44.79,13.2084,26.35,165.05
9,139.6488,49,139.6548,27.81,139.6674,49,2.9445,21.19,164.87
10,142.5912,44.59,142.5993,11.41,142.6119,44.59,3.4107,33.19,291.84
11,146.0043,48.32,146.01,20.94,146.0226,48.32,2.6946,27.38,297.48
12,148.6959,594.06,148.7046,341.25,148.7172,594.06,6.0264,252.81,4661.78
13,154.725,203.71,154.731,170.63,154.7313,203.71,8.2041,33.09,19.62
14,162.9276,192.05,162.9351,133.91,162.9477,192.05,5.7681,58.14,561.56
15,168.6948,196.99,168.7032,182.19,168.7158,196.99,23.703,14.8,184.9
16,192.4023,173.37,192.4062,85.31,192.4188,173.37,5.3976,88.06,827.63
17,197.7984,183.41,197.8038,154.06,197.8164,183.41,0.0384,29.35,211.32
18,197.8386,178.04,197.8422,155.47,197.8548,178.04,0.0804,22.57,196.05
19,197.9184,179.07,197.9226,156.41,197.9352,179.07,0.0591,22.66,176.23
20,197.9787,178.12,197.9817,154.84,197.9943,178.12,0.1422,23.27,167.98
21,198.1185,181.42,198.1239,158.75,198.1365,181.42,0.0402,22.67,189.61
22,198.1587,177.28,198.1641,151.41,198.1767,177.28,0.12,25.87,186.67
23,198.2787,187.07,198.2841,159.69,198.2967,187.07,0.0201,27.38,225.21
24,198.2988,182.46,198.3042,154.84,198.3168,182.46,0.0183,27.61,168.17
25,198.3189,183.7,198.3225,161.09,198.3351,183.7,0.0195,22.61,137.44
26,198.3363,183.47,198.342,158.44,198.3504,183.47,0.0465,25.03,206.09
27,198.3801,169.34,198.3885,158.91,198.3897,169.34,0.036,10.43,48.47
28,198.4188,175.5,198.4245,149.84,198.4332,175.5,0.0183,25.66,149.01
29,198.4341,180.24,198.4428,157.97,198.4554,180.24,0.0198,22.27,194.2
30,198.459,178.78,198.4626,153.91,198.4752,178.78,0.0462,24.87,187.68
31,198.5001,167.17,198.5088,156.41,198.5097,167.17,0.0132,10.76,23.87
32,198.5142,179.76,198.522,157.34,198.5343,179.76,0.0204,22.42,191.45
33,198.5343,180.58,198.5424,155.63,198.555,180.58,0.042,24.95,207.29
34,198.579,180.96,198.5844,158.28,198.597,180.96,0.1038,22.68,191.46
35,198.6795,168.81,198.6882,156.56,198.6903,168.81,0.0144,12.24,56.35
36,198.699,183.06,198.7026,154.38,198.7152,183.06,0.0819,28.68,187.57
37,198.7791,178.44,198.7845,150.16,198.7932,178.44,0.0183,28.28,194.58
38,198.7992,182.12,198.8028,157.81,198.8154,182.12,0.0264,24.31,196.76
39,198.8211,166.45,198.8292,152.5,198.8298,166.45,0.114,13.95,36.7
40,198.9393,183.5,198.9432,156.72,198.9558,183.5,0.0408,26.78,231.8
41,198.9753,174.38,198.984,154.38,198.9927,174.38,0.0606,20.01,175.11
42,199.0392,185.11,199.0446,162.66,199.0572,185.11,0.0582,22.46,192.13
43,199.0947,190.59,199.1028,165.94,199.1154,190.59,0.0819,24.66,253.03
44,199.1793,180.34,199.1847,152.03,199.1973,180.34,0.0402,28.31,222.32
45,199.2192,176.64,199.2249,153.13,199.233,176.64,0.0798,23.51,166.64
46,199.2972,177.42,199.3047,154.84,199.3173,177.42,0.0201,22.58,171.76
47,199.3194,178.1,199.3248,151.25,199.3371,178.1,0.0201,26.85,190.59
48,199.3395,183.64,199.3449,155.31,199.3575,183.64,0.0222,28.33,244.58
49,199.3596,175.2,199.3671,150.31,199.3797,175.2,0.0177,24.89,136.16
50,199.3797,176.85,199.3848,153.59,199.3974,176.85,0.1389,23.26,180.38
51,199.5195,180.27,199.5237,155.94,199.5348,180.27,0.0393,24.34,208.28
52,199.5597,176.79,199.563,151.72,199.5756,176.79,0.0207,25.07,135.47
53,199.5795,179.68,199.5837,152.97,199.5963,179.68,0.0213,26.72,195.74
54,199.5993,175.55,199.605,156.72,199.6149,175.55,0.0198,18.83,109.04
55,199.6197,179.99,199.6248,152.81,199.6374,179.99,0.0201,27.18,194.02
56,199.6395,181.93,199.6449,158.59,199.6575,181.93,0.0984,23.34,168.33
57,199.7397,180.72,199.7433,157.97,199.7559,180.72,0.0216,22.75,161.71
58,199.7598,184.28,199.7649,157.97,199.7775,184.28,0.0438,26.32,212.5
59,199.8,177.37,199.8087,160.94,199.8111,177.37,0.0765,16.43,84.41
60,199.8798,177.66,199.8852,154.84,199.8951,177.66,0.0198,22.82,137.26
61,199.8996,181.72,199.905,159.69,199.9176,181.72,0.0201,22.03,182.05
62,199.9197,184.41,199.9251,162.97,199.9377,184.41,0.0789,21.44,175.7
63,199.9953,181.98,200.004,155,200.0166,181.98,0.0795,26.98,256.62
64,200.0799,179.07,200.0835,155.78,200.0961,179.07,0.0417,23.28,142.42
65,200.1198,175.77,200.1252,151.72,200.1378,175.77,0.0189,24.05,158.98
66,200.1399,177.89,200.1441,154.69,200.1552,177.89,0.0213,23.2,169.14
67,200.16,183.58,200.1654,157.5,200.178,183.58,0.018,26.08,207.76
68,200.1801,183.93,200.1834,160.31,200.196,183.93,0.0219,23.62,161.7
69,200.1999,176.96,200.2053,156.88,200.2179,176.96,0.0783,20.09,165.56
70,200.2755,175.37,200.2836,154.38,200.2962,175.37,0.0402,21,115.1
71,200.3196,181.16,200.3238,152.81,200.3364,181.16,0.0396,28.34,213.55
72,200.3553,180.27,200.3634,155.31,200.376,180.27,0.0606,24.95,231.65
73,200.4198,179.61,200.424,154.38,200.4366,179.61,0.0414,25.24,227.44
74,200.4603,181.94,200.4654,160.16,200.478,181.94,0.1578,21.78,160.69
75,200.6157,186,200.6232,161.09,200.6358,186,0.0201,24.9,188.84
76,200.6355,185.32,200.6433,161.56,200.6559,185.32,0.0201,23.75,197.04
77,200.6556,181.35,200.6634,157.97,200.676,181.35,2.4636,23.38,171.65
78,203.1213,173.27,203.127,145.16,203.1396,173.27,32.7405,28.12,226.04
79,235.8588,192.63,235.8675,172.19,235.8753,192.63,2.2035,20.44,137.58
80,238.065,190.36,238.071,172.66,238.0836,190.36,0.2007,17.71,139.83
81,238.2654,187.6,238.2717,151.41,238.2843,187.6,3.1977,36.19,338.45
82,241.4625,185.38,241.4694,155.94,241.482,185.38,0.8835,29.44,258.02
83,242.3475,170.43,242.3529,146.25,242.3655,170.43,0.2586,24.18,147.85
