NumEvent,TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area
0,0.2022,28.07,0.2037,5.47,0.2097,26.88,0.0183,22.6,91.09
1,0.2193,32.45,0.222,2.5,0.231,31.87,0.2727,29.95,190.34
2,0.4923,32.76,0.4947,-0.94,0.5031,23.59,0.0153,33.7,193.95
3,0.5082,22.34,0.51,-1.25,0.5157,25.31,0.0354,23.59,85.45
4,0.5424,31.46,0.5454,-0.94,0.552,32.97,0.0852,32.4,136.36
5,0.6267,29.64,0.6306,7.66,0.6387,30.78,0.0771,21.98,92.5
6,0.7062,32.76,0.7077,-15.78,0.7167,25,0.0234,48.54,221.06
7,0.7287,28.23,0.7311,1.87,0.7356,24.22,0.0324,26.35,106.31
8,0.7605,28.23,0.7635,-2.34,0.7752,23.44,0.126,30.57,319.28
9,0.8874,28.75,0.8895,-6.88,0.8973,31.56,0.0738,35.63,161.91
10,0.9594,31.72,0.9633,1.41,0.9702,31.41,0.0591,30.31,166.31
11,1.0149,23.33,1.0224,0.31,1.0311,27.34,0.0735,23.02,119.97
12,1.0941,28.85,1.0959,-2.03,1.1049,24.69,0.15,30.89,222.08
13,1.2426,20.94,1.2459,-5.94,1.2513,27.5,0.0477,26.88,85.17
14,1.2909,29.58,1.2936,7.03,1.2996,31.41,0.0345,22.55,90.19
15,1.3242,32.81,1.3281,6.25,1.3356,30.94,0.0987,26.56,125.11
16,1.4238,18.44,1.4268,-13.44,1.4352,29.69,0.0645,31.88,106.36
17,1.4883,25.16,1.4913,2.19,1.4964,26.88,0.0348,22.97,90.05
18,1.5189,28.75,1.5261,8.28,1.5303,30.94,0.0858,20.47,80.06
19,1.6098,25.99,1.6119,-6.41,1.6221,30.47,0.2958,32.4,167.16
20,1.9053,28.96,1.9077,-13.75,1.9152,30.31,0.2571,42.71,173.08
21,2.1621,31.82,2.1648,-2.34,2.1738,29.22,0.1779,34.17,202.58
22,2.3394,31.04,2.3427,-2.19,2.3508,23.28,0.0237,33.23,242.02
23,2.364,28.02,2.3664,-0.63,2.3715,32.19,0.0942,28.65,110
24,2.4576,29.64,2.4606,-0.47,2.4681,29.69,0.1653,30.1,135.7
25,2.6205,28.18,2.6259,10.31,2.6301,29.69,0.051,17.86,82.83
26,2.6727,31.25,2.6769,9.06,2.6901,31.09,0.1395,22.19,136.69
27,2.8137,30.1,2.8164,-10,2.8299,30.94,0.0933,40.1,289.81
28,2.9085,15.78,2.9097,0.47,2.916,27.97,0.1707,15.31,0
29,3.0747,34.69,3.0804,8.75,3.09,29.69,0.3609,25.94,206.34
30,3.4359,35.05,3.4413,0.31,3.4482,31.25,0.0327,34.74,232.97
31,3.4716,32.4,3.474,-11.56,3.4905,28.44,0.0537,43.96,361.52
32,3.5241,32.14,3.5277,5.31,3.5361,29.69,0.1617,26.82,147.44
33,3.6858,26.09,3.6894,-3.44,3.6948,32.97,0.0543,29.53,114.28
34,3.7413,30.47,3.7437,-5,3.7533,31.09,0.1215,35.47,189.7
35,3.8601,29.01,3.8652,5.31,3.8706,31.09,0.0273,23.7,129.33
36,3.8901,35.36,3.8925,4.69,3.9021,32.19,0.0435,30.68,181.81
37,3.9336,33.59,3.936,-18.13,3.9498,27.19,0.0492,51.72,378.19
38,3.9825,35.94,3.9852,-4.38,3.9903,29.06,0.1242,40.31,166.17
39,4.107,22.4,4.1094,-2.5,4.1148,27.03,0.3489,24.9,60.84
40,4.4541,28.02,4.4583,-4.38,4.4691,27.81,0.0741,32.4,204.28
