ID,date,cell,rep,power,stimul,frame,time,mask,int,delta,rel
cell16_01_17_03,17_03,cell16_17_03,1,10,21,32,11.0,down,1146.395,-0.07265801445702057,-0.030214593309349766
cell16_01_17_03,17_03,cell16_17_03,1,10,21,33,12.0,cell,837.848,-0.04321643572748096,837.848
cell16_01_17_03,17_03,cell16_17_03,1,10,21,33,12.0,up,1085.5,0.07844382274589186,0.07438484328656803
cell16_01_17_03,17_03,cell16_17_03,1,10,21,33,12.0,down,1137.596,-0.07977570262801979,-0.03821856104967081
cell16_01_17_03,17_03,cell16_17_03,1,10,21,34,13.0,cell,834.844,-0.04664686442943473,834.844
cell16_01_17_03,17_03,cell16_17_03,1,10,21,34,13.0,up,1087.173,0.08073005256071793,0.07991260491937632
cell16_01_17_03,17_03,cell16_17_03,1,10,21,34,13.0,down,1125.54,-0.08952804364285864,-0.04498723607852228
cell16_01_17_03,17_03,cell16_17_03,1,10,21,35,14.0,cell,827.273,-0.055292595355697326,827.273
cell16_01_17_03,17_03,cell16_17_03,1,10,21,35,14.0,up,1073.288,0.06468602263098154,0.0758772045109324
cell16_01_17_03,17_03,cell16_17_03,1,10,21,35,14.0,down,1120.208,-0.09384120574398004,-0.040812761524246344
cell16_01_17_03,17_03,cell16_17_03,1,10,21,36,15.0,cell,828.25,-0.054176906660021944,828.25
cell16_01_17_03,17_03,cell16_17_03,1,10,21,36,15.0,up,1061.981,0.05095683670389375,0.0632871973746589
cell16_01_17_03,17_03,cell16_17_03,1,10,21,36,15.0,down,1129.33,-0.08646223637293174,-0.03414264115937498
cell16_01_17_03,17_03,cell16_17_03,1,10,21,37,16.0,cell,829.913,-0.05227783777475253,829.913
cell16_01_17_03,17_03,cell16_17_03,1,10,21,37,16.0,up,1083.212,0.07643692772615925,0.08237107426167917
cell16_01_17_03,17_03,cell16_17_03,1,10,21,37,16.0,down,1132.004,-0.08429918396137909,-0.03379569893754798
cell16_01_17_03,17_03,cell16_17_03,1,10,21,38,17.0,cell,830.487,-0.051622356391622916,830.487
cell16_01_17_03,17_03,cell16_17_03,1,10,21,38,17.0,up,1048.75,0.03488796332754155,0.04721153592104927
cell16_01_17_03,17_03,cell16_17_03,1,10,21,38,17.0,down,1125.435,-0.08961298025587774,-0.040066493320803115
cell16_01_17_03,17_03,cell16_17_03,1,10,21,39,18.0,cell,837.432,-0.043691488437205536,837.432
cell16_01_17_03,17_03,cell16_17_03,1,10,21,39,18.0,up,1115.212,0.11396268592554382,0.10434091877792138
cell16_01_17_03,17_03,cell16_17_03,1,10,21,39,18.0,down,1135.486,-0.0814825240896413,-0.03952557696196749
cell16_01_17_03,17_03,cell16_17_03,1,10,21,40,19.0,cell,831.996,-0.04989914836524194,831.996
cell16_01_17_03,17_03,cell16_17_03,1,10,21,40,19.0,up,1086.615,0.08033692469675335,0.08305307573268428
cell16_01_17_03,17_03,cell16_17_03,1,10,21,40,19.0,down,1125.676,-0.08941803050599587,-0.04160234815799176
cell16_01_17_03,17_03,cell16_17_03,1,10,21,41,20.0,cell,827.86,-0.05462226857538878,827.86
cell16_01_17_03,17_03,cell16_17_03,1,10,21,41,20.0,up,1030.346,0.01276906723359022,0.03209927447506193
cell16_01_17_03,17_03,cell16_17_03,1,10,21,41,20.0,down,1120.879,-0.09329842034078203,-0.040918738197686336
cell16_01_17_03,17_03,cell16_17_03,1,10,21,42,21.0,cell,830.681,-0.05140081738756855,830.681
cell16_01_17_03,17_03,cell16_17_03,1,10,21,42,21.0,up,1041.481,0.02612916390287005,0.039710325057912665
cell16_01_17_03,17_03,cell16_17_03,1,10,21,42,21.0,down,1123.704,-0.09101322099050664,-0.04176678136244245
cell16_01_17_03,17_03,cell16_17_03,1,10,21,43,22.0,cell,829.876,-0.05232009005903096,829.876
cell16_01_17_03,17_03,cell16_17_03,1,10,21,43,22.0,up,1084.692,0.07822493962953501,0.08389824871995549
cell16_01_17_03,17_03,cell16_17_03,1,10,21,43,22.0,down,1117.847,-0.09575106615672353,-0.04583664531270334
cell16_01_17_03,17_03,cell16_17_03,1,10,21,44,23.0,cell,836.905,-0.0442932979997654,836.905
cell16_01_17_03,17_03,cell16_17_03,1,10,21,44,23.0,up,1064.154,0.053026329153249174,0.054444198741017275
cell16_01_17_03,17_03,cell16_17_03,1,10,21,44,23.0,down,1122.72,-0.091809198392514,-0.0497259512320564
cell16_01_17_03,17_03,cell16_17_03,1,10,21,45,24.0,cell,824.594,-0.0583518891281788,824.594
cell16_01_17_03,17_03,cell16_17_03,1,10,21,45,24.0,up,1055.885,0.04379003485351579,0.061870931788776284
cell16_01_17_03,17_03,cell16_17_03,1,10,21,45,24.0,down,1106.862,-0.10463705371876762,-0.04916123362746166
cell16_01_17_03,17_03,cell16_17_03,1,10,21,46,25.0,cell,829.409,-0.05285338240384201,829.409
cell16_01_17_03,17_03,cell16_17_03,1,10,21,46,25.0,up,1075.673,0.06739377074519326,0.07549106471854267
cell16_01_17_03,17_03,cell16_17_03,1,10,21,46,25.0,down,1119.842,-0.09413727050936084,-0.043595566423539164
cell16_01_17_03,17_03,cell16_17_03,1,10,21,47,26.0,cell,831.887,-0.05002362131081887,831.887
cell16_01_17_03,17_03,cell16_17_03,1,10,21,47,26.0,up,1083.519,0.07662579172411638,0.0801087297311011
cell16_01_17_03,17_03,cell16_17_03,1,10,21,47,26.0,down,1122.128,-0.09228807910591691,-0.04449792567359492
cell16_01_17_03,17_03,cell16_17_03,1,10,21,48,27.0,cell,836.264,-0.04502529027604779,836.264
cell16_01_17_03,17_03,cell16_17_03,1,10,21,48,27.0,up,1098.25,0.09383878775123645,0.08906322443419763
cell16_01_17_03,17_03,cell16_17_03,1,10,21,48,27.0,down,1112.039,-0.10044927423686485,-0.05804492650481122
cell16_01_17_03,17_03,cell16_17_03,1,10,21,49,28.0,cell,825.575,-0.05723163261798681,825.575
cell16_01_17_03,17_03,cell16_17_03,1,10,21,49,28.0,up,1087.75,0.0823353420343397,0.09261671779178636
cell16_01_17_03,17_03,cell16_17_03,1,10,21,49,28.0,down,1103.9,-0.10703307512602978,-0.05283253295598933
cell16_01_17_03,17_03,cell16_17_03,1,10,21,50,29.0,cell,839.379,-0.04146810472125873,839.379
cell16_01_17_03,17_03,cell16_17_03,1,10,21,50,29.0,up,1046.654,0.032021291931296825,0.034047098631100794
cell16_01_17_03,17_03,cell16_17_03,1,10,21,50,29.0,down,1129.211,-0.08655849786768663,-0.04704899371034821
cell16_01_17_03,17_03,cell16_17_03,1,10,21,51,30.0,cell,829.416,-0.05284538872843793,829.416
cell16_01_17_03,17_03,cell16_17_03,1,10,21,51,30.0,up,1026.173,0.007712655651687452,0.025990777862214248
cell16_01_17_03,17_03,cell16_17_03,1,10,21,51,30.0,down,1104.194,-0.10679525260957644,-0.0569677469136937
cell16_01_17_03,17_03,cell16_17_03,1,10,21,52,31.0,cell,824.118,-0.05889545905565218,824.118
cell16_01_17_03,17_03,cell16_17_03,1,10,21,52,31.0,up,1087.423,0.08208411902179057,0.09421936654767028
cell16_01_17_03,17_03,cell16_17_03,1,10,21,52,31.0,down,1101.258,-0.10917024209361477,-0.053428882207251505
cell16_01_17_03,17_03,cell16_17_03,1,10,21,53,32.0,cell,834.098,-0.04749876183677757,834.098
cell16_01_17_03,17_03,cell16_17_03,1,10,21,53,32.0,up,1066.635,0.056179249920273164,0.06045936788475829
cell16_01_17_03,17_03,cell16_17_03,1,10,21,53,32.0,down,1104.424,-0.10660920098105843,-0.06206589411018366
cell16_01_17_03,17_03,cell16_17_03,1,10,21,54,33.0,cell,829.402,-0.05286137607924598,829.402
cell16_01_17_03,17_03,cell16_17_03,1,10,21,54,33.0,up,1070.442,0.06108859153944649,0.07026998227532578
cell16_01_17_03,17_03,cell16_17_03,1,10,21,54,33.0,down,1109.622,-0.1024044341765517,-0.052315989999996586
cell16_01_17_03,17_03,cell16_17_03,1,10,21,55,34.0,cell,823.854,-0.059196934813746674,823.854
cell16_01_17_03,17_03,cell16_17_03,1,10,21,55,34.0,up,1040.462,0.02510881782451745,0.04730035626085063
cell16_01_17_03,17_03,cell16_17_03,1,10,21,55,34.0,down,1097.669,-0.1120734564186194,-0.05621142206398749
cell16_01_17_03,17_03,cell16_17_03,1,10,21,56,35.0,cell,828.586,-0.053793210240628955,828.586
cell16_01_17_03,17_03,cell16_17_03,1,10,21,56,35.0,up,1062.635,0.051725469655533644,0.06351056253231852
cell16_01_17_03,17_03,cell16_17_03,1,10,21,56,35.0,down,1107.363,-0.104231784736648,-0.05331392311123206
cell16_01_17_03,17_03,cell16_17_03,1,10,21,57,36.0,cell,825.941,-0.056813677589719475,825.941
cell16_01_17_03,17_03,cell16_17_03,1,10,21,57,36.0,up,1005.942,-0.016748169663450538,0.00999494104309995
cell16_01_17_03,17_03,cell16_17_03,1,10,21,57,36.0,down,1098.636,-0.11129123065871994,-0.057766864114398415
cell16_01_17_03,17_03,cell16_17_03,1,10,21,58,37.0,cell,822.044,-0.06126387088250057,822.044
cell16_01_17_03,17_03,cell16_17_03,1,10,21,58,37.0,up,1047.231,0.03339845555712346,0.056434823016185284
cell16_01_17_03,17_03,cell16_17_03,1,10,21,58,37.0,down,1108.792,-0.10307583787946459,-0.04454861895425909
cell16_01_17_03,17_03,cell16_17_03,1,10,21,59,38.0,cell,826.226,-0.05648822080541297,826.226
cell16_01_17_03,17_03,cell16_17_03,1,10,21,59,38.0,up,1068.038,0.05841379961414915,0.07197123044267531
cell16_01_17_03,17_03,cell16_17_03,1,10,21,59,38.0,down,1107.086,-0.10445585561099363,-0.05084732967575577
cell16_01_17_03,17_03,cell16_17_03,1,10,21,60,39.0,cell,819.436,-0.06424208594731266,819.436
cell16_01_17_03,17_03,cell16_17_03,1,10,21,60,39.0,up,1023.808,0.004920457485392392,0.03609305241157916
cell16_01_17_03,17_03,cell16_17_03,1,10,21,60,39.0,down,1098.849,-0.11111893067230984,-0.050102925661300354
cell16_01_17_03,17_03,cell16_17_03,1,10,21,61,40.0,cell,828.923,-0.053408371867606844,828.923
cell16_01_17_03,17_03,cell16_17_03,1,10,21,61,40.0,up,1082.692,0.07590210429678028,0.08314355569932684
cell16_01_17_03,17_03,cell16_17_03,1,10,21,61,40.0,down,1108.963,-0.10293751253826204,-0.052331513888537746
cell16_01_17_03,17_03,cell16_17_03,1,10,21,62,41.0,cell,825.846,-0.05692216318448835,825.846
cell16_01_17_03,17_03,cell16_17_03,1,10,21,62,41.0,up,1067.519,0.05781223133610867,0.07194333008777283
cell16_01_17_03,17_03,cell16_17_03,1,10,21,62,41.0,down,1112.219,-0.10030366861454637,-0.04600782440396603
cell16_01_17_03,17_03,cell16_17_03,1,10,21,63,42.0,cell,826.152,-0.05657272537396971,826.152
cell16_01_17_03,17_03,cell16_17_03,1,10,21,63,42.0,up,1074.365,0.06607742885086522,0.07841811799215763
cell16_01_17_03,17_03,cell16_17_03,1,10,21,63,42.0,down,1102.535,-0.10813725109527787,-0.05466443073215177
cell16_01_17_03,17_03,cell16_17_03,1,10,21,64,43.0,cell,823.1,-0.0600579678501226,823.1
cell16_01_17_03,17_03,cell16_17_03,1,10,21,64,43.0,up,1095.731,0.09227918843396914,0.1039429479047602
cell16_01_17_03,17_03,cell16_17_03,1,10,21,64,43.0,down,1112.062,-0.10043066907401313,-0.0429602601819394
cell16_01_17_03,17_03,cell16_17_03,1,10,21,65,44.0,cell,819.396,-0.06428776409247858,819.396
cell16_01_17_03,17_03,cell16_17_03,1,10,21,65,44.0,up,1023.173,0.004145736615751114,0.035500979820152066
cell16_01_17_03,17_03,cell16_17_03,1,10,21,65,44.0,down,1092.825,-0.1159918654992332,-0.05526423993327976
cell16_01_17_03,17_03,cell16_17_03,1,10,21,66,45.0,cell,827.868,-0.054613132946355565,827.868
cell16_01_17_03,17_03,cell16_17_03,1,10,21,66,45.0,up,1098.096,0.09460566177216657,0.09995393098397286
cell16_01_17_03,17_03,cell16_17_03,1,10,21,66,45.0,down,1107.118,-0.10442997016702596,-0.05270250609097196
cell16_01_17_03,17_03,cell16_17_03,1,10,21,67,46.0,cell,828.179,-0.05425798536769132,828.179
cell16_01_17_03,17_03,cell16_17_03,1,10,21,67,46.0,up,1139.808,0.14493485104065668,0.1413077579297709
cell16_01_17_03,17_03,cell16_17_03,1,10,21,67,46.0,down,1105.173,-0.10600331980818894,-0.05472183798854341
cell16_01_17_03,17_03,cell16_17_03,1,10,21,68,47.0,cell,825.661,-0.05713342460588039,825.661
cell16_01_17_03,17_03,cell16_17_03,1,10,21,68,47.0,up,1079.673,0.07254430086924295,0.08439061959409404
cell16_01_17_03,17_03,cell16_17_03,1,10,21,68,47.0,down,1098.53,-0.11137697619186301,-0.057538272480523206
cell16_01_17_03,17_03,cell16_17_03,1,10,21,69,48.0,cell,824.03,-0.05899595097501709,824.03
cell16_01_17_03,17_03,cell16_17_03,1,10,21,69,48.0,up,1055.577,0.043446233753625475,0.06228776180798497
cell16_01_17_03,17_03,cell16_17_03,1,10,21,69,48.0,down,1101.721,-0.10879571207620684,-0.052929788007483075
cell16_01_17_03,17_03,cell16_17_03,1,10,21,70,49.0,cell,829.418,-0.05284310482117969,829.418
cell16_01_17_03,17_03,cell16_17_03,1,10,21,70,49.0,up,1115.019,0.11483232821086593,0.11481831287924
cell16_01_17_03,17_03,cell16_17_03,1,10,21,70,49.0,down,1115.467,-0.09767629605182267,-0.04734238573607906
cell16_01_17_03,17_03,cell16_17_03,1,10,21,71,50.0,cell,827.761,-0.05473532198467426,827.761
cell16_01_17_03,17_03,cell16_17_03,1,10,21,71,50.0,up,1103.462,0.10109923033339335,0.10547188967665919
cell16_01_17_03,17_03,cell16_17_03,1,10,21,71,50.0,down,1107.966,-0.1037440059018814,-0.05185437543478464
cell16_01_17_03,17_03,cell16_17_03,1,10,21,72,51.0,cell,821.274,-0.06214317517694279,821.274
cell16_01_17_03,17_03,cell16_17_03,1,10,21,72,51.0,up,1124.404,0.12739719021909862,0.13534954514526604
cell16_01_17_03,17_03,cell16_17_03,1,10,21,72,51.0,down,1091.837,-0.11679107858173662,-0.05827672139665816
cell16_01_17_03,17_03,cell16_17_03,1,10,21,73,52.0,cell,822.835,-0.06036058556184621,822.835
cell16_01_17_03,17_03,cell16_17_03,1,10,21,73,52.0,up,1122.327,0.12463130518269154,0.131102433920123
cell16_01_17_03,17_03,cell16_17_03,1,10,21,73,52.0,down,1102.027,-0.10854818251826547,-0.0512909335161647
cell16_01_17_03,17_03,cell16_17_03,1,10,21,74,53.0,cell,815.312,-0.06895150271390982,815.312
cell16_01_17_03,17_03,cell16_17_03,1,10,21,74,53.0,up,1065.481,0.05605829424809153,0.0837201730560283
cell16_01_17_03,17_03,cell16_17_03,1,10,21,74,53.0,down,1093.6,-0.11536495240314007,-0.04985860470805967
cell16_01_17_03,17_03,cell16_17_03,1,10,21,75,54.0,cell,818.311,-0.06552678378010164,818.311
cell16_01_17_03,17_03,cell16_17_03,1,10,21,75,54.0,up,1087.115,0.08229145153859596,0.10167217739433113
cell16_01_17_03,17_03,cell16_17_03,1,10,21,75,54.0,down,1101.001,-0.10937813456548057,-0.04693417524072526
cell16_01_17_03,17_03,cell16_17_03,1,10,21,76,55.0,cell,822.469,-0.06077854059011354,822.469
cell16_01_17_03,17_03,cell16_17_03,1,10,21,76,55.0,up,1072.981,0.06468936823150781,0.08185181096343949
cell16_01_17_03,17_03,cell16_17_03,1,10,21,76,55.0,down,1106.475,-0.10495010580675238,-0.04703787414904609
cell16_01_17_03,17_03,cell16_17_03,1,10,21,77,56.0,cell,824.494,-0.0584660844910934,824.494
cell16_01_17_03,17_03,cell16_17_03,1,10,21,77,56.0,up,1115.577,0.11619368970544358,0.12203740400257006
cell16_01_17_03,17_03,cell16_17_03,1,10,21,77,56.0,down,1105.487,-0.10574931888925562,-0.05022723301496543
cell16_01_17_03,17_03,cell16_17_03,1,10,21,78,57.0,cell,817.369,-0.06660250409875695,817.369
cell16_01_17_03,17_03,cell16_17_03,1,10,21,78,57.0,up,1075.558,0.06824579840928638,0.0912165773288442
cell16_01_17_03,17_03,cell16_17_03,1,10,21,78,57.0,down,1116.691,-0.0966861778200574,-0.03223830994852493
cell16_01_17_03,17_03,cell16_17_03,1,10,21,79,58.0,cell,821.089,-0.06235443659833469,821.089
cell16_01_17_03,17_03,cell16_17_03,1,10,21,79,58.0,up,1096.942,0.0939812858289418,0.10786977396671386
cell16_01_17_03,17_03,cell16_17_03,1,10,21,79,58.0,down,1101.16,-0.10924951626576587,-0.05002152355453139
cell16_01_17_03,17_03,cell16_17_03,1,10,21,80,59.0,cell,825.658,-0.057136850466767745,825.658
cell16_01_17_03,17_03,cell16_17_03,1,10,21,80,59.0,up,1075.942,0.06802695547066703,0.08064724351000492
cell16_01_17_03,17_03,cell16_17_03,1,10,21,80,59.0,down,1119.005,-0.09481433665314153,-0.03996866965283937
cell16_01_17_03,17_03,cell16_17_03,1,10,21,81,60.0,cell,825.789,-0.05698725454134968,825.789
cell16_01_17_03,17_03,cell16_17_03,1,10,21,81,60.0,up,1087.692,0.0822449802552468,0.09227532602804704
cell16_01_17_03,17_03,cell16_17_03,1,10,21,81,60.0,down,1115.594,-0.09757356319607581,-0.04304691061162242
cell16_01_17_03,17_03,cell16_17_03,1,10,21,82,61.0,cell,826.881,-0.055740241178322526,826.881
cell16_01_17_03,17_03,cell16_17_03,1,10,21,82,61.0,up,1024.327,0.005503814938304303,0.027284865609438234
cell16_01_17_03,17_03,cell16_17_03,1,10,21,82,61.0,down,1107.566,-0.1040675739514778,-0.05118798638047853
cell16_01_17_03,17_03,cell16_17_03,1,10,21,83,62.0,cell,816.664,-0.06740758140730477,816.664
cell16_01_17_03,17_03,cell16_17_03,1,10,21,83,62.0,up,1082.635,0.07697045541373197,0.09934481904931602
cell16_01_17_03,17_03,cell16_17_03,1,10,21,83,62.0,down,1104.163,-0.10682032913342013,-0.04226942770964972
cell16_01_17_03,17_03,cell16_17_03,1,10,21,84,63.0,cell,814.253,-0.07016083160717514,814.253
cell16_01_17_03,17_03,cell16_17_03,1,10,21,84,63.0,up,1030.231,0.012839989536421726,0.049229587688940694
cell16_01_17_03,17_03,cell16_17_03,1,10,21,84,63.0,down,1085.504,-0.12191396972697344,-0.05566598495835279
cell16_01_17_03,17_03,cell16_17_03,1,10,21,85,64.0,cell,821.155,-0.062279067658811166,821.155
cell16_01_17_03,17_03,cell16_17_03,1,10,21,85,64.0,up,1080.865,0.07439521162265346,0.09154487481073052
cell16_01_17_03,17_03,cell16_17_03,1,10,21,85,64.0,down,1100.868,-0.10948572094197144,-0.05034976789562183
cell16_01_17_03,17_03,cell16_17_03,1,10,21,86,65.0,cell,822.545,-0.06069175211429857,822.545
cell16_01_17_03,17_03,cell16_17_03,1,10,21,86,65.0,up,1093.096,0.08913919603182804,0.10203127774336718
cell16_01_17_03,17_03,cell16_17_03,1,10,21,86,65.0,down,1101.725,-0.10879247639571095,-0.05121652891305196
cell16_01_17_03,17_03,cell16_17_03,1,10,21,87,66.0,cell,816.67,-0.06740072968552993,816.67
cell16_01_17_03,17_03,cell16_17_03,1,10,21,87,66.0,up,1048.615,0.03531414157493235,0.06479191785627623
cell16_01_17_03,17_03,cell16_17_03,1,10,21,87,66.0,down,1099.401,-0.11067240676386654,-0.046406904482138474
cell16_01_17_03,17_03,cell16_17_03,1,10,21,88,67.0,cell,822.544,-0.06069289406792769,822.544
cell16_01_17_03,17_03,cell16_17_03,1,10,21,88,67.0,up,1079.096,0.07211893831819331,0.0879181603841704
cell16_01_17_03,17_03,cell16_17_03,1,10,21,88,67.0,down,1089.449,-0.11872277983782772,-0.06178723325351769
cell16_01_17_03,17_03,cell16_17_03,1,10,21,89,68.0,cell,818.914,-0.0648381857417268,818.914
cell16_01_17_03,17_03,cell16_17_03,1,10,21,89,68.0,up,1081.192,0.07499810724935708,0.09486307786364216
cell16_01_17_03,17_03,cell16_17_03,1,10,21,89,68.0,down,1091.351,-0.11718421376199628,-0.05598319077003641
cell16_01_17_03,17_03,cell16_17_03,1,10,21,90,69.0,cell,832.745,-0.04904382509701174,832.745
cell16_01_17_03,17_03,cell16_17_03,1,10,21,90,69.0,up,1100.788,0.09728428270358874,0.09619277488509977
cell16_01_17_03,17_03,cell16_17_03,1,10,21,90,69.0,down,1119.401,-0.094494004284041,-0.047802078167074366
cell16_01_17_03,17_03,cell16_17_03,1,10,21,91,70.0,cell,821.366,-0.06203811544306139,821.366
cell16_01_17_03,17_03,cell16_17_03,1,10,21,91,70.0,up,1077.077,0.0697630532551871,0.08744002281035189
cell16_01_17_03,17_03,cell16_17_03,1,10,21,91,70.0,down,1095.87,-0.11352870372167988,-0.05490407834371804
cell16_01_17_03,17_03,cell16_17_03,1,10,21,92,71.0,cell,825.719,-0.05706719129538981,825.719
cell16_01_17_03,17_03,cell16_17_03,1,10,21,92,71.0,up,1078.654,0.07130512922677085,0.08329106941002203
cell16_01_17_03,17_03,cell16_17_03,1,10,21,92,71.0,down,1104.523,-0.10652911788878335,-0.05246325999434441
cell16_01_17_03,17_03,cell16_17_03,1,10,21,93,72.0,cell,829.621,-0.05261128823446313,829.621
cell16_01_17_03,17_03,cell16_17_03,1,10,21,93,72.0,up,1096.154,0.0920637254842874,0.09568853860696669
cell16_01_17_03,17_03,cell16_17_03,1,10,21,93,72.0,down,1104.8,-0.10630504701443773,-0.056683347053211645
cell16_01_17_03,17_03,cell16_17_03,1,10,21,94,73.0,cell,824.905,-0.057996741549514556,824.905
cell16_01_17_03,17_03,cell16_17_03,1,10,21,94,73.0,up,1087.231,0.0817730526545481,0.09298241170424616
cell16_01_17_03,17_03,cell16_17_03,1,10,21,94,73.0,down,1102.95,-0.10780154924382152,-0.05287900993132513
cell16_01_17_03,17_03,cell16_17_03,1,10,21,95,74.0,cell,821.919,-0.06140661508614379,821.919
cell16_01_17_03,17_03,cell16_17_03,1,10,21,95,74.0,up,1057.769,0.04622596630568219,0.06722772121102498
cell16_01_17_03,17_03,cell16_17_03,1,10,21,95,74.0,down,1108.044,-0.10368091013220991,-0.04504796414535
cell16_01_17_03,17_03,cell16_17_03,1,10,21,96,75.0,cell,820.96,-0.06250174861649452,820.96
cell16_01_17_03,17_03,cell16_17_03,1,10,21,96,75.0,up,1058.25,0.046864646267784055,0.0689602655949934
cell16_01_17_03,17_03,cell16_17_03,1,10,21,96,75.0,down,1087.24,-0.1205096843917245,-0.06188301937195146
cell16_01_17_03,17_03,cell16_17_03,1,10,21,97,76.0,cell,818.877,-0.06488043802600524,818.877
cell16_01_17_03,17_03,cell16_17_03,1,10,21,97,76.0,up,1041.673,0.02674027967570221,0.054892043766125935
cell16_01_17_03,17_03,cell16_17_03,1,10,21,97,76.0,down,1091.205,-0.11730231610009915,-0.056066831938722174
cell16_01_17_03,17_03,cell16_17_03,1,10,21,98,77.0,cell,820.184,-0.0633879046327117,820.184
cell16_01_17_03,17_03,cell16_17_03,1,10,21,98,77.0,up,1054.5,0.042336841489226805,0.06618010343355817
cell16_01_17_03,17_03,cell16_17_03,1,10,21,98,77.0,down,1113.094,-0.09959586350605401,-0.03866640095952195
cell16_01_17_03,17_03,cell16_17_03,1,10,21,99,78.0,cell,822.507,-0.06073514635220612,822.507
cell16_01_17_03,17_03,cell16_17_03,1,10,21,99,78.0,up,1060.462,0.04946584041230045,0.06917991220088576
cell16_01_17_03,17_03,cell16_17_03,1,10,21,99,78.0,down,1099.747,-0.11039252040096556,-0.05287618753541887
cell16_01_17_03,17_03,cell16_17_03,1,10,21,100,79.0,cell,826.124,-0.05660470007558581,826.124
cell16_01_17_03,17_03,cell16_17_03,1,10,21,100,79.0,up,1084.904,0.07883562273944347,0.08903378672293898
cell16_01_17_03,17_03,cell16_17_03,1,10,21,100,79.0,down,1104.867,-0.10625084936613031,-0.05263281903872394
cell16_01_17_03,17_03,cell16_17_03,1,10,21,101,80.0,cell,817.975,-0.06591048019949464,817.975
cell16_01_17_03,17_03,cell16_17_03,1,10,21,101,80.0,up,1077.75,0.0708750267428711,0.09263041000288591
cell16_01_17_03,17_03,cell16_17_03,1,10,21,101,80.0,down,1086.112,-0.12142214629158661,-0.05943642877013088
cell16_01_17_03,17_03,cell16_17_03,1,10,21,102,81.0,cell,812.781,-0.0718417873492778,812.781
cell16_01_17_03,17_03,cell16_17_03,1,10,21,102,81.0,up,1084.327,0.07941991754236381,0.1063231792734562
cell16_01_17_03,17_03,cell16_17_03,1,10,21,102,81.0,down,1088.918,-0.11915231642366723,-0.050980346186354594
cell16_01_17_03,17_03,cell16_17_03,1,10,21,103,82.0,cell,816.926,-0.06710838955646851,816.926
cell16_01_17_03,17_03,cell16_17_03,1,10,21,103,82.0,up,1083.212,0.0776520761978441,0.09957796098267513
cell16_01_17_03,17_03,cell16_17_03,1,10,21,103,82.0,down,1104.386,-0.1066399399457701,-0.042383221732698345
cell16_01_17_03,17_03,cell16_17_03,1,10,21,104,83.0,cell,819.016,-0.06472170647155397,819.016
cell16_01_17_03,17_03,cell16_17_03,1,10,21,104,83.0,up,1094.904,0.0917295877003624,0.10861037536695849
cell16_01_17_03,17_03,cell16_17_03,1,10,21,104,83.0,down,1093.485,-0.11545797821739907,-0.0542550817518384
cell16_01_17_03,17_03,cell16_17_03,1,10,21,105,84.0,cell,820.818,-0.06266390603183328,820.818
cell16_01_17_03,17_03,cell16_17_03,1,10,21,105,84.0,up,1114.75,0.11570652690364978,0.12622688847811778
cell16_01_17_03,17_03,cell16_17_03,1,10,21,105,84.0,down,1098.909,-0.11107039546487021,-0.051650474815236276
cell16_01_17_03,17_03,cell16_17_03,1,10,21,106,85.0,cell,813.164,-0.07140441910931494,813.164
cell16_01_17_03,17_03,cell16_17_03,1,10,21,106,85.0,up,1078.231,0.0718858680413791,0.09958537007901477
cell16_01_17_03,17_03,cell16_17_03,1,10,21,106,85.0,down,1085.709,-0.1217481411015551,-0.05422274178765473
cell16_01_17_03,17_03,cell16_17_03,1,10,21,107,86.0,cell,828.122,-0.05432307672455265,828.122
cell16_01_17_03,17_03,cell16_17_03,1,10,21,107,86.0,up,1110.038,0.10899722504655113,0.1115750915358759
cell16_01_17_03,17_03,cell16_17_03,1,10,21,107,86.0,down,1097.866,-0.11191409915419322,-0.060907038020807804
cell16_01_17_03,17_03,cell16_17_03,1,10,21,108,87.0,cell,820.023,-0.06357175916700411,820.023
cell16_01_17_03,17_03,cell16_17_03,1,10,21,108,87.0,up,1094.558,0.09119500306698713,0.10689908480067362
cell16_01_17_03,17_03,cell16_17_03,1,10,21,108,87.0,down,1099.112,-0.11090618467970001,-0.05055570698398182
cell16_01_17_03,17_03,cell16_17_03,1,10,21,109,88.0,cell,820.785,-0.0627015905015951,820.785
cell16_01_17_03,17_03,cell16_17_03,1,10,21,109,88.0,up,1118.808,0.12065522639911792,0.130372112794396
cell16_01_17_03,17_03,cell16_17_03,1,10,21,109,88.0,down,1101.24,-0.10918480265584664,-0.04960063111955726
cell16_01_17_03,17_03,cell16_17_03,1,10,21,110,89.0,cell,820.441,-0.06309442255002118,820.441
cell16_01_17_03,17_03,cell16_17_03,1,10,21,110,89.0,up,1077.558,0.0704279771488748,0.08915222426532653
cell16_01_17_03,17_03,cell16_17_03,1,10,21,110,89.0,down,1098.286,-0.11157435270211682,-0.051752590683258846
cell16_01_17_03,17_03,cell16_17_03,1,10,21,111,90.0,cell,827.154,-0.0554284878375657,827.154
cell16_01_17_03,17_03,cell16_17_03,1,10,21,111,90.0,up,1092.75,0.08822299112378107,0.09554374442410472
cell16_01_17_03,17_03,cell16_17_03,1,10,21,111,90.0,down,1100.672,-0.10964426928627366,-0.05740503227973402
cell16_01_17_03,17_03,cell16_17_03,1,10,21,112,91.0,cell,817.532,-0.06641636565720618,817.532
