TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
620.9372,-38.07,620.9394,-42.5,620.947,-36.09,1.6616,4.43,12.61,180313_s47,-70post
622.599,-36.56,622.601,-49.38,622.6114,-39.38,6.1124,12.81,95.78,180313_s47,-70post
628.7104,-35.99,628.7134,-42.97,628.723,-36.56,3.378,6.98,43.33,180313_s47,-70post
632.0874,-35.57,632.0914,-42.19,632.1012,-36.72,0.9296,6.61,52.1,180313_s47,-70post
633.018,-36.51,633.021,-43.75,633.0276,-37.19,4.9076,7.24,38.45,180313_s47,-70post
637.923,-35.26,637.9286,-42.19,637.941,-36.72,0,6.93,68.64,180313_s47,-70post
653.9914,-35.94,637.9286,-42.19,654.003,-35.31,16.8078,6.25,28.88,180313_s47,-70post
654.7336,-37.55,654.7364,-42.19,654.7428,-35.94,0,4.64,14.64,180313_s47,-70post
656.685,-38.65,654.7364,-42.19,656.7014,-39.53,0,3.54,99.23,180313_s47,-70post
668.2024,-33.49,654.7364,-42.19,668.2148,-35,22.2256,8.7,68.56,180313_s47,-70post
676.9566,-35.68,676.962,-45.31,676.9748,-35.94,0,9.64,85.95,180313_s47,-70post
677.7812,-33.49,676.962,-45.31,677.7946,-34.38,0,11.82,60.2,180313_s47,-70post
693.9398,-37.71,676.962,-45.31,693.951,-34.22,19.8514,7.6,4,180313_s47,-70post
696.8106,-34.01,696.8134,-40.94,696.817,-33.59,0,6.93,18.84,180313_s47,-70post
