TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
0.8698,-83.8,0.8718,-93.28,0.882,-82.34,1.106,9.48,40.95,190313_s49,-70ctrl
1.9698,-87.19,1.9778,-107.34,1.9908,-92.19,0,20.16,263.13,190313_s49,-70ctrl
3.2134,-85.21,1.9778,-107.34,3.2296,-83.75,9.4842,22.14,87.65,190313_s49,-70ctrl
11.4582,-82.4,11.462,-99.22,11.4748,-83.59,1.8138,16.82,133.16,190313_s49,-70ctrl
13.2706,-80.52,13.2758,-90.94,13.2878,-79.53,3.1478,10.42,98.31,190313_s49,-70ctrl
16.4182,-84.38,16.4236,-91.09,16.4356,-82.34,2.1794,6.72,46.91,190313_s49,-70ctrl
18.5982,-83.49,18.603,-92.5,18.6178,-83.44,2.0612,9.01,92.47,190313_s49,-70ctrl
20.6614,-82.19,20.6642,-100.16,20.6716,-83.91,0.932,17.97,89.22,190313_s49,-70ctrl
21.5944,-83.39,21.5962,-92.34,21.6054,-81.88,0,8.96,24.77,190313_s49,-70ctrl
24.0804,-85.78,21.5962,-92.34,24.089,-81.09,7.458,6.56,7.06,190313_s49,-70ctrl
29.0512,-82.6,29.0542,-90.94,29.0584,-80.16,0,8.33,13.39,190313_s49,-70ctrl
37.3524,-85.31,37.3578,-94.06,37.3656,-82.5,0,8.75,43.56,190313_s49,-70ctrl
38.1802,-80.47,37.3578,-94.06,38.1942,-81.25,2.3968,13.59,91.75,190313_s49,-70ctrl
39.7494,-87.34,39.7546,-92.97,39.765,-82.97,1.2738,5.63,34.03,190313_s49,-70ctrl
41.0266,-78.02,41.0284,-90.47,41.0404,-78.75,0.3428,12.45,79.11,190313_s49,-70ctrl
41.3688,-80.1,41.3712,-105.31,41.3842,-81.41,0.4152,25.21,159,190313_s49,-70ctrl
41.7824,-80.89,41.7864,-95.16,41.8,-81.72,1.3438,14.27,119.71,190313_s49,-70ctrl
43.1282,-78.59,43.1302,-87.03,43.146,-80,6.8364,8.44,81.06,190313_s49,-70ctrl
49.9644,-78.8,49.9666,-104.84,49.9804,-82.34,0.2032,26.04,199.97,190313_s49,-70ctrl
50.1678,-79.22,50.1698,-101.09,50.181,-80.31,2.7724,21.88,121,190313_s49,-70ctrl
52.9404,-80,52.9422,-103.44,52.9522,-80.94,9.7396,23.44,119.34,190313_s49,-70ctrl
62.6796,-81.2,62.6818,-97.34,62.6948,-81.88,1.3654,16.15,102.49,190313_s49,-70ctrl
64.0434,-81.82,64.0472,-91.25,64.061,-82.5,0.5636,9.43,99.61,190313_s49,-70ctrl
64.6088,-86.77,64.6108,-91.25,64.6208,-82.81,0.6562,4.48,24.4,190313_s49,-70ctrl
