TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
48.6322,-87.19,48.5114,-93.28,48.6466,-85.16,0.2968,6.09,58.03,190313_s12,-70ctrl
48.8042,-84.95,48.8082,-97.03,48.8248,-88.91,0,12.08,151.15,190313_s12,-70ctrl
48.9118,-83.49,48.8082,-97.03,48.9308,-80.78,0.6754,13.54,28.91,190313_s12,-70ctrl
49.4784,-91.56,49.4836,-95.94,49.4912,-84.84,0.2204,4.38,0,190313_s12,-70ctrl
49.6986,-92.71,49.704,-96.56,49.7084,-87.5,0.0478,3.85,5.14,190313_s12,-70ctrl
49.7466,-102.86,49.7518,-109.22,49.7692,-103.59,0.3848,6.35,111.25,190313_s12,-70ctrl
50.13,-85.89,50.1366,-95.31,50.1466,-84.69,0.086,9.43,78.84,190313_s12,-70ctrl
50.2172,-88.49,50.2226,-93.13,50.2266,-82.5,0.0692,4.64,0,190313_s12,-70ctrl
50.2894,-89.74,50.2918,-94.84,50.3014,-88.28,0.3278,5.1,41.4,190313_s12,-70ctrl
50.6148,-82.5,50.6196,-90.31,50.6296,-83.28,3.5646,7.81,75.97,190313_s12,-70ctrl
54.179,-84.22,54.1842,-87.97,54.1988,-79.22,3.9308,3.75,0,190313_s12,-70ctrl
58.112,-74.06,58.115,-81.88,58.1294,-71.56,0,7.81,85.84,190313_s12,-70ctrl
59.754,-83.49,58.115,-81.88,59.7666,-77.66,0,1.61,0,190313_s12,-70ctrl
63.2332,-84.32,58.115,-81.88,63.2418,-79.53,7.4886,2.45,0.05,190313_s12,-70ctrl
65.5984,-75.52,65.6036,-78.75,65.6108,-71.41,3.774,3.23,3.12,190313_s12,-70ctrl
69.3722,-76.3,69.3776,-82.19,69.3858,-73.91,3.9806,5.89,24.81,190313_s12,-70ctrl
73.3558,-74.53,73.3582,-93.13,73.3764,-76.88,1.258,18.59,178.03,190313_s12,-70ctrl
74.6124,-76.25,74.6162,-84.06,74.632,-76.41,4.3094,7.81,100.66,190313_s12,-70ctrl
78.9202,-77.92,78.9256,-87.19,78.9406,-78.91,0.7488,9.27,140.54,190313_s12,-70ctrl
79.669,-79.38,79.6744,-83.13,79.6866,-74.84,0,3.75,18.88,190313_s12,-70ctrl
90.9128,-78.8,79.6744,-83.13,90.9278,-74.38,14.2888,4.32,1.71,190313_s12,-70ctrl
93.9598,-71.88,93.9632,-81.72,93.9848,-73.13,5.1568,9.84,105.84,190313_s12,-70ctrl
238.2484,-67.86,238.2532,-77.81,238.2696,-69.22,23.14,9.95,110.57,190313_s12,-70mid
261.3876,-68.33,261.3932,-77.03,261.4074,-68.44,0.7014,8.7,90.21,190313_s12,-70mid
262.0894,-72.14,262.0946,-77.66,262.1068,-68.44,9.6758,5.52,46.32,190313_s12,-70mid
271.767,-70.83,271.7704,-78.75,271.784,-68.91,27.3534,7.92,52.79,190313_s12,-70mid
319.4772,15.47,319.4808,5,319.4914,14.38,1.4436,10.47,94.84,190313_s12,-40mid
320.9206,16.88,320.9244,6.09,320.9422,13.28,0.0554,10.78,170.22,190313_s12,-40mid
320.9746,10.21,320.9798,5.31,320.9914,14.22,0,4.9,12.14,190313_s12,-40mid
322.1366,16.25,320.9798,5.31,322.1514,16.25,1.502,10.94,63.88,190313_s12,-40mid
322.4766,15.83,322.4818,4.69,322.5,12.66,1.2682,11.15,189.29,190313_s12,-40mid
323.7474,12.5,323.75,6.09,323.767,12.5,0.1212,6.41,100.94,190313_s12,-40mid
323.8678,15.47,323.8712,6.56,323.8884,15.16,0.2616,8.91,124.88,190313_s12,-40mid
324.1282,14.84,324.1328,5.31,324.1452,14.53,4.9108,9.53,112.72,190313_s12,-40mid
329.039,16.2,329.0436,3.75,329.0556,13.28,1.2272,12.45,121.16,190313_s12,-40mid
330.2664,12.55,330.2708,0,330.2804,5.78,0.0194,12.55,137.11,190313_s12,-40mid
330.2834,5.16,330.2902,-6.88,330.298,3.59,0.0282,12.03,97.06,190313_s12,-40mid
330.313,0.78,330.3184,-6.88,330.3274,-0.94,0,7.66,77.56,190313_s12,-40mid
330.5698,14.74,330.3184,-6.88,330.5874,13.44,0,21.61,123.58,190313_s12,-40mid
330.6342,-2.45,330.3184,-6.88,330.6526,4.84,0.502,4.43,0,190313_s12,-40mid
330.8166,7.45,330.8204,-0.47,330.8352,9.53,0.256,7.92,102.9,190313_s12,-40mid
331.0712,5.21,331.0764,1.41,331.0884,10.16,0.0696,3.8,0.03,190313_s12,-40mid
331.1396,2.34,331.146,-5.47,331.1548,7.66,0,7.81,23.88,190313_s12,-40mid
331.2974,6.88,331.146,-5.47,331.3148,7.19,0.2324,12.34,88.06,190313_s12,-40mid
331.374,7.66,331.3784,-0.47,331.39,9.38,0.0948,8.13,65.94,190313_s12,-40mid
331.468,9.84,331.4732,1.25,331.4914,9.38,0.0552,8.59,127.84,190313_s12,-40mid
331.5242,12.19,331.5284,3.91,331.5428,11.72,0.1178,8.28,82.63,190313_s12,-40mid
331.6416,14.58,331.6462,3.75,331.6574,13.59,0.0836,10.83,98.08,190313_s12,-40mid
331.7254,13.8,331.7298,4.53,331.7446,13.44,0,9.27,98.6,190313_s12,-40mid
331.7652,15.31,331.7298,4.53,331.7822,12.19,0.3918,10.78,126.5,190313_s12,-40mid
332.116,9.84,332.1216,3.28,332.1316,11.56,0,6.56,46.69,190313_s12,-40mid
332.2008,13.13,332.1216,3.28,332.2152,12.19,0.1628,9.84,94.28,190313_s12,-40mid
332.279,11.51,332.2844,1.09,332.2982,13.44,0,10.42,89.4,190313_s12,-40mid
332.6032,10.05,332.2844,1.09,332.6172,10.78,0.4626,8.96,56.86,190313_s12,-40mid
332.7434,12.08,332.747,3.44,332.7632,10.78,0.2282,8.65,108.73,190313_s12,-40mid
332.9696,6.09,332.9752,2.34,332.9848,7.34,0,3.75,22.44,190313_s12,-40mid
333.001,5.78,332.9752,2.34,333.0128,6.25,0.1522,3.44,50.63,190313_s12,-40mid
333.1216,6.25,333.1274,0.78,333.137,12.5,0.0902,5.47,23.78,190313_s12,-40mid
333.2144,15.31,333.2176,1.41,333.2388,7.19,0.3198,13.91,259.5,190313_s12,-40mid
333.531,12.24,333.5374,-0.94,333.5508,9.84,0.1492,13.18,151.29,190313_s12,-40mid
333.6832,12.4,333.6866,4.22,333.6972,11.72,0.1006,8.18,76.21,190313_s12,-40mid
333.7814,10.94,333.7872,-0.63,333.7974,9.53,0.1174,11.56,105.31,190313_s12,-40mid
333.8994,10.16,333.9046,6.72,333.913,14.84,0.0468,3.44,0,190313_s12,-40mid
333.9468,13.49,333.9514,-1.41,333.965,10.78,0,14.9,138.05,190313_s12,-40mid
333.9812,10.83,333.9514,-1.41,333.9938,13.13,0.2772,12.24,28.89,190313_s12,-40mid
334.2234,15.16,334.2286,5.78,334.2394,15,0.088,9.38,79.09,190313_s12,-40mid
334.3114,4.43,334.3166,3.28,334.3268,9.22,0,1.15,0,190313_s12,-40mid
334.3396,6.56,334.3166,3.28,334.351,12.66,0.2952,3.28,0,190313_s12,-40mid
334.605,9.69,334.6118,-3.44,334.6256,11.25,0.193,13.13,109.75,190313_s12,-40mid
334.802,13.28,334.8048,3.59,334.815,12.5,0,9.69,81.53,190313_s12,-40mid
335.2706,7.71,334.8048,3.59,335.2936,10.16,0,4.11,119.99,190313_s12,-40mid
335.6548,11.09,334.8048,3.59,335.6672,12.81,0,7.5,39.38,190313_s12,-40mid
336.0684,15,334.8048,3.59,336.0812,11.41,1.4226,11.41,98.25,190313_s12,-40mid
336.2214,5.78,336.2274,-0.31,336.2368,11.09,0.1996,6.09,10.56,190313_s12,-40mid
336.4216,8.85,336.427,3.44,336.4348,11.56,0.1386,5.42,25.33,190313_s12,-40mid
336.5632,12.86,336.5656,3.75,336.5768,12.97,0,9.11,80.75,190313_s12,-40mid
336.778,14.48,336.5656,3.75,336.7938,11.41,0.42,10.73,131.64,190313_s12,-40mid
336.9828,14.69,336.9856,5.31,336.9962,13.44,0.1696,9.38,95.97,190313_s12,-40mid
337.15,13.33,337.1552,3.59,337.1694,10.78,0,9.74,147.27,190313_s12,-40mid
337.4738,10.31,337.1552,3.59,337.4892,14.06,0.596,6.72,19.06,190313_s12,-40mid
337.7466,13.23,337.7512,1.25,337.762,11.25,0.539,11.98,87.06,190313_s12,-40mid
338.2848,16.09,338.2902,2.34,338.3028,14.06,0.0826,13.75,136.22,190313_s12,-40mid
338.368,13.8,338.3728,4.69,338.3834,13.91,0,9.11,65.56,190313_s12,-40mid
338.545,11.51,338.3728,4.69,338.5612,16.09,0.2298,6.82,30.93,190313_s12,-40mid
338.5982,16.15,338.6026,4.06,338.6158,13.75,0.07,12.08,138.08,190313_s12,-40mid
338.6648,9.69,338.6726,-2.03,338.6816,11.09,0,11.72,97.28,190313_s12,-40mid
339.2632,15.26,338.6726,-2.03,339.2786,14.22,1.5288,17.29,73.59,190313_s12,-40mid
340.1982,12.29,340.2014,2.5,340.2146,12.34,0.3536,9.79,99.79,190313_s12,-40mid
340.5464,5.73,340.555,-5.94,340.567,9.22,0.342,11.67,80.92,190313_s12,-40mid
340.8952,11.61,340.897,4.22,340.91,9.53,0.1662,7.4,99.91,190313_s12,-40mid
341.0586,13.75,341.0632,2.66,341.0762,10.94,0.1506,11.09,132.03,190313_s12,-40mid
341.2072,14.79,341.2138,1.41,341.2236,9.38,0.023,13.39,130.2,190313_s12,-40mid
341.2334,11.09,341.2368,-1.87,341.2496,9.22,0.2294,12.97,126.44,190313_s12,-40mid
341.4624,10.89,341.4662,2.97,341.481,13.13,0.2072,7.92,66.55,190313_s12,-40mid
341.668,11.35,341.6734,3.13,341.687,14.38,0.199,8.23,41.5,190313_s12,-40mid
341.8676,14.58,341.8724,2.66,341.8884,11.72,0.114,11.93,147.34,190313_s12,-40mid
341.9798,15.36,341.9864,1.41,342.0006,12.97,0.0456,13.96,170.25,190313_s12,-40mid
342.0294,11.15,342.032,3.91,342.0532,8.91,0.342,7.24,52.97,190313_s12,-40mid
342.3698,15,342.374,6.25,342.3888,14.22,0,8.75,93.53,190313_s12,-40mid
342.4486,13.39,342.374,6.25,342.4618,13.28,0.318,7.14,58.93,190313_s12,-40mid
342.6876,13.39,342.692,1.56,342.6994,10.63,0.0204,11.82,74.84,190313_s12,-40mid
342.7078,9.27,342.7124,1.56,342.723,11.56,0.095,7.71,54.43,190313_s12,-40mid
342.8006,13.59,342.8074,-2.81,342.8168,10.94,0.0818,16.41,168.66,190313_s12,-40mid
342.885,14.32,342.8892,4.06,342.898,12.5,0,10.26,80.06,190313_s12,-40mid
343.0208,12.6,342.8892,4.06,343.0388,10,0.2802,8.54,157.46,190313_s12,-40mid
343.167,6.67,343.1694,1.56,343.1826,10.16,0.0622,5.1,20.86,190313_s12,-40mid
343.2262,10.52,343.2316,1.87,343.2488,12.34,0.137,8.65,77,190313_s12,-40mid
343.366,12.08,343.3686,5,343.3782,13.59,0.0976,7.08,36.24,190313_s12,-40mid
343.4608,9.69,343.4662,6.72,343.4776,14.38,0.641,2.97,0,190313_s12,-40mid
344.1014,15.57,344.1072,-0.94,344.125,10.16,0.0428,16.51,239.73,190313_s12,-40mid
344.1446,10.94,344.15,3.91,344.1598,11.25,0.1844,7.03,65.19,190313_s12,-40mid
344.3306,15.05,344.3344,1.25,344.349,12.81,0.0574,13.8,131.34,190313_s12,-40mid
344.3898,13.02,344.3918,4.38,344.4064,13.13,0,8.65,85.88,190313_s12,-40mid
344.9218,15.99,344.3918,4.38,344.9282,14.38,0,11.61,34.56,190313_s12,-40mid
344.9432,14.48,344.3918,4.38,344.963,14.06,0,10.1,118.8,190313_s12,-40mid
345.4686,13.7,344.3918,4.38,345.4832,8.91,1.101,9.32,122.95,190313_s12,-40mid
345.4894,9.79,345.4928,0.78,345.498,9.53,0.177,9.01,49.57,190313_s12,-40mid
345.662,11.25,345.6698,-1.56,345.6776,10.47,0.0976,12.81,113.13,190313_s12,-40mid
345.7638,15.52,345.7674,4.69,345.781,14.22,0.1042,10.83,104.34,190313_s12,-40mid
345.8664,10.89,345.8716,7.34,345.878,15,0,3.54,6.35,190313_s12,-40mid
346.2038,8.07,345.8716,7.34,346.2176,12.81,0.6366,0.73,2.49,190313_s12,-40mid
346.4998,14.01,346.5082,-0.31,346.518,11.41,0,14.32,167.26,190313_s12,-40mid
346.5446,16.61,346.5082,-0.31,346.5658,12.19,0,16.93,183.52,190313_s12,-40mid
346.6062,15.05,346.5082,-0.31,346.6186,14.53,0.2992,15.36,75.13,190313_s12,-40mid
346.8034,13.54,346.8074,5.47,346.8186,13.28,0.2204,8.07,73.39,190313_s12,-40mid
347.0226,14.74,347.0278,3.91,347.0392,13.75,0.0708,10.83,102,190313_s12,-40mid
347.0948,13.65,347.0986,5.31,347.111,14.38,0.534,8.33,72.73,190313_s12,-40mid
347.6254,11.41,347.6326,0,347.6482,9.38,0,11.41,139,190313_s12,-40mid
347.7434,13.02,347.6326,0,347.756,13.13,0.3196,13.02,49.01,190313_s12,-40mid
347.9456,11.67,347.9522,-2.34,347.9648,9.84,0.0556,14.01,145.58,190313_s12,-40mid
348.0026,14.06,348.0078,2.97,348.0178,12.66,0.3842,11.09,85.88,190313_s12,-40mid
348.3868,9.53,348.392,0.78,348.4076,12.19,0.2426,8.75,45.19,190313_s12,-40mid
348.6292,7.55,348.6346,2.19,348.6408,10.63,0.336,5.36,15.02,190313_s12,-40mid
348.9662,12.6,348.9706,4.69,348.981,13.44,0.1194,7.92,71.72,190313_s12,-40mid
349.0846,8.75,349.09,3.75,349.1016,13.59,0.1428,5,3.06,190313_s12,-40mid
349.2272,12.14,349.2328,4.53,349.2444,14.84,0.0996,7.6,44.5,190313_s12,-40mid
349.3284,12.03,349.3324,3.59,349.3402,14.06,0.2668,8.44,38.13,190313_s12,-40mid
349.5964,13.54,349.5992,5.47,349.6138,12.5,0,8.07,97.96,190313_s12,-40mid
349.7058,12.71,349.5992,5.47,349.7224,12.81,0.4492,7.24,74.06,190313_s12,-40mid
350.043,11.72,350.0484,5.31,350.056,13.91,0,6.41,41.03,190313_s12,-40mid
350.9466,14.27,350.0484,5.31,350.9646,13.75,0,8.96,82.64,190313_s12,-40mid
351.0942,13.96,350.0484,5.31,351.1124,12.97,1.2616,8.65,99.86,190313_s12,-40mid
351.3048,11.88,351.31,4.69,351.3192,13.28,0.0658,7.19,63.53,190313_s12,-40mid
351.3712,14.06,351.3758,2.34,351.3896,12.66,0.3338,11.72,108.59,190313_s12,-40mid
351.7052,15.89,351.7096,4.69,351.718,14.53,0.0356,11.2,82.45,190313_s12,-40mid
351.7398,12.19,351.7452,4.22,351.7582,12.81,0,7.97,83.69,190313_s12,-40mid
352.0304,6.77,351.7452,4.22,352.0494,12.66,0,2.55,0,190313_s12,-40mid
352.387,13.49,351.7452,4.22,352.4006,10,0.7946,9.27,100.47,190313_s12,-40mid
352.5364,14.53,352.5398,3.91,352.5562,11.88,0.663,10.63,150.34,190313_s12,-40mid
353.2004,12.4,353.2028,4.53,353.217,11.88,0,7.86,92.38,190313_s12,-40mid
353.4926,13.02,353.2028,4.53,353.5122,12.66,0.359,8.49,105.22,190313_s12,-40mid
353.5588,8.91,353.5618,1.09,353.5768,10.47,0.1138,7.81,57.81,190313_s12,-40mid
353.6724,12.97,353.6756,2.5,353.6898,11.88,0.8398,10.47,98.81,190313_s12,-40mid
354.5088,10,354.5154,1.25,354.525,12.5,1.201,8.75,51.38,190313_s12,-40mid
355.7106,8.59,355.7164,2.97,355.7262,12.34,0.2128,5.63,13.63,190313_s12,-40mid
355.924,7.29,355.9292,4.69,355.9366,13.13,0.5058,2.6,0,190313_s12,-40mid
356.4278,12.45,356.435,-0.47,356.4476,11.25,0.179,12.92,128.11,190313_s12,-40mid
356.6088,12.45,356.614,6.88,356.6258,14.06,0.7244,5.57,38.45,190313_s12,-40mid
357.333,19.74,357.3384,6.88,357.351,17.81,0.1574,12.86,122.04,190313_s12,-40mid
357.4918,16.3,357.4958,10.78,357.5118,17.5,0,5.52,48.71,190313_s12,-40mid
357.723,20.05,357.4958,10.78,357.7406,18.13,0.3948,9.27,110.15,190313_s12,-40mid
357.8836,15.47,357.8906,3.91,357.904,15.16,0,11.56,115.88,190313_s12,-40mid
358.506,18.49,357.8906,3.91,358.5194,17.81,0.8488,14.58,62.65,190313_s12,-40mid
358.735,18.23,358.7394,9.53,358.7504,15.94,0.029,8.7,92.84,190313_s12,-40mid
358.763,16.04,358.7684,7.34,358.778,16.56,0.3946,8.7,74.77,190313_s12,-40mid
359.1568,13.65,359.163,2.66,359.1756,14.84,0.1706,10.99,87.15,190313_s12,-40mid
359.3306,17.24,359.3336,5.31,359.347,16.56,0.3574,11.93,106.52,190313_s12,-40mid
359.6862,17.14,359.691,8.75,359.6994,16.72,0.0264,8.39,45.65,190313_s12,-40mid
359.7128,17.5,359.7174,6.56,359.7346,16.88,1.1146,10.94,105.69,190313_s12,-40mid
360.8266,17.5,360.832,3.44,360.8438,14.06,0.037,14.06,157.16,190313_s12,-40mid
360.8636,10.42,360.869,8.44,360.8808,15.78,0.6768,1.98,0,190313_s12,-40mid
361.5422,16.98,361.5458,9.38,361.5596,18.13,0.1864,7.6,75.36,190313_s12,-40mid
361.7268,13.54,361.7322,10,361.7414,18.44,0,3.54,2.2,190313_s12,-40mid
362.2534,17.5,361.7322,10,362.2684,17.34,2.0976,7.5,75.75,190313_s12,-40mid
363.8246,14.11,363.8298,5.63,363.8396,15.31,0,8.49,57.6,190313_s12,-40mid
364.481,20.16,363.8298,5.63,364.4988,17.34,0,14.53,143.5,190313_s12,-40mid
364.569,12.71,363.8298,5.63,364.5796,17.5,0,7.08,0,190313_s12,-40mid
366.1642,16.2,363.8298,5.63,366.1812,16.25,2.6988,10.57,104.85,190313_s12,-40mid
366.5228,16.25,366.5286,8.44,366.5378,15.94,0.1064,7.81,76.44,190313_s12,-40mid
366.6298,11.61,366.635,7.81,366.6502,16.72,0,3.8,0,190313_s12,-40mid
367.3512,17.24,366.635,7.81,367.373,15.63,0,9.43,123.33,190313_s12,-40mid
367.9942,15.52,366.635,7.81,368.0186,16.41,1.5594,7.71,85.28,190313_s12,-40mid
368.1888,16.04,368.1944,9.84,368.2076,17.97,0.1758,6.2,42.92,190313_s12,-40mid
368.3656,16.04,368.3702,10.78,368.3824,17.81,2.0814,5.26,32.93,190313_s12,-40mid
370.446,15.05,370.4516,8.28,370.4624,15,0.3046,6.77,57.61,190313_s12,-40mid
370.751,15.05,370.7562,8.28,370.7628,17.03,0,6.77,33.91,190313_s12,-40mid
372.6444,18.18,370.7562,8.28,372.6604,16.25,4.456,9.9,104.88,190313_s12,-40mid
375.2084,16.3,375.2122,7.5,375.2194,16.25,0.4638,8.8,50.93,190313_s12,-40mid
375.6706,16.72,375.676,8.13,375.6872,16.09,0,8.59,73.31,190313_s12,-40mid
375.7522,14.32,375.676,8.13,375.7644,17.19,0.5402,6.2,11.39,190313_s12,-40mid
376.2108,13.33,376.2162,5.78,376.23,13.59,0.0348,7.55,82.85,190313_s12,-40mid
376.2496,6.93,376.251,2.81,376.2682,9.22,0,4.11,86.67,190313_s12,-40mid
376.5132,15.83,376.251,2.81,376.5322,15,3.0092,13.02,90.13,190313_s12,-40mid
379.2522,7.34,379.2602,0.63,379.2738,10.94,0.4336,6.72,32.06,190313_s12,-40mid
379.6894,16.51,379.6938,9.84,379.7078,16.25,1.2944,6.67,70.28,190313_s12,-40mid
380.983,16.51,380.9882,6.72,381.0006,14.84,0.5654,9.79,108.64,190313_s12,-40mid
381.5484,6.72,381.5536,4.69,381.5606,12.5,1.824,2.03,0,190313_s12,-40mid
383.3748,14.79,383.3776,5,383.397,12.66,0.4156,9.79,125.43,190313_s12,-40mid
383.7884,11.51,383.7932,3.91,383.806,13.44,1.598,7.6,61.17,190313_s12,-40mid
385.3862,14.95,385.3912,6.56,385.408,14.38,0.8482,8.39,86.1,190313_s12,-40mid
386.2356,14.53,386.2394,6.56,386.257,15.16,0,7.97,91.22,190313_s12,-40mid
387.5802,13.13,386.2394,6.56,387.5962,14.22,4.5534,6.56,55.47,190313_s12,-40mid
390.7896,15.1,390.7928,7.66,390.807,15,1.4336,7.45,84.68,190313_s12,-40mid
392.221,9.11,392.2264,2.66,392.24,10.63,3.6426,6.46,63.41,190313_s12,-40mid
395.8638,10.42,395.869,6.56,395.88,14.06,0.5202,3.85,0,190313_s12,-40mid
396.3846,14.48,396.3892,4.84,396.403,14.84,1.9686,9.64,98.28,190313_s12,-40mid
398.3538,14.32,398.3578,0.63,398.3772,11.09,0,13.7,187.61,190313_s12,-40mid
504.5506,8.96,504.5558,2.66,504.5666,9.84,11.9594,6.3,53.44,190313_s12,-40post
516.509,9.22,516.5152,0,516.5268,9.22,0,9.22,92.28,190313_s12,-40post
516.9324,4.53,516.5152,0,516.945,10.16,25.7692,4.53,0,190313_s12,-40post
542.2788,-0.47,542.2844,-4.69,542.3024,3.91,14.2482,4.22,19.41,190313_s12,-40post
556.5296,4.11,556.5326,-6.56,556.5506,0.63,42.5974,10.68,228.14,190313_s12,-40post
610.9662,-72.03,610.9714,-79.38,610.9744,-70.31,0.5108,7.34,19.53,190313_s12,-70post
611.4758,-63.54,611.4822,-95.78,611.4956,-74.53,0,32.24,436.89,190313_s12,-70post
618.1806,-71.98,611.4822,-95.78,618.2018,-71.88,14.3676,23.8,129.43,190313_s12,-70post
625.8446,-90.16,625.8498,-93.13,625.861,-85.47,6.9124,2.97,0,190313_s12,-70post
632.7562,-63.28,632.7622,-81.25,632.7754,-66.88,3.044,17.97,226.84,190313_s12,-70post
635.8012,-66.51,635.8062,-91.88,635.8254,-74.38,2.8498,25.36,399.55,190313_s12,-70post
638.6466,-71.09,638.656,-98.59,638.6696,-79.53,0.814,27.5,433.75,190313_s12,-70post
639.4644,-67.86,639.47,-74.53,639.4906,-64.69,0.682,6.67,78.22,190313_s12,-70post
640.149,-66.15,640.152,-72.97,640.1678,-65.31,12.5994,6.82,56.54,190313_s12,-70post
652.7462,-63.12,652.7514,-70.31,652.757,-61.41,17.47,7.19,39.47,190313_s12,-70post
670.2162,-66.61,670.2214,-71.56,670.2336,-65.16,4.2612,4.95,43.3,190313_s12,-70post
674.4806,-65,674.4826,-73.44,674.499,-67.19,8.5248,8.44,136.38,190313_s12,-70post
683.002,-72.55,683.0074,-80.47,683.0272,-70.78,0,7.92,83.61,190313_s12,-70post
