TimRef,Ref,TimPeak,Peak,TimEnd,End,IEI,Amp,Area,Sample,Group
21.6682,-32.75,21.6708,-77.69,21.6776,-35.06,0.7618,44.94,180.44,110213_s23,-70ctrl
22.4298,-33.9,22.4326,-43.56,22.4392,-32,1.1094,9.67,28.36,110213_s23,-70ctrl
23.5398,-33.65,23.542,-70.38,23.5474,-34.94,1.3642,36.73,118.9,110213_s23,-70ctrl
24.9052,-32.33,24.9062,-48.94,24.9112,-30,0.1946,16.6,31.7,110213_s23,-70ctrl
25.098,-34.04,25.1008,-41.44,25.1058,-30.94,0.4174,7.4,7.68,110213_s23,-70ctrl
25.5152,-30.42,25.5182,-50.5,25.5276,-33.44,0.0306,20.08,135.35,110213_s23,-70ctrl
25.5468,-31.88,25.5488,-88.5,25.5578,-36.94,0.4186,56.63,235.57,110213_s23,-70ctrl
25.9648,-33.04,25.9674,-78.19,25.976,-32.94,0.3424,45.15,167.26,110213_s23,-70ctrl
26.3084,-34.44,26.3098,-46.56,26.3128,-29.69,0.6872,12.13,16.6,110213_s23,-70ctrl
26.9954,-33.98,26.997,-50.44,27.0078,-33.38,0.5654,16.46,58.19,110213_s23,-70ctrl
27.5596,-35.6,27.5624,-59.12,27.5692,-32.69,0,23.52,54.54,110213_s23,-70ctrl
27.7224,-33.29,27.5624,-59.12,27.7328,-31.5,0.9192,25.83,35.68,110213_s23,-70ctrl
28.4796,-36.88,28.4816,-65.19,28.4884,-33.31,0.2028,28.31,99.01,110213_s23,-70ctrl
28.6824,-30.38,28.6844,-57.31,28.6938,-33.31,0.23,26.94,149.63,110213_s23,-70ctrl
28.9126,-34.44,28.9144,-42,28.9188,-33.19,0.0946,7.56,22.91,110213_s23,-70ctrl
29.0072,-33.25,29.009,-73.81,29.0154,-36.5,0.153,40.56,156.26,110213_s23,-70ctrl
29.1586,-40.31,29.162,-47.06,29.1692,-36.25,0.1048,6.75,18.39,110213_s23,-70ctrl
29.2616,-42.96,29.2668,-46.81,29.2688,-37.81,0.1432,3.85,0,110213_s23,-70ctrl
29.4052,-33.63,29.41,-46,29.4118,-32.75,0.072,12.38,21.38,110213_s23,-70ctrl
29.4776,-34.77,29.482,-42.94,29.493,-32.69,0.2118,8.17,40.42,110213_s23,-70ctrl
29.6884,-34.33,29.6938,-41.81,29.7026,-31.87,0.1116,7.48,28.69,110213_s23,-70ctrl
29.8,-38.42,29.8054,-49.94,29.813,-37.38,0.344,11.52,91.58,110213_s23,-70ctrl
30.1474,-35.33,30.1494,-70.63,30.1546,-34.75,0.8256,35.29,106.35,110213_s23,-70ctrl
30.9734,-34.04,30.975,-54.31,30.9808,-32.5,1.0926,20.27,48.93,110213_s23,-70ctrl
32.0662,-28.83,32.0676,-53.56,32.0748,-27.69,0.1708,24.73,54.19,110213_s23,-70ctrl
32.2368,-29.52,32.2384,-40.63,32.2444,-26.88,0.0868,11.1,22.9,110213_s23,-70ctrl
32.32,-30.9,32.3252,-36.63,32.3314,-27,0.1156,5.73,14.75,110213_s23,-70ctrl
32.4388,-27.52,32.4408,-51.56,32.4466,-28,1.2398,24.04,85.02,110213_s23,-70ctrl
33.6756,-29.44,33.6806,-36.06,33.6868,-25.25,0.5212,6.63,18.76,110213_s23,-70ctrl
34.2,-28.71,34.2018,-54.19,34.2086,-27.31,1.6084,25.48,76.7,110213_s23,-70ctrl
35.806,-33.63,35.8102,-66.31,35.8156,-34.19,0.2006,32.69,128.77,110213_s23,-70ctrl
36.0052,-36.73,36.0108,-43.06,36.0156,-32.5,0.0262,6.33,0,110213_s23,-70ctrl
36.0338,-34.13,36.037,-62.87,36.0454,-33.44,0.285,28.75,101.79,110213_s23,-70ctrl
36.3166,-26.6,36.322,-38.63,36.3308,-26.19,0.7068,12.02,62.49,110213_s23,-70ctrl
37.0264,-34.77,37.0288,-75.94,37.0354,-34.06,0,41.17,160.13,110213_s23,-70ctrl
37.1162,-28.33,37.0288,-75.94,37.1252,-28.88,0.1478,47.6,41.11,110213_s23,-70ctrl
37.1734,-30.96,37.1766,-38.81,37.1812,-28.06,0,7.85,22.03,110213_s23,-70ctrl
37.2826,-36.35,37.1766,-38.81,37.2978,-33.31,0.1898,2.46,23.38,110213_s23,-70ctrl
37.3612,-33.35,37.3664,-42,37.3794,-31.44,0.2748,8.65,53.67,110213_s23,-70ctrl
37.6368,-32.19,37.6412,-43.69,37.646,-31.06,0.0522,11.5,37.15,110213_s23,-70ctrl
37.6912,-31.88,37.6934,-66.88,37.7018,-33.69,0.5442,35,142.64,110213_s23,-70ctrl
38.2324,-32.19,38.2376,-45.44,38.2432,-29.44,0.0644,13.25,37.25,110213_s23,-70ctrl
38.2966,-36.42,38.302,-42.63,38.3118,-32.56,0.0932,6.21,28.45,110213_s23,-70ctrl
38.39,-31.69,38.3952,-39.94,38.401,-30.75,0,8.25,56,110213_s23,-70ctrl
38.648,-31.35,38.3952,-39.94,38.6572,-31.56,0.3142,8.58,51.33,110213_s23,-70ctrl
38.7062,-32.33,38.7094,-47.81,38.7156,-30.25,0.0766,15.48,52.55,110213_s23,-70ctrl
38.7806,-32.25,38.786,-39.19,38.791,-29.31,0,6.94,19.11,110213_s23,-70ctrl
39.4552,-32.71,38.786,-39.19,39.4672,-28,0.7604,6.48,11.13,110213_s23,-70ctrl
39.5444,-33.9,39.5464,-47.75,39.5566,-32.25,0.545,13.85,57.05,110213_s23,-70ctrl
40.0862,-32.19,40.0914,-39.75,40.094,-30.13,0.8802,7.56,13.13,110213_s23,-70ctrl
40.9692,-30.21,40.9716,-57.69,40.9844,-30.44,0,27.48,95.32,110213_s23,-70ctrl
41.2228,-30.75,40.9716,-57.69,41.2338,-30.88,0.2892,26.94,56.04,110213_s23,-70ctrl
41.2562,-33.98,41.2608,-46.88,41.2638,-34.06,0.0496,12.9,35.75,110213_s23,-70ctrl
41.3044,-44.63,41.3104,-53.56,41.3132,-37.13,0.0508,8.94,7.79,110213_s23,-70ctrl
41.3558,-50.5,41.3612,-55.06,41.3696,-41.81,0,4.56,0,110213_s23,-70ctrl
41.3944,-45.92,41.3612,-55.06,41.4046,-40.37,0.0622,9.15,0,110213_s23,-70ctrl
41.4182,-37.73,41.4234,-48.69,41.4332,-39,0.1144,10.96,111.87,110213_s23,-70ctrl
41.5352,-33.1,41.5378,-45.19,41.5424,-35.94,0,12.08,55.48,110213_s23,-70ctrl
41.5678,-38.42,41.5378,-45.19,41.5786,-31.81,0.4876,6.77,25.33,110213_s23,-70ctrl
42.0232,-29.9,42.0254,-55,42.0336,-29.69,0.0672,25.1,101.97,110213_s23,-70ctrl
42.0902,-30.69,42.0926,-44.75,42.099,-28.06,0.3092,14.06,45.03,110213_s23,-70ctrl
42.396,-48.52,42.4018,-55,42.4148,-49.81,0.0302,6.48,66.57,110213_s23,-70ctrl
42.4266,-55.69,42.432,-61.5,42.4406,-47.75,0,5.81,0,110213_s23,-70ctrl
42.4694,-48.06,42.432,-61.5,42.4772,-40.5,0.2112,13.44,0,110213_s23,-70ctrl
42.6374,-43.21,42.6432,-47.5,42.647,-36.5,0.2204,4.29,0,110213_s23,-70ctrl
42.8582,-41.21,42.8636,-49.56,42.8724,-37.87,0.5728,8.35,28.91,110213_s23,-70ctrl
43.4332,-32.73,43.4364,-53.31,43.4432,-34.94,0.3074,20.58,108.93,110213_s23,-70ctrl
43.7418,-35.25,43.7438,-45.19,43.7484,-33,0.126,9.94,20,110213_s23,-70ctrl
43.864,-36.69,43.8698,-50.94,43.877,-33.44,0.2526,14.25,45.82,110213_s23,-70ctrl
44.1208,-36.75,44.1224,-47.56,44.132,-34.44,0.1098,10.81,21.64,110213_s23,-70ctrl
44.2294,-36.58,44.2322,-51.56,44.2372,-32.88,0.0872,14.98,20.73,110213_s23,-70ctrl
44.3136,-40.15,44.3194,-54.38,44.3232,-40.31,0,14.23,56.87,110213_s23,-70ctrl
44.6898,-44.83,44.3194,-54.38,44.7052,-39.25,0.4036,9.54,0,110213_s23,-70ctrl
44.7192,-37.98,44.723,-47.81,44.7298,-37.31,0.1006,9.83,30.65,110213_s23,-70ctrl
44.8188,-34.56,44.8236,-44.5,44.8268,-33.75,0.0296,9.94,38.59,110213_s23,-70ctrl
44.8512,-39.48,44.8532,-58.81,44.859,-35.63,0,19.33,41.75,110213_s23,-70ctrl
44.8718,-37.44,44.8532,-58.81,44.8822,-34.56,0.4706,21.37,36.2,110213_s23,-70ctrl
45.321,-35.88,45.3238,-41.88,45.334,-32.19,0.627,6,48.16,110213_s23,-70ctrl
45.9482,-33.88,45.9508,-70.38,45.9572,-34.5,0.1328,36.5,157.09,110213_s23,-70ctrl
46.0796,-39.02,46.0836,-44.25,46.0884,-34.38,0.1938,5.23,12.5,110213_s23,-70ctrl
46.2722,-36.81,46.2774,-42.63,46.279,-33,0.2754,5.81,5.44,110213_s23,-70ctrl
46.5476,-35.19,46.5528,-40.37,46.556,-30.81,0.5148,5.19,0,110213_s23,-70ctrl
47.0624,-42.85,47.0676,-49.56,47.072,-34.44,0.1018,6.71,2.1,110213_s23,-70ctrl
47.1646,-37.42,47.1694,-44.88,47.1748,-34.63,0.449,7.46,37.45,110213_s23,-70ctrl
47.613,-32.08,47.6184,-43.31,47.6202,-32.88,0.0356,11.23,44.46,110213_s23,-70ctrl
47.6486,-47.94,47.654,-52.31,47.6594,-42.56,0,4.38,8.86,110213_s23,-70ctrl
47.6936,-45.96,47.654,-52.31,47.7052,-40.69,0.0692,6.35,1.5,110213_s23,-70ctrl
47.7182,-42.54,47.7232,-48.19,47.7276,-37.06,0.132,5.65,14.61,110213_s23,-70ctrl
47.8496,-37.38,47.8552,-48.44,47.8606,-36.63,0,11.06,47.42,110213_s23,-70ctrl
47.9116,-35.58,47.8552,-48.44,47.9188,-33.81,0.2674,12.85,20.8,110213_s23,-70ctrl
48.1186,-32.73,48.1226,-39.31,48.1254,-30.38,0.2326,6.58,15.47,110213_s23,-70ctrl
48.35,-34.06,48.3552,-44.13,48.3578,-32.19,0.1292,10.06,41.36,110213_s23,-70ctrl
48.4802,-34.15,48.4844,-42.56,48.4938,-31.31,0.2116,8.42,40.79,110213_s23,-70ctrl
48.6946,-35.71,48.696,-77.06,48.7048,-35.94,1.7378,41.35,128.86,110213_s23,-70ctrl
50.4302,-31.19,50.4338,-48.88,50.438,-29.69,1.2702,17.69,41.3,110213_s23,-70ctrl
51.701,-30.04,51.704,-64.19,51.7114,-32.75,0,34.15,156.33,110213_s23,-70ctrl
52.7148,-30.98,51.704,-64.19,52.7246,-30.38,1.1422,33.21,40.58,110213_s23,-70ctrl
52.8434,-31.42,52.8462,-53.13,52.855,-30.31,1.1896,21.71,93.72,110213_s23,-70ctrl
54.0334,-29.29,54.0358,-60.5,54.0418,-31.19,0.7026,31.21,113.74,110213_s23,-70ctrl
54.7368,-29.98,54.7384,-50.69,54.744,-31.69,0.2252,20.71,79.15,110213_s23,-70ctrl
54.9614,-31.54,54.9636,-59.25,54.9736,-33.38,0.646,27.71,144.07,110213_s23,-70ctrl
55.6068,-30.83,55.6096,-42.25,55.6164,-28.19,0.7836,11.42,34.48,110213_s23,-70ctrl
56.3912,-26.73,56.3932,-68.06,56.4008,-31.31,0.836,41.33,183.44,110213_s23,-70ctrl
57.2248,-32.67,57.2292,-40.88,57.2354,-29.69,0,8.21,34.69,110213_s23,-70ctrl
57.6726,-32.58,57.2292,-40.88,57.6778,-31.12,1.2668,8.29,16.1,110213_s23,-70ctrl
58.4944,-32.65,58.496,-73.56,58.504,-35.13,0.6486,40.92,186.9,110213_s23,-70ctrl
59.1432,-37.73,59.1446,-57.88,59.1508,-36.38,0.0548,20.15,61.01,110213_s23,-70ctrl
59.194,-38.19,59.1994,-44.13,59.2042,-34.75,0.145,5.94,14.21,110213_s23,-70ctrl
59.342,-35.81,59.3444,-67.56,59.3528,-34.06,0,31.75,140.63,110213_s23,-70ctrl
59.6048,-41.77,59.3444,-67.56,59.6206,-38.44,0.4462,25.79,37.07,110213_s23,-70ctrl
59.7846,-51.71,59.7906,-55.63,59.7974,-44.69,0.1038,3.92,8.85,110213_s23,-70ctrl
59.889,-50.58,59.8944,-58.25,59.9074,-43,0.4558,7.67,72.35,110213_s23,-70ctrl
60.3466,-40.6,60.3502,-48.06,60.3566,-36,0.2194,7.46,28.15,110213_s23,-70ctrl
60.5642,-37,60.5696,-44.38,60.5782,-34.25,0.12,7.38,38.67,110213_s23,-70ctrl
60.6844,-46.9,60.6896,-48.94,60.6952,-39.94,0,2.04,0,110213_s23,-70ctrl
60.8404,-39,60.6896,-48.94,60.8476,-38.06,0,9.94,29.36,110213_s23,-70ctrl
60.865,-42.1,60.6896,-48.94,60.8734,-39.44,0,6.83,25.34,110213_s23,-70ctrl
61.0618,-40.17,60.6896,-48.94,61.0692,-37.13,0.6472,8.77,19,110213_s23,-70ctrl
61.3352,-37.42,61.3368,-63.69,61.3492,-39.19,0.734,26.27,130.95,110213_s23,-70ctrl
62.0654,-36.35,62.0708,-40,62.0796,-30.62,0.2914,3.65,0,110213_s23,-70ctrl
62.3568,-40.19,62.3622,-44.56,62.3644,-34.63,0.1056,4.38,3.66,110213_s23,-70ctrl
62.464,-34.77,62.4678,-62.25,62.4816,-39.31,0.0528,27.48,232.99,110213_s23,-70ctrl
62.5194,-37.4,62.5206,-84.81,62.527,-36.19,0.0684,47.42,137.34,110213_s23,-70ctrl
62.5864,-31.85,62.589,-44.25,62.5926,-30.06,0.0634,12.4,24.83,110213_s23,-70ctrl
62.6472,-34.19,62.6524,-40.75,62.6586,-30.94,0.1578,6.56,23.69,110213_s23,-70ctrl
62.8066,-32.13,62.8102,-43.81,62.831,-34.56,0.1398,11.69,172.56,110213_s23,-70ctrl
62.945,-39.1,62.95,-47.44,62.957,-38.06,0.0836,8.33,37.93,110213_s23,-70ctrl
63.0276,-45.83,63.0336,-61.25,63.038,-43.94,0.0512,15.42,43.47,110213_s23,-70ctrl
63.0814,-37.9,63.0848,-47.25,63.0934,-36.94,0.1062,9.35,46.76,110213_s23,-70ctrl
63.1882,-41.71,63.191,-72.38,63.1982,-40.31,0.2502,30.67,114.89,110213_s23,-70ctrl
63.439,-38.6,63.4412,-52.69,63.4464,-35.06,0.5124,14.08,26.46,110213_s23,-70ctrl
63.9486,-33.48,63.9536,-43.94,63.9604,-33.5,0.785,10.46,45.22,110213_s23,-70ctrl
64.7354,-36.08,64.7386,-46.31,64.742,-34.56,0.1564,10.23,34.31,110213_s23,-70ctrl
64.891,-35.13,64.895,-47.31,64.8986,-32.38,0.9412,12.19,17.9,110213_s23,-70ctrl
65.8306,-40.23,65.8362,-55.56,65.8426,-37,0.1074,15.33,55.15,110213_s23,-70ctrl
65.9398,-40.98,65.9436,-65.44,65.949,-37.87,0.1194,24.46,104.71,110213_s23,-70ctrl
66.0598,-37.81,66.063,-46.81,66.0664,-37.38,0.0242,9,27.56,110213_s23,-70ctrl
66.0842,-40.02,66.0872,-50.5,66.095,-36.69,0.1244,10.48,43.53,110213_s23,-70ctrl
66.2064,-39.65,66.2116,-47.56,66.2184,-35.88,0.252,7.92,40.22,110213_s23,-70ctrl
66.4614,-34.52,66.4636,-61,66.4708,-37.69,0.2276,26.48,111.54,110213_s23,-70ctrl
66.6856,-39.73,66.6912,-55.5,66.6964,-35.81,0.4614,15.77,27.98,110213_s23,-70ctrl
67.1472,-41.6,67.1526,-47.38,67.158,-35.25,0.8262,5.77,0,110213_s23,-70ctrl
67.9762,-48.71,67.9788,-59.63,67.9882,-47.12,0.1738,10.92,40.73,110213_s23,-70ctrl
68.1474,-47.33,68.1526,-59.75,68.1574,-45.5,0.098,12.42,53.56,110213_s23,-70ctrl
68.2464,-51.02,68.2506,-60.88,68.2558,-48.31,0.015,9.85,32.45,110213_s23,-70ctrl
68.2632,-47.33,68.2656,-63.63,68.2704,-46.25,0,16.29,51.88,110213_s23,-70ctrl
68.4804,-42.56,68.2656,-63.63,68.4894,-42.13,0.3028,21.06,45.86,110213_s23,-70ctrl
68.5666,-49.69,68.5684,-74.56,68.5756,-50.88,0.092,24.88,105.55,110213_s23,-70ctrl
68.657,-55.19,68.6604,-69.38,68.6706,-55.81,0.0788,14.19,100.44,110213_s23,-70ctrl
68.7378,-48.29,68.7392,-63.56,68.7428,-49.31,1.7044,15.27,31,110213_s23,-70ctrl
70.4412,-39.73,70.4436,-52.5,70.452,-41.25,1.5154,12.77,81.13,110213_s23,-70ctrl
71.957,-37.31,71.959,-46.88,71.965,-36.06,0.1112,9.56,41.64,110213_s23,-70ctrl
72.0648,-42.19,72.0702,-46.94,72.0774,-36.75,0.7964,4.75,0.2,110213_s23,-70ctrl
72.8622,-42.56,72.8666,-56.63,72.8744,-38.56,0.0682,14.06,31.2,110213_s23,-70ctrl
72.9296,-42.23,72.9348,-46.69,72.9396,-37.63,0.5962,4.46,0,110213_s23,-70ctrl
73.5268,-39.13,73.531,-53.19,73.5362,-37.13,0.1144,14.06,39.06,110213_s23,-70ctrl
73.6434,-39.04,73.6454,-79.94,73.6544,-43.31,0.2494,40.9,210.93,110213_s23,-70ctrl
73.8932,-37.56,73.8948,-47.06,73.9012,-34.69,0,9.5,22.88,110213_s23,-70ctrl
74.3934,-41.5,73.8948,-47.06,74.4082,-38.81,0.7552,5.56,20.79,110213_s23,-70ctrl
74.6448,-40.13,74.65,-49.31,74.6578,-37.63,0.3212,9.19,44.01,110213_s23,-70ctrl
74.9682,-35.9,74.9712,-51.69,74.977,-34.38,1.6674,15.79,55.34,110213_s23,-70ctrl
76.633,-36.73,76.6386,-60.69,76.646,-33.94,0,23.96,81.16,110213_s23,-70ctrl
76.7722,-36.1,76.6386,-60.69,76.7808,-30.62,0.42,24.58,0,110213_s23,-70ctrl
77.0558,-31.54,77.0586,-45.56,77.0686,-31.44,0.0444,14.02,71.88,110213_s23,-70ctrl
77.1008,-32.21,77.103,-51.06,77.1098,-30.5,0.5848,18.85,53.58,110213_s23,-70ctrl
77.685,-35.54,77.6878,-58.19,77.695,-33.94,0.0466,22.65,77.28,110213_s23,-70ctrl
77.7292,-33.9,77.7344,-44.38,77.7432,-30.94,0.5246,10.48,43.79,110213_s23,-70ctrl
78.2564,-32.31,78.259,-63.19,78.2706,-37.25,0.8612,30.87,204.77,110213_s23,-70ctrl
79.1178,-38.83,79.1202,-64.44,79.128,-40.06,0.4888,25.6,136.97,110213_s23,-70ctrl
79.607,-40.54,79.609,-75.5,79.6142,-38.81,0,34.96,90.94,110213_s23,-70ctrl
79.6624,-40.23,79.609,-75.5,79.675,-37.19,0.1756,35.27,24.33,110213_s23,-70ctrl
79.7824,-39.85,79.7846,-96,79.7914,-42.63,0.6526,56.15,215.14,110213_s23,-70ctrl
80.4356,-31.08,80.4372,-46.88,80.4432,-31.31,0,15.79,46.13,110213_s23,-70ctrl
80.9194,-35.48,80.4372,-46.88,80.9282,-30.88,1.7032,11.4,0,110213_s23,-70ctrl
82.1372,-35.94,82.1404,-45.81,82.1538,-35.13,0.0348,9.88,64.4,110213_s23,-70ctrl
82.171,-36.71,82.1752,-45.25,82.1776,-34.63,0.1942,8.54,19.48,110213_s23,-70ctrl
82.3638,-38.73,82.3694,-45.88,82.3718,-36.94,0.2542,7.15,23.02,110213_s23,-70ctrl
82.618,-38.46,82.6236,-46.75,82.6324,-31.06,0.8732,8.29,11.45,110213_s23,-70ctrl
83.4942,-32.71,83.4968,-53.25,83.5044,-31.5,0.0702,20.54,70.3,110213_s23,-70ctrl
83.5642,-32.58,83.567,-48.13,83.5726,-30.69,1.0346,15.54,45.08,110213_s23,-70ctrl
84.5994,-32.52,84.6016,-49.31,84.6068,-33.75,1.1456,16.79,61.34,110213_s23,-70ctrl
85.745,-38.33,85.7472,-46.31,85.7556,-35.25,0.1864,7.98,16.94,110213_s23,-70ctrl
85.9278,-45.4,85.9336,-48.88,85.9386,-37.25,0.0684,3.48,0,110213_s23,-70ctrl
86,-38.54,86.002,-49.69,86.0048,-38.56,0.0086,11.15,25.54,110213_s23,-70ctrl
86.007,-41.1,86.0106,-54.38,86.0124,-39.69,0.0144,13.27,23.62,110213_s23,-70ctrl
86.0224,-39.4,86.025,-52.31,86.0272,-38.38,0.6022,12.92,23.13,110213_s23,-70ctrl
86.6218,-35.38,86.6272,-57.63,86.6316,-33.31,0.138,22.25,66.79,110213_s23,-70ctrl
86.7618,-34.29,86.7652,-44.63,86.7674,-30.81,0.05,10.33,14.36,110213_s23,-70ctrl
86.8096,-30.73,86.8152,-53.25,86.8206,-31.31,0,22.52,73.73,110213_s23,-70ctrl
86.8594,-37.58,86.8152,-53.25,86.8688,-34.38,0.1176,15.67,10.64,110213_s23,-70ctrl
86.9302,-39.52,86.9328,-49.63,86.9348,-35.25,0.0992,10.1,11.48,110213_s23,-70ctrl
87.0266,-32.56,87.032,-41.81,87.0372,-29.75,0.1524,9.25,31.98,110213_s23,-70ctrl
87.182,-33.71,87.1844,-44.38,87.1902,-31.94,0.3308,10.67,44.3,110213_s23,-70ctrl
87.5132,-36.15,87.5152,-93,87.5228,-38.31,2.5116,56.85,213.15,110213_s23,-70ctrl
90.0242,-39.44,90.0268,-67,90.0342,-37.94,2.6046,27.56,97.68,110213_s23,-70ctrl
92.6268,-35.6,92.6314,-46.63,92.6388,-34.75,0.7958,11.02,53.73,110213_s23,-70ctrl
93.424,-37.38,93.4272,-44.94,93.4328,-34.63,0.0606,7.56,22.49,110213_s23,-70ctrl
93.4858,-37.33,93.4878,-58.19,93.493,-34.13,0.775,20.85,65.87,110213_s23,-70ctrl
94.2594,-31.6,94.2628,-51.13,94.2686,-31.44,0.4414,19.52,45.6,110213_s23,-70ctrl
94.7028,-30.23,94.7042,-51.06,94.7108,-29.25,0.163,20.83,54.57,110213_s23,-70ctrl
94.8652,-30.75,94.8672,-50.88,94.8746,-31.87,0.5194,20.13,72.75,110213_s23,-70ctrl
95.3842,-29.35,95.3866,-62.69,95.393,-32.19,0.6162,33.33,135.36,110213_s23,-70ctrl
96.0008,-32.4,96.0028,-51.81,96.0096,-33.25,3.1282,19.42,83.94,110213_s23,-70ctrl
200.1462,-29.69,200.1492,-55.19,200.1548,-29.37,2.8546,25.5,76.34,110213_s23,-70mid
202.9984,-26.04,203.0038,-34.31,203.0102,-24.75,1.2944,8.27,31.3,110213_s23,-70mid
204.2942,-25.5,204.2982,-47.31,204.3074,-26.37,0.4624,21.81,111.16,110213_s23,-70mid
204.7562,-25.81,204.7606,-37.19,204.7686,-25.19,2.0294,11.38,65.3,110213_s23,-70mid
206.7888,-26.35,206.79,-43.13,206.7968,-27.81,0.613,16.77,53.52,110213_s23,-70mid
207.4002,-28.9,207.403,-45.75,207.4084,-26,0.7164,16.85,35.16,110213_s23,-70mid
208.1164,-28.25,208.1194,-60.69,208.1288,-28.31,0.1412,32.44,142.31,110213_s23,-70mid
208.2582,-28.06,208.2606,-35.88,208.2652,-25.31,1.0264,7.81,19.7,110213_s23,-70mid
209.2824,-32.29,209.287,-51.06,209.2914,-31,0.027,18.77,44.38,110213_s23,-70mid
209.3118,-31.88,209.314,-48.75,209.3216,-29.81,0.1546,16.88,65.97,110213_s23,-70mid
209.4622,-31,209.4686,-39.38,209.4714,-27.69,0.8328,8.38,18.37,110213_s23,-70mid
210.296,-30.13,210.3014,-36.56,210.3092,-27.69,0.094,6.44,19.4,110213_s23,-70mid
210.3938,-26.1,210.3954,-38.56,210.3994,-26.75,1.3528,12.46,31.31,110213_s23,-70mid
211.744,-30.56,211.7482,-50.94,211.7534,-27.69,0.3666,20.38,32.69,110213_s23,-70mid
212.1128,-29.96,212.1148,-51.88,212.12,-28.38,0.4608,21.92,70.75,110213_s23,-70mid
