ID,stim,mask_region,int,delta
cell4_02_2_2022,1,3,726.9284765128123,0.07570211817430283
cell4_02_2_2022,1,3,697.913463670539,0.07772232018383679
cell4_02_2_2022,1,3,669.7867687514112,0.06857350479686561
cell4_02_2_2022,1,3,644.7852206865887,0.048828913140987744
cell4_02_2_2022,1,3,759.3587937394344,0.05774246794758074
cell4_02_2_2022,1,3,738.8770968074068,0.07915295235652933
cell4_02_2_2022,1,3,708.9157217763972,0.0871319048706699
cell4_02_2_2022,1,3,677.5160125556627,0.08112459885879147
cell4_02_2_2022,1,3,649.1322765600896,0.060224521626150246
cell4_02_2_2022,1,3,757.8906293978965,0.044100972583531614
cell4_02_2_2022,1,3,750.2040320799674,0.074835117478128
cell4_02_2_2022,1,3,721.9434717474115,0.0852801596039593
cell4_02_2_2022,1,3,685.1792112163731,0.07473904749951306
cell4_02_2_2022,1,3,652.5101066489289,0.0534535167949723
cell4_02_2_2022,1,3,753.427993932523,0.07278667741161074
cell4_02_2_2022,1,3,744.1769520443108,0.10629663114826285
cell4_02_2_2022,1,3,710.9966912082696,0.10440664060619094
cell4_02_2_2022,1,3,670.7541227424668,0.07282129814171531
cell4_02_2_2022,1,3,725.5806140726442,0.03827926833950125
cell4_02_2_2022,1,3,742.1852287832439,0.09684377049247989
cell4_02_2_2022,1,3,733.1234159547399,0.13130808832960822
cell4_02_2_2022,1,3,702.8252876774449,0.12520097412865755
cell4_02_2_2022,1,3,667.4933916828935,0.08564974248739865
cell4_02_2_2022,1,3,641.9953945738473,0.042028731236277865
cell4_02_2_2022,1,3,721.2528229656488,0.04819872752191734
cell4_02_2_2022,1,3,727.6715801914046,0.09747840658798454
cell4_02_2_2022,1,3,714.5242601906822,0.12243106943141996
cell4_02_2_2022,1,3,689.3639117111346,0.11586220073415722
cell4_02_2_2022,1,3,663.8689723350394,0.08366195778691352
cell4_02_2_2022,1,3,645.9939318782431,0.04586209504888062
cell4_02_2_2022,1,3,724.8953733166059,0.0486434452083576
cell4_02_2_2022,1,3,712.8708332614959,0.07257264027165197
cell4_02_2_2022,1,3,688.667914861488,0.07511760651440581
cell4_02_2_2022,1,3,665.1623115454921,0.06349157143892849
cell4_02_2_2022,1,3,649.0458162091059,0.04439246808512299
cell4_02_2_2022,1,3,722.2966073685889,0.03706481390877616
cell4_02_2_2022,1,4,734.5919145528637,0.06046419127229598
cell4_02_2_2022,1,4,768.1455721654764,0.0617264817720885
cell4_02_2_2022,1,4,312.9409578612104,0.08879275949827366
cell4_02_2_2022,1,4,208.7572456062137,0.16350643675151827
cell4_02_2_2022,1,4,125.76093033785521,0.24938486317843492
cell4_02_2_2022,1,4,709.9442913887546,0.05921050030877145
cell4_02_2_2022,1,4,754.4614031840803,0.0894616482970626
cell4_02_2_2022,1,4,781.672871532166,0.0827312448289074
cell4_02_2_2022,1,4,786.58846555052,0.04581013030766069
cell4_02_2_2022,1,4,451.85645490567225,0.05789442803073142
cell4_02_2_2022,1,4,340.62966247276205,0.1156139885050588
cell4_02_2_2022,1,4,228.93361705810835,0.19200038369219394
cell4_02_2_2022,1,4,137.5188644915029,0.2808466200262373
cell4_02_2_2022,1,4,693.4380448236443,0.05574706819922553
cell4_02_2_2022,1,4,733.1271266305724,0.0896633840246398
cell4_02_2_2022,1,4,767.2429207325448,0.10180216345093868
cell4_02_2_2022,1,4,788.1813798974736,0.08321821179489594
cell4_02_2_2022,1,4,793.4426127293955,0.04559421583114406
cell4_02_2_2022,1,4,471.0832602368153,0.07440362529024395
cell4_02_2_2022,1,4,353.8550627313077,0.11894137663041204
cell4_02_2_2022,1,4,235.0368638550407,0.17073605925941993
cell4_02_2_2022,1,4,138.59780843281544,0.23305761619344717
cell4_02_2_2022,1,4,710.1514814105399,0.0749049949720927
cell4_02_2_2022,1,4,745.8353708778368,0.10500496173641337
cell4_02_2_2022,1,4,774.218905881274,0.1066992805762806
cell4_02_2_2022,1,4,792.9493944280216,0.08246500252039682
cell4_02_2_2022,1,4,799.3358602790463,0.04467369286851028
cell4_02_2_2022,1,4,479.0154406644597,0.07579324836614207
cell4_02_2_2022,1,4,355.70402208070846,0.09988201089967468
cell4_02_2_2022,1,4,674.8117598892424,0.04661375167702857
cell4_02_2_2022,1,4,716.5148593513604,0.08801947556557596
cell4_02_2_2022,1,4,749.3433859637498,0.11047836120306684
cell4_02_2_2022,1,4,774.3433647419664,0.1049022615935322
cell4_02_2_2022,1,4,793.0376649405061,0.08023805085345698
cell4_02_2_2022,1,4,803.2227032470802,0.04662655517334416
cell4_02_2_2022,1,4,486.0544560436318,0.07478928521880526
cell4_02_2_2022,1,4,361.0063787409243,0.09046699966155547
cell4_02_2_2022,1,4,645.5977159137192,0.050152962189344015
cell4_02_2_2022,1,4,683.9879120040182,0.07503833591132533
cell4_02_2_2022,1,4,719.0391393817971,0.09721207606906815
cell4_02_2_2022,1,4,745.278352341008,0.10228652089977393
cell4_02_2_2022,1,4,763.9441542239147,0.08785836576338052
cell4_02_2_2022,1,4,781.2369341737063,0.06590933416675504
cell4_02_2_2022,1,4,797.9588778870287,0.0430290490194375
cell4_02_2_2022,1,4,596.3760472987075,0.04334774724617946
cell4_02_2_2022,1,4,501.0519891877868,0.08720655437305672
cell4_02_2_2022,1,4,378.7220297620973,0.11365948223904901
cell4_02_2_2022,1,4,251.0006473216362,0.11217668107328801
cell4_02_2_2022,1,4,637.2319919091306,0.06277919555321344
cell4_02_2_2022,1,4,664.4089563499001,0.07687282710881697
cell4_02_2_2022,1,4,691.4055611769327,0.0806732264366342
cell4_02_2_2022,1,4,715.7740134712413,0.07935804708411705
cell4_02_2_2022,1,4,733.293897731974,0.07165328208198211
cell4_02_2_2022,1,4,745.3260752563637,0.05746938889647048
cell4_02_2_2022,1,4,761.3968363448994,0.04466685710238783
cell4_02_2_2022,1,4,785.0453856860108,0.03542422493757271
cell4_02_2_2022,1,4,608.3389688513499,0.051905378813360714
cell4_02_2_2022,1,4,519.4103099841956,0.10851099596318979
cell4_02_2_2022,1,4,401.14836108903273,0.15164337777287756
cell4_02_2_2022,1,4,271.54734880962087,0.1618349266173159
cell4_02_2_2022,1,4,661.0675293035331,0.05635784051655654
cell4_02_2_2022,1,4,677.6918807794176,0.05935564602539544
cell4_02_2_2022,1,4,692.0042415851098,0.04635645481953888
cell4_02_2_2022,1,4,706.1758264947058,0.03561892657742547
cell4_02_2_2022,1,4,728.8138495212467,0.034395392447530156
cell4_02_2_2022,1,4,746.7847056324927,0.03615854137713737
cell4_02_2_2022,1,4,775.7742879737428,0.03756765785833823
cell4_02_2_2022,1,4,804.4786706728746,0.034454496898218445
cell4_02_2_2022,1,4,619.0101637376379,0.06919751142741472
cell4_02_2_2022,1,4,532.5417371891908,0.12727044532455573
cell4_02_2_2022,1,4,415.8489073015399,0.17437597993662335
cell4_02_2_2022,1,4,284.3656554217756,0.18955535839078128
cell4_02_2_2022,1,4,169.11958929874552,0.18358065951210914
cell4_02_2_2022,1,4,737.4094926707488,0.04507201144203867
cell4_02_2_2022,1,4,771.1465544801482,0.05460098893498362
cell4_02_2_2022,1,4,804.4408279106115,0.055955305062215834
cell4_02_2_2022,1,4,823.3651184671326,0.053352525941432874
cell4_02_2_2022,1,4,820.6399585515327,0.05177565271119456
cell4_02_2_2022,1,4,794.6029875735907,0.051495997901566844
cell4_02_2_2022,1,4,750.4265023697963,0.05419098086417561
cell4_02_2_2022,1,4,695.8046438416795,0.06868655682086246
cell4_02_2_2022,1,4,629.8139618319777,0.1034518439664424
cell4_02_2_2022,1,4,540.5565361738296,0.15046667555253213
cell4_02_2_2022,1,4,421.02923751171903,0.18601779995457682
cell4_02_2_2022,1,4,287.0684028997603,0.19537965276996078
cell4_02_2_2022,1,4,169.8863203818646,0.18914269819096843
cell4_02_2_2022,1,4,720.2905240660749,0.05156159859436876
cell4_02_2_2022,1,4,758.1554405656462,0.07064270876890512
cell4_02_2_2022,1,4,796.7813539553568,0.07783644550541015
cell4_02_2_2022,1,4,824.503185794298,0.08097090919543871
cell4_02_2_2022,1,4,832.3466365150767,0.08692021602205266
cell4_02_2_2022,1,4,812.9838844866005,0.09459228960714318
cell4_02_2_2022,1,4,768.8689982324768,0.10273495426153956
cell4_02_2_2022,1,4,710.2494798370675,0.11745493973024776
cell4_02_2_2022,1,4,638.9661240426736,0.14590254828631993
cell4_02_2_2022,1,4,544.0678476060654,0.18096728439826487
cell4_02_2_2022,1,4,419.8277321557289,0.20272961346671114
cell4_02_2_2022,1,4,283.68345040726973,0.2010005236317124
cell4_02_2_2022,1,4,166.6227584313743,0.18459633897430755
cell4_02_2_2022,1,4,695.3882760123339,0.043131579777362164
cell4_02_2_2022,1,4,732.6520212347563,0.06994406004719772
cell4_02_2_2022,1,4,774.1461428396234,0.0819364917531202
cell4_02_2_2022,1,4,811.7612938283745,0.09078991515456405
cell4_02_2_2022,1,4,832.1609728999264,0.1037403898248657
cell4_02_2_2022,1,4,821.1486679756985,0.11740938481989854
cell4_02_2_2022,1,4,778.7124593904028,0.129050995290154
cell4_02_2_2022,1,4,716.8278465772215,0.14432706445916757
cell4_02_2_2022,1,4,640.0153834172294,0.17023040381083376
cell4_02_2_2022,1,4,539.6325304813503,0.1999146686463893
cell4_02_2_2022,1,4,411.988718492277,0.21383959510888667
cell4_02_2_2022,1,4,275.7275337421933,0.20142509849187146
cell4_02_2_2022,1,4,707.114174775989,0.056827716669614774
cell4_02_2_2022,1,4,744.0519840245228,0.0671673601230311
cell4_02_2_2022,1,4,785.1998507889125,0.07950822040582331
cell4_02_2_2022,1,4,812.8948293739772,0.09813148780814301
cell4_02_2_2022,1,4,807.7368226445845,0.11466378040763536
cell4_02_2_2022,1,4,769.1163115433947,0.12701755281666638
cell4_02_2_2022,1,4,708.8232553959292,0.1435053234734487
cell4_02_2_2022,1,4,630.6306283243938,0.17016494614982844
cell4_02_2_2022,1,4,527.4101320000295,0.1977225051890705
cell4_02_2_2022,1,4,398.61483094194244,0.20609270561603307
cell4_02_2_2022,1,4,264.49499132304896,0.18553401053720095
cell4_02_2_2022,1,4,692.5482881863836,0.04108209155103942
cell4_02_2_2022,1,4,721.0538138621251,0.04640688807533774
cell4_02_2_2022,1,4,758.6693383892599,0.0621055639983936
cell4_02_2_2022,1,4,784.4786731593607,0.0854978595875335
cell4_02_2_2022,1,4,777.9650354068659,0.1014505671339684
cell4_02_2_2022,1,4,741.5307947182491,0.11059225049108702
cell4_02_2_2022,1,4,686.2425936072694,0.12599256657184266
cell4_02_2_2022,1,4,611.7053728294178,0.15240736665980653
cell4_02_2_2022,1,4,509.97027554153584,0.17787138956573992
cell4_02_2_2022,1,4,383.2991437551659,0.18388521017211598
cell4_02_2_2022,1,4,253.4176918615698,0.16402542570304093
cell4_02_2_2022,1,4,744.7850469029804,0.0495433939682922
cell4_02_2_2022,1,4,762.6300876484717,0.0749342417423791
cell4_02_2_2022,1,4,748.6220166053321,0.08631315551617116
cell4_02_2_2022,1,4,710.3672690510983,0.08771923711140256
cell4_02_2_2022,1,4,658.3858627726577,0.09632308562432021
cell4_02_2_2022,1,4,588.2801173927018,0.11797406226724706
cell4_02_2_2022,1,4,490.77004370359344,0.1429355927928521
cell4_02_2_2022,1,4,369.22260925208394,0.15729762378096057
cell4_02_2_2022,1,4,245.0311223848158,0.15564978421809755
cell4_02_2_2022,1,4,742.2061097188662,0.04024411694071773
cell4_02_2_2022,1,4,748.6738267161804,0.06005647775576229
cell4_02_2_2022,1,4,726.4826410830815,0.06449448363510062
cell4_02_2_2022,1,4,686.6715750946763,0.05977391612244231
cell4_02_2_2022,1,4,636.2497992018231,0.06177213880675507
cell4_02_2_2022,1,4,567.8496685309378,0.0773279239144806
cell4_02_2_2022,1,4,472.94632838975485,0.10300822045159365
cell4_02_2_2022,1,4,356.0752021820088,0.1324405755237614
cell4_02_2_2022,1,4,237.20981007255864,0.16082426980385106
cell4_02_2_2022,1,4,734.2846355772059,0.03460963356875088
cell4_02_2_2022,1,4,453.5995120610507,0.06869004977225282
cell4_02_2_2022,1,4,338.47319233354074,0.10598606102624794
cell4_02_2_2022,1,4,224.2035833659652,0.15762333762613687
cell4_02_2_2022,1,4,314.9881835926674,0.0864366393507551
cell4_02_2_2022,1,4,205.8218414705724,0.1471316094416496
cell4_02_2_2022,1,4,404.28376574305,0.06408615116809656
cell4_02_2_2022,1,4,290.88912421627487,0.09517895126984675
cell4_02_2_2022,1,4,187.3802997934297,0.15609911975835788
cell4_02_2_2022,1,4,569.0293070933578,0.06750208997399627
cell4_02_2_2022,1,4,484.8341164272015,0.09050151949984832
cell4_02_2_2022,1,4,379.2042867657019,0.10407549385375311
cell4_02_2_2022,1,4,268.0598509565904,0.12686292172801816
cell4_02_2_2022,1,4,169.5936920947258,0.17367836690698732
cell4_02_2_2022,1,4,669.9103805498504,0.049787674755330004
cell4_02_2_2022,1,4,622.2425745366845,0.08711231815242877
cell4_02_2_2022,1,4,553.2700958469667,0.1204236119948789
cell4_02_2_2022,1,4,461.73377482943624,0.13805989575630256
cell4_02_2_2022,1,4,353.98483180404196,0.1425354083711118
cell4_02_2_2022,1,4,244.29522176492057,0.14624162130404983
cell4_02_2_2022,1,4,717.0000524423018,0.03570249888419822
cell4_02_2_2022,1,4,700.3255356228464,0.05314635662617092
cell4_02_2_2022,1,4,669.5843269350112,0.091817850292891
cell4_02_2_2022,1,4,617.3220110332778,0.1319720565253205
cell4_02_2_2022,1,4,539.1134139257902,0.15291133968840764
cell4_02_2_2022,1,4,439.33884161960674,0.1531827750128207
cell4_02_2_2022,1,4,327.70764955757704,0.14128638215541678
cell4_02_2_2022,1,4,219.0080995979641,0.12532200475341895
cell4_02_2_2022,1,4,714.4707731516377,0.039481302496800985
cell4_02_2_2022,1,4,705.0624215328203,0.045516365236380786
cell4_02_2_2022,1,4,685.6079866196084,0.06633138207076478
cell4_02_2_2022,1,4,656.6910100124716,0.10483964259157155
cell4_02_2_2022,1,4,605.1387507422288,0.13404172588535943
cell4_02_2_2022,1,4,522.8890358771492,0.13481441471984132
cell4_02_2_2022,1,4,416.4684374407123,0.11621981181158718
cell4_02_2_2022,1,4,300.6471411238477,0.09204883695903902
cell4_02_2_2022,1,4,711.1158159480719,0.03561657344657456
cell4_02_2_2022,1,4,708.8076356743094,0.049680746303027885
cell4_02_2_2022,1,4,689.2509911419852,0.05562534079157784
cell4_02_2_2022,1,4,663.8980736481136,0.06773490404433478
cell4_02_2_2022,1,4,634.8684724188132,0.08945718894192756
cell4_02_2_2022,1,4,586.2612922194991,0.09885205443991497
cell4_02_2_2022,1,4,504.1473026559332,0.0836440288175942
cell4_02_2_2022,1,4,700.3129508011731,0.03933996543103158
cell4_02_2_2022,1,4,671.1263137535141,0.04177136838443385
cell4_02_2_2022,1,4,639.5000628358533,0.0431688886731058
cell4_02_2_2022,1,4,609.0232217008253,0.05089533336099183
cell4_02_2_2022,1,4,563.0313043954696,0.05180386123812108
cell4_02_2_2022,1,5,669.1807657117251,0.04038228335455053
cell4_02_2_2022,1,5,688.4121360338519,0.06836607777663796
cell4_02_2_2022,1,5,693.6638826891531,0.08030154130722471
cell4_02_2_2022,1,5,680.8460270616994,0.07162458986570125
cell4_02_2_2022,1,5,659.5658030510052,0.05315614058610337
cell4_02_2_2022,1,5,689.6982646820006,0.07341476043661012
cell4_02_2_2022,1,5,716.7290228451242,0.1255350148276965
cell4_02_2_2022,1,5,722.1961477515437,0.14874874404211677
cell4_02_2_2022,1,5,703.5114331645104,0.1355104932352454
cell4_02_2_2022,1,5,674.3887766506285,0.1061178725047226
cell4_02_2_2022,1,5,644.4655325589629,0.07782678861915847
cell4_02_2_2022,1,5,612.1756525454142,0.05562750011249033
cell4_02_2_2022,1,5,699.1194713687413,0.09743722871950664
cell4_02_2_2022,1,5,725.6152804219191,0.16411120624108608
cell4_02_2_2022,1,5,727.580868354246,0.19831516353181455
cell4_02_2_2022,1,5,702.2351058462036,0.18617962758945536
cell4_02_2_2022,1,5,664.0607574762294,0.15092994220075498
cell4_02_2_2022,1,5,623.9586075407078,0.11687281329214926
cell4_02_2_2022,1,5,581.2666396980759,0.09376213636944847
cell4_02_2_2022,1,5,531.3724888763956,0.08712785325266133
cell4_02_2_2022,1,5,472.72812260526945,0.09548900820925697
