"","id","roi","int","dist","index","time","channel","mask","int_val","dist_group"
"16509","24_06_5_02",26,181.8588,107,8,80,"ch0","up","abs","max"
"16510","24_06_5_02",26,162.3412,107,9,90,"ch0","up","abs","max"
"16511","24_06_5_02",26,160.2235,107,10,100,"ch0","up","abs","max"
"16512","24_06_5_02",26,157.7882,107,11,110,"ch0","up","abs","max"
"16513","24_06_5_02",26,157.2118,107,12,120,"ch0","up","abs","max"
"16514","24_06_5_02",26,153.7882,107,13,130,"ch0","up","abs","max"
"16515","24_06_5_02",26,151.7412,107,14,140,"ch0","up","abs","max"
"16516","24_06_5_02",26,147.3176,107,15,150,"ch0","up","abs","max"
"16517","24_06_5_02",26,146.0824,107,16,160,"ch0","up","abs","max"
"16518","24_06_5_02",26,158.8706,107,17,170,"ch0","up","abs","max"
"16519","24_06_5_02",26,158.2235,107,18,180,"ch0","up","abs","max"
"16520","24_06_5_02",26,157.9059,107,19,190,"ch0","up","abs","max"
"16521","24_06_5_02",26,154.9176,107,20,200,"ch0","up","abs","max"
"16522","24_06_5_02",26,156.9294,107,21,210,"ch0","up","abs","max"
"16523","24_06_5_02",26,158.0706,107,22,220,"ch0","up","abs","max"
"16524","24_06_5_02",26,157.0824,107,23,230,"ch0","up","abs","max"
"16525","24_06_5_02",26,157.8941,107,24,240,"ch0","up","abs","max"
"16526","24_06_5_02",26,160.6588,107,25,250,"ch0","up","abs","max"
"16527","24_06_5_02",26,162.9176,107,26,260,"ch0","up","abs","max"
"16528","24_06_5_02",26,165,107,27,270,"ch0","up","abs","max"
"16529","24_06_5_02",26,168.1765,107,28,280,"ch0","up","abs","max"
"16530","24_06_5_02",26,165.5294,107,30,290,"ch0","up","abs","max"
"16531","24_06_5_02",27,267.2857,79,0,0,"ch0","up","abs","max"
"16532","24_06_5_02",27,265.8776,79,1,10,"ch0","up","abs","max"
"16533","24_06_5_02",27,263.0408,79,2,20,"ch0","up","abs","max"
"16534","24_06_5_02",27,263.551,79,3,30,"ch0","up","abs","max"
"16535","24_06_5_02",27,268.4286,79,4,40,"ch0","up","abs","max"
"16536","24_06_5_02",27,275.2041,79,5,50,"ch0","up","abs","max"
"16537","24_06_5_02",27,276,79,6,60,"ch0","up","abs","max"
"16538","24_06_5_02",27,280.1837,79,7,70,"ch0","up","abs","max"
"16539","24_06_5_02",27,250.3878,79,8,80,"ch0","up","abs","max"
"16540","24_06_5_02",27,230.6939,79,9,90,"ch0","up","abs","max"
"16541","24_06_5_02",27,220.6122,79,10,100,"ch0","up","abs","max"
"16542","24_06_5_02",27,222.2449,79,11,110,"ch0","up","abs","max"
"16543","24_06_5_02",27,214.7755,79,12,120,"ch0","up","abs","max"
"16544","24_06_5_02",27,212.7755,79,13,130,"ch0","up","abs","max"
"16545","24_06_5_02",27,202.7347,79,14,140,"ch0","up","abs","max"
"16546","24_06_5_02",27,201.1837,79,15,150,"ch0","up","abs","max"
"16547","24_06_5_02",27,199.449,79,16,160,"ch0","up","abs","max"
"16548","24_06_5_02",27,208.8571,79,17,170,"ch0","up","abs","max"
"16549","24_06_5_02",27,226.5102,79,18,180,"ch0","up","abs","max"
"16550","24_06_5_02",27,226.5102,79,19,190,"ch0","up","abs","max"
"16551","24_06_5_02",27,212.8571,79,20,200,"ch0","up","abs","max"
"16552","24_06_5_02",27,213.3061,79,21,210,"ch0","up","abs","max"
"16553","24_06_5_02",27,210.7551,79,22,220,"ch0","up","abs","max"
"16554","24_06_5_02",27,209.9592,79,23,230,"ch0","up","abs","max"
"16555","24_06_5_02",27,218.5102,79,24,240,"ch0","up","abs","max"
"16556","24_06_5_02",27,219.9592,79,25,250,"ch0","up","abs","max"
"16557","24_06_5_02",27,220.9184,79,26,260,"ch0","up","abs","max"
"16558","24_06_5_02",27,222.1224,79,27,270,"ch0","up","abs","max"
"16559","24_06_5_02",27,226.3673,79,28,280,"ch0","up","abs","max"
"16560","24_06_5_02",27,226.1837,79,30,290,"ch0","up","abs","max"
"16561","24_06_5_02",28,292.8889,98,0,0,"ch0","up","abs","max"
"16562","24_06_5_02",28,291,98,1,10,"ch0","up","abs","max"
"16563","24_06_5_02",28,279.6667,98,2,20,"ch0","up","abs","max"
"16564","24_06_5_02",28,276.7778,98,3,30,"ch0","up","abs","max"
"16565","24_06_5_02",28,280.3333,98,4,40,"ch0","up","abs","max"
"16566","24_06_5_02",28,280.7222,98,5,50,"ch0","up","abs","max"
"16567","24_06_5_02",28,282.5,98,6,60,"ch0","up","abs","max"
"16568","24_06_5_02",28,279.9444,98,7,70,"ch0","up","abs","max"
"16569","24_06_5_02",28,246.0556,98,8,80,"ch0","up","abs","max"
"16570","24_06_5_02",28,228.7222,98,9,90,"ch0","up","abs","max"
"16571","24_06_5_02",28,219.6667,98,10,100,"ch0","up","abs","max"
"16572","24_06_5_02",28,220.8333,98,11,110,"ch0","up","abs","max"
"16573","24_06_5_02",28,224.1667,98,12,120,"ch0","up","abs","max"
"16574","24_06_5_02",28,219.1667,98,13,130,"ch0","up","abs","max"
"16575","24_06_5_02",28,219.0556,98,14,140,"ch0","up","abs","max"
"16576","24_06_5_02",28,213.8333,98,15,150,"ch0","up","abs","max"
"16577","24_06_5_02",28,212.1667,98,16,160,"ch0","up","abs","max"
"16578","24_06_5_02",28,236.5,98,17,170,"ch0","up","abs","max"
"16579","24_06_5_02",28,252.5,98,18,180,"ch0","up","abs","max"
"16580","24_06_5_02",28,233.6111,98,19,190,"ch0","up","abs","max"
"16581","24_06_5_02",28,231.2222,98,20,200,"ch0","up","abs","max"
"16582","24_06_5_02",28,220.3889,98,21,210,"ch0","up","abs","max"
"16583","24_06_5_02",28,210.7222,98,22,220,"ch0","up","abs","max"
"16584","24_06_5_02",28,212.9444,98,23,230,"ch0","up","abs","max"
"16585","24_06_5_02",28,218.5556,98,24,240,"ch0","up","abs","max"
"16586","24_06_5_02",28,224.5,98,25,250,"ch0","up","abs","max"
"16587","24_06_5_02",28,224.6111,98,26,260,"ch0","up","abs","max"
"16588","24_06_5_02",28,228.0556,98,27,270,"ch0","up","abs","max"
"16589","24_06_5_02",28,225.7222,98,28,280,"ch0","up","abs","max"
"16590","24_06_5_02",28,229.8889,98,30,290,"ch0","up","abs","max"
"16591","24_06_5_02",29,219.1951,118,0,0,"ch0","up","abs","max"
"16592","24_06_5_02",29,211.8902,118,1,10,"ch0","up","abs","max"
"16593","24_06_5_02",29,211.2195,118,2,20,"ch0","up","abs","max"
"16594","24_06_5_02",29,203.5244,118,3,30,"ch0","up","abs","max"
"16595","24_06_5_02",29,208.2439,118,4,40,"ch0","up","abs","max"
"16596","24_06_5_02",29,206.4024,118,5,50,"ch0","up","abs","max"
"16597","24_06_5_02",29,208.5732,118,6,60,"ch0","up","abs","max"
"16598","24_06_5_02",29,191.9756,118,7,70,"ch0","up","abs","max"
"16599","24_06_5_02",29,169.7195,118,8,80,"ch0","up","abs","max"
"16600","24_06_5_02",29,160.6098,118,9,90,"ch0","up","abs","max"
"16601","24_06_5_02",29,152.7683,118,10,100,"ch0","up","abs","max"
"16602","24_06_5_02",29,152.3171,118,11,110,"ch0","up","abs","max"
"16603","24_06_5_02",29,151.1951,118,12,120,"ch0","up","abs","max"
"16604","24_06_5_02",29,148.6341,118,13,130,"ch0","up","abs","max"
"16605","24_06_5_02",29,150.1951,118,14,140,"ch0","up","abs","max"
"16606","24_06_5_02",29,143.7439,118,15,150,"ch0","up","abs","max"
"16607","24_06_5_02",29,148.5732,118,16,160,"ch0","up","abs","max"
"16608","24_06_5_02",29,163.5854,118,17,170,"ch0","up","abs","max"
"16609","24_06_5_02",29,156.0244,118,18,180,"ch0","up","abs","max"
"16610","24_06_5_02",29,156.2317,118,19,190,"ch0","up","abs","max"
"16611","24_06_5_02",29,158.0122,118,20,200,"ch0","up","abs","max"
"16612","24_06_5_02",29,159.3902,118,21,210,"ch0","up","abs","max"
"16613","24_06_5_02",29,157.5,118,22,220,"ch0","up","abs","max"
"16614","24_06_5_02",29,160.4268,118,23,230,"ch0","up","abs","max"
"16615","24_06_5_02",29,159.6098,118,24,240,"ch0","up","abs","max"
"16616","24_06_5_02",29,161.3415,118,25,250,"ch0","up","abs","max"
"16617","24_06_5_02",29,168.1707,118,26,260,"ch0","up","abs","max"
"16618","24_06_5_02",29,165.5244,118,27,270,"ch0","up","abs","max"
"16619","24_06_5_02",29,166.9512,118,28,280,"ch0","up","abs","max"
"16620","24_06_5_02",29,169.7439,118,30,290,"ch0","up","abs","max"
"16621","24_06_5_02",30,199.1912,92,0,0,"ch0","up","abs","max"
"16622","24_06_5_02",30,197.4559,92,1,10,"ch0","up","abs","max"
"16623","24_06_5_02",30,197.1618,92,2,20,"ch0","up","abs","max"
"16624","24_06_5_02",30,197.3529,92,3,30,"ch0","up","abs","max"
"16625","24_06_5_02",30,195.6471,92,4,40,"ch0","up","abs","max"
"16626","24_06_5_02",30,205.3088,92,5,50,"ch0","up","abs","max"
"16627","24_06_5_02",30,193.7206,92,6,60,"ch0","up","abs","max"
"16628","24_06_5_02",30,204.9706,92,7,70,"ch0","up","abs","max"
"16629","24_06_5_02",30,176.6471,92,8,80,"ch0","up","abs","max"
"16630","24_06_5_02",30,164.9412,92,9,90,"ch0","up","abs","max"
"16631","24_06_5_02",30,157.0588,92,10,100,"ch0","up","abs","max"
"16632","24_06_5_02",30,153.1912,92,11,110,"ch0","up","abs","max"
"16633","24_06_5_02",30,159.8088,92,12,120,"ch0","up","abs","max"
"16634","24_06_5_02",30,149,92,13,130,"ch0","up","abs","max"
"16635","24_06_5_02",30,147.0294,92,14,140,"ch0","up","abs","max"
"16636","24_06_5_02",30,143.3382,92,15,150,"ch0","up","abs","max"
"16637","24_06_5_02",30,147.7941,92,16,160,"ch0","up","abs","max"
"16638","24_06_5_02",30,154.7059,92,17,170,"ch0","up","abs","max"
"16639","24_06_5_02",30,166.6618,92,18,180,"ch0","up","abs","max"
"16640","24_06_5_02",30,165.4412,92,19,190,"ch0","up","abs","max"
"16641","24_06_5_02",30,156.1029,92,20,200,"ch0","up","abs","max"
"16642","24_06_5_02",30,157.0588,92,21,210,"ch0","up","abs","max"
"16643","24_06_5_02",30,159.4265,92,22,220,"ch0","up","abs","max"
"16644","24_06_5_02",30,160.2794,92,23,230,"ch0","up","abs","max"
"16645","24_06_5_02",30,166.8088,92,24,240,"ch0","up","abs","max"
"16646","24_06_5_02",30,169.7794,92,25,250,"ch0","up","abs","max"
"16647","24_06_5_02",30,173.3676,92,26,260,"ch0","up","abs","max"
"16648","24_06_5_02",30,170.7941,92,27,270,"ch0","up","abs","max"
"16649","24_06_5_02",30,169.5,92,28,280,"ch0","up","abs","max"
"16650","24_06_5_02",30,171.8088,92,30,290,"ch0","up","abs","max"
"16651","24_06_5_02",31,243.102,124,0,0,"ch0","up","abs","max"
"16652","24_06_5_02",31,238.7551,124,1,10,"ch0","up","abs","max"
"16653","24_06_5_02",31,238.3265,124,2,20,"ch0","up","abs","max"
"16654","24_06_5_02",31,236.6224,124,3,30,"ch0","up","abs","max"
"16655","24_06_5_02",31,236.8265,124,4,40,"ch0","up","abs","max"
"16656","24_06_5_02",31,241.9796,124,5,50,"ch0","up","abs","max"
"16657","24_06_5_02",31,239.551,124,6,60,"ch0","up","abs","max"
"16658","24_06_5_02",31,231.0714,124,7,70,"ch0","up","abs","max"
"16659","24_06_5_02",31,203.0204,124,8,80,"ch0","up","abs","max"
"16660","24_06_5_02",31,188.7041,124,9,90,"ch0","up","abs","max"
"16661","24_06_5_02",31,183.4694,124,10,100,"ch0","up","abs","max"
"16662","24_06_5_02",31,179.3265,124,11,110,"ch0","up","abs","max"
"16663","24_06_5_02",31,177.0102,124,12,120,"ch0","up","abs","max"
"16664","24_06_5_02",31,176.3163,124,13,130,"ch0","up","abs","max"
"16665","24_06_5_02",31,166.3878,124,14,140,"ch0","up","abs","max"
"16666","24_06_5_02",31,165.4694,124,15,150,"ch0","up","abs","max"
"16667","24_06_5_02",31,165.9082,124,16,160,"ch0","up","abs","max"
"16668","24_06_5_02",31,185.3571,124,17,170,"ch0","up","abs","max"
"16669","24_06_5_02",31,180.8776,124,18,180,"ch0","up","abs","max"
"16670","24_06_5_02",31,183.0714,124,19,190,"ch0","up","abs","max"
"16671","24_06_5_02",31,185.3265,124,20,200,"ch0","up","abs","max"
"16672","24_06_5_02",31,191.0918,124,21,210,"ch0","up","abs","max"
"16673","24_06_5_02",31,194.8673,124,22,220,"ch0","up","abs","max"
"16674","24_06_5_02",31,201.4184,124,23,230,"ch0","up","abs","max"
"16675","24_06_5_02",31,205.9694,124,24,240,"ch0","up","abs","max"
"16676","24_06_5_02",31,211.1633,124,25,250,"ch0","up","abs","max"
"16677","24_06_5_02",31,207.5816,124,26,260,"ch0","up","abs","max"
"16678","24_06_5_02",31,210.4898,124,27,270,"ch0","up","abs","max"
"16679","24_06_5_02",31,209.9796,124,28,280,"ch0","up","abs","max"
"16680","24_06_5_02",31,218.449,124,30,290,"ch0","up","abs","max"
"16681","24_06_5_02",32,285.7692,139,0,0,"ch0","up","abs","max"
"16682","24_06_5_02",32,274.2308,139,1,10,"ch0","up","abs","max"
"16683","24_06_5_02",32,269.3846,139,2,20,"ch0","up","abs","max"
"16684","24_06_5_02",32,269.0769,139,3,30,"ch0","up","abs","max"
"16685","24_06_5_02",32,275.0769,139,4,40,"ch0","up","abs","max"
"16686","24_06_5_02",32,269.8462,139,5,50,"ch0","up","abs","max"
"16687","24_06_5_02",32,274.2308,139,6,60,"ch0","up","abs","max"
"16688","24_06_5_02",32,280.3077,139,7,70,"ch0","up","abs","max"
"16689","24_06_5_02",32,237.8462,139,8,80,"ch0","up","abs","max"
"16690","24_06_5_02",32,216.2308,139,9,90,"ch0","up","abs","max"
"16691","24_06_5_02",32,209.6154,139,10,100,"ch0","up","abs","max"
"16692","24_06_5_02",32,201.9231,139,11,110,"ch0","up","abs","max"
"16693","24_06_5_02",32,198.6154,139,12,120,"ch0","up","abs","max"
"16694","24_06_5_02",32,196.7692,139,13,130,"ch0","up","abs","max"
"16695","24_06_5_02",32,190.4615,139,14,140,"ch0","up","abs","max"
"16696","24_06_5_02",32,181,139,15,150,"ch0","up","abs","max"
"16697","24_06_5_02",32,189.5385,139,16,160,"ch0","up","abs","max"
"16698","24_06_5_02",32,200.0769,139,17,170,"ch0","up","abs","max"
"16699","24_06_5_02",32,201.0769,139,18,180,"ch0","up","abs","max"
"16700","24_06_5_02",32,198,139,19,190,"ch0","up","abs","max"
"16701","24_06_5_02",32,201.3846,139,20,200,"ch0","up","abs","max"
"16702","24_06_5_02",32,204.8462,139,21,210,"ch0","up","abs","max"
"16703","24_06_5_02",32,199.9231,139,22,220,"ch0","up","abs","max"
"16704","24_06_5_02",32,206.9231,139,23,230,"ch0","up","abs","max"
"16705","24_06_5_02",32,210.3846,139,24,240,"ch0","up","abs","max"
"16706","24_06_5_02",32,218.4615,139,25,250,"ch0","up","abs","max"
"16707","24_06_5_02",32,217.0769,139,26,260,"ch0","up","abs","max"
"16708","24_06_5_02",32,218.4615,139,27,270,"ch0","up","abs","max"
"16709","24_06_5_02",32,219.7692,139,28,280,"ch0","up","abs","max"
"16710","24_06_5_02",32,226.1538,139,30,290,"ch0","up","abs","max"
"16711","24_06_5_02",33,182.3429,156,0,0,"ch0","up","abs","mid"
"16712","24_06_5_02",33,172.9143,156,1,10,"ch0","up","abs","mid"
"16713","24_06_5_02",33,173.5429,156,2,20,"ch0","up","abs","mid"
"16714","24_06_5_02",33,174.7714,156,3,30,"ch0","up","abs","mid"
"16715","24_06_5_02",33,178.2571,156,4,40,"ch0","up","abs","mid"
"16716","24_06_5_02",33,178.1429,156,5,50,"ch0","up","abs","mid"
"16717","24_06_5_02",33,176.8286,156,6,60,"ch0","up","abs","mid"
"16718","24_06_5_02",33,191.6,156,7,70,"ch0","up","abs","mid"
"16719","24_06_5_02",33,167.0857,156,8,80,"ch0","up","abs","mid"
"16720","24_06_5_02",33,153.0571,156,9,90,"ch0","up","abs","mid"
"16721","24_06_5_02",33,142.0571,156,10,100,"ch0","up","abs","mid"
"16722","24_06_5_02",33,136.0857,156,11,110,"ch0","up","abs","mid"
"16723","24_06_5_02",33,133.6571,156,12,120,"ch0","up","abs","mid"
"16724","24_06_5_02",33,132.1429,156,13,130,"ch0","up","abs","mid"
"16725","24_06_5_02",33,124.0571,156,14,140,"ch0","up","abs","mid"
"16726","24_06_5_02",33,122,156,15,150,"ch0","up","abs","mid"
"16727","24_06_5_02",33,131.5143,156,16,160,"ch0","up","abs","mid"
"16728","24_06_5_02",33,131.5714,156,17,170,"ch0","up","abs","mid"
"16729","24_06_5_02",33,121.1714,156,18,180,"ch0","up","abs","mid"
"16730","24_06_5_02",33,128.0571,156,19,190,"ch0","up","abs","mid"
"16731","24_06_5_02",33,128.8286,156,20,200,"ch0","up","abs","mid"
"16732","24_06_5_02",33,129.3143,156,21,210,"ch0","up","abs","mid"
"16733","24_06_5_02",33,130.4857,156,22,220,"ch0","up","abs","mid"
"16734","24_06_5_02",33,131.6,156,23,230,"ch0","up","abs","mid"
"16735","24_06_5_02",33,135.5714,156,24,240,"ch0","up","abs","mid"
"16736","24_06_5_02",33,136.1143,156,25,250,"ch0","up","abs","mid"
"16737","24_06_5_02",33,140.8,156,26,260,"ch0","up","abs","mid"
"16738","24_06_5_02",33,145,156,27,270,"ch0","up","abs","mid"
"16739","24_06_5_02",33,143.3714,156,28,280,"ch0","up","abs","mid"
"16740","24_06_5_02",33,144.1429,156,30,290,"ch0","up","abs","mid"
"16741","24_06_5_02",34,181.0769,187,0,0,"ch0","up","abs","mid"
"16742","24_06_5_02",34,177.0769,187,1,10,"ch0","up","abs","mid"
"16743","24_06_5_02",34,172.4615,187,2,20,"ch0","up","abs","mid"
"16744","24_06_5_02",34,174.2308,187,3,30,"ch0","up","abs","mid"
"16745","24_06_5_02",34,173.7692,187,4,40,"ch0","up","abs","mid"
"16746","24_06_5_02",34,175.3846,187,5,50,"ch0","up","abs","mid"
"16747","24_06_5_02",34,172.3077,187,6,60,"ch0","up","abs","mid"
"16748","24_06_5_02",34,220.8462,187,7,70,"ch0","up","abs","mid"
"16749","24_06_5_02",34,204.7692,187,8,80,"ch0","up","abs","mid"
"16750","24_06_5_02",34,185.6154,187,9,90,"ch0","up","abs","mid"
"16751","24_06_5_02",34,167.4615,187,10,100,"ch0","up","abs","mid"
"16752","24_06_5_02",34,175.8462,187,11,110,"ch0","up","abs","mid"
"16753","24_06_5_02",34,165.4615,187,12,120,"ch0","up","abs","mid"
"16754","24_06_5_02",34,154.3846,187,13,130,"ch0","up","abs","mid"
"16755","24_06_5_02",34,145.9231,187,14,140,"ch0","up","abs","mid"
"16756","24_06_5_02",34,142.4615,187,15,150,"ch0","up","abs","mid"
"16757","24_06_5_02",34,154.3846,187,16,160,"ch0","up","abs","mid"
"16758","24_06_5_02",34,148.5385,187,17,170,"ch0","up","abs","mid"
"16759","24_06_5_02",34,134.6154,187,18,180,"ch0","up","abs","mid"
"16760","24_06_5_02",34,136.0769,187,19,190,"ch0","up","abs","mid"
"16761","24_06_5_02",34,129.8462,187,20,200,"ch0","up","abs","mid"
"16762","24_06_5_02",34,141.8462,187,21,210,"ch0","up","abs","mid"
"16763","24_06_5_02",34,152.0769,187,22,220,"ch0","up","abs","mid"
"16764","24_06_5_02",34,148.6154,187,23,230,"ch0","up","abs","mid"
"16765","24_06_5_02",34,147.0769,187,24,240,"ch0","up","abs","mid"
"16766","24_06_5_02",34,153.5385,187,25,250,"ch0","up","abs","mid"
"16767","24_06_5_02",34,166.9231,187,26,260,"ch0","up","abs","mid"
"16768","24_06_5_02",34,161.6154,187,27,270,"ch0","up","abs","mid"
"16769","24_06_5_02",34,163,187,28,280,"ch0","up","abs","mid"
"16770","24_06_5_02",34,170.9231,187,30,290,"ch0","up","abs","mid"
"16771","24_06_5_02",35,203.3913,201,0,0,"ch0","up","abs","mid"
"16772","24_06_5_02",35,197.9565,201,1,10,"ch0","up","abs","mid"
"16773","24_06_5_02",35,200.1159,201,2,20,"ch0","up","abs","mid"
"16774","24_06_5_02",35,200.6957,201,3,30,"ch0","up","abs","mid"
"16775","24_06_5_02",35,201.4058,201,4,40,"ch0","up","abs","mid"
"16776","24_06_5_02",35,197.6812,201,5,50,"ch0","up","abs","mid"
"16777","24_06_5_02",35,196.1014,201,6,60,"ch0","up","abs","mid"
"16778","24_06_5_02",35,223.8116,201,7,70,"ch0","up","abs","mid"
"16779","24_06_5_02",35,202.7391,201,8,80,"ch0","up","abs","mid"
"16780","24_06_5_02",35,188.1014,201,9,90,"ch0","up","abs","mid"
"16781","24_06_5_02",35,181.6087,201,10,100,"ch0","up","abs","mid"
"16782","24_06_5_02",35,181.8406,201,11,110,"ch0","up","abs","mid"
"16783","24_06_5_02",35,175.5507,201,12,120,"ch0","up","abs","mid"
"16784","24_06_5_02",35,173.1449,201,13,130,"ch0","up","abs","mid"
"16785","24_06_5_02",35,169.3478,201,14,140,"ch0","up","abs","mid"
"16786","24_06_5_02",35,169.9275,201,15,150,"ch0","up","abs","mid"
"16787","24_06_5_02",35,204.6957,201,16,160,"ch0","up","abs","mid"
"16788","24_06_5_02",35,177.2319,201,17,170,"ch0","up","abs","mid"
"16789","24_06_5_02",35,161.6087,201,18,180,"ch0","up","abs","mid"
"16790","24_06_5_02",35,162.3768,201,19,190,"ch0","up","abs","mid"
"16791","24_06_5_02",35,167.4783,201,20,200,"ch0","up","abs","mid"
"16792","24_06_5_02",35,178.0725,201,21,210,"ch0","up","abs","mid"
"16793","24_06_5_02",35,177.2319,201,22,220,"ch0","up","abs","mid"
"16794","24_06_5_02",35,179.4203,201,23,230,"ch0","up","abs","mid"
"16795","24_06_5_02",35,182.7391,201,24,240,"ch0","up","abs","mid"
"16796","24_06_5_02",35,182.8551,201,25,250,"ch0","up","abs","mid"
"16797","24_06_5_02",35,182.4493,201,26,260,"ch0","up","abs","mid"
"16798","24_06_5_02",35,187.0435,201,27,270,"ch0","up","abs","mid"
"16799","24_06_5_02",35,191.8696,201,28,280,"ch0","up","abs","mid"
"16800","24_06_5_02",35,197.5362,201,30,290,"ch0","up","abs","mid"
"16801","24_06_5_02",36,105.8462,223,0,0,"ch0","up","abs","mid"
"16802","24_06_5_02",36,100.3846,223,1,10,"ch0","up","abs","mid"
"16803","24_06_5_02",36,101.0769,223,2,20,"ch0","up","abs","mid"
"16804","24_06_5_02",36,93.8462,223,3,30,"ch0","up","abs","mid"
"16805","24_06_5_02",36,91.5385,223,4,40,"ch0","up","abs","mid"
"16806","24_06_5_02",36,96.9231,223,5,50,"ch0","up","abs","mid"
"16807","24_06_5_02",36,89.0769,223,6,60,"ch0","up","abs","mid"
"16808","24_06_5_02",36,102.7692,223,7,70,"ch0","up","abs","mid"
"16809","24_06_5_02",36,94.5385,223,8,80,"ch0","up","abs","mid"
"16810","24_06_5_02",36,90.5385,223,9,90,"ch0","up","abs","mid"
"16811","24_06_5_02",36,82.7692,223,10,100,"ch0","up","abs","mid"
"16812","24_06_5_02",36,82.1538,223,11,110,"ch0","up","abs","mid"
"16813","24_06_5_02",36,86.6154,223,12,120,"ch0","up","abs","mid"
"16814","24_06_5_02",36,77.6154,223,13,130,"ch0","up","abs","mid"
"16815","24_06_5_02",36,78.5385,223,14,140,"ch0","up","abs","mid"
"16816","24_06_5_02",36,80.8462,223,15,150,"ch0","up","abs","mid"
"16817","24_06_5_02",36,95,223,16,160,"ch0","up","abs","mid"
"16818","24_06_5_02",36,83,223,17,170,"ch0","up","abs","mid"
"16819","24_06_5_02",36,79.1538,223,18,180,"ch0","up","abs","mid"
"16820","24_06_5_02",36,79.8462,223,19,190,"ch0","up","abs","mid"
"16821","24_06_5_02",36,86.8462,223,20,200,"ch0","up","abs","mid"
"16822","24_06_5_02",36,91.9231,223,21,210,"ch0","up","abs","mid"
"16823","24_06_5_02",36,92.0769,223,22,220,"ch0","up","abs","mid"
"16824","24_06_5_02",36,94.6923,223,23,230,"ch0","up","abs","mid"
"16825","24_06_5_02",36,94.0769,223,24,240,"ch0","up","abs","mid"
"16826","24_06_5_02",36,96.5385,223,25,250,"ch0","up","abs","mid"
"16827","24_06_5_02",36,86.3077,223,26,260,"ch0","up","abs","mid"
"16828","24_06_5_02",36,89.4615,223,27,270,"ch0","up","abs","mid"
"16829","24_06_5_02",36,90,223,28,280,"ch0","up","abs","mid"
"16830","24_06_5_02",36,93.9231,223,30,290,"ch0","up","abs","mid"
"16831","24_06_5_02",37,277.1728,218,0,0,"ch0","up","abs","mid"
"16832","24_06_5_02",37,274.8086,218,1,10,"ch0","up","abs","mid"
"16833","24_06_5_02",37,275.5926,218,2,20,"ch0","up","abs","mid"
"16834","24_06_5_02",37,282.858,218,3,30,"ch0","up","abs","mid"
"16835","24_06_5_02",37,283.5247,218,4,40,"ch0","up","abs","mid"
"16836","24_06_5_02",37,289.0494,218,5,50,"ch0","up","abs","mid"
"16837","24_06_5_02",37,285.6543,218,6,60,"ch0","up","abs","mid"
"16838","24_06_5_02",37,309.8025,218,7,70,"ch0","up","abs","mid"
"16839","24_06_5_02",37,270.1358,218,8,80,"ch0","up","abs","mid"
"16840","24_06_5_02",37,242.9938,218,9,90,"ch0","up","abs","mid"
"16841","24_06_5_02",37,226.7346,218,10,100,"ch0","up","abs","mid"
"16842","24_06_5_02",37,222.6296,218,11,110,"ch0","up","abs","mid"
"16843","24_06_5_02",37,216.6605,218,12,120,"ch0","up","abs","mid"
"16844","24_06_5_02",37,209.537,218,13,130,"ch0","up","abs","mid"
"16845","24_06_5_02",37,202.3457,218,14,140,"ch0","up","abs","mid"
"16846","24_06_5_02",37,198.8765,218,15,150,"ch0","up","abs","mid"
"16847","24_06_5_02",37,242.8642,218,16,160,"ch0","up","abs","mid"
"16848","24_06_5_02",37,202.7593,218,17,170,"ch0","up","abs","mid"
"16849","24_06_5_02",37,191.9198,218,18,180,"ch0","up","abs","mid"
"16850","24_06_5_02",37,193.2222,218,19,190,"ch0","up","abs","mid"
"16851","24_06_5_02",37,196.9012,218,20,200,"ch0","up","abs","mid"
"16852","24_06_5_02",37,204.6975,218,21,210,"ch0","up","abs","mid"
"16853","24_06_5_02",37,204.7716,218,22,220,"ch0","up","abs","mid"
"16854","24_06_5_02",37,210.4074,218,23,230,"ch0","up","abs","mid"
"16855","24_06_5_02",37,212.2593,218,24,240,"ch0","up","abs","mid"
"16856","24_06_5_02",37,211.7346,218,25,250,"ch0","up","abs","mid"
"16857","24_06_5_02",37,218.8642,218,26,260,"ch0","up","abs","mid"
"16858","24_06_5_02",37,220.4136,218,27,270,"ch0","up","abs","mid"
"16859","24_06_5_02",37,219.2346,218,28,280,"ch0","up","abs","mid"
"16860","24_06_5_02",37,223.4753,218,30,290,"ch0","up","abs","mid"
"16861","24_06_5_02",38,360.2308,229,0,0,"ch0","up","abs","mid"
"16862","24_06_5_02",38,367,229,1,10,"ch0","up","abs","mid"
"16863","24_06_5_02",38,370.0769,229,2,20,"ch0","up","abs","mid"
"16864","24_06_5_02",38,385.8462,229,3,30,"ch0","up","abs","mid"
"16865","24_06_5_02",38,404.5385,229,4,40,"ch0","up","abs","mid"
"16866","24_06_5_02",38,409.1538,229,5,50,"ch0","up","abs","mid"
"16867","24_06_5_02",38,402.1538,229,6,60,"ch0","up","abs","mid"
"16868","24_06_5_02",38,382.3846,229,7,70,"ch0","up","abs","mid"
"16869","24_06_5_02",38,346.4615,229,8,80,"ch0","up","abs","mid"
"16870","24_06_5_02",38,298.6154,229,9,90,"ch0","up","abs","mid"
"16871","24_06_5_02",38,277.8462,229,10,100,"ch0","up","abs","mid"
"16872","24_06_5_02",38,257.4615,229,11,110,"ch0","up","abs","mid"
