cell,feature,time,int
cell35_01,nucl,91,-0.15482267991793458
cell35_01,nucl,92,-0.15940689030401536
cell35_01,nucl,93,-0.15050624816818098
cell35_01,nucl,94,-0.15921704724094757
cell35_01,nucl,95,-0.16840944818949669
cell35_01,nucl,96,-0.16042604780048494
cell35_01,nucl,97,-0.16054195198635793
cell35_01,nucl,98,-0.16109149769523867
cell35_01,nucl,99,-0.16057192720684244
cell35_01,nucl,100,-0.17873890916842075
cell35_01,nucl,101,-0.16640510511310655
cell35_01,nucl,102,-0.1592230422850444
cell35_01,nucl,103,-0.154668807119448
cell35_01,nucl,104,-0.1641609602728412
cell35_01,nucl,105,-0.1611594415283366
cell35_01,nucl,106,-0.16860928299272607
cell35_01,nucl,107,-0.1657976073112893
cell35_01,nucl,108,-0.1589132983400389
cell35_01,nucl,109,-0.16842343662572276
cell35_01,nucl,110,-0.17221430284298314
cell35_01,nucl,111,-0.15903919426607346
cell35_01,nucl,112,-0.16793983640190774
cell35_01,nucl,113,-0.16108949934720632
cell35_01,nucl,114,-0.16091963976446141
cell35_01,nucl,115,-0.17214635900988517
cell35_01,nucl,116,-0.15738456209533455
cell35_01,nucl,117,-0.16329967227092268
cell24_01,down,1,0.0019906081546986827
cell24_01,down,2,0.0009361646441819736
cell24_01,down,3,-0.05472284996703292
cell24_01,down,4,-0.05421701907057973
cell24_01,down,5,-0.075640593306926
cell24_01,down,6,-0.07597529733293738
cell24_01,down,7,-0.08959749953443427
cell24_01,down,8,-0.08909166863798107
cell24_01,down,9,-0.10638806541072961
cell24_01,down,10,-0.10124670958260136
cell24_01,down,11,-0.10981060281956682
cell24_01,down,12,-0.11559871755510034
cell24_01,down,13,-0.13049430499841452
cell24_01,down,14,-0.12704156873008757
cell24_01,down,15,-0.14631599079941404
cell24_01,down,16,-0.15226264954726867
cell24_01,down,17,-0.13734441295933716
cell24_01,down,18,-0.16133992339555975
cell24_01,down,19,-0.16546206771590918
cell24_01,down,20,-0.16491848824509384
cell24_01,down,21,-0.15802056542331244
cell24_01,down,22,-0.1682806279349516
cell24_01,down,23,-0.16801135477116816
cell24_01,down,24,-0.1745494078506969
cell24_01,down,25,-0.18061434546488625
cell24_01,down,26,-0.18863214265941214
cell24_01,down,27,-0.19973525666513994
cell24_01,down,28,-0.201106788200299
cell24_01,down,29,-0.2123810290764685
cell24_01,down,30,-0.2128314953971905
cell24_01,down,31,-0.20309236321174937
cell24_01,down,32,-0.21745947061399315
cell24_01,down,33,-0.2231293064831918
cell24_01,down,34,-0.23619534635575262
cell24_01,down,35,-0.23622302864361813
cell24_01,down,36,-0.2375064801719322
cell24_01,down,37,-0.24525248763105043
cell24_01,down,38,-0.24367711379433574
cell24_01,down,39,-0.25491108952451896
cell24_01,down,40,-0.2510229863652149
cell24_01,down,41,-0.24105987930522488
cell24_01,down,42,-0.23762475903826694
cell24_01,down,43,-0.24844853359371452
cell24_01,down,44,-0.2502856308793404
cell24_01,down,45,-0.2658279772300599
cell24_01,down,46,-0.25182577271331724
cell24_01,down,47,-0.2773714912700129
cell24_01,down,48,-0.2691775340617969
cell24_01,down,49,-0.2750008808000685
cell24_01,down,50,-0.27102973077716763
cell24_01,down,51,-0.27210682343230164
cell24_01,down,52,-0.2869747285877503
cell24_01,down,53,-0.2686440208774782
cell24_01,down,54,-0.2925841667379695
cell24_01,down,55,-0.29953745413548216
cell24_01,down,56,-0.2963338584579455
cell24_01,down,57,-0.30287946125234666
cell24_01,down,58,-0.30271085095352895
cell24_01,down,59,-0.3090173794436364
cell24_01,down,60,-0.3173497480911804
cell24_01,down,61,-0.3094653291927342
cell24_01,down,62,-0.31297846318004047
cell24_01,down,63,-0.31982102142609087
cell24_01,down,64,-0.33212705666815984
cell24_01,down,65,-0.33087128742771144
cell24_01,down,66,-0.3256292687346175
cell24_01,down,67,-0.33377289451035064
cell24_01,down,68,-0.3480242396178838
cell24_01,down,69,-0.34058273732528704
cell24_01,down,70,-0.3470301938263464
cell24_01,down,71,-0.3524861211074928
cell24_01,down,72,-0.3717706094633159
cell24_01,down,73,-0.36109279606206873
cell24_01,down,74,-0.36391890599598353
cell24_01,down,75,-0.3706004036580885
cell24_01,down,76,-0.381874644534258
cell24_01,down,77,-0.38104165932666606
cell24_01,down,78,-0.369827816169476
cell24_01,down,79,-0.38330657378839655
cell24_01,down,80,-0.37290809983742945
cell24_01,down,81,-0.3809258970319554
cell24_01,down,82,-0.39283431395740953
cell24_01,down,83,-0.4052535949225651
cell24_01,down,84,-0.39490545240408087
cell24_01,down,85,-0.41618306548622674
cell24_01,down,86,-0.40882712662885096
cell24_01,down,87,-0.4042947811337658
cell24_01,down,88,-0.40692963162424567
cell24_01,down,89,-0.42002335378467204
cell24_01,down,90,-0.4313781249528143
cell24_01,down,91,-0.4268835280320913
cell24_01,down,92,-0.4347150989264305
cell24_01,down,93,-0.4262770342706723
cell24_01,down,94,-0.4423881258084486
cell24_01,down,95,-0.43090249291585087
cell24_01,down,96,-0.4441144939426121
cell24_01,down,97,-0.4349415903726036
cell24_01,down,98,-0.4449550288650765
cell24_01,down,99,-0.443661511050266
cell24_01,down,100,-0.4460447043783313
cell24_01,down,101,-0.4444340985388785
cell24_01,down,102,-0.4410669257057725
cell24_01,down,103,-0.4389152569671286
cell24_01,down,104,-0.44742630219998686
cell24_01,down,105,-0.4423000458016036
cell24_01,down,106,-0.44557158891299203
cell24_01,down,107,-0.4522807688629626
cell24_01,down,108,-0.45158871166632275
cell24_01,down,109,-0.46208784848225565
cell24_01,down,110,-0.4488129331648908
cell24_01,down,111,-0.4574271578343391
cell24_01,down,112,-0.45832809047578305
cell24_01,down,113,-0.46775265120820597
cell24_01,down,114,-0.4570874206650795
cell24_01,down,115,-0.4609704906811352
cell24_01,down,116,-0.4670127791507074
cell24_01,down,117,-0.467526159762033
cell38_01,cyto,1,-0.0018644135998545778
cell38_01,cyto,2,-0.0030011693738666197
cell38_01,cyto,3,0.10561342133918306
cell38_01,cyto,4,0.09347857631475322
cell38_01,cyto,5,0.09518416723875348
cell38_01,cyto,6,0.07980184051398805
cell38_01,cyto,7,0.07317975800423616
cell38_01,cyto,8,0.06978137951973991
cell38_01,cyto,9,0.06513375856758415
cell38_01,cyto,10,0.05262761600152188
cell38_01,cyto,11,0.049604193162516214
cell38_01,cyto,12,0.03358169826252269
cell38_01,cyto,13,0.029073999782952515
cell38_01,cyto,14,0.019723886320764567
cell38_01,cyto,15,0.026514241608004935
cell38_01,cyto,16,0.015113760933158032
cell38_01,cyto,17,0.0012998462377012572
cell38_01,cyto,18,0.00221620125424194
cell38_01,cyto,19,-0.005303031226793822
cell38_01,cyto,20,-0.011241962840980847
cell38_01,cyto,21,-0.01536190231155577
cell38_01,cyto,22,-0.014289163355066473
cell38_01,cyto,23,-0.017488175179277556
cell38_01,cyto,24,-0.021240475212078405
cell38_01,cyto,25,-0.03189927532962545
cell38_01,cyto,26,-0.035797899516764424
cell38_01,cyto,27,-0.040815903484587614
cell38_01,cyto,28,-0.035292166658334165
cell38_01,cyto,29,-0.04646218679009922
cell38_01,cyto,30,-0.048656134579202114
cell38_01,cyto,31,-0.036343871517637474
cell38_01,cyto,32,-0.04742243905294126
cell38_01,cyto,33,-0.0478312321591225
cell38_01,cyto,34,-0.0591631233866237
cell38_01,cyto,35,-0.058490032276669546
cell38_01,cyto,36,-0.05913385855575621
cell38_01,cyto,37,-0.05607202562623673
cell38_01,cyto,38,-0.06841812614849212
cell38_01,cyto,39,-0.05632717837036333
cell38_01,cyto,40,-0.06489445760684394
cell38_01,cyto,41,-0.06865773195122028
cell38_01,cyto,42,-0.06775783840204264
cell38_01,cyto,43,-0.0654203100364956
cell38_01,cyto,44,-0.059246345249403254
cell38_01,cyto,45,-0.06310655934602842
cell38_01,cyto,46,-0.06842727140813823
cell38_01,cyto,47,-0.07228016929704646
cell38_01,cyto,48,-0.07001763206059766
cell38_01,cyto,49,-0.06798555536723082
cell38_01,cyto,50,-0.06974418879717874
cell38_01,cyto,51,-0.0667372274255361
cell38_01,cyto,52,-0.06372477889810584
cell38_01,cyto,53,-0.07155220662921577
cell38_01,cyto,54,-0.06725484912150624
cell38_01,cyto,55,-0.06547335254244306
cell38_01,cyto,56,-0.06665217651082728
cell38_01,cyto,57,-0.06820961422856064
cell38_01,cyto,58,-0.0693463700025728
cell38_01,cyto,59,-0.06777521439537026
cell38_01,cyto,60,-0.06988868389958737
cell38_01,cyto,61,-0.06988045316590585
cell38_01,cyto,62,-0.06774320598660878
cell38_01,cyto,63,-0.07057823647690446
cell38_01,cyto,64,-0.07533285696691963
cell38_01,cyto,65,-0.06845745076497042
cell38_01,cyto,66,-0.07526152394167995
cell38_01,cyto,67,-0.06729508826394914
cell38_01,cyto,68,-0.060367554082017064
cell38_01,cyto,69,-0.07392814508527641
cell38_01,cyto,70,-0.06663114241364118
cell38_01,cyto,71,-0.06699878185141506
cell38_01,cyto,72,-0.069138772608606
cell38_01,cyto,73,-0.0634321305894301
cell38_01,cyto,74,-0.06462924507710664
cell38_01,cyto,75,-0.07020693893527225
cell38_01,cyto,76,-0.07624463935363736
cell38_01,cyto,77,-0.06956036907829191
cell38_01,cyto,78,-0.07002860637217295
cell38_01,cyto,79,-0.07036057929732698
cell38_01,cyto,80,-0.07241277556191511
cell38_01,cyto,81,-0.06753286501474812
cell38_01,cyto,82,-0.07073644946878226
cell38_01,cyto,83,-0.0653114814467068
cell38_01,cyto,84,-0.06948354889726449
cell38_01,cyto,85,-0.07202318750099068
cell38_01,cyto,86,-0.06396804280469257
cell38_01,cyto,87,-0.0709385597069614
cell38_01,cyto,88,-0.06995727334693327
cell38_01,cyto,89,-0.06499962809277428
cell38_01,cyto,90,-0.06421313576320836
cell38_01,cyto,91,-0.07192350417084799
cell38_01,cyto,92,-0.06217465738808929
cell38_01,cyto,93,-0.06382171865035464
cell38_01,cyto,94,-0.05537972947102597
cell38_01,cyto,95,-0.06884795335185956
cell38_01,cyto,96,-0.06849037369969639
cell38_01,cyto,97,-0.06453962153257475
cell38_01,cyto,98,-0.06661833905013662
cell38_01,cyto,99,-0.06251211746903106
cell38_01,cyto,100,-0.0684007501551645
cell38_01,cyto,101,-0.05925457598308477
cell38_01,cyto,102,-0.06146132713569234
cell38_01,cyto,103,-0.062427981080286715
cell38_01,cyto,104,-0.06493286769735765
cell38_01,cyto,105,-0.07090655129820003
cell38_01,cyto,106,-0.06314496943654223
cell38_01,cyto,107,-0.07035234856364546
cell38_01,cyto,108,-0.06704450814964559
cell38_01,cyto,109,-0.061685385997022266
cell38_01,cyto,110,-0.06516515729236899
cell38_01,cyto,111,-0.06308461072287784
cell38_01,cyto,112,-0.06896592720129435
cell38_01,cyto,113,-0.06714693505768214
cell38_01,cyto,114,-0.06089340651166872
cell38_01,cyto,115,-0.06446463040347661
cell38_01,cyto,116,-0.06057606600194854
cell38_01,cyto,117,-0.06367539449601683
cell33_01,reg,1,0.004976494669829844
cell33_01,reg,2,0.00016588315566098887
cell33_01,reg,3,-0.0014819938529336322
cell33_01,reg,4,0.0008497599389049308
cell33_01,reg,5,-0.00029733773184526945
cell33_01,reg,6,-0.006954573054315894
cell33_01,reg,7,-0.003189338407897307
cell33_01,reg,8,-0.007917008344235667
cell33_01,reg,9,0.005007793378445098
cell33_01,reg,10,0.004131429537217273
cell33_01,reg,11,0.00915330733453927
cell33_01,reg,12,0.004234715275647754
cell33_01,reg,13,0.0018810523877784773
cell33_01,reg,14,0.0037135917772031686
cell33_01,reg,15,0.010373956970535425
cell33_01,reg,16,0.01229413274408297
cell33_01,reg,17,0.008569586418864355
cell33_01,reg,18,0.005794955900119521
cell33_01,reg,19,0.012874723788896432
cell33_01,reg,20,0.0007151754918591959
cell33_01,reg,21,0.00157276010791794
cell33_01,reg,22,-0.0027010785534988813
cell33_01,reg,23,-0.0015305068512874182
cell33_01,reg,24,-0.002367747306746176
cell33_01,reg,25,-0.0006071949471365338
cell33_01,reg,26,0.0031048318946360854
cell33_01,reg,27,-0.005226884338752233
cell33_01,reg,28,-0.003733935937803155
cell33_01,reg,29,-0.009532021708784309
cell33_01,reg,30,-0.005403722042428489
cell33_01,reg,31,-0.008450651326126248
cell33_01,reg,32,-0.009215904751769958
cell33_01,reg,33,-0.006419365136994409
cell33_01,reg,34,-0.002302020018654036
cell33_01,reg,35,-0.004086046409725119
cell33_01,reg,36,-0.004934241413199323
cell33_01,reg,37,-0.0010938898661042326
cell33_01,reg,38,-0.002383396661053803
cell33_01,reg,39,0.00202659138283948
cell33_01,reg,40,-0.005887287090534734
cell33_01,reg,41,0.0073473718474374745
cell33_01,reg,42,-0.0025633642355916923
cell33_01,reg,43,-0.004849734899938101
cell33_01,reg,44,-0.0032425462125432744
cell33_01,reg,45,0.0029248643200981968
cell33_01,reg,46,-0.002973377318451805
cell33_01,reg,47,-0.011630600121439015
cell33_01,reg,48,0.002729247391252681
cell33_01,reg,49,0.0005602468842134748
cell33_01,reg,50,-0.0064131053952715
cell33_01,reg,51,0.0018575783563170368
cell33_01,reg,52,-0.006599332711532298
cell33_01,reg,53,0.0008356755200280309
cell33_01,reg,54,0.0014225263065645783
cell33_01,reg,55,-0.0005852858511058203
cell33_01,reg,56,-0.0004600910166446262
cell33_01,reg,57,0.0008200261657204038
cell33_01,reg,58,0.0028106240336522705
cell33_01,reg,59,-0.001051636609473533
cell33_01,reg,60,-0.00019092212255333448
cell33_01,reg,61,-0.001832539389424869
cell33_01,reg,62,-0.004242539952801567
cell33_01,reg,63,-0.002927994190959651
cell33_01,reg,64,-0.0011251885747194867
cell33_01,reg,65,0.00729259910736078
cell33_01,reg,66,0.005003098572152917
cell33_01,reg,67,-0.0019905978679320446
cell33_01,reg,68,-0.002973377318451805
cell33_01,reg,69,0.0035132800420654715
cell33_01,reg,70,0.0012425587320266894
cell33_01,reg,71,0.0021533511527314013
cell33_01,reg,72,0.0017902861327941694
cell33_01,reg,73,-0.002086058929208534
cell33_01,reg,74,0.0020970134772239795
cell33_01,reg,75,-0.0015633704953333994
cell33_01,reg,76,-0.0011220587038578546
cell33_01,reg,77,0.00362752032851122
cell33_01,reg,78,0.010477242708965728
cell33_01,reg,79,0.009226859299785225
cell33_01,reg,80,0.0038340918053720034
cell33_01,reg,81,-5.9467546369053894e-05
cell33_01,reg,82,0.011862210565191966
cell33_01,reg,83,0.011217457167717269
cell33_01,reg,84,0.017053101389036585
cell33_01,reg,85,0.010204943944012805
cell33_01,reg,86,-0.0006150196242903474
cell33_01,reg,87,0.009291021652446638
cell33_01,reg,88,0.0029952864144825184
cell33_01,reg,89,0.010625911574888363
cell33_01,reg,90,0.0010547664803349872
cell33_01,reg,91,0.005920150734580716
cell33_01,reg,92,0.006802774317531627
cell33_01,reg,93,0.0004866949189676989
cell33_01,reg,94,0.005086040149983411
cell33_01,reg,95,0.005934235153457615
cell33_01,reg,96,0.005056306376798885
cell33_01,reg,97,0.008087586306189016
cell33_01,reg,98,0.006555514519470871
cell33_01,reg,99,0.008480385099310775
cell33_01,reg,100,0.007823112218389905
cell33_01,reg,101,0.005035962216198898
cell33_01,reg,102,0.009236248912369766
cell33_01,reg,103,0.010286320586412571
cell33_01,reg,104,0.01234577561329821
cell33_01,reg,105,0.0075038653905139235
cell33_01,reg,106,0.003999974961032993
cell33_01,reg,107,0.0073270276868376664
cell33_01,reg,108,0.0048919881565686225
cell33_01,reg,109,0.007528904357406269
cell33_01,reg,110,0.011855950823469057
cell33_01,reg,111,0.0037010722937571737
cell33_01,reg,112,0.006350507978040814
cell33_01,reg,113,0.009161132011693085
cell33_01,reg,114,0.00868695657617156
cell33_01,reg,115,0.018846517392692386
cell33_01,reg,116,0.015779243948394642
cell33_01,reg,117,0.00658837816351703
cell28_01,up,1,-0.0024285336156697145
cell28_01,up,2,-0.021508073054526233
cell28_01,up,3,0.01705002646903121
cell28_01,up,4,0.020097273689782865
cell28_01,up,5,-0.006758205399682386
cell28_01,up,6,-0.014250264690312351
cell28_01,up,7,0.009661196400211767
cell28_01,up,8,-0.02565312334568562
cell28_01,up,9,-0.010605479089465316
cell28_01,up,10,-0.05747750132345164
cell28_01,up,11,-0.06832649550026472
cell28_01,up,12,-0.07011514028586559
cell28_01,up,13,-0.06113419798835368
cell28_01,up,14,-0.06979751191106406
cell28_01,up,15,-0.0660375860243515
cell28_01,up,16,-0.09086421386977242
cell28_01,up,17,-0.08807503970354684
cell28_01,up,18,-0.08700105876124933
cell28_01,up,19,-0.09551746956061412
cell28_01,up,20,-0.0771128904182107
cell28_01,up,21,-0.09976376389624146
cell28_01,up,22,-0.10148292747485445
cell28_01,up,23,-0.10142138697723665
cell28_01,up,24,-0.11848398623610383
cell28_01,up,25,-0.12236500794070941
cell28_01,up,26,-0.11427739544732664
cell28_01,up,27,-0.10441900476442562
cell28_01,up,28,-0.09698253043938596
cell28_01,up,29,-0.14043409211222868
cell28_01,up,30,-0.1277746161990471
cell28_01,up,31,-0.11271704605611436
cell28_01,up,32,-0.12243051879301224
cell28_01,up,33,-0.13675357331921653
cell28_01,up,34,-0.13475052938062465
cell28_01,up,35,-0.14602633668607728
cell28_01,up,36,-0.13676945473795657
cell28_01,up,37,-0.1462844097406035
cell28_01,up,38,-0.14733456855479088
cell28_01,up,39,-0.15261514028586556
cell28_01,up,40,-0.12302210164108
cell28_01,up,41,-0.13267998941238748
cell28_01,up,42,-0.1311315510852303
cell28_01,up,43,-0.141238088935945
cell28_01,up,44,-0.1536156696664903
cell28_01,up,45,-0.14669137109581798
cell28_01,up,46,-0.13362691900476448
cell28_01,up,47,-0.12776667548967713
cell28_01,up,48,-0.14915299100052937
cell28_01,up,49,-0.15812400741132873
cell28_01,up,50,-0.14298901535203817
cell28_01,up,51,-0.12051283748014828
cell28_01,up,52,-0.13164968237162528
cell28_01,up,53,-0.14751720487030182
cell28_01,up,54,-0.14137705134992062
cell28_01,up,55,-0.1796016410799365
cell28_01,up,56,-0.14583973001588144
cell28_01,up,57,-0.13816900476442567
cell28_01,up,58,-0.12599986765484392
cell28_01,up,59,-0.14198848597141348
cell28_01,up,60,-0.15227766013763896
cell28_01,up,61,-0.15034806776072
cell28_01,up,62,-0.1707914240338804
cell28_01,up,63,-0.13868118051879305
cell28_01,up,64,-0.14464663843303338
cell28_01,up,65,-0.15641476971942828
cell28_01,up,66,-0.15003043938591848
cell28_01,up,67,-0.14990934356802546
cell28_01,up,68,-0.1341768131286395
cell28_01,up,69,-0.16814716781365807
cell28_01,up,70,-0.1530856273160402
cell28_01,up,71,-0.162362361037586
cell28_01,up,72,-0.15168409211222875
cell28_01,up,73,-0.165562466913711
cell28_01,up,74,-0.1612943356273161
cell28_01,up,75,-0.16894123875066175
cell28_01,up,76,-0.135344097406035
cell28_01,up,77,-0.15026667548967712
cell28_01,up,78,-0.1532762043409211
cell28_01,up,79,-0.1694097406034939
cell28_01,up,80,-0.1485494970884066
cell28_01,up,81,-0.15332384859714132
cell28_01,up,82,-0.16460958178930649
cell28_01,up,83,-0.1532206193753309
cell28_01,up,84,-0.15200767601905776
cell28_01,up,85,-0.1504215193223928
cell28_01,up,86,-0.1560872154579142
cell28_01,up,87,-0.16913975648491272
cell28_01,up,88,-0.1523491265219693
cell28_01,up,89,-0.15703215987294872
cell28_01,up,90,-0.17173835362625728
cell28_01,up,91,-0.16625727898358927
cell28_01,up,92,-0.15493382742191641
cell28_01,up,93,-0.14388433033350978
cell28_01,up,94,-0.16877448385389096
cell28_01,up,95,-0.15863221281101117
cell28_01,up,96,-0.1693680518793013
cell28_01,up,97,-0.1590967443091583
cell28_01,up,98,-0.16649748544203286
cell28_01,up,99,-0.16442893065113826
cell28_01,up,100,-0.16722803070407624
cell28_01,up,101,-0.20036659608258336
cell28_01,up,102,-0.14586950767601906
cell28_01,up,103,-0.15869573848597143
cell28_01,up,104,-0.15527726310217052
cell28_01,up,105,-0.16497088406564323
cell28_01,up,106,-0.16906829010058239
cell28_01,up,107,-0.15302011646373748
cell28_01,up,108,-0.14699311805187934
cell28_01,up,109,-0.16668607728957127
cell28_01,up,110,-0.1583046585494971
cell28_01,up,111,-0.14144851773425096
cell28_01,up,112,-0.1629698253043939
cell28_01,up,113,-0.15887241926945475
cell28_01,up,114,-0.13782556908417157
cell28_01,up,115,-0.15189650608787716
cell28_01,up,116,-0.1418217310746427
cell28_01,up,117,-0.1734376654314452
cell26_01,up,1,-0.002170177116046062
cell26_01,up,2,-0.004535529251944183
cell26_01,up,3,0.05172560787858841
cell26_01,up,4,0.03850373333878223
cell26_01,up,5,0.03475172257808576
cell26_01,up,6,0.031940356768662574
cell26_01,up,7,0.024795682756744927
cell26_01,up,8,-0.004017646076524228
cell26_01,up,9,0.006365383138428365
cell26_01,up,10,-0.007186245586543259
cell26_01,up,11,-0.011534350451192587
cell26_01,up,12,-0.01570066775222505
cell26_01,up,13,-0.013225397554605074
cell26_01,up,14,-0.022739651320179393
cell26_01,up,15,-0.031442202476115816
cell26_01,up,16,-0.038910289246561015
cell26_01,up,17,-0.03942817242198109
cell26_01,up,18,-0.0581269257679644
cell26_01,up,19,-0.053506139557889895
cell26_01,up,20,-0.065804279617457
cell26_01,up,21,-0.06975287460392508
cell26_01,up,22,-0.07693771098454878
cell26_01,up,23,-0.08074468077610619
cell26_01,up,24,-0.0637940473732755
cell26_01,up,25,-0.0804128127820614
cell26_01,up,26,-0.07503105537545127
cell26_01,up,27,-0.08677114989089235
cell26_01,up,28,-0.09673353113887094
cell26_01,up,29,-0.08424937589792843
cell26_01,up,30,-0.07912338936570938
cell26_01,up,31,-0.0962452412877606
cell26_01,up,32,-0.08828886466620495
cell26_01,up,33,-0.08589180539711776
cell26_01,up,34,-0.09094169480968324
cell26_01,up,35,-0.0869085474680446
cell26_01,up,36,-0.09168152791742624
cell26_01,up,37,-0.0967039378145612
cell26_01,up,38,-0.09940749937114188
cell26_01,up,39,-0.1088435422081834
cell26_01,up,40,-0.10626046775772091
cell26_01,up,41,-0.11273506435491136
cell26_01,up,42,-0.10098651460395329
cell26_01,up,43,-0.10369641758717173
cell26_01,up,44,-0.10150862539713192
cell26_01,up,45,-0.10295447067054951
cell26_01,up,46,-0.11691406450921947
cell26_01,up,47,-0.11648707511560782
cell26_01,up,48,-0.11153230710260932
cell26_01,up,49,-0.10809525386492343
cell26_01,up,50,-0.10909508546481607
cell26_01,up,51,-0.10781411728398115
cell26_01,up,52,-0.1164236608492298
cell26_01,up,53,-0.11118775625528901
cell26_01,up,54,-0.11887356534029858
cell26_01,up,55,-0.13046780704307032
cell26_01,up,56,-0.1194907975330442
cell26_01,up,57,-0.12479223020224223
cell26_01,up,58,-0.12482605114431052
cell26_01,up,59,-0.12335695397322095
cell26_01,up,60,-0.11070580783081645
cell26_01,up,61,-0.12368459434950707
cell26_01,up,62,-0.12433353367544163
cell26_01,up,63,-0.11999388404630941
cell26_01,up,64,-0.10488226436843978
cell26_01,up,65,-0.11152173805821289
cell26_01,up,66,-0.12481759590879342
cell26_01,up,67,-0.11671748028344774
cell26_01,up,68,-0.11853746972849538
cell26_01,up,69,-0.12924813931973408
cell26_01,up,70,-0.12871968709991768
cell26_01,up,71,-0.12929887073283644
cell26_01,up,72,-0.1358559058763182
cell26_01,up,73,-0.13515412132840207
cell26_01,up,74,-0.11735373675610665
cell26_01,up,75,-0.12628880688876232
cell26_01,up,76,-0.11916104334787876
cell26_01,up,77,-0.11536252879183846
cell26_01,up,78,-0.11062336928452511
cell26_01,up,79,-0.12268899036737296
cell26_01,up,80,-0.11962819511019646
cell26_01,up,81,-0.13700159028888023
cell26_01,up,82,-0.12840895719466566
cell26_01,up,83,-0.1278044078551957
cell26_01,up,84,-0.13493428520495848
cell26_01,up,85,-0.13462355529970646
cell26_01,up,86,-0.1323173898124277
cell26_01,up,87,-0.13473558717030754
cell26_01,up,88,-0.14119750091422242
