"","id","roi","int","index_app","i_app"
"375","24_05_30_cell3_ch1",2,225.6175,44,"25"
"376","24_05_30_cell3_ch1",2,225.207,45,"25"
"377","24_05_30_cell3_ch1",2,222.9144,46,"25"
"378","24_05_30_cell3_ch1",2,221.9849,47,"25"
"379","24_05_30_cell3_ch1",2,219.7698,48,"25"
"380","24_05_30_cell3_ch1",2,218.3024,49,"25"
"381","24_05_30_cell3_ch1",2,216.7963,50,"25"
"382","24_05_30_cell3_ch1",2,216.2388,51,"25"
"383","24_05_30_cell3_ch1",2,215.126,52,"25"
"384","24_05_30_cell3_ch1",2,214.4185,53,"25"
"385","24_05_30_cell3_ch1",2,213.4458,54,"25"
"386","24_05_30_cell3_ch1",3,61.1722,0,"25"
"387","24_05_30_cell3_ch1",3,60.3376,1,"25"
"388","24_05_30_cell3_ch1",3,59.9863,2,"25"
"389","24_05_30_cell3_ch1",3,60.7477,3,"25"
"390","24_05_30_cell3_ch1",3,60.8936,4,"25"
"391","24_05_30_cell3_ch1",3,81.8252,5,"25"
"392","24_05_30_cell3_ch1",3,109.0305,6,"25"
"393","24_05_30_cell3_ch1",3,135.9343,7,"25"
"394","24_05_30_cell3_ch1",3,159.9159,8,"25"
"395","24_05_30_cell3_ch1",3,183.5826,9,"25"
"396","24_05_30_cell3_ch1",3,203.1121,10,"25"
"397","24_05_30_cell3_ch1",3,220.1592,11,"25"
"398","24_05_30_cell3_ch1",3,235.1415,12,"25"
"399","24_05_30_cell3_ch1",3,249.7664,13,"25"
"400","24_05_30_cell3_ch1",3,261.2498,14,"25"
"401","24_05_30_cell3_ch1",3,273.1229,15,"25"
"402","24_05_30_cell3_ch1",3,282.2919,16,"25"
"403","24_05_30_cell3_ch1",3,290.209,17,"25"
"404","24_05_30_cell3_ch1",3,303.0315,18,"25"
"405","24_05_30_cell3_ch1",3,310.8775,19,"25"
"406","24_05_30_cell3_ch1",3,318.2337,20,"25"
"407","24_05_30_cell3_ch1",3,325.1845,21,"25"
"408","24_05_30_cell3_ch1",3,311.886,22,"25"
"409","24_05_30_cell3_ch1",3,268.4711,23,"25"
"410","24_05_30_cell3_ch1",3,228.0756,24,"25"
"411","24_05_30_cell3_ch1",3,197.2952,25,"25"
"412","24_05_30_cell3_ch1",3,170.751,26,"25"
"413","24_05_30_cell3_ch1",3,150.7613,27,"25"
"414","24_05_30_cell3_ch1",3,136.1794,28,"25"
"415","24_05_30_cell3_ch1",3,123.1239,29,"25"
"416","24_05_30_cell3_ch1",3,114.0923,30,"25"
"417","24_05_30_cell3_ch1",3,107.8311,31,"25"
"418","24_05_30_cell3_ch1",3,101.4084,32,"25"
"419","24_05_30_cell3_ch1",3,97.2213,33,"25"
"420","24_05_30_cell3_ch1",3,93.2118,34,"25"
"421","24_05_30_cell3_ch1",3,89.8721,35,"25"
"422","24_05_30_cell3_ch1",3,87.7499,36,"25"
"423","24_05_30_cell3_ch1",3,85.1245,37,"25"
"424","24_05_30_cell3_ch1",3,83.8793,38,"25"
"425","24_05_30_cell3_ch1",3,82.6333,39,"25"
"426","24_05_30_cell3_ch1",3,80.0585,40,"25"
"427","24_05_30_cell3_ch1",3,78.6592,41,"25"
"428","24_05_30_cell3_ch1",3,78.3486,42,"25"
"429","24_05_30_cell3_ch1",3,78.1113,43,"25"
"430","24_05_30_cell3_ch1",3,76.8369,44,"25"
"431","24_05_30_cell3_ch1",3,75.8743,45,"25"
"432","24_05_30_cell3_ch1",3,75.2884,46,"25"
"433","24_05_30_cell3_ch1",3,75.1078,47,"25"
"434","24_05_30_cell3_ch1",3,73.9004,48,"25"
"435","24_05_30_cell3_ch1",3,73.4875,49,"25"
"436","24_05_30_cell3_ch1",3,73.3608,50,"25"
"437","24_05_30_cell3_ch1",3,72.9449,51,"25"
"438","24_05_30_cell3_ch1",3,72.3589,52,"25"
"439","24_05_30_cell3_ch1",3,71.8667,53,"25"
"440","24_05_30_cell3_ch1",3,72.0085,54,"25"
"441","24_05_30_cell3_ch1",4,165.8565,0,"25"
"442","24_05_30_cell3_ch1",4,164.8195,1,"25"
"443","24_05_30_cell3_ch1",4,164.6382,2,"25"
"444","24_05_30_cell3_ch1",4,165.1122,3,"25"
"445","24_05_30_cell3_ch1",4,165.7103,4,"25"
