id,name,group,treat,cell_num,cell_area,dot_num,dot_area,dot_rel_area,dot_sum_int,dot_mean_int,dot_men_int_per_dot,dot_mean_int_dens
16,CONT_GFAP_GLT1_22_target,cont,non,17,2511,40,818,"0,326",392430,479,9810,408
17,CONT_GFAP_GLT1_22_target,cont,non,18,1720,31,556,"0,323",202474,364,6531,327
18,CONT_GFAP_GLT1_22_target,cont,non,19,524,7,135,"0,258",88560,656,12651,426
19,CONT_GFAP_GLT1_22_target,cont,non,20,590,12,96,"0,163",40992,427,3416,374
20,CONT_GFAP_GLT1_22_target,cont,non,21,551,7,136,"0,247",73995,544,10570,583
21,CONT_GFAP_GLT1_22_target,cont,non,22,1062,7,313,"0,295",128661,411,18380,362
22,CONT_GFAP_GLT1_22_target,cont,non,23,1878,32,654,"0,348",149361,228,4667,211
23,CONT_GFAP_GLT1_22_target,cont,non,24,3021,59,792,"0,262",286062,361,4848,329
24,CONT_GFAP_GLT1_22_target,cont,non,25,2306,35,845,"0,366",451522,534,12900,493
25,CONT_GFAP_GLT1_22_target,cont,non,26,806,13,200,"0,248",62946,314,4842,212
26,CONT_GFAP_GLT1_22_target,cont,non,27,1928,38,391,"0,203",159824,408,4205,361
27,CONT_GFAP_GLT1_22_target,cont,non,28,601,10,132,"0,22",47476,359,4747,313
28,CONT_GFAP_GLT1_22_target,cont,non,29,1095,22,404,"0,369",142342,352,6470,318
29,CONT_GFAP_GLT1_22_target,cont,non,30,1165,15,399,"0,342",157865,395,10524,372
30,CONT_GFAP_GLT1_22_target,cont,non,31,2289,30,801,"0,35",259727,324,8657,288
31,CONT_GFAP_GLT1_22_target,cont,non,32,2699,43,858,"0,318",285594,332,6641,308
32,CONT_GFAP_GLT1_22_target,cont,non,33,1260,19,346,"0,275",79677,230,4193,218
33,CONT_GFAP_GLT1_22_target,cont,non,34,2191,28,595,"0,272",196614,330,7021,285
34,CONT_GFAP_GLT1_22_target,cont,non,35,787,15,316,"0,402",118889,376,7925,338
35,CONT_GFAP_GLT1_22_target,cont,non,36,3145,54,961,"0,306",357454,371,6619,331
36,CONT_GFAP_GLT1_22_target,cont,non,37,900,13,240,"0,267",58660,244,4512,219
37,CONT_GFAP_GLT1_22_target,cont,non,38,552,11,170,"0,308",63373,372,5761,304
38,CONT_GFAP_GLT1_22_target,cont,non,39,1899,27,676,"0,356",258814,382,9585,362
39,CONT_GFAP_GLT1_22_target,cont,non,40,605,8,194,"0,321",49558,255,6194,235
40,CONT_GFAP_GLT1_22_target,cont,non,41,1677,30,470,"0,28",152977,325,5099,319
41,CONT_GFAP_GLT1_22_target,cont,non,42,579,7,184,"0,318",41555,225,5936,238
0,CONT_GFAP_GLT1_23_target,cont,non,1,4831,70,1097,"0,227",412658,376,5895,380
1,CONT_GFAP_GLT1_23_target,cont,non,2,980,13,164,"0,167",67669,412,5205,376
2,CONT_GFAP_GLT1_23_target,cont,non,3,1449,32,242,"0,167",67459,278,2108,267
3,CONT_GFAP_GLT1_23_target,cont,non,4,1020,16,157,"0,154",70357,448,4397,396
4,CONT_GFAP_GLT1_23_target,cont,non,5,2556,31,486,"0,19",202032,415,6517,411
5,CONT_GFAP_GLT1_23_target,cont,non,6,1719,20,185,"0,108",52574,284,2628,290
6,CONT_GFAP_GLT1_23_target,cont,non,7,524,8,158,"0,302",37174,235,4646,210
7,CONT_GFAP_GLT1_23_target,cont,non,8,619,14,163,"0,263",35419,217,2529,189
8,CONT_GFAP_GLT1_23_target,cont,non,9,1657,32,418,"0,252",106712,255,3334,223
9,CONT_GFAP_GLT1_23_target,cont,non,10,958,22,237,"0,247",58703,247,2668,256
10,CONT_GFAP_GLT1_23_target,cont,non,11,2492,36,594,"0,238",175864,296,4885,269
11,CONT_GFAP_GLT1_23_target,cont,non,12,1363,26,427,"0,313",91440,214,3516,221
12,CONT_GFAP_GLT1_23_target,cont,non,13,609,13,153,"0,251",28932,189,2225,167
13,CONT_GFAP_GLT1_23_target,cont,non,14,1476,22,263,"0,178",42071,159,1912,136
14,CONT_GFAP_GLT1_23_target,cont,non,15,1347,21,462,"0,343",114394,247,5447,221
15,CONT_GFAP_GLT1_23_target,cont,non,16,1889,36,528,"0,28",110464,209,3068,189
16,CONT_GFAP_GLT1_23_target,cont,non,17,2760,41,815,"0,295",191070,234,4660,206
17,CONT_GFAP_GLT1_23_target,cont,non,18,1726,42,419,"0,243",98849,235,2353,227
18,CONT_GFAP_GLT1_23_target,cont,non,19,1416,29,369,"0,261",84256,228,2905,219
19,CONT_GFAP_GLT1_23_target,cont,non,20,1195,18,403,"0,337",155778,386,8654,380
20,CONT_GFAP_GLT1_23_target,cont,non,21,1680,28,471,"0,28",182198,386,6507,307
21,CONT_GFAP_GLT1_23_target,cont,non,22,972,19,247,"0,254",50895,206,2678,190
22,CONT_GFAP_GLT1_23_target,cont,non,23,1350,23,330,"0,244",84581,256,3677,264
23,CONT_GFAP_GLT1_23_target,cont,non,24,533,13,138,"0,259",26751,193,2057,181
24,CONT_GFAP_GLT1_23_target,cont,non,25,545,11,111,"0,204",32600,293,2963,268
25,CONT_GFAP_GLT1_23_target,cont,non,26,1978,34,380,"0,192",105805,278,3111,268
26,CONT_GFAP_GLT1_23_target,cont,non,27,1611,20,299,"0,186",103124,344,5156,293
27,CONT_GFAP_GLT1_23_target,cont,non,28,725,13,117,"0,161",32371,276,2490,178
28,CONT_GFAP_GLT1_23_target,cont,non,29,1002,14,246,"0,246",66369,269,4740,238
29,CONT_GFAP_GLT1_23_target,cont,non,30,2245,34,473,"0,211",156127,330,4591,324
30,CONT_GFAP_GLT1_23_target,cont,non,31,525,8,123,"0,234",20444,166,2555,188
31,CONT_GFAP_GLT1_23_target,cont,non,32,3298,61,750,"0,227",156966,209,2573,197
32,CONT_GFAP_GLT1_23_target,cont,non,33,1092,16,320,"0,293",122653,383,7665,363
33,CONT_GFAP_GLT1_23_target,cont,non,34,3307,51,709,"0,214",232237,327,4553,297
34,CONT_GFAP_GLT1_23_target,cont,non,35,1132,20,265,"0,234",53761,202,2688,196
35,CONT_GFAP_GLT1_23_target,cont,non,36,1353,18,470,"0,347",138904,295,7716,227
36,CONT_GFAP_GLT1_23_target,cont,non,37,1672,23,274,"0,164",44603,162,1939,147
37,CONT_GFAP_GLT1_23_target,cont,non,38,1531,24,408,"0,266",67036,164,2793,153
38,CONT_GFAP_GLT1_23_target,cont,non,39,594,5,110,"0,185",21347,194,4269,147
0,CONT_GFAP_GLT1_24_target,cont,non,1,603,9,149,"0,247",48724,327,5413,332
1,CONT_GFAP_GLT1_24_target,cont,non,2,668,7,176,"0,263",44103,250,6300,224
2,CONT_GFAP_GLT1_24_target,cont,non,3,2094,39,475,"0,227",170149,358,4362,361
3,CONT_GFAP_GLT1_24_target,cont,non,4,1394,24,291,"0,209",114827,394,4784,372
4,CONT_GFAP_GLT1_24_target,cont,non,5,619,13,95,"0,153",41927,441,3225,387
5,CONT_GFAP_GLT1_24_target,cont,non,6,2202,34,478,"0,217",118194,247,3476,240
6,CONT_GFAP_GLT1_24_target,cont,non,7,2478,31,548,"0,221",195445,356,6304,232
7,CONT_GFAP_GLT1_24_target,cont,non,8,515,9,176,"0,342",39815,226,4423,200
8,CONT_GFAP_GLT1_24_target,cont,non,9,2268,37,564,"0,249",173760,308,4696,296
9,CONT_GFAP_GLT1_24_target,cont,non,10,766,20,191,"0,249",47507,248,2375,237
10,CONT_GFAP_GLT1_24_target,cont,non,11,2589,52,497,"0,192",155227,312,2985,304
11,CONT_GFAP_GLT1_24_target,cont,non,12,1727,27,240,"0,139",84980,354,3147,333
12,CONT_GFAP_GLT1_24_target,cont,non,13,623,11,99,"0,159",40672,410,3697,354
13,CONT_GFAP_GLT1_24_target,cont,non,14,1391,27,260,"0,187",49480,190,1832,182
14,CONT_GFAP_GLT1_24_target,cont,non,15,1173,24,298,"0,254",94084,315,3920,284
15,CONT_GFAP_GLT1_24_target,cont,non,16,2163,39,615,"0,284",225755,367,5788,344
16,CONT_GFAP_GLT1_24_target,cont,non,17,2757,48,556,"0,202",189882,341,3955,309
17,CONT_GFAP_GLT1_24_target,cont,non,18,2215,34,428,"0,193",119017,278,3500,261
18,CONT_GFAP_GLT1_24_target,cont,non,19,905,14,273,"0,302",68847,252,4917,213
19,CONT_GFAP_GLT1_24_target,cont,non,20,1092,20,299,"0,274",126480,423,6324,414
20,CONT_GFAP_GLT1_24_target,cont,non,21,538,9,167,"0,31",27726,166,3080,165
21,CONT_GFAP_GLT1_24_target,cont,non,22,1539,27,256,"0,166",94716,369,3508,308
22,CONT_GFAP_GLT1_24_target,cont,non,23,1188,18,452,"0,38",133709,295,7428,267
23,CONT_GFAP_GLT1_24_target,cont,non,24,1138,23,326,"0,286",103221,316,4487,304
24,CONT_GFAP_GLT1_24_target,cont,non,25,1847,30,506,"0,274",83873,165,2795,160
25,CONT_GFAP_GLT1_24_target,cont,non,26,620,6,98,"0,158",26732,272,4455,243
26,CONT_GFAP_GLT1_24_target,cont,non,27,597,12,104,"0,174",21819,209,1818,177
27,CONT_GFAP_GLT1_24_target,cont,non,28,2464,40,598,"0,243",90014,150,2250,136
28,CONT_GFAP_GLT1_24_target,cont,non,29,521,14,116,"0,223",19234,165,1373,160
29,CONT_GFAP_GLT1_24_target,cont,non,30,1486,29,304,"0,205",79669,262,2747,254
30,CONT_GFAP_GLT1_24_target,cont,non,31,528,12,113,"0,214",34669,306,2889,273
31,CONT_GFAP_GLT1_24_target,cont,non,32,1247,15,380,"0,305",125900,331,8393,322
32,CONT_GFAP_GLT1_24_target,cont,non,33,3559,45,859,"0,241",163116,189,3624,180
33,CONT_GFAP_GLT1_24_target,cont,non,34,1408,26,323,"0,229",91983,284,3537,254
34,CONT_GFAP_GLT1_24_target,cont,non,35,1030,22,141,"0,137",14738,104,669,98
35,CONT_GFAP_GLT1_24_target,cont,non,36,1320,27,304,"0,23",109279,359,4047,353
36,CONT_GFAP_GLT1_24_target,cont,non,37,1163,13,245,"0,211",108653,443,8357,361
37,CONT_GFAP_GLT1_24_target,cont,non,38,4698,56,1230,"0,262",433408,352,7739,334
38,CONT_GFAP_GLT1_24_target,cont,non,39,977,18,142,"0,145",34510,243,1917,271
39,CONT_GFAP_GLT1_24_target,cont,non,40,2149,26,454,"0,211",114362,251,4398,244
40,CONT_GFAP_GLT1_24_target,cont,non,41,1065,18,221,"0,208",63904,289,3550,302
41,CONT_GFAP_GLT1_24_target,cont,non,42,547,12,136,"0,249",37020,272,3085,264
42,CONT_GFAP_GLT1_24_target,cont,non,43,1040,17,152,"0,146",28517,187,1677,190
0,CONT_cef_GFAP_GLT1_9_target,cont,cef,1,518,7,193,"0,373",152152,788,21736,633
1,CONT_cef_GFAP_GLT1_9_target,cont,cef,2,585,9,232,"0,397",177071,763,19674,698
2,CONT_cef_GFAP_GLT1_9_target,cont,cef,3,563,14,165,"0,293",113603,688,8114,658
3,CONT_cef_GFAP_GLT1_9_target,cont,cef,4,895,16,313,"0,35",197163,629,12322,608
4,CONT_cef_GFAP_GLT1_9_target,cont,cef,5,659,10,239,"0,363",162622,680,16262,647
5,CONT_cef_GFAP_GLT1_9_target,cont,cef,6,809,20,293,"0,362",164978,563,8248,529
6,CONT_cef_GFAP_GLT1_9_target,cont,cef,7,1871,28,719,"0,384",444510,618,15875,583
7,CONT_cef_GFAP_GLT1_9_target,cont,cef,8,2487,24,1037,"0,417",809729,780,33738,629
8,CONT_cef_GFAP_GLT1_9_target,cont,cef,9,771,9,339,"0,44",293230,864,32581,775
9,CONT_cef_GFAP_GLT1_9_target,cont,cef,10,2072,30,808,"0,39",512801,634,17093,572
10,CONT_cef_GFAP_GLT1_9_target,cont,cef,11,1059,25,332,"0,314",150721,453,6028,434
11,CONT_cef_GFAP_GLT1_9_target,cont,cef,12,602,8,232,"0,385",124761,537,15595,465
12,CONT_cef_GFAP_GLT1_9_target,cont,cef,13,855,18,228,"0,267",124248,544,6902,530
13,CONT_cef_GFAP_GLT1_9_target,cont,cef,14,1506,23,522,"0,347",227596,436,9895,417
14,CONT_cef_GFAP_GLT1_9_target,cont,cef,15,821,14,251,"0,306",138974,553,9926,510
15,CONT_cef_GFAP_GLT1_9_target,cont,cef,16,1466,6,797,"0,544",429703,539,71617,443
16,CONT_cef_GFAP_GLT1_9_target,cont,cef,17,836,13,337,"0,403",187425,556,14417,489
17,CONT_cef_GFAP_GLT1_9_target,cont,cef,18,2793,27,1368,"0,49",578310,422,21418,402
18,CONT_cef_GFAP_GLT1_9_target,cont,cef,19,857,18,177,"0,207",84852,479,4714,465
19,CONT_cef_GFAP_GLT1_9_target,cont,cef,20,1688,36,420,"0,249",172259,410,4784,299
20,CONT_cef_GFAP_GLT1_9_target,cont,cef,21,721,9,328,"0,455",159668,486,17740,457
21,CONT_cef_GFAP_GLT1_9_target,cont,cef,22,1640,34,508,"0,31",212307,417,6244,393
22,CONT_cef_GFAP_GLT1_9_target,cont,cef,23,2923,52,998,"0,341",445889,446,8574,392
23,CONT_cef_GFAP_GLT1_9_target,cont,cef,24,647,12,246,"0,38",95021,386,7918,346
24,CONT_cef_GFAP_GLT1_9_target,cont,cef,25,1183,29,279,"0,236",124443,446,4291,420
25,CONT_cef_GFAP_GLT1_9_target,cont,cef,26,1509,17,595,"0,394",304111,511,17888,473
26,CONT_cef_GFAP_GLT1_9_target,cont,cef,27,952,10,299,"0,314",163972,548,16397,408
27,CONT_cef_GFAP_GLT1_9_target,cont,cef,28,698,8,354,"0,507",286967,810,35870,701
28,CONT_cef_GFAP_GLT1_9_target,cont,cef,29,888,23,207,"0,233",70653,341,3071,318
29,CONT_cef_GFAP_GLT1_9_target,cont,cef,30,968,13,411,"0,425",250537,609,19272,455
30,CONT_cef_GFAP_GLT1_9_target,cont,cef,31,619,12,240,"0,388",127421,530,10618,472
31,CONT_cef_GFAP_GLT1_9_target,cont,cef,32,1090,14,361,"0,331",234090,648,16720,555
32,CONT_cef_GFAP_GLT1_9_target,cont,cef,33,768,12,318,"0,414",175024,550,14585,486
33,CONT_cef_GFAP_GLT1_9_target,cont,cef,34,1168,23,241,"0,206",71781,297,3120,217
34,CONT_cef_GFAP_GLT1_9_target,cont,cef,35,1051,29,371,"0,353",109286,294,3768,261
35,CONT_cef_GFAP_GLT1_9_target,cont,cef,36,1420,25,419,"0,295",202997,484,8119,429
36,CONT_cef_GFAP_GLT1_9_target,cont,cef,37,564,9,123,"0,218",44476,361,4941,334
37,CONT_cef_GFAP_GLT1_9_target,cont,cef,38,550,12,204,"0,371",87838,430,7319,373
38,CONT_cef_GFAP_GLT1_9_target,cont,cef,39,1267,18,442,"0,349",228687,517,12704,493
39,CONT_cef_GFAP_GLT1_9_target,cont,cef,40,1224,10,460,"0,376",266619,579,26661,560
40,CONT_cef_GFAP_GLT1_9_target,cont,cef,41,1434,28,411,"0,287",146539,356,5233,314
41,CONT_cef_GFAP_GLT1_9_target,cont,cef,42,882,15,322,"0,365",169606,526,11307,514
42,CONT_cef_GFAP_GLT1_9_target,cont,cef,43,573,9,245,"0,428",150256,613,16695,591
43,CONT_cef_GFAP_GLT1_9_target,cont,cef,44,678,11,148,"0,218",75648,511,6877,438
44,CONT_cef_GFAP_GLT1_9_target,cont,cef,45,680,17,201,"0,296",97534,485,5737,443
45,CONT_cef_GFAP_GLT1_9_target,cont,cef,46,1051,19,379,"0,361",134626,355,7085,265
46,CONT_cef_GFAP_GLT1_9_target,cont,cef,47,851,10,416,"0,489",178028,427,17802,347
47,CONT_cef_GFAP_GLT1_9_target,cont,cef,48,1425,27,532,"0,373",217800,409,8066,341
48,CONT_cef_GFAP_GLT1_9_target,cont,cef,49,676,22,230,"0,34",117813,512,5355,473
49,CONT_cef_GFAP_GLT1_9_target,cont,cef,50,1171,21,346,"0,295",246334,711,11730,588
50,CONT_cef_GFAP_GLT1_9_target,cont,cef,51,722,3,372,"0,515",272742,733,90914,466
51,CONT_cef_GFAP_GLT1_9_target,cont,cef,52,787,16,210,"0,267",115944,552,7246,481
52,CONT_cef_GFAP_GLT1_9_target,cont,cef,53,1155,17,494,"0,428",264531,535,15560,503
53,CONT_cef_GFAP_GLT1_9_target,cont,cef,54,959,23,154,"0,161",27325,177,1188,168
54,CONT_cef_GFAP_GLT1_9_target,cont,cef,55,2597,47,754,"0,29",181049,240,3852,228
55,CONT_cef_GFAP_GLT1_9_target,cont,cef,56,553,14,272,"0,492",162349,596,11596,560
56,CONT_cef_GFAP_GLT1_9_target,cont,cef,57,3348,61,1256,"0,375",434069,345,7115,319
57,CONT_cef_GFAP_GLT1_9_target,cont,cef,58,751,10,136,"0,181",42625,313,4262,299
58,CONT_cef_GFAP_GLT1_9_target,cont,cef,59,789,14,191,"0,242",96278,504,6877,426
59,CONT_cef_GFAP_GLT1_9_target,cont,cef,60,1449,19,530,"0,366",324341,611,17070,465
60,CONT_cef_GFAP_GLT1_9_target,cont,cef,61,610,7,208,"0,341",124959,600,17851,469
61,CONT_cef_GFAP_GLT1_9_target,cont,cef,62,1418,19,564,"0,398",226053,400,11897,342
62,CONT_cef_GFAP_GLT1_9_target,cont,cef,63,1433,23,449,"0,313",286713,638,12465,554
63,CONT_cef_GFAP_GLT1_9_target,cont,cef,64,1526,24,301,"0,197",81235,269,3384,244
64,CONT_cef_GFAP_GLT1_9_target,cont,cef,65,706,14,178,"0,252",29446,165,2103,150
0,3D_TBI_GFAP_GLT1_4_target,tbi3,non,1,542,4,76,"0,14",27415,360,6853,305
1,3D_TBI_GFAP_GLT1_4_target,tbi3,non,2,628,13,102,"0,162",41854,410,3219,407
2,3D_TBI_GFAP_GLT1_4_target,tbi3,non,3,1346,21,144,"0,107",112303,779,5347,744
3,3D_TBI_GFAP_GLT1_4_target,tbi3,non,4,2029,34,236,"0,116",148479,629,4367,622
4,3D_TBI_GFAP_GLT1_4_target,tbi3,non,5,672,8,37,"0,055",35280,953,4410,803
5,3D_TBI_GFAP_GLT1_4_target,tbi3,non,6,3571,58,453,"0,127",318822,703,5496,638
6,3D_TBI_GFAP_GLT1_4_target,tbi3,non,7,619,10,69,"0,111",35066,508,3506,505
7,3D_TBI_GFAP_GLT1_4_target,tbi3,non,8,551,13,96,"0,174",49928,520,3840,564
8,3D_TBI_GFAP_GLT1_4_target,tbi3,non,9,595,7,55,"0,092",15965,290,2280,281
9,3D_TBI_GFAP_GLT1_4_target,tbi3,non,10,674,11,46,"0,068",36782,799,3343,641
10,3D_TBI_GFAP_GLT1_4_target,tbi3,non,11,2472,35,283,"0,114",199616,705,5703,691
11,3D_TBI_GFAP_GLT1_4_target,tbi3,non,12,512,9,55,"0,107",29016,527,3224,436
12,3D_TBI_GFAP_GLT1_4_target,tbi3,non,13,1928,36,203,"0,105",160663,791,4462,718
13,3D_TBI_GFAP_GLT1_4_target,tbi3,non,14,3430,43,284,"0,083",129256,455,3005,438
14,3D_TBI_GFAP_GLT1_4_target,tbi3,non,15,2703,40,337,"0,125",202924,602,5073,627
15,3D_TBI_GFAP_GLT1_4_target,tbi3,non,16,2651,45,295,"0,111",250496,849,5566,842
16,3D_TBI_GFAP_GLT1_4_target,tbi3,non,17,950,17,161,"0,169",100846,626,5932,583
17,3D_TBI_GFAP_GLT1_4_target,tbi3,non,18,1522,24,107,"0,07",120754,1128,5031,995
18,3D_TBI_GFAP_GLT1_4_target,tbi3,non,19,3769,52,337,"0,089",346257,1027,6658,927
19,3D_TBI_GFAP_GLT1_4_target,tbi3,non,20,760,12,97,"0,128",67087,691,5590,538
20,3D_TBI_GFAP_GLT1_4_target,tbi3,non,21,576,6,30,"0,052",23185,772,3864,551
21,3D_TBI_GFAP_GLT1_4_target,tbi3,non,22,1609,26,270,"0,168",164607,609,6331,618
22,3D_TBI_GFAP_GLT1_4_target,tbi3,non,23,770,10,51,"0,066",36246,710,3624,588
23,3D_TBI_GFAP_GLT1_4_target,tbi3,non,24,590,9,87,"0,147",36071,414,4007,384
24,3D_TBI_GFAP_GLT1_4_target,tbi3,non,25,1078,20,167,"0,155",82566,494,4128,426
25,3D_TBI_GFAP_GLT1_4_target,tbi3,non,26,2428,30,211,"0,087",177638,841,5921,762
26,3D_TBI_GFAP_GLT1_4_target,tbi3,non,27,550,14,84,"0,153",62984,749,4498,608
27,3D_TBI_GFAP_GLT1_4_target,tbi3,non,28,1785,24,243,"0,136",132273,544,5511,465
28,3D_TBI_GFAP_GLT1_4_target,tbi3,non,29,940,10,125,"0,133",37927,303,3792,307
29,3D_TBI_GFAP_GLT1_4_target,tbi3,non,30,2228,42,292,"0,131",199017,681,4738,605
30,3D_TBI_GFAP_GLT1_4_target,tbi3,non,31,2665,45,357,"0,134",211719,593,4704,561
31,3D_TBI_GFAP_GLT1_4_target,tbi3,non,32,775,5,71,"0,092",52963,745,10592,492
32,3D_TBI_GFAP_GLT1_4_target,tbi3,non,33,2309,33,158,"0,068",67269,425,2038,495
33,3D_TBI_GFAP_GLT1_4_target,tbi3,non,34,511,12,60,"0,117",35718,595,2976,512
34,3D_TBI_GFAP_GLT1_4_target,tbi3,non,35,1115,20,142,"0,127",72965,513,3648,510
35,3D_TBI_GFAP_GLT1_4_target,tbi3,non,36,2255,40,235,"0,104",122288,520,3057,491
36,3D_TBI_GFAP_GLT1_4_target,tbi3,non,37,855,13,100,"0,117",104166,1041,8012,998
37,3D_TBI_GFAP_GLT1_4_target,tbi3,non,38,621,16,115,"0,185",54022,469,3376,446
38,3D_TBI_GFAP_GLT1_4_target,tbi3,non,39,1314,25,220,"0,167",144041,654,5761,626
39,3D_TBI_GFAP_GLT1_4_target,tbi3,non,40,1554,27,276,"0,178",177875,644,6587,541
40,3D_TBI_GFAP_GLT1_4_target,tbi3,non,41,574,11,90,"0,157",35976,399,3270,376
41,3D_TBI_GFAP_GLT1_4_target,tbi3,non,42,777,14,108,"0,139",51428,476,3673,481
0,3D_TBI_GFAP_GLT1_5_target,tbi3,non,1,842,11,92,"0,109",31081,337,2825,342
1,3D_TBI_GFAP_GLT1_5_target,tbi3,non,2,752,10,63,"0,084",45688,725,4568,676
2,3D_TBI_GFAP_GLT1_5_target,tbi3,non,3,711,9,50,"0,07",65658,1313,7295,1090
3,3D_TBI_GFAP_GLT1_5_target,tbi3,non,4,615,8,126,"0,205",153495,1218,19186,1030
4,3D_TBI_GFAP_GLT1_5_target,tbi3,non,5,767,14,107,"0,14",64126,599,4580,542
5,3D_TBI_GFAP_GLT1_5_target,tbi3,non,6,530,6,81,"0,153",35859,442,5976,516
6,3D_TBI_GFAP_GLT1_5_target,tbi3,non,7,994,15,105,"0,106",83125,791,5541,794
7,3D_TBI_GFAP_GLT1_5_target,tbi3,non,8,3027,41,411,"0,136",542014,1318,13219,1203
8,3D_TBI_GFAP_GLT1_5_target,tbi3,non,9,516,5,77,"0,149",96575,1254,19315,1106
9,3D_TBI_GFAP_GLT1_5_target,tbi3,non,10,1646,19,235,"0,143",191071,813,10056,778
10,3D_TBI_GFAP_GLT1_5_target,tbi3,non,11,720,9,92,"0,128",53771,584,5974,538
11,3D_TBI_GFAP_GLT1_5_target,tbi3,non,12,1292,19,192,"0,149",132162,688,6955,680
12,3D_TBI_GFAP_GLT1_5_target,tbi3,non,13,1729,15,145,"0,084",92562,638,6170,598
13,3D_TBI_GFAP_GLT1_5_target,tbi3,non,14,1850,23,359,"0,194",337930,941,14692,687
14,3D_TBI_GFAP_GLT1_5_target,tbi3,non,15,751,9,79,"0,105",101059,1279,11228,993
15,3D_TBI_GFAP_GLT1_5_target,tbi3,non,16,942,16,189,"0,201",145434,769,9089,646
16,3D_TBI_GFAP_GLT1_5_target,tbi3,non,17,2377,41,305,"0,128",277078,908,6758,877
17,3D_TBI_GFAP_GLT1_5_target,tbi3,non,18,764,9,115,"0,151",53109,461,5901,486
18,3D_TBI_GFAP_GLT1_5_target,tbi3,non,19,1247,21,198,"0,159",124396,628,5923,544
19,3D_TBI_GFAP_GLT1_5_target,tbi3,non,20,726,15,112,"0,154",65549,585,4369,525
20,3D_TBI_GFAP_GLT1_5_target,tbi3,non,21,582,8,53,"0,091",24690,465,3086,480
21,3D_TBI_GFAP_GLT1_5_target,tbi3,non,22,537,8,68,"0,127",53473,786,6684,655
22,3D_TBI_GFAP_GLT1_5_target,tbi3,non,23,2664,53,547,"0,205",473223,865,8928,781
23,3D_TBI_GFAP_GLT1_5_target,tbi3,non,24,894,8,62,"0,069",47858,771,5982,641
24,3D_TBI_GFAP_GLT1_5_target,tbi3,non,25,1071,13,95,"0,089",86460,910,6650,761
25,3D_TBI_GFAP_GLT1_5_target,tbi3,non,26,749,10,121,"0,162",127073,1050,12707,1024
26,3D_TBI_GFAP_GLT1_5_target,tbi3,non,27,737,9,85,"0,115",53505,629,5945,597
27,3D_TBI_GFAP_GLT1_5_target,tbi3,non,28,842,7,54,"0,064",30714,568,4387,532
28,3D_TBI_GFAP_GLT1_5_target,tbi3,non,29,648,12,83,"0,128",61172,737,5097,559
29,3D_TBI_GFAP_GLT1_5_target,tbi3,non,30,582,8,102,"0,175",80440,788,10055,758
30,3D_TBI_GFAP_GLT1_5_target,tbi3,non,31,1155,25,251,"0,217",162881,648,6515,615
31,3D_TBI_GFAP_GLT1_5_target,tbi3,non,32,562,12,137,"0,244",78769,574,6564,555
32,3D_TBI_GFAP_GLT1_5_target,tbi3,non,33,521,8,56,"0,107",36379,649,4547,581
33,3D_TBI_GFAP_GLT1_5_target,tbi3,non,34,981,9,172,"0,175",105877,615,11764,506
34,3D_TBI_GFAP_GLT1_5_target,tbi3,non,35,1128,11,148,"0,131",136552,922,12413,911
35,3D_TBI_GFAP_GLT1_5_target,tbi3,non,36,959,19,181,"0,189",76551,422,4029,405
36,3D_TBI_GFAP_GLT1_5_target,tbi3,non,37,610,9,70,"0,115",37462,535,4162,563
37,3D_TBI_GFAP_GLT1_5_target,tbi3,non,38,710,16,100,"0,141",56058,560,3503,496
0,3D_TBI_GFAP_GLT1_6_target,tbi3,non,1,1250,20,120,"0,096",76122,634,3806,625
1,3D_TBI_GFAP_GLT1_6_target,tbi3,non,2,567,5,64,"0,113",30277,473,6055,454
2,3D_TBI_GFAP_GLT1_6_target,tbi3,non,3,592,2,22,"0,037",22290,1013,11145,403
3,3D_TBI_GFAP_GLT1_6_target,tbi3,non,4,1638,27,272,"0,166",140607,516,5207,481
4,3D_TBI_GFAP_GLT1_6_target,tbi3,non,5,525,6,39,"0,074",24818,636,4136,518
5,3D_TBI_GFAP_GLT1_6_target,tbi3,non,6,587,5,38,"0,065",75894,1997,15178,1678
6,3D_TBI_GFAP_GLT1_6_target,tbi3,non,7,571,7,69,"0,121",46795,678,6685,582
7,3D_TBI_GFAP_GLT1_6_target,tbi3,non,8,693,7,98,"0,141",56861,580,8123,468
8,3D_TBI_GFAP_GLT1_6_target,tbi3,non,9,641,11,61,"0,095",35901,588,3263,497
9,3D_TBI_GFAP_GLT1_6_target,tbi3,non,10,1250,9,158,"0,126",92750,587,10305,600
10,3D_TBI_GFAP_GLT1_6_target,tbi3,non,11,5273,63,562,"0,107",373979,665,5936,614
11,3D_TBI_GFAP_GLT1_6_target,tbi3,non,12,629,7,67,"0,107",30842,460,4406,423
12,3D_TBI_GFAP_GLT1_6_target,tbi3,non,13,579,7,48,"0,083",22928,477,3275,432
13,3D_TBI_GFAP_GLT1_6_target,tbi3,non,14,934,14,101,"0,108",96347,953,6881,647
14,3D_TBI_GFAP_GLT1_6_target,tbi3,non,15,588,7,94,"0,16",62896,669,8985,598
15,3D_TBI_GFAP_GLT1_6_target,tbi3,non,16,1235,11,89,"0,072",48196,541,4381,593
16,3D_TBI_GFAP_GLT1_6_target,tbi3,non,17,692,9,60,"0,087",36157,602,4017,515
17,3D_TBI_GFAP_GLT1_6_target,tbi3,non,18,2068,26,205,"0,099",123129,600,4735,597
