"","frame","power","mean","sd","time"
"228",33,20,0.556553688830565,0.0929247183048254,29
"229",33,30,0.625980728867774,0.289597996742495,29
"230",33,50,0.715610117432354,0.187733165963565,29
"231",33,100,1.2825492103065,0.575927773387511,29
"232",34,2,0.0764513136122361,0.0526181406199067,30
"233",34,5,0.312739100553081,0.11042695259351,30
"234",34,10,0.323518676043811,0.0228875934704939,30
"235",34,20,0.54162970585795,0.0916123917772387,30
"236",34,30,0.618095990392404,0.292713720937208,30
"237",34,50,0.703085350019641,0.17594083553223,30
"238",34,100,1.23896712304479,0.559211367165417,30
"239",35,2,0.0735560588191475,0.051364113442758,31
"240",35,5,0.305707528059658,0.115902945589594,31
"241",35,10,0.305179240619256,0.0132005350649624,31
"242",35,20,0.530008239039878,0.0823769297400025,31
"243",35,30,0.589910265198046,0.277771799802444,31
"244",35,50,0.694680193830899,0.158588105533432,31
"245",35,100,1.1835890359039,0.541065606309963,31
"246",36,2,0.0699172615761936,0.0375901147245921,32
"247",36,5,0.304459758843503,0.119905609728568,32
"248",36,10,0.305652731496215,0.0331926960866388,32
"249",36,20,0.523548851806465,0.0831530286296289,32
"250",36,30,0.581487054604644,0.262663870040034,32
"251",36,50,0.663618767613159,0.156095279350443,32
"252",36,100,1.14704196883702,0.539082445865001,32
"253",37,2,0.0795379685995548,0.0348586426722961,33
"254",37,5,0.318703650875178,0.115660970629362,33
"255",37,10,0.299205604045735,0.0321781157813921,33
"256",37,20,0.501284287171312,0.0680534404244181,33
"257",37,30,0.563782356600757,0.260724723184945,33
"258",37,50,0.657100341911198,0.148275070853957,33
"259",37,100,1.09990726362029,0.510123276466515,33
"260",38,2,0.0808527365937569,0.0493270799446085,34
"261",38,5,0.316094404824046,0.117484377556858,34
"262",38,10,0.284945263986604,0.0318753625852804,34
"263",38,20,0.485923200607141,0.0511917222404085,34
"264",38,30,0.545702010261893,0.252916153982096,34
"265",38,50,0.633907550450205,0.12638812836421,34
"266",38,100,1.05364637091864,0.455660799316166,34
"267",39,2,0.0736942801727696,0.0482220222897885,35
"268",39,5,0.313638441882712,0.119378759625521,35
"269",39,10,0.286484866770087,0.0251220083292667,35
"270",39,20,0.480751883684182,0.0519327881074435,35
"271",39,30,0.547955762513707,0.246051050537745,35
"272",39,50,0.623982720862708,0.137270565930425,35
"273",39,100,1.06943632390713,0.509498555315634,35
"274",40,2,0.0742556048985152,0.033220115695743,36
"275",40,5,0.304926291779356,0.131851880033232,36
"276",40,10,0.289162863499953,0.0190585908205851,36
"277",40,20,0.485524557875396,0.0511370542871012,36
"278",40,30,0.5266136163212,0.2381152348799,36
"279",40,50,0.608064186578078,0.119551220209985,36
"280",40,100,1.0098325988442,0.477391762383312,36
"281",41,2,0.0622607133198791,0.0490776524778473,37
"282",41,5,0.307584826354112,0.127962664060913,37
"283",41,10,0.287375756756351,0.0115786854475146,37
"284",41,20,0.467060144128019,0.0470705520615137,37
"285",41,30,0.519086862698163,0.243702726874246,37
"286",41,50,0.594823965696897,0.11377419713978,37
"287",41,100,1.0095671161378,0.508401206965327,37
"288",42,2,0.0631324109823908,0.0712767225993219,38
"289",42,5,0.305802587711916,0.130015065721392,38
"290",42,10,0.281294628813556,0.035972767516966,38
"291",42,20,0.461479616569487,0.0643319324695012,38
"292",42,30,0.515892040807253,0.238453875903188,38
"293",42,50,0.575976201121871,0.11092832031402,38
"294",42,100,0.963109432652073,0.434970768371866,38
"295",43,2,0.0735479999918537,0.0468833965591409,39
"296",43,5,0.300674837866944,0.122888686908916,39
"297",43,10,0.269460933621554,0.0121588387611108,39
"298",43,20,0.434532586984558,0.0454425501850573,39
"299",43,30,0.506218175777967,0.211084549132904,39
"300",43,50,0.572193058369162,0.104295878740676,39
"301",43,100,0.957619945353433,0.477584491318092,39
"302",44,2,0.0731090301435397,0.0326726711630734,40
"303",44,5,0.304119577376645,0.132297482037423,40
"304",44,10,0.277644883021434,0.0144969209148532,40
"305",44,20,0.429372166136934,0.0605352400650216,40
"306",44,30,0.497183736750244,0.226593769747195,40
"307",44,50,0.554915169188125,0.106060049451272,40
"308",44,100,0.918525880649965,0.44278294443316,40
"309",45,2,0.067053377759634,0.0398289747791683,41
"310",45,5,0.304009563073847,0.130025063096428,41
"311",45,10,0.261073292777516,0.0266706361534263,41
"312",45,20,0.405434122738818,0.048406603618268,41
"313",45,30,0.485869731970934,0.216793194937959,41
"314",45,50,0.541746242490161,0.0893402261760966,41
"315",45,100,0.890081405829961,0.42708926411137,41
"316",46,2,0.065686326386487,0.0339855719851637,42
"317",46,5,0.29788931928249,0.13288104114451,42
"318",46,10,0.251634460484634,0.0314250591105261,42
"319",46,20,0.411909419027575,0.0548660507820283,42
"320",46,30,0.470658847869113,0.215273162408189,42
"321",46,50,0.535614682004176,0.0855986482088045,42
"322",46,100,0.884075906465872,0.425249192718619,42
"323",47,2,0.0692579829770265,0.0441007029532493,43
"324",47,5,0.294292206622785,0.12383444647223,43
"325",47,10,0.263388178906263,0.0114347131162834,43
"326",47,20,0.39805101372827,0.0404263437970407,43
"327",47,30,0.46280319196882,0.195129430678642,43
"328",47,50,0.525317912386927,0.0929008501450527,43
"329",47,100,0.855011256899619,0.41416582078182,43
"330",48,2,0.0652965010418343,0.0353604771572197,44
"331",48,5,0.288875648633157,0.122648857077512,44
"332",48,10,0.24846077146007,0.00640019910777295,44
"333",48,20,0.39322174481005,0.0396987624947804,44
"334",48,30,0.465551633849039,0.213645532990658,44
"335",48,50,0.514018868334624,0.0762546755092118,44
"336",48,100,0.800487210108169,0.388643525422525,44
"337",49,2,0.0608624949690258,0.0485382668406541,45
"338",49,5,0.288195436197425,0.126100174135584,45
"339",49,10,0.237927905908515,0.023552461447852,45
"340",49,20,0.378764284457861,0.0509741716581729,45
"341",49,30,0.451187079248649,0.212846382383425,45
"342",49,50,0.506660747168961,0.0759491982070525,45
"343",49,100,0.812353925611534,0.395275061799103,45
"344",50,2,0.0610178297016385,0.0437871008451375,46
"345",50,5,0.292181521880942,0.13205128121077,46
"346",50,10,0.251181026830008,0.00416281185265968,46
"347",50,20,0.37668884940487,0.0493038902919193,46
"348",50,30,0.454431781910965,0.192222756018684,46
"349",50,50,0.494787443960149,0.0777311545320891,46
"350",50,100,0.767970554734556,0.351655093597835,46
"351",51,2,0.0572581251242188,0.0476439429701653,47
"352",51,5,0.288821159069291,0.146405847719681,47
"353",51,10,0.237705104543019,0.0198187230093009,47
"354",51,20,0.36369268765813,0.0378729921018638,47
"355",51,30,0.445854370641607,0.186399180282081,47
"356",51,50,0.485563636103152,0.0644610322888559,47
"357",51,100,0.750514157583988,0.356193945906185,47
"358",52,2,0.0696361991481134,0.029416814545802,48
"359",52,5,0.294146691744981,0.161870501890141,48
"360",52,10,0.234724859113645,0.0276228838667846,48
"361",52,20,0.365330682257407,0.0379031454460712,48
"362",52,30,0.432745801140763,0.188170328558897,48
"363",52,50,0.486957208351485,0.0703627107683355,48
"364",52,100,0.75016808872185,0.368492916198461,48
"365",53,2,0.0563834458480315,0.0374061841825185,49
"366",53,5,0.304588896081364,0.156881862149968,49
"367",53,10,0.233963456516405,0.0427076341633373,49
"368",53,20,0.361645005646896,0.0369519814494759,49
"369",53,30,0.423147314499317,0.187768384780842,49
"370",53,50,0.477687397458763,0.0630778620324782,49
"371",53,100,0.712775518427565,0.335686480422726,49
"372",54,2,0.0574695883246853,0.0462653377588418,50
"373",54,5,0.296745650079528,0.154123374257322,50
"374",54,10,0.225808169096515,0.0107677375460116,50
"375",54,20,0.337256071086633,0.0273889538341691,50
"376",54,30,0.410326563766263,0.186465111871643,50
"377",54,50,0.465357262827753,0.0671563565687786,50
"378",54,100,0.70731538654039,0.358334849914385,50
"379",55,2,0.0596703001868095,0.0284823228917152,51
"380",55,5,0.295412071696817,0.154556829702912,51
"381",55,10,0.228747512012654,0.0392361737167238,51
"382",55,20,0.339675763665368,0.0316543703303379,51
"383",55,30,0.419564288068922,0.180767645873682,51
"384",55,50,0.455966412764587,0.037996678199087,51
"385",55,100,0.689827478248607,0.332801417948198,51
"386",56,2,0.0546502466849718,0.0424823461768973,52
"387",56,5,0.290365714760398,0.163789861447319,52
"388",56,10,0.223078538829637,0.0207730838687827,52
"389",56,20,0.329662508310368,0.039280010369872,52
"390",56,30,0.405329259730793,0.178956783412495,52
"391",56,50,0.443841072617655,0.0567324329327479,52
"392",56,100,0.687279118599926,0.354318635986606,52
"393",57,2,0.0616502544668109,0.0412684685716943,53
"394",57,5,0.293675597153483,0.162732331536496,53
"395",57,10,0.213830176265969,0.0269182648511836,53
"396",57,20,0.327533222903067,0.0289756485035115,53
"397",57,30,0.403201149488125,0.178224858109561,53
"398",57,50,0.455334950737103,0.058709391752345,53
"399",57,100,0.6547937317009,0.316959558000563,53
"400",58,2,0.057278602730729,0.0455247886068337,54
"401",58,5,0.288701726423901,0.159539778072468,54
"402",58,10,0.219140381366962,0.0386337225811274,54
"403",58,20,0.308954006154839,0.0377106900802042,54
"404",58,30,0.400772297263369,0.169396936133271,54
"405",58,50,0.444347510459445,0.0567903833786626,54
"406",58,100,0.626944030736899,0.302793070931239,54
"407",59,2,0.0487422134010634,0.045564501338553,55
"408",59,5,0.280729473921385,0.169645011592012,55
"409",59,10,0.211501390420301,0.00945907920213462,55
"410",59,20,0.312621278753145,0.0259430036741907,55
"411",59,30,0.385690856852233,0.172696820960043,55
"412",59,50,0.437495000813781,0.0386309117816002,55
"413",59,100,0.651020269423294,0.326297923787701,55
"414",60,2,0.0469273332655835,0.0432419771087149,56
"415",60,5,0.285799742991477,0.17282520361452,56
"416",60,10,0.21143348829499,0.0411180121823248,56
"417",60,20,0.313436289096039,0.0332568811953202,56
"418",60,30,0.382562151670794,0.172378906049248,56
"419",60,50,0.439225603326879,0.0597092284465899,56
"420",60,100,0.626727926761409,0.311616021582565,56
"421",61,2,0.0469365946887106,0.03203961139096,57
"422",61,5,0.276516991899537,0.156409870197989,57
"423",61,10,0.213003619544374,0.0334959393230905,57
"424",61,20,0.299438436772396,0.0223508079579649,57
"425",61,30,0.371872283264499,0.177000367021849,57
"426",61,50,0.43132526460162,0.0557211812037895,57
"427",61,100,0.618494470878834,0.323681431001969,57
"428",62,2,0.0489311279214659,0.0335732141969028,58
"429",62,5,0.290472368791312,0.162865059681047,58
"430",62,10,0.210498189787455,0.0228864666168506,58
"431",62,20,0.296994116546832,0.0405451985177634,58
"432",62,30,0.36645307045443,0.168901503682844,58
"433",62,50,0.420327280217253,0.0294113628152788,58
"434",62,100,0.613859882367238,0.312093015133992,58
"435",63,2,0.0521051005651712,0.019257014720199,59
"436",63,5,0.28371625504067,0.167080154835254,59
"437",63,10,0.212152553794838,0.0298575951392669,59
"438",63,20,0.286324798950672,0.0326028307385249,59
"439",63,30,0.369573162913809,0.162463502220685,59
"440",63,50,0.417753408685207,0.0307659945865425,59
"441",63,100,0.603128061931162,0.282294702171144,59
"442",64,2,0.0465566678470871,0.0400681404742675,60
"443",64,5,0.281551577514922,0.175774608205385,60
"444",64,10,0.202781334506589,0.0351900973073083,60
"445",64,20,0.289328133486681,0.0372166582114511,60
"446",64,30,0.361744783725839,0.165053796154733,60
"447",64,50,0.420409714271311,0.0371477729887734,60
"448",64,100,0.595564507275769,0.283365513101969,60
"449",65,2,0.0416539086603563,0.0335384728909318,61
"450",65,5,0.276354359274063,0.170129784088215,61
"451",65,10,0.191439657826812,0.0499929780609929,61
"452",65,20,0.284963596258775,0.0239463107969394,61
"453",65,30,0.360720678040735,0.162359245316098,61
"454",65,50,0.408433975533319,0.041155508630567,61
"455",65,100,0.585886529584185,0.305578191419727,61
"456",66,2,0.0278395983792968,0.0554997461492562,62
"457",66,5,0.284042806569063,0.172987354037211,62
"458",66,10,0.193179262459946,0.0371802365986721,62
"459",66,20,0.26925443004738,0.0196260555520781,62
"460",66,30,0.346414650433594,0.147256767588059,62
"461",66,50,0.413480766247966,0.046129513179899,62
"462",66,100,0.536168630035021,0.229277815206098,62
"463",67,2,0.0501470128356372,0.0434990634788141,63
"464",67,5,0.278459077655718,0.188323833286302,63
"465",67,10,0.183357117779868,0.0387872740777856,63
"466",67,20,0.27760468854329,0.0289908465890963,63
"467",67,30,0.335888021944958,0.156619594739775,63
"468",67,50,0.404072406064283,0.0331572911321383,63
"469",67,100,0.564660176941213,0.275328298498003,63
"470",68,2,0.0398095423174671,0.0391852941152067,64
"471",68,5,0.274786032388703,0.18522823868905,64
"472",68,10,0.202303643396732,0.0143980899212818,64
"473",68,20,0.271128873913732,0.0229178298517382,64
"474",68,30,0.342713118882088,0.151843849812153,64
"475",68,50,0.409485696881486,0.0385744998080482,64
"476",68,100,0.555720806915262,0.256492963878116,64
"477",69,2,0.0351748180707933,0.0445519496778744,65
"478",69,5,0.275690733496595,0.181992577025588,65
"479",69,10,0.175106273235751,0.0626345672564455,65
"480",69,20,0.272617222563896,0.039026316310398,65
"481",69,30,0.337745491685915,0.14698213527723,65
"482",69,50,0.411201995701739,0.0321107173139316,65
"483",69,100,0.537599222591122,0.224963892385089,65
"484",70,2,0.0368115386027611,0.0358420035493059,66
"485",70,5,0.277288426164531,0.182497563292728,66
"486",70,10,0.188305932745739,0.0393084533408619,66
"487",70,20,0.264346582734548,0.0233395987331215,66
"488",70,30,0.321269393108679,0.156420364651754,66
"489",70,50,0.396226523754194,0.0334293760283683,66
"490",70,100,0.542252759542873,0.25145127323824,66
"491",71,2,0.0531940966224013,0.0338544257309832,67
"492",71,5,0.274311892151795,0.173352725711648,67
"493",71,10,0.187867525282181,0.0372585715537262,67
"494",71,20,0.24343625929294,0.0360164175168179,67
"495",71,30,0.328177396823853,0.141203713055786,67
"496",71,50,0.397851206574041,0.0370503271525209,67
"497",71,100,0.521131758755916,0.21477746704613,67
"498",72,2,0.0323570417454921,0.0414591008781658,68
"499",72,5,0.273806017576329,0.178881117708434,68
"500",72,10,0.18928137725952,0.0295445254705538,68
"501",72,20,0.264865067982125,0.023067297649249,68
"502",72,30,0.324125897832074,0.154976494653207,68
"503",72,50,0.398269269188207,0.0393739762643046,68
"504",72,100,0.556685173093893,0.266117823550955,68
"505",73,2,0.028230244678038,0.0402076430345686,69
"506",73,5,0.264337897410905,0.192378659830522,69
"507",73,10,0.177734058135354,0.0304679623293149,69
"508",73,20,0.249591295429125,0.0286216310672933,69
"509",73,30,0.307046121643551,0.148969571525937,69
"510",73,50,0.389823617139815,0.0307600025130478,69
"511",73,100,0.522728324854078,0.23404444386409,69
"512",74,2,0.0387092563556967,0.0301197320373717,70
"513",74,5,0.276128532813322,0.196468274314268,70
"514",74,10,0.193398543937663,0.031295293378225,70
"515",74,20,0.258272320450621,0.0338399469486977,70
"516",74,30,0.316223565132167,0.136005380901858,70
"517",74,50,0.390789806898052,0.0315750535538348,70
"518",74,100,0.514866678249508,0.209324509292534,70
"519",75,2,0.0423259311676659,0.0341959315887823,71
"520",75,5,0.279330168812795,0.184876823206562,71
"521",75,10,0.156388323839625,0.0390095253479472,71
"522",75,20,0.247956552627408,0.0356523005453018,71
"523",75,30,0.311838070933833,0.126890633856602,71
"524",75,50,0.382853885156791,0.0422767602430519,71
"525",75,100,0.536597671298961,0.262499174723448,71
"526",76,2,0.0303282672333422,0.0363841690971051,72
"527",76,5,0.283372639608738,0.19498515781879,72
"528",76,10,0.174570784041247,0.0281949950098299,72
"529",76,20,0.248610490146399,0.0128347231618598,72
"530",76,30,0.305997188238733,0.131032795231945,72
"531",76,50,0.375913232077438,0.0276708383480867,72
"532",76,100,0.536455979089928,0.257708134122905,72
"533",77,2,0.0307855273013147,0.0432976446147025,73
"534",77,5,0.2718462590845,0.20769392805344,73
"535",77,10,0.167235783692808,0.0393634710756391,73
"536",77,20,0.251470591180278,0.0282890083363576,73
"537",77,30,0.297046771958765,0.13323775819304,73
"538",77,50,0.378658549020644,0.0373343576283205,73
"539",77,100,0.532641922594846,0.275047200006041,73
"540",78,2,0.0383735276388275,0.03649760135305,74
"541",78,5,0.28709575879877,0.177919208055321,74
"542",78,10,0.170219171009954,0.0501220672712004,74
"543",78,20,0.224267764250752,0.0212840998913175,74
"544",78,30,0.300437108904825,0.127673676334043,74
