"","cell","power","stimul","frame","time","mask","int","delta","rel"
"2289","cell8_01_17_03",20,20,43,23,"down",873.602,-0.0459833654650701,1.15928293418935
"2290","cell8_01_17_03",20,20,44,24,"cell",752.673,-0.0437208179548588,752.673
"2291","cell8_01_17_03",20,20,44,24,"up",825.755,-0.0252867935334443,1.09709661433318
"2292","cell8_01_17_03",20,20,44,24,"down",870.54,-0.0493272210594323,1.15659788513737
"2293","cell8_01_17_03",20,20,45,25,"cell",751.147,-0.0456596174491954,751.147
"2294","cell8_01_17_03",20,20,45,25,"up",822.828,-0.0287417959921973,1.09542872433758
"2295","cell8_01_17_03",20,20,45,25,"down",870.736,-0.0491131793558088,1.15920851710784
"2296","cell8_01_17_03",20,20,46,26,"cell",763.237,-0.0302991417699487,763.237
"2297","cell8_01_17_03",20,20,46,26,"up",835.573,-0.0136977213981395,1.09477527950034
"2298","cell8_01_17_03",20,20,46,26,"down",886.063,-0.0323753365423573,1.16092773280121
"2299","cell8_01_17_03",20,20,47,27,"cell",755.489,-0.0401430595170788,755.489
"2300","cell8_01_17_03",20,20,47,27,"up",841.974,-0.00614204297706726,1.11447552512346
"2301","cell8_01_17_03",20,20,47,27,"down",878.911,-0.0401856746255964,1.16336703777289
"2302","cell8_01_17_03",20,20,48,28,"cell",744.147,-0.0545531931112904,744.147
"2303","cell8_01_17_03",20,20,48,28,"up",807.802,-0.0464783409000289,1.08554089447381
"2304","cell8_01_17_03",20,20,48,28,"down",860.372,-0.0604311804596525,1.15618553860998
"2305","cell8_01_17_03",20,20,49,29,"cell",754.01,-0.0420221450033987,754.01
"2306","cell8_01_17_03",20,20,49,29,"up",817.646,-0.0348585786164742,1.08439675866368
"2307","cell8_01_17_03",20,20,49,29,"down",872.144,-0.0475755736481465,1.15667431466426
"2308","cell8_01_17_03",20,20,50,30,"cell",762.703,-0.0309775945418856,762.703
"2309","cell8_01_17_03",20,20,50,30,"up",836.198,-0.0129599774498236,1.09636123104275
"2310","cell8_01_17_03",20,20,50,30,"down",884.224,-0.0343836155880894,1.15932938509485
"2311","cell8_01_17_03",20,20,51,31,"cell",758.532,-0.0362768951256853,758.532
"2312","cell8_01_17_03",20,20,51,31,"up",836.083,-0.0130957223363137,1.10223827076511
"2313","cell8_01_17_03",20,20,51,31,"down",880.462,-0.0384919058382497,1.16074470160784
"2314","cell8_01_17_03",20,20,52,32,"cell",756.314,-0.0390948880997606,756.314
"2315","cell8_01_17_03",20,20,52,32,"up",827.599,-0.023110153788333,1.09425318055728
"2316","cell8_01_17_03",20,20,52,32,"down",883.548,-0.0351218410556887,1.1682290688788
"2317","cell8_01_17_03",20,20,53,33,"cell",756.885,-0.0383694264278954,756.885
"2318","cell8_01_17_03",20,20,53,33,"up",840.344,-0.00806607919427513,1.1102664209226
"2319","cell8_01_17_03",20,20,53,33,"down",874.847,-0.044623763827258,1.15585194580418
"2320","cell8_01_17_03",20,20,54,34,"cell",761.297,-0.0327639327391578,761.297
"2321","cell8_01_17_03",20,20,54,34,"up",854.677,0.00885245522366375,1.12265909362575
"2322","cell8_01_17_03",20,20,54,34,"down",884.854,-0.0336956243978712,1.1622980256063
"2323","cell8_01_17_03",20,20,55,35,"cell",758.181,-0.0367228444195989,758.181
"2324","cell8_01_17_03",20,20,55,35,"up",840.688,-0.00766002492512213,1.10882229968833
"2325","cell8_01_17_03",20,20,55,35,"down",874.869,-0.0445997387380757,1.15390520205597
"2326","cell8_01_17_03",20,20,56,36,"cell",761.94,-0.0319469942890539,761.94
"2327","cell8_01_17_03",20,20,56,36,"up",848.729,0.001831493616331,1.11390529438013
"2328","cell8_01_17_03",20,20,56,36,"down",881.077,-0.0378202953906557,1.15636008084626
"2329","cell8_01_17_03",20,20,57,37,"cell",757.556,-0.0375169136751431,757.556
"2330","cell8_01_17_03",20,20,57,37,"up",840.526,-0.00785124815652565,1.10952325636653
"2331","cell8_01_17_03",20,20,57,37,"down",873.602,-0.0459833654650701,1.15318471505737
"2332","cell8_01_17_03",20,20,58,38,"cell",762.308,-0.0314794463113895,762.308
"2333","cell8_01_17_03",20,20,58,38,"up",844.547,-0.00310489869064038,1.10788159116787
"2334","cell8_01_17_03",20,20,58,38,"down",879.786,-0.0392301313058489,1.15410831317525
"2335","cell8_01_17_03",20,20,59,39,"cell",762.345,-0.0314324374114613,762.345
"2336","cell8_01_17_03",20,20,59,39,"up",838.12,-0.0106912672599625,1.09939725452387
"2337","cell8_01_17_03",20,20,59,39,"down",879.094,-0.0399858295655805,1.15314457365104
"2338","cell8_01_17_03",20,20,60,40,"cell",761.353,-0.0326927841338611,761.353
"2339","cell8_01_17_03",20,20,60,40,"up",835.844,-0.0133778356221496,1.09784029221662
"2340","cell8_01_17_03",20,20,60,40,"down",879.151,-0.0399235827436085,1.15472192268238
"2341","cell8_01_17_03",20,20,61,41,"cell",756.825,-0.0384456570764276,756.825
"2342","cell8_01_17_03",20,20,61,41,"up",817.552,-0.0349695353063008,1.08023915700459
"2343","cell8_01_17_03",20,20,61,41,"down",881.381,-0.0374883123401377,1.16457701582268
"2344","cell8_01_17_03",20,20,62,42,"cell",758.719,-0.0360393096044264,758.719
"2345","cell8_01_17_03",20,20,62,42,"up",819.802,-0.0323136570923636,1.08050806688642
"2346","cell8_01_17_03",20,20,62,42,"down",878.068,-0.0411062723610788,1.15730329674095
"2347","cell8_01_17_03",20,20,63,43,"cell",760.43,-0.0338654656104488,760.43
"2348","cell8_01_17_03",20,20,63,43,"up",827.682,-0.0230121813919967,1.0884394355825
"2349","cell8_01_17_03",20,20,63,43,"down",883.46,-0.0352179414124176,1.16179003984588
"2350","cell8_01_17_03",20,20,64,44,"cell",760.268,-0.0340712883614857,760.268
"2351","cell8_01_17_03",20,20,64,44,"up",821.953,-0.0297746375198396,1.08113586261687
"2352","cell8_01_17_03",20,20,64,44,"down",878.523,-0.0406093898348101,1.15554383454256
"2353","cell8_01_17_03",20,20,65,45,"cell",759.595,-0.0349263421358557,759.595
"2354","cell8_01_17_03",20,20,65,45,"up",817.385,-0.0351666604892909,1.07608001632449
"2355","cell8_01_17_03",20,20,65,45,"down",885.281,-0.0332293192578346,1.16546449094583
"2356","cell8_01_17_03",20,20,66,46,"cell",757.736,-0.0372882217295464,757.736
"2357","cell8_01_17_03",20,20,66,46,"up",834.906,-0.0144850417397822,1.10184285819863
"2358","cell8_01_17_03",20,20,66,46,"down",882.901,-0.0358283970875478,1.16518286052134
"2359","cell8_01_17_03",20,20,67,47,"cell",752.337,-0.0441477095866394,752.337
"2360","cell8_01_17_03",20,20,67,47,"up",812.141,-0.0413566273132406,1.07949097279544
"2361","cell8_01_17_03",20,20,67,47,"down",870.051,-0.0498612332689825,1.15646445675276
"2362","cell8_01_17_03",20,20,68,48,"cell",761.675,-0.0322836796534048,761.675
"2363","cell8_01_17_03",20,20,68,48,"up",848.281,0.00130267875417805,1.11370466406276
"2364","cell8_01_17_03",20,20,68,48,"down",880.636,-0.0383018892238084,1.15618341156005
"2365","cell8_01_17_03",20,20,69,49,"cell",762.726,-0.0309483727932816,762.726
"2366","cell8_01_17_03",20,20,69,49,"up",823.542,-0.0278989973056412,1.07973505557697
"2367","cell8_01_17_03",20,20,69,49,"down",883.66,-0.0349995315107611,1.15855497255895
"2368","cell8_01_17_03",20,20,70,50,"cell",755.232,-0.0404695807949587,755.232
"2369","cell8_01_17_03",20,20,70,50,"up",840.458,-0.0079315146981024,1.11284744290496
"2370","cell8_01_17_03",20,20,70,50,"down",870.782,-0.0490629450784278,1.15299934324817
"2371","cell8_01_17_03",20,20,71,51,"cell",754.191,-0.041792182546993,754.191
"2372","cell8_01_17_03",20,20,71,51,"up",827.646,-0.0230546754434197,1.09739575253484
"2373","cell8_01_17_03",20,20,71,51,"down",868.746,-0.0512863578772917,1.15189123179672
"2374","cell8_01_17_03",20,20,72,52,"cell",749.212,-0.0481180558643603,749.212
"2375","cell8_01_17_03",20,20,72,52,"up",816.411,-0.0363163606583464,1.08969290401115
"2376","cell8_01_17_03",20,20,72,52,"down",866.358,-0.0538941721030713,1.15635894780116
"2377","cell8_01_17_03",20,20,73,53,"cell",757.002,-0.0382207766632576,757.002
"2378","cell8_01_17_03",20,20,73,53,"up",804.932,-0.0498660611106955,1.06331555266697
"2379","cell8_01_17_03",20,20,73,53,"down",875.925,-0.0434465344573291,1.15709733924085
"2380","cell8_01_17_03",20,20,74,54,"cell",758.141,-0.0367736648519538,758.141
"2381","cell8_01_17_03",20,20,74,54,"up",852.802,0.00663922337871604,1.12485935993437
"2382","cell8_01_17_03",20,20,74,54,"down",879.915,-0.0390892569192804,1.1606218368351
"2383","cell8_01_17_03",20,20,75,55,"cell",757.608,-0.0374508471130819,757.608
"2384","cell8_01_17_03",20,20,75,55,"up",845.062,-0.00249699767722809,1.11543436711334
"2385","cell8_01_17_03",20,20,75,55,"down",878.134,-0.0410341970935321,1.1590875492339
"2386","cell8_01_17_03",20,20,76,56,"cell",753.177,-0.0430804805071879,753.177
"2387","cell8_01_17_03",20,20,76,56,"up",832.677,-0.017116131757056,1.10555287800875
"2388","cell8_01_17_03",20,20,76,56,"down",879.393,-0.039659306762604,1.16757813900318
"2389","cell8_01_17_03",20,20,77,57,"cell",757.612,-0.0374457650698464,757.612
"2390","cell8_01_17_03",20,20,77,57,"up",825.724,-0.0253233856332807,1.08990353901469
"2391","cell8_01_17_03",20,20,77,57,"down",878.222,-0.0409380967368033,1.15919758398758
"2392","cell8_01_17_03",20,20,78,58,"cell",756.861,-0.0383999186873083,756.861
"2393","cell8_01_17_03",20,20,78,58,"up",844.188,-0.00352865881455308,1.11538049919338
"2394","cell8_01_17_03",20,20,78,58,"down",872.738,-0.0469268962402264,1.1531020887587
"2395","cell8_01_17_03",20,20,79,59,"cell",763.349,-0.0301568445593551,763.349
"2396","cell8_01_17_03",20,20,79,59,"up",821.438,-0.0303825385332519,1.07609756480981
"2397","cell8_01_17_03",20,20,79,59,"down",884.363,-0.0342318207064381,1.15853037077405
"2398","cell8_01_17_03",20,20,80,60,"cell",756.619,-0.038707382303055,756.619
"2399","cell8_01_17_03",20,20,80,60,"up",832.536,-0.0172825667917961,1.10033715780333
"2400","cell8_01_17_03",20,20,80,60,"down",881.413,-0.0374533667558726,1.16493638145487
"2401","cell8_01_17_03",20,20,81,61,"cell",754.991,-0.0407757738998965,754.991
"2402","cell8_01_17_03",20,20,81,61,"up",826.417,-0.024505375143388,1.09460510125286
"2403","cell8_01_17_03",20,20,81,61,"down",878.124,-0.041045117588615,1.16309201036834
"2404","cell8_01_17_03",20,20,82,62,"cell",753.717,-0.0423944046703978,753.717
"2405","cell8_01_17_03",20,20,82,62,"up",813.385,-0.0398882217585126,1.07916499163479
"2406","cell8_01_17_03",20,20,82,62,"down",874.889,-0.04457789774791,1.16076591081268
"2407","cell8_01_17_03",20,20,83,63,"cell",755.806,-0.0397403075906668,755.806
"2408","cell8_01_17_03",20,20,83,63,"up",811.255,-0.0424024531343732,1.07336406432338
"2409","cell8_01_17_03",20,20,83,63,"down",879.913,-0.0390914410182969,1.16420483563242
"2410","cell8_01_17_03",20,20,84,64,"cell",757.609,-0.0374495766022729,757.609
"2411","cell8_01_17_03",20,20,84,64,"up",823.146,-0.0283664318712942,1.08650504415866
"2412","cell8_01_17_03",20,20,84,64,"down",879.383,-0.0396702272576868,1.16073462696457
"2413","cell8_01_17_03",20,20,85,65,"cell",757.691,-0.0373453947159455,757.691
"2414","cell8_01_17_03",20,20,85,65,"up",817.422,-0.0351229860475505,1.078832927935
"2415","cell8_01_17_03",20,20,85,65,"down",884.766,-0.0337917247546002,1.16771348742429
"2416","cell8_01_17_03",20,20,86,66,"cell",755.837,-0.0397009217555919,755.837
"2417","cell8_01_17_03",20,20,86,66,"up",800.979,-0.0545321440350039,1.05972451732318
"2418","cell8_01_17_03",20,20,86,66,"down",877.136,-0.0421240625027985,1.16048301419486
"2419","cell8_01_17_03",20,20,87,67,"cell",760.495,-0.0337828824078721,760.495
"2420","cell8_01_17_03",20,20,87,67,"up",830.568,-0.0196055749362532,1.09214130270416
"2421","cell8_01_17_03",20,20,87,67,"down",876.357,-0.0429747690697508,1.15235077153696
"2422","cell8_01_17_03",20,20,88,68,"cell",762.395,-0.0313689118710178,762.395
"2423","cell8_01_17_03",20,20,88,68,"up",828.839,-0.0216464697948742,1.08715167334518
"2424","cell8_01_17_03",20,20,88,68,"down",883.485,-0.0351906401747105,1.15882842883282
"2425","cell8_01_17_03",20,20,89,69,"cell",753.506,-0.0426624824510695,753.506
"2426","cell8_01_17_03",20,20,89,69,"up",816.281,-0.0364698113995961,1.08331055094452
"2427","cell8_01_17_03",20,20,89,69,"down",875.218,-0.044218613459685,1.16152757907701
"2428","cell8_01_17_03",20,20,90,70,"cell",749.603,-0.0476212861380919,749.603
"2429","cell8_01_17_03",20,20,90,70,"up",806.901,-0.0475418725759212,1.07643779440584
"2430","cell8_01_17_03",20,20,90,70,"down",874.484,-0.0450201777987646,1.16659618491388
"2431","cell8_01_17_03",20,20,91,71,"cell",760.474,-0.0338095631348584,760.474
"2432","cell8_01_17_03",20,20,91,71,"up",824.38,-0.0269098302197393,1.08403443115741
"2433","cell8_01_17_03",20,20,91,71,"down",884.741,-0.0338190259923073,1.16340729597593
"2434","cell8_01_17_03",20,20,92,72,"cell",755.793,-0.0397568242311822,755.793
"2435","cell8_01_17_03",20,20,92,72,"up",831.292,-0.018750972346524,1.09989375397761
"2436","cell8_01_17_03",20,20,92,72,"down",872.802,-0.0468570050716964,1.15481619967372
"2437","cell8_01_17_03",20,20,93,73,"cell",753.459,-0.0427221964590865,753.459
"2438","cell8_01_17_03",20,20,93,73,"up",815.521,-0.0373669080407482,1.08236944545091
"2439","cell8_01_17_03",20,20,93,73,"down",872.162,-0.0475559167569974,1.15754407340015
"2440","cell8_01_17_03",20,20,94,74,"cell",752.584,-0.0438338934168484,752.584
"2441","cell8_01_17_03",20,20,94,74,"up",817.698,-0.0347971983199743,1.0865205744475
"2442","cell8_01_17_03",20,20,94,74,"down",876.496,-0.0428229741880995,1.16464873024141
"2443","cell8_01_17_03",20,20,95,75,"cell",759.977,-0.0344410070068672,759.977
"2444","cell8_01_17_03",20,20,95,75,"up",836.099,-0.0130768360912367,1.10016355758135
"2445","cell8_01_17_03",20,20,95,75,"down",881.825,-0.03700344235846,1.16033116791692
"2446","cell8_01_17_03",20,20,96,76,"cell",753.02,-0.0432799507041807,753.02
"2447","cell8_01_17_03",20,20,96,76,"up",813.396,-0.0398752374650223,1.08017848131524
"2448","cell8_01_17_03",20,20,96,76,"down",871.926,-0.0478136404409521,1.15790550051791
"2449","cell8_01_17_03",20,20,97,77,"cell",753.58,-0.042568464651213,753.58
"2450","cell8_01_17_03",20,20,97,77,"up",804.984,-0.0498046808141956,1.06821306297938
"2451","cell8_01_17_03",20,20,97,77,"down",875.281,-0.0441498143406632,1.1614971204119
"2452","cell8_01_17_03",20,20,98,78,"cell",761.082,-0.033037092563065,761.082
"2453","cell8_01_17_03",20,20,98,78,"up",810.911,-0.0428085074035263,1.06547126328043
"2454","cell8_01_17_03",20,20,98,78,"down",886.568,-0.0318238515406745,1.16487842308713
"2455","cell8_01_17_03",20,20,99,79,"cell",757.708,-0.0373237960321948,757.708
"2456","cell8_01_17_03",20,20,99,79,"up",808.729,-0.0453841190758867,1.0673359658338
"2457","cell8_01_17_03",20,20,99,79,"down",880.598,-0.0383433871051232,1.16218648872653
"2458","cell8_01_17_03",20,20,100,80,"cell",752.802,-0.0435569220605144,752.802
"2459","cell8_01_17_03",20,20,100,80,"up",823.036,-0.0284962748061979,1.09329677657605
"2460","cell8_01_17_03",20,20,100,80,"down",869.325,-0.0506540612119959,1.15478572054803
"2461","cell8_01_17_03",20,20,101,81,"cell",754.968,-0.0408049956485006,754.968
"2462","cell8_01_17_03",20,20,101,81,"up",819.562,-0.0325969507685169,1.0855585932119
"2463","cell8_01_17_03",20,20,101,81,"down",868.509,-0.0515451736107547,1.15039180468576
"2464","cell8_01_17_03",20,20,102,82,"cell",756.507,-0.0388496795136486,756.507
"2465","cell8_01_17_03",20,20,102,82,"up",794.135,-0.0626107353666424,1.049739129975
"2466","cell8_01_17_03",20,20,102,82,"down",878.073,-0.0411008121135374,1.16069382041409
"2467","cell8_01_17_03",20,20,103,83,"cell",755.402,-0.0402535939574506,755.402
"2468","cell8_01_17_03",20,20,103,83,"up",820.036,-0.0320374457581142,1.08556238929735
"2469","cell8_01_17_03",20,20,103,83,"down",879.816,-0.0391973698206003,1.16469906089738
"2470","cell8_01_17_03",20,20,104,84,"cell",760.941,-0.0332162345871158,760.941
"2471","cell8_01_17_03",20,20,104,84,"up",827.469,-0.0232636045295827,1.08742859170422
"2472","cell8_01_17_03",20,20,104,84,"down",879.338,-0.0397193694855596,1.15559287776582
"2473","cell8_01_17_03",20,20,105,85,"cell",749.15,-0.0481968275345103,749.15
"2474","cell8_01_17_03",20,20,105,85,"up",825.443,-0.0256550753124436,1.10183941800707
"2475","cell8_01_17_03",20,20,105,85,"down",867.243,-0.0529277082882408,1.15763598745245
"2476","cell8_01_17_03",20,20,106,86,"cell",761.02,-0.033115864233215,761.02
"2477","cell8_01_17_03",20,20,106,86,"up",825.828,-0.025200625040281,1.0851593913432
"2478","cell8_01_17_03",20,20,106,86,"down",876.965,-0.0423108029687148,1.15235473443536
"2479","cell8_01_17_03",20,20,107,87,"cell",750.353,-0.0466684030314389,750.353
"2480","cell8_01_17_03",20,20,107,87,"up",806.115,-0.0484696593653232,1.07431435604309
"2481","cell8_01_17_03",20,20,107,87,"down",871.018,-0.048805221394473,1.16081097829955
"2482","cell8_01_17_03",20,20,108,88,"cell",750.924,-0.0459429413595737,750.924
"2483","cell8_01_17_03",20,20,108,88,"up",800.839,-0.0546973986794266,1.06647144051861
"2484","cell8_01_17_03",20,20,108,88,"down",873.389,-0.0462159720103343,1.16308574502879
"2485","cell8_01_17_03",20,20,109,89,"cell",753.411,-0.0427831809779123,753.411
"2486","cell8_01_17_03",20,20,109,89,"up",816.792,-0.0358666319474529,1.0841253976913
"2487","cell8_01_17_03",20,20,109,89,"down",871.937,-0.0478016278963611,1.15731917904039
"2488","cell8_01_17_03",20,20,110,90,"cell",752.842,-0.0435061016281597,752.842
"2489","cell8_01_17_03",20,20,110,90,"up",817.797,-0.034680339678561,1.0862797240324
"2490","cell8_01_17_03",20,20,110,90,"down",874.093,-0.0454471691565033,1.16105769869375
"2491","cell8_01_17_03",20,20,111,91,"cell",753.647,-0.0424833404270187,753.647
"2492","cell8_01_17_03",20,20,111,91,"up",849.458,0.00269199815764658,1.12712981011004
"2493","cell8_01_17_03",20,20,111,91,"down",870.634,-0.0492245684056536,1.15522784539712
"2494","cell8_01_17_03",20,20,112,92,"cell",760.354,-0.0339620244319228,760.354
"2495","cell8_01_17_03",20,20,112,92,"up",818.052,-0.0343793401476481,1.07588307551483
"2496","cell8_01_17_03",20,20,112,92,"down",880.298,-0.038671001957608,1.15774757547143
"2497","cell8_01_17_03",20,20,113,93,"cell",750.683,-0.0462491344645115,750.683
"2498","cell8_01_17_03",20,20,113,93,"up",795.87,-0.0605627581661174,1.06019451619392
"2499","cell8_01_17_03",20,20,113,93,"down",873.201,-0.0464212773178915,1.16320870460634
"2500","cell8_01_17_03",20,20,114,94,"cell",747.655,-0.050096241193772,747.655
"2501","cell8_01_17_03",20,20,114,94,"up",807.661,-0.046644775934769,1.08025894296166
"2502","cell8_01_17_03",20,20,114,94,"down",862.109,-0.0585342904637651,1.15308397589797
"2503","cell8_01_17_03",20,20,115,95,"cell",748.851,-0.0485767102663626,748.851
"2504","cell8_01_17_03",20,20,115,95,"up",815.964,-0.0368439951301818,1.08962129983134
"2505","cell8_01_17_03",20,20,115,95,"down",867.862,-0.0522517296426138,1.15892480613633
"2506","cell8_01_17_03",20,20,116,96,"cell",746.915,-0.0510364191923364,746.915
"2507","cell8_01_17_03",20,20,116,96,"up",793.271,-0.0636305926007943,1.06206328698714
"2508","cell8_01_17_03",20,20,116,96,"down",867.525,-0.0526197503269051,1.16147754429888
"2509","cell8_01_17_03",20,20,117,97,"cell",756.826,-0.0384443865656187,756.826
"2510","cell8_01_17_03",20,20,117,97,"up",822.161,-0.0295291163338401,1.08632763673552
"2511","cell8_01_17_03",20,20,117,97,"down",880.117,-0.0388686629186073,1.16290534416101
"2512","cell8_01_17_03",20,20,118,98,"cell",746.329,-0.0517809385263346,746.329
"2513","cell8_01_17_03",20,20,118,98,"up",781.276,-0.0777893744568731,1.04682519371484
"2514","cell8_01_17_03",20,20,118,98,"down",865.499,-0.0548322426306862,1.1596748886885
"2515","cell8_01_17_03",20,20,119,99,"cell",750.039,-0.0470673434254242,750.039
"2516","cell8_01_17_03",20,20,119,99,"up",801.01,-0.0544955519351675,1.06795779952776
"2517","cell8_01_17_03",20,20,119,99,"down",870.462,-0.0494124009210783,1.16055565110614
"2518","cell8_01_17_03",20,20,120,100,"cell",749.095,-0.0482667056289981,749.095
"2519","cell8_01_17_03",20,20,120,100,"up",809.917,-0.0439818153789278,1.08119397406203
"2520","cell8_01_17_03",20,20,120,100,"down",869.877,-0.0500512498834238,1.16123722625301
"2521","cell7_01_17_03",20,20,1,-19,"cell",483.693,-0.000206080000793696,483.693
"2522","cell7_01_17_03",20,20,1,-19,"up",307.437,-0.019054659902766,0.635603574994883
"2523","cell7_01_17_03",20,20,1,-19,"down",544.536,0.0011811133648198,1.12578846499743
"2524","cell7_01_17_03",20,20,2,-18,"cell",484.42,0.0012966297341817,484.42
"2525","cell7_01_17_03",20,20,2,-18,"up",315.464,0.00655724837424841,0.651220015688865
"2526","cell7_01_17_03",20,20,2,-18,"down",545.295,0.00257660689517208,1.12566574460179
"2527","cell7_01_17_03",20,20,3,-17,"cell",483.948,0.000321005257003694,483.948
"2528","cell7_01_17_03",20,20,3,-17,"up",315.278,0.00596377448119694,0.65147081917892
"2529","cell7_01_17_03",20,20,3,-17,"down",545.74,0.00339478162640637,1.12768313951086
"2530","cell7_01_17_03",20,20,4,-16,"cell",481.241,-0.00527436647969261,481.241
"2531","cell7_01_17_03",20,20,4,-16,"up",316.176,0.00882904091109082,0.657001377688102
"2532","cell7_01_17_03",20,20,4,-16,"down",538.323,-0.0102420767591309,1.1186141662909
"2533","cell7_01_17_03",20,20,5,-15,"cell",482.162,-0.00337065854858908,482.162
"2534","cell7_01_17_03",20,20,5,-15,"up",309.288,-0.0131486374509467,0.641460753854514
"2535","cell7_01_17_03",20,20,5,-15,"down",541.877,-0.00370771047866722,1.12384841609252
"2536","cell7_01_17_03",20,20,6,-14,"cell",484.521,0.00150539683628969,484.521
"2537","cell7_01_17_03",20,20,6,-14,"up",311.761,-0.00525798724924529,0.643441667131043
"2538","cell7_01_17_03",20,20,6,-14,"down",545.859,0.00361357441970276,1.12659513209954
"2539","cell7_01_17_03",20,20,7,-13,"cell",487.083,0.00680105342639535,487.083
"2540","cell7_01_17_03",20,20,7,-13,"up",316.848,0.0109732046537287,0.650501043969919
"2541","cell7_01_17_03",20,20,7,-13,"down",548.73,0.00889218038233953,1.12656364521036
"2542","cell7_01_17_03",20,20,8,-12,"cell",484.368,0.00118914568161121,484.368
"2543","cell7_01_17_03",20,20,8,-12,"up",314.734,0.00422802288001382,0.649782809764477
"2544","cell7_01_17_03",20,20,8,-12,"down",544.998,0.00203054420938223,1.12517342186106
"2545","cell7_01_17_03",20,20,9,-11,"cell",484.587,0.00164181890301367,484.587
"2546","cell7_01_17_03",20,20,9,-11,"up",314.023,0.00195942106302663,0.648021923823792
"2547","cell7_01_17_03",20,20,9,-11,"down",542.516,-0.00253284833651293,1.11954303355228
"2548","cell7_01_17_03",20,20,10,-10,"cell",481.904,-0.00390394480941935,481.904
"2549","cell7_01_17_03",20,20,10,-10,"up",313.08,-0.00104942776034769,0.649672963909824
"2550","cell7_01_17_03",20,20,10,-10,"down",541.062,-0.00520616532351177,1.12275888973738
"2551","cell7_01_17_03",20,20,11,-9,"cell",482.026,-0.00365177068608095,482.026
"2552","cell7_01_17_03",20,20,11,-9,"up",303.19,-0.0326056471274428,0.628990967292221
"2553","cell7_01_17_03",20,20,11,-9,"down",545.471,0.00290019959786254,1.1316215307888
"2554","cell7_01_17_03",20,20,12,-8,"cell",486.365,0.00531694670051872,486.365
"2555","cell7_01_17_03",20,20,12,-8,"up",314.115,0.00225296728969724,0.645842114461361
"2556","cell7_01_17_03",20,20,12,-8,"down",548.361,0.00821373886363068,1.12746805382789
"2557","cell7_01_17_03",20,20,13,-7,"cell",483.965,0.000356144274190179,483.965
"2558","cell7_01_17_03",20,20,13,-7,"up",315.484,0.00662106277135067,0.651873585899807
"2559","cell7_01_17_03",20,20,13,-7,"down",542.263,-0.00299801284663022,1.12045912411021
"2560","cell7_01_17_03",20,20,14,-6,"cell",484.311,0.00107132662398587,484.311
"2561","cell7_01_17_03",20,20,14,-6,"up",311.582,-0.00582912610331112,0.643351069870393
"2562","cell7_01_17_03",20,20,14,-6,"down",546.359,0.0045328718705277,1.12811602462054
"2563","cell7_01_17_03",20,20,15,-5,"cell",485.695,0.00393205602316865,485.695
"2564","cell7_01_17_03",20,20,15,-5,"up",307.001,-0.0204458137595966,0.632085979884495
"2565","cell7_01_17_03",20,20,15,-5,"down",547.248,0.00616738273809446,1.12673179670369
"2566","cell7_01_17_03",20,20,16,-4,"cell",482.731,-0.002194534973347,482.731
"2567","cell7_01_17_03",20,20,16,-4,"up",310.961,-0.00781056313333796,0.644170355746782
"2568","cell7_01_17_03",20,20,16,-4,"down",550.209,0.0116114622418796,1.13978385477626
"2569","cell7_01_17_03",20,20,17,-3,"cell",479.753,-0.00835006398401626,479.753
"2570","cell7_01_17_03",20,20,17,-3,"up",294.586,-0.0600586007608591,0.614036806439981
"2571","cell7_01_17_03",20,20,17,-3,"down",552.503,0.0158291989462646,1.15164053169027
"2572","cell7_01_17_03",20,20,18,-2,"cell",482.204,-0.00328384450612827,482.204
"2573","cell7_01_17_03",20,20,18,-2,"up",295.392,-0.0574868805576358,0.612587203756087
"2574","cell7_01_17_03",20,20,18,-2,"down",553.674,0.0179821935760965,1.14821527818102
"2575","cell7_01_17_03",20,20,19,-1,"cell",488.139,0.00898380649397984,488.139
"2576","cell7_01_17_03",20,20,19,-1,"up",300.601,-0.0408664208323376,0.615810250768736
"2577","cell7_01_17_03",20,20,19,-1,"down",560.323,0.0302070110771665,1.14787591239381
"2578","cell7_01_17_03",20,20,20,0,"cell",485.831,0.00421316816066065,485.831
"2579","cell7_01_17_03",20,20,20,0,"up",304.524,-0.0283492268407184,0.626810557580722
"2580","cell7_01_17_03",20,20,20,0,"down",551.367,0.0137405551379902,1.13489464443397
"2581","cell7_01_17_03",20,20,21,1,"cell",459.969,-0.0492436119850506,459.969
"2582","cell7_01_17_03",20,20,21,1,"up",363.326,0.159271482079801,0.789892362311373
"2583","cell7_01_17_03",20,20,21,1,"down",480.174,-0.11715453169517,1.04392687333277
"2584","cell7_01_17_03",20,20,22,2,"cell",456.862,-0.0556657841261349,456.862
"2585","cell7_01_17_03",20,20,22,2,"up",404.539,0.290770619468688,0.885473075020466
"2586","cell7_01_17_03",20,20,22,2,"down",461.076,-0.152268017126879,1.00922379186713
"2587","cell7_01_17_03",20,20,23,3,"cell",454.644,-0.0602503923684668,454.644
"2588","cell7_01_17_03",20,20,23,3,"up",394.229,0.257874297762444,0.867115809292545
"2589","cell7_01_17_03",20,20,23,3,"down",464.023,-0.146849677951717,1.02062932756178
"2590","cell7_01_17_03",20,20,24,4,"cell",453.751,-0.0620962242712633,453.751
"2591","cell7_01_17_03",20,20,24,4,"up",411.343,0.312480277362896,0.906539048949754
"2592","cell7_01_17_03",20,20,24,4,"down",459.582,-0.155014877909944,1.01285066038422
