"","cell","stimul","frame","time","mask","int","delta"
"843","cell9_01",20,61,8.2,"down",541.826,-0.127767270240567
"844","cell9_01",20,62,8.4,"cell",412.69,-0.100857985716215
"845","cell9_01",20,62,8.4,"up",319.076,0.137387170619483
"846","cell9_01",20,62,8.4,"down",547.255,-0.119027653666494
"847","cell9_01",20,63,8.6,"cell",409.28,-0.10828747096836
"848","cell9_01",20,63,8.6,"up",319.133,0.137590354402422
"849","cell9_01",20,63,8.6,"down",540.737,-0.129520344922675
"850","cell9_01",20,64,8.8,"cell",412.997,-0.100189114170055
"851","cell9_01",20,64,8.8,"up",299.705,0.0683367660698768
"852","cell9_01",20,64,8.8,"down",549.351,-0.115653508089176
"853","cell9_01",20,65,9,"cell",410.395,-0.105858181802336
"854","cell9_01",20,65,9,"up",311.229,0.109415536501432
"855","cell9_01",20,65,9,"down",542.926,-0.125996487733387
"856","cell9_01",20,66,9.2,"cell",414.254,-0.0974504446797477
"857","cell9_01",20,66,9.2,"up",325.371,0.159826502437136
"858","cell9_01",20,66,9.2,"down",545.799,-0.121371525785088
"859","cell9_01",20,67,9.4,"cell",413.367,-0.0993829823391766
"860","cell9_01",20,67,9.4,"up",320.124,0.141122900523359
"861","cell9_01",20,67,9.4,"down",545.115,-0.122472630544099
"862","cell9_01",20,68,9.6,"cell",411.913,-0.102550862561059
"863","cell9_01",20,68,9.6,"up",312.076,0.112434776223363
"864","cell9_01",20,68,9.6,"down",542.579,-0.126555089124288
"865","cell9_01",20,69,9.8,"cell",412.172,-0.101986570279444
"866","cell9_01",20,69,9.8,"up",322.248,0.148694169908696
"867","cell9_01",20,69,9.8,"down",545.791,-0.121384404203322
"868","cell9_01",20,70,10,"cell",406.244,-0.114902109450915
"869","cell9_01",20,70,10,"up",315.276,0.12384158509016
"870","cell9_01",20,70,10,"down",536.782,-0.135887112937127
"871","cell9_01",20,71,10.2,"cell",411.207,-0.104089049243761
"872","cell9_01",20,71,10.2,"up",323.124,0.151816783835982
"873","cell9_01",20,71,10.2,"down",543.462,-0.125133633711706
"874","cell9_01",20,72,10.4,"cell",409.514,-0.107777647053697
"875","cell9_01",20,72,10.4,"up",303.029,0.080185588780263
"876","cell9_01",20,72,10.4,"down",541.095,-0.128944035706702
"877","cell9_01",20,73,10.6,"cell",411.918,-0.102539968887669
"878","cell9_01",20,73,10.6,"up",327.848,0.168656085425592
"879","cell9_01",20,73,10.6,"down",543.681,-0.12478108701255
"880","cell9_01",20,74,10.8,"cell",410.689,-0.10521763380699
"881","cell9_01",20,74,10.8,"up",318.162,0.134129100836903
"882","cell9_01",20,74,10.8,"down",541.868,-0.127699658544838
"883","cell9_01",20,75,11,"cell",409.788,-0.107180673751912
"884","cell9_01",20,75,11,"up",327.429,0.167162506389595
"885","cell9_01",20,75,11,"down",540.146,-0.130471738069715
"886","cell9_01",20,76,11.2,"cell",412.474,-0.101328592406674
"887","cell9_01",20,76,11.2,"up",341.105,0.215912355784072
"888","cell9_01",20,76,11.2,"down",543.074,-0.125758236996057
"889","cell9_01",20,77,11.4,"cell",408.731,-0.109483596306609
"890","cell9_01",20,77,11.4,"up",310.6,0.107173385633552
"891","cell9_01",20,77,11.4,"down",540.146,-0.130471738069715
"892","cell9_01",20,78,11.6,"cell",413.896,-0.098230431694489
"893","cell9_01",20,78,11.6,"up",322.848,0.15083294657122
"894","cell9_01",20,78,11.6,"down",547.546,-0.11855920120323
"895","cell9_01",20,79,11.8,"cell",411.143,-0.104228488263156
"896","cell9_01",20,79,11.8,"up",337.762,0.203995805146039
"897","cell9_01",20,79,11.8,"down",541.372,-0.128498120475349
"898","cell9_01",20,80,12,"cell",408.872,-0.109176394717004
"899","cell9_01",20,80,12,"up",311.41,0.11006073412796
"900","cell9_01",20,80,12,"down",539.255,-0.131906071900531
"901","cell9_01",20,81,12.2,"cell",413.322,-0.0994810253996888
"902","cell9_01",20,81,12.2,"up",320.362,0.141971281932827
"903","cell9_01",20,81,12.2,"down",545.519,-0.12182227042328
"904","cell9_01",20,82,12.4,"cell",409.859,-0.10702598358977
"905","cell9_01",20,82,12.4,"up",327.305,0.166720492546007
"906","cell9_01",20,82,12.4,"down",542.828,-0.126154248356754
"907","cell9_01",20,83,12.6,"cell",408.232,-0.110570784910955
"908","cell9_01",20,83,12.6,"up",333,0.187021047701136
"909","cell9_01",20,83,12.6,"down",537.445,-0.134819814025982
"910","cell9_01",20,84,12.8,"cell",410.389,-0.105871254210405
"911","cell9_01",20,84,12.8,"up",314.457,0.120922154945814
"912","cell9_01",20,84,12.8,"down",543.216,-0.125529645072403
"913","cell9_01",20,85,13,"cell",409.498,-0.107812506808546
"914","cell9_01",20,85,13,"up",323.676,0.153784458365504
"915","cell9_01",20,85,13,"down",540.599,-0.129742497637212
"916","cell9_01",20,86,13.2,"cell",412.536,-0.101193510856635
"917","cell9_01",20,86,13.2,"up",336.61,0.199889353953992
"918","cell9_01",20,86,13.2,"down",542.983,-0.12590472900347
"919","cell9_01",20,87,13.4,"cell",408.218,-0.110601287196448
"920","cell9_01",20,87,13.4,"up",316.095,0.126761015234507
"921","cell9_01",20,87,13.4,"down",539.459,-0.131577672235563
"922","cell9_01",20,88,13.6,"cell",412.03,-0.102295950603727
"923","cell9_01",20,88,13.6,"up",334.857,0.19364056147165
"924","cell9_01",20,88,13.6,"down",543.221,-0.125521596061007
"925","cell9_01",20,89,13.8,"cell",407.221,-0.112773485670462
"926","cell9_01",20,89,13.8,"up",311.676,0.111008925115013
"927","cell9_01",20,89,13.8,"down",538.084,-0.133791150369538
"928","cell9_01",20,90,14,"cell",409.281,-0.108285292233682
"929","cell9_01",20,90,14,"up",321.276,0.145229351715406
"930","cell9_01",20,90,14,"down",540.2,-0.130384808746635
"931","cell9_01",20,91,14.2,"cell",414.011,-0.0979798772065134
"932","cell9_01",20,91,14.2,"up",308.114,0.0983117209951587
"933","cell9_01",20,91,14.2,"down",546.105,-0.120878926287636
"934","cell9_01",20,92,14.4,"cell",409.815,-0.107121847915604
"935","cell9_01",20,92,14.4,"up",320.81,0.143568235174179
"936","cell9_01",20,92,14.4,"down",541.215,-0.128750859433192
"937","cell9_01",20,93,14.6,"cell",409.015,-0.108864835658043
"938","cell9_01",20,93,14.6,"up",341.124,0.215980083711719
"939","cell9_01",20,93,14.6,"down",538.265,-0.133499776156993
"940","cell9_01",20,94,14.8,"cell",409.265,-0.108320151988531
"941","cell9_01",20,94,14.8,"up",335.933,0.19747610095311
"942","cell9_01",20,94,14.8,"down",537.925,-0.13404710893194
"943","cell9_01",20,95,15,"cell",410.159,-0.106372363186356
"944","cell9_01",20,95,15,"up",328.219,0.169978562328586
"945","cell9_01",20,95,15,"down",539.855,-0.130940190532978
"946","cell9_01",20,96,15.2,"cell",413.1,-0.0999647044982155
"947","cell9_01",20,96,15.2,"up",332.505,0.185256556954553
"948","cell9_01",20,96,15.2,"down",542.749,-0.126281422736815
"949","cell9_01",20,97,15.4,"cell",413.82,-0.0983960155300207
"950","cell9_01",20,97,15.4,"up",316.4,0.127848226704623
"951","cell9_01",20,97,15.4,"down",544.04,-0.124203167994297
"952","cell9_01",20,98,15.6,"cell",411.677,-0.103065043945078
"953","cell9_01",20,98,15.6,"up",321.038,0.144380970305938
"954","cell9_01",20,98,15.6,"down",542.733,-0.126307179573283
"955","cell9_01",20,99,15.8,"cell",409.459,-0.10789747746099
"956","cell9_01",20,99,15.8,"up",319.924,0.140409974969184
"957","cell9_01",20,99,15.8,"down",540.193,-0.13039607736259
"958","cell9_01",20,100,16,"cell",410.05,-0.106609845266263
"959","cell9_01",20,100,16,"up",328.248,0.170081936533942
"960","cell9_01",20,100,16,"down",538.343,-0.133374211579211
"961","cell9_01",20,101,16.2,"cell",412.983,-0.100219616455547
"962","cell9_01",20,101,16.2,"up",337.676,0.203689247157744
"963","cell9_01",20,101,16.2,"down",543.215,-0.125531254874682
"964","cell9_01",20,102,16.4,"cell",410.032,-0.106649062490468
"965","cell9_01",20,102,16.4,"up",354.657,0.26422019133496
"966","cell9_01",20,102,16.4,"down",537.501,-0.134729665098343
"967","cell9_01",20,103,16.6,"cell",410.801,-0.104973615523049
"968","cell9_01",20,103,16.6,"up",336.019,0.197782658941406
"969","cell9_01",20,103,16.6,"down",538.254,-0.133517483982065
"970","cell9_01",20,104,16.8,"cell",411.994,-0.102374385052137
"971","cell9_01",20,104,16.8,"up",343.448,0.224264278651231
"972","cell9_01",20,104,16.8,"down",542.31,-0.126988125937408
"973","cell9_01",20,105,17,"cell",412.001,-0.102359133909391
"974","cell9_01",20,105,17,"up",341.676,0.217947758241241
"975","cell9_01",20,105,17,"down",541.395,-0.128461095022926
"976","cell9_01",20,106,17.2,"cell",410.222,-0.106235102901639
"977","cell9_01",20,106,17.2,"up",351.905,0.254410335709514
"978","cell9_01",20,106,17.2,"down",539.665,-0.131246052966036
"979","cell9_01",20,107,17.4,"cell",412.075,-0.102197907543215
"980","cell9_01",20,107,17.4,"up",353.79,0.261129659057613
"981","cell9_01",20,107,17.4,"down",539.691,-0.131204198106776
"982","cell9_01",20,108,17.6,"cell",411.847,-0.10269465904981
"983","cell9_01",20,108,17.6,"up",330.524,0.178195029340451
"984","cell9_01",20,108,17.6,"down",541.613,-0.128110158126048
"985","cell9_01",20,109,17.8,"cell",412.891,-0.100420060045928
"986","cell9_01",20,109,17.8,"up",349.857,0.247109978034764
"987","cell9_01",20,109,17.8,"down",541.359,-0.128519047904979
"988","cell9_01",20,110,18,"cell",408.775,-0.109387731980775
"989","cell9_01",20,110,18,"up",341.019,0.215605797795777
"990","cell9_01",20,110,18,"down",538.594,-0.132970151207118
"991","cell9_01",20,111,18.2,"cell",410.308,-0.106047731719327
"992","cell9_01",20,111,18.2,"up",337.381,0.202637681965336
"993","cell9_01",20,111,18.2,"down",536.408,-0.136489178989569
"994","cell9_01",20,112,18.4,"cell",406.951,-0.113361744033535
"995","cell9_01",20,112,18.4,"up",336.286,0.198734414556229
"996","cell9_01",20,112,18.4,"down",534.211,-0.140025914597091
"997","cell9_01",20,113,18.6,"cell",407.64,-0.11186059584036
"998","cell9_01",20,113,18.6,"up",351.505,0.252984484601165
"999","cell9_01",20,113,18.6,"down",534.013,-0.140344655448384
"1000","cell9_01",20,114,18.8,"cell",408.507,-0.109971632874492
"1001","cell9_01",20,114,18.8,"up",331.8,0.182743494376087
"1002","cell9_01",20,114,18.8,"down",535.33,-0.138224545846605
"1003","cell9_01",20,115,19,"cell",409.065,-0.108755898924141
"1004","cell9_01",20,115,19,"up",354.962,0.265307402805077
"1005","cell9_01",20,115,19,"down",534.901,-0.138915151024406
"1006","cell9_01",20,116,19.2,"cell",409.427,-0.107967196970687
"1007","cell9_01",20,116,19.2,"up",360.276,0.284249834779503
"1008","cell9_01",20,116,19.2,"down",536.949,-0.135618275956492
"1009","cell9_01",20,117,19.4,"cell",410.053,-0.106603309062229
"1010","cell9_01",20,117,19.4,"up",323.962,0.154803941907974
"1011","cell9_01",20,117,19.4,"down",541.319,-0.128583439996149
"1012","cell9_01",20,118,19.6,"cell",409.612,-0.107564131055248
"1013","cell9_01",20,118,19.6,"up",333.733,0.189633919857187
"1014","cell9_01",20,118,19.6,"down",539.617,-0.131323323475441
"1015","cell9_01",20,119,19.8,"cell",411.537,-0.103370066800005
"1016","cell9_01",20,119,19.8,"up",354.095,0.262216870527729
"1017","cell9_01",20,119,19.8,"down",540.504,-0.129895428853742
"1018","cell9_01",20,120,20,"cell",408.343,-0.110328945361692
"1019","cell9_01",20,120,20,"up",329.048,0.172933638750641
"1020","cell9_01",20,120,20,"down",537.993,-0.13393764237695
"1021","cell3_01",20,1,-3.8,"cell",2171.278,0.00815858500330658
"1022","cell3_01",20,1,-3.8,"up",1720.824,-0.00815957203443243
"1023","cell3_01",20,1,-3.8,"down",2276.162,0.0046646490646294
"1024","cell3_01",20,2,-3.6,"cell",2165.515,0.00548273330427312
"1025","cell3_01",20,2,-3.6,"up",1683.084,-0.0299119753896974
"1026","cell3_01",20,2,-3.6,"down",2283.82,0.00804477837112748
"1027","cell3_01",20,3,-3.4,"cell",2143.938,-0.004535807752476
"1028","cell3_01",20,3,-3.4,"up",1778.941,0.0253376305569278
"1029","cell3_01",20,3,-3.4,"down",2262.087,-0.00154785028101668
"1030","cell3_01",20,4,-3.2,"cell",2160.007,0.00292528212289606
"1031","cell3_01",20,4,-3.2,"up",1762.714,0.0159847887645089
"1032","cell3_01",20,4,-3.2,"down",2277.911,0.00543663210942774
"1033","cell3_01",20,5,-3,"cell",2148.398,-0.00246495948287866
"1034","cell3_01",20,5,-3,"up",1704.437,-0.0176046338728726
"1035","cell3_01",20,5,-3,"down",2258.006,-0.00334914405221262
"1036","cell3_01",20,6,-2.8,"cell",2146.737,-0.00323618795278926
"1037","cell3_01",20,6,-2.8,"up",1769.311,0.0197871365370231
"1038","cell3_01",20,6,-2.8,"down",2260.949,-0.00205014685333248
"1039","cell3_01",20,7,-2.6,"cell",2153.147,-0.00025992395993756
"1040","cell3_01",20,7,-2.6,"up",1740.597,0.00323709652793251
"1041","cell3_01",20,7,-2.6,"down",2262.607,-0.00131832987890401
"1042","cell3_01",20,8,-2.4,"cell",2143.88,-0.00456273806629587
"1043","cell3_01",20,8,-2.4,"up",1713.168,-0.0125723012365499
"1044","cell3_01",20,8,-2.4,"down",2247.426,-0.00801900146442832
"1045","cell3_01",20,9,-2.2,"cell",2158.647,0.00229381269539547
"1046","cell3_01",20,9,-2.2,"up",1736.983,0.00115407623842725
"1047","cell3_01",20,9,-2.2,"down",2272.045,0.00284746541944122
"1048","cell3_01",20,10,-2,"cell",2145.521,-0.00380079591149557
"1049","cell3_01",20,10,-2,"up",1739.748,0.00274775390873223
"1050","cell3_01",20,10,-2,"down",2254.925,-0.00470905243473012
"1051","cell3_01",20,11,-1.8,"cell",2146.132,-0.0035170989848759
"1052","cell3_01",20,11,-1.8,"up",1742.235,0.00418119924907512
"1053","cell3_01",20,11,-1.8,"down",2248.917,-0.00736089584990908
"1054","cell3_01",20,12,-1.6,"cell",2146.487,-0.00335226689166803
"1055","cell3_01",20,12,-1.6,"up",1742.269,0.0042007960088547
"1056","cell3_01",20,12,-1.6,"down",2253.232,-0.00545631789776247
"1057","cell3_01",20,13,-1.4,"cell",2150.892,-0.00130695598862415
"1058","cell3_01",20,13,-1.4,"up",1659.874,-0.0432896458156566
"1059","cell3_01",20,13,-1.4,"down",2269.411,0.00168485630566274
"1060","cell3_01",20,14,-1.2,"cell",2148.283,-0.002518355794763
"1061","cell3_01",20,14,-1.2,"up",1747.294,0.00709708182920999
"1062","cell3_01",20,14,-1.2,"down",2268.189,0.00114548336069785
"1063","cell3_01",20,15,-1,"cell",2140.097,-0.00631924456940944
"1064","cell3_01",20,15,-1,"up",1586.025,-0.0858543844320574
"1065","cell3_01",20,15,-1,"down",2297.928,0.0142718434345999
"1066","cell3_01",20,16,-0.8,"cell",2129.018,-0.0114633988247613
"1067","cell3_01",20,16,-0.8,"up",1586.815,-0.0853990479548274
"1068","cell3_01",20,16,-0.8,"down",2285.098,0.00860886889785817
"1069","cell3_01",20,17,-0.6,"cell",2141.303,-0.00575927976825838
"1070","cell3_01",20,17,-0.6,"up",1610.303,-0.0718611451989062
"1071","cell3_01",20,17,-0.6,"down",2306.639,0.0181167515553761
"1072","cell3_01",20,18,-0.4,"cell",2137.377,-0.00758218342441062
"1073","cell3_01",20,18,-0.4,"up",1602.008,-0.076642178209821
"1074","cell3_01",20,18,-0.4,"down",2282.358,0.00739947293287991
"1075","cell3_01",20,19,-0.2,"cell",2141.478,-0.00567802451104315
"1076","cell3_01",20,19,-0.2,"up",1716.025,-0.0109255970397826
"1077","cell3_01",20,19,-0.2,"down",2248.243,-0.0076583896018782
"1078","cell3_01",20,20,0,"cell",2060.245,-0.043395786278801
"1079","cell3_01",20,20,0,"up",1818.151,0.0479373055850131
"1080","cell3_01",20,20,0,"down",2091.546,-0.0768221558515917
"1081","cell3_01",20,21,0.2,"cell",2041.343,-0.0521722826895473
"1082","cell3_01",20,21,0.2,"up",1808.908,0.0426098688014223
"1083","cell3_01",20,21,0.2,"down",2083.843,-0.0802221475005801
"1084","cell3_01",20,22,0.4,"cell",2025.864,-0.0593594262691655
"1085","cell3_01",20,22,0.4,"up",1786.639,0.0297745675211256
"1086","cell3_01",20,22,0.4,"down",2078.401,-0.0826241667857671
"1087","cell3_01",20,23,0.6,"cell",2017.271,-0.0633492915563067
"1088","cell3_01",20,23,0.6,"up",1767.857,0.0189490868688049
"1089","cell3_01",20,23,0.6,"down",2071.53,-0.0856569257913751
"1090","cell3_01",20,24,0.8,"cell",2026.253,-0.0591788074402702
"1091","cell3_01",20,24,0.8,"up",1756.84,0.0125991603249534
"1092","cell3_01",20,24,0.8,"down",2073.442,-0.0848129969282224
"1093","cell3_01",20,25,1,"cell",2018.824,-0.0626282091879917
"1094","cell3_01",20,25,1,"up",1686.042,-0.0282070572888794
"1095","cell3_01",20,25,1,"down",2101.45,-0.0724506749621224
"1096","cell3_01",20,26,1.2,"cell",2009.105,-0.067140894015843
"1097","cell3_01",20,26,1.2,"up",1691.546,-0.025034687705748
"1098","cell3_01",20,26,1.2,"down",2098.491,-0.0737567343272213
"1099","cell3_01",20,27,1.4,"cell",2030.669,-0.0571283890639154
"1100","cell3_01",20,27,1.4,"up",1653.983,-0.046685072635102
"1101","cell3_01",20,27,1.4,"down",2112.734,-0.0674700822362772
"1102","cell3_01",20,28,1.6,"cell",2014.966,-0.0644195393727691
"1103","cell3_01",20,28,1.6,"up",1619.546,-0.0665337084153155
"1104","cell3_01",20,28,1.6,"down",2099.435,-0.073340066520309
"1105","cell3_01",20,29,1.8,"cell",2024.845,-0.0598325640240354
"1106","cell3_01",20,29,1.8,"up",1698.866,-0.0208156206002753
"1107","cell3_01",20,29,1.8,"down",2119.716,-0.0643883294525258
"1108","cell3_01",20,30,2,"cell",2019.887,-0.0621346415398792
"1109","cell3_01",20,30,2,"up",1676.185,-0.0338883884990767
"1110","cell3_01",20,30,2,"down",2118.474,-0.064936530105264
"1111","cell3_01",20,31,2.2,"cell",2033.979,-0.0555915039131605
"1112","cell3_01",20,31,2.2,"up",1716.874,-0.0104362544205823
"1113","cell3_01",20,31,2.2,"down",2124.585,-0.0622392239950514
"1114","cell3_01",20,32,2.4,"cell",2021.176,-0.0615361385310203
"1115","cell3_01",20,32,2.4,"up",1629.218,-0.0609590066333303
"1116","cell3_01",20,32,2.4,"down",2107.434,-0.0698094247962717
"1117","cell3_01",20,33,2.6,"cell",2021.232,-0.0615101368487114
"1118","cell3_01",20,33,2.6,"up",1642.454,-0.0533301033262215
"1119","cell3_01",20,33,2.6,"down",2115.379,-0.0663026178832233
"1120","cell3_01",20,34,2.8,"cell",2023.837,-0.0603005943055946
"1121","cell3_01",20,34,2.8,"up",1622.782,-0.0646685579845356
"1122","cell3_01",20,34,2.8,"down",2116.866,-0.0656462778102587
"1123","cell3_01",20,35,3,"cell",2025.183,-0.0596756252986713
"1124","cell3_01",20,35,3,"up",1708.798,-0.0150910612435055
"1125","cell3_01",20,35,3,"down",2112.527,-0.0675614490117335
"1126","cell3_01",20,36,3.2,"cell",2021.216,-0.0615175659007997
"1127","cell3_01",20,36,3.2,"up",1657.798,-0.0444862009127825
"1128","cell3_01",20,36,3.2,"down",2111.904,-0.0678364321088801
"1129","cell3_01",20,37,3.4,"cell",2009.611,-0.0669059502435523
"1130","cell3_01",20,37,3.4,"up",1627.899,-0.0617192456377181
"1131","cell3_01",20,37,3.4,"down",2104.006,-0.0713224939086609
"1132","cell3_01",20,38,3.6,"cell",2026.762,-0.058942470720713
"1133","cell3_01",20,38,3.6,"up",1626.21,-0.06269274349853
"1134","cell3_01",20,38,3.6,"down",2117.838,-0.0652172512124634
"1135","cell3_01",20,39,3.8,"cell",2019.479,-0.0623240823681294
"1136","cell3_01",20,39,3.8,"up",1682.798,-0.0300768187219605
"1137","cell3_01",20,39,3.8,"down",2112.213,-0.0677000440237784
"1138","cell3_01",20,40,4,"cell",2020.686,-0.0617636532512227
"1139","cell3_01",20,40,4,"up",1713.647,-0.0122962174737737
"1140","cell3_01",20,40,4,"down",2112.957,-0.067371653294602
"1141","cell3_01",20,41,4.2,"cell",2025.516,-0.0595210081520847
"1142","cell3_01",20,41,4.2,"up",1616.025,-0.0685631258030709
"1143","cell3_01",20,41,4.2,"down",2134.95,-0.0576642644414016
"1144","cell3_01",20,42,4.4,"cell",2032.312,-0.0563655182776042
"1145","cell3_01",20,42,4.4,"up",1662.681,-0.0416717603832711
"1146","cell3_01",20,42,4.4,"down",2131.66,-0.0591164223701529
"1147","cell3_01",20,43,4.6,"cell",2036.316,-0.0545063979925217
"1148","cell3_01",20,43,4.6,"up",1674.723,-0.034731049169596
"1149","cell3_01",20,43,4.6,"down",2129.825,-0.0599263645583775
"1150","cell3_01",20,44,4.8,"cell",2022.616,-0.0608675238430785
"1151","cell3_01",20,44,4.8,"up",1659.21,-0.0436723590066449
"1152","cell3_01",20,44,4.8,"down",2115.681,-0.0661693194958424
"1153","cell3_01",20,45,5,"cell",2028.896,-0.0579516208984437
"1154","cell3_01",20,45,5,"up",1652.773,-0.0473824867331378
"1155","cell3_01",20,45,5,"down",2121.721,-0.0635033517482259
"1156","cell3_01",20,46,5.2,"cell",2027.401,-0.0586457729529388
"1157","cell3_01",20,46,5.2,"up",1655.739,-0.0456729576300186
"1158","cell3_01",20,46,5.2,"down",2111.562,-0.0679873859118081
"1159","cell3_01",20,47,5.4,"cell",2022.473,-0.0609339209961172
"1160","cell3_01",20,47,5.4,"up",1705.092,-0.0172271080594729
"1161","cell3_01",20,47,5.4,"down",2113.152,-0.0672855831438096
"1162","cell3_01",20,48,5.6,"cell",2022.368,-0.0609826741504463
"1163","cell3_01",20,48,5.6,"up",1667.622,-0.038823890087077
"1164","cell3_01",20,48,5.6,"down",2114.087,-0.0668728878053955
"1165","cell3_01",20,49,5.8,"cell",2017.203,-0.0633808650276818
"1166","cell3_01",20,49,5.8,"up",1663.571,-0.0411587863772779
"1167","cell3_01",20,49,5.8,"down",2109.058,-0.0690926149250584
"1168","cell3_01",20,50,6,"cell",2008.299,-0.0675151325147882
"1169","cell3_01",20,50,6,"up",1612.429,-0.0706357713373987
"1170","cell3_01",20,50,6,"down",2109.816,-0.0687580448004403
"1171","cell3_01",20,51,6.2,"cell",2011.044,-0.0662405857658992
"1172","cell3_01",20,51,6.2,"up",1628.992,-0.0610892674483354
"1173","cell3_01",20,51,6.2,"down",2106.345,-0.0702900934845425
"1174","cell3_01",20,52,6.4,"cell",2035.506,-0.0548824937544889
"1175","cell3_01",20,52,6.4,"up",1602.462,-0.0763805038292357
"1176","cell3_01",20,52,6.4,"down",2131.166,-0.0593344667521599
"1177","cell3_01",20,53,6.6,"cell",2008.848,-0.0672602231650104
"1178","cell3_01",20,53,6.6,"up",1667.126,-0.039109772229743
"1179","cell3_01",20,53,6.6,"down",2096.925,-0.0744479438458913
"1180","cell3_01",20,54,6.8,"cell",2007.314,-0.0679724835339705
"1181","cell3_01",20,54,6.8,"up",1626.269,-0.0626587373565597
"1182","cell3_01",20,54,6.8,"down",2098.599,-0.073709064705244
"1183","cell3_01",20,55,7,"cell",2019.009,-0.0625423107732215
"1184","cell3_01",20,55,7,"up",1668.63,-0.0382429037971431
"1185","cell3_01",20,55,7,"down",2106.553,-0.0701982853236974
"1186","cell3_01",20,56,7.2,"cell",2007.838,-0.0677291820780806
"1187","cell3_01",20,56,7.2,"up",1645.235,-0.0517272036513145
"1188","cell3_01",20,56,7.2,"down",2100.327,-0.0729463507536079
"1189","cell3_01",20,57,7.4,"cell",2010.166,-0.0666482549992415
"1190","cell3_01",20,57,7.4,"up",1601.933,-0.0766854063563935
"1191","cell3_01",20,57,7.4,"down",2102.218,-0.0721116909836176
"1192","cell3_01",20,58,7.6,"cell",2021.293,-0.061481813587625
"1193","cell3_01",20,58,7.6,"up",1638.664,-0.0555145656663501
"1194","cell3_01",20,58,7.6,"down",2122.166,-0.063306935250264
"1195","cell3_01",20,59,7.8,"cell",2008.43,-0.0674543071508157
"1196","cell3_01",20,59,7.8,"up",1627.681,-0.061844895450422
"1197","cell3_01",20,59,7.8,"down",2100.387,-0.0729198676302873
"1198","cell3_01",20,60,8,"cell",2017.013,-0.0634690850212297
"1199","cell3_01",20,60,8,"up",1672.059,-0.03626651293585
"1200","cell3_01",20,60,8,"down",2123.133,-0.0628801155794123
"1201","cell3_01",20,61,8.2,"cell",2022.109,-0.0611029319311247
"1202","cell3_01",20,61,8.2,"up",1675.832,-0.0340918489756111
"1203","cell3_01",20,61,8.2,"down",2112.115,-0.0677432997918691
"1204","cell3_01",20,62,8.4,"cell",2011.317,-0.0661138275646436
"1205","cell3_01",20,62,8.4,"up",1609.756,-0.0721764224812414
"1206","cell3_01",20,62,8.4,"down",2117.282,-0.0654626614885685
"1207","cell3_01",20,63,8.6,"cell",2013.743,-0.064987397541764
"1208","cell3_01",20,63,8.6,"up",1652.975,-0.047266058925036
"1209","cell3_01",20,63,8.6,"down",2112.056,-0.067769341529801
"1210","cell3_01",20,64,8.8,"cell",2017.799,-0.0631041328373948
"1211","cell3_01",20,64,8.8,"up",1651.866,-0.0479052591190208
"1212","cell3_01",20,64,8.8,"down",2117.702,-0.0652772796253236
"1213","cell3_01",20,65,9,"cell",2009.057,-0.0671631811721077
"1214","cell3_01",20,65,9,"up",1649.134,-0.0494799164048338
"1215","cell3_01",20,65,9,"down",2094.112,-0.0756895609442432
"1216","cell3_01",20,66,9.2,"cell",2013.109,-0.0652817737307606
"1217","cell3_01",20,66,9.2,"up",1639.891,-0.0548073531884245
"1218","cell3_01",20,66,9.2,"down",2100.815,-0.072730954683933
"1219","cell3_01",20,67,9.4,"cell",2017.293,-0.0633390766096854
"1220","cell3_01",20,67,9.4,"up",1645.092,-0.0518096253174459
"1221","cell3_01",20,67,9.4,"down",2106.813,-0.0700835251226409
"1222","cell3_01",20,68,9.6,"cell",2008.865,-0.0672523297971666
"1223","cell3_01",20,68,9.6,"up",1665.966,-0.0397783675633972
"1224","cell3_01",20,68,9.6,"down",2093.533,-0.075945123084288
"1225","cell3_01",20,69,9.8,"cell",2010.424,-0.0665284615343186
"1226","cell3_01",20,69,9.8,"up",1617.37,-0.0677879010412048
"1227","cell3_01",20,69,9.8,"down",2106.161,-0.0703713083960592
"1228","cell3_01",20,70,10,"cell",2024.482,-0.0600011106432874
"1229","cell3_01",20,70,10,"up",1635.445,-0.0573699177172404
"1230","cell3_01",20,70,10,"down",2114.512,-0.0666852990152072
"1231","cell3_01",20,71,10.2,"cell",2014.951,-0.0644265041091017
"1232","cell3_01",20,71,10.2,"up",1631.815,-0.0594621600113477
"1233","cell3_01",20,71,10.2,"down",2107.668,-0.069706140615321
"1234","cell3_01",20,72,10.4,"cell",2026.438,-0.0590929090254998
"1235","cell3_01",20,72,10.4,"up",1643.975,-0.0524534365137319
"1236","cell3_01",20,72,10.4,"down",2113.092,-0.0673120662671303
"1237","cell3_01",20,73,10.6,"cell",2017.6,-0.0631965316727423
"1238","cell3_01",20,73,10.6,"up",1658.588,-0.0440308644355526
"1239","cell3_01",20,73,10.6,"down",2112.892,-0.0674003433448661
"1240","cell3_01",20,74,10.8,"cell",2017.058,-0.0634481908122314
"1241","cell3_01",20,74,10.8,"up",1645.697,-0.0514609182684281
"1242","cell3_01",20,74,10.8,"down",2110.225,-0.0685775181764709
"1243","cell3_01",20,75,11,"cell",2002.401,-0.0702536668408162
"1244","cell3_01",20,75,11,"up",1669.42,-0.0377875673199131
"1245","cell3_01",20,75,11,"down",2091.672,-0.0767665412926181
"1246","cell3_01",20,76,11.2,"cell",2016.851,-0.063544304173623
