"","cell","stimul","frame","time","mask","int","delta"
"414","cell11_01",20,38,18,"down",369.108,-0.104921491361018
"415","cell11_01",20,39,19,"cell",323.157,-0.101054426546903
"416","cell11_01",20,39,19,"up",158.419,-0.0954468864322458
"417","cell11_01",20,39,19,"down",369.404,-0.10420369809033
"418","cell11_01",20,40,20,"cell",326.119,-0.0928148501534835
"419","cell11_01",20,40,20,"up",154.81,-0.1160538350108
"420","cell11_01",20,40,20,"down",374.066,-0.0928984540769931
"421","cell11_01",20,41,21,"cell",326.826,-0.0908481450521509
"422","cell11_01",20,41,21,"up",174.376,-0.00433436815349989
"423","cell11_01",20,41,21,"down",372.32,-0.0971324643831464
"424","cell11_01",20,42,22,"cell",325.779,-0.0937606489292305
"425","cell11_01",20,42,22,"up",170.744,-0.0250726439188947
"426","cell11_01",20,42,22,"down",370.802,-0.100813579872689
"427","cell11_01",20,43,23,"cell",327.146,-0.0899579814985068
"428","cell11_01",20,43,23,"up",153.225,-0.125103991147406
"429","cell11_01",20,43,23,"down",375.408,-0.0896441345862382
"430","cell11_01",20,44,24,"cell",325.284,-0.0951376206762739
"431","cell11_01",20,44,24,"up",157.202,-0.102395807579406
"432","cell11_01",20,44,24,"down",373.679,-0.0938369202788724
"433","cell11_01",20,45,25,"cell",328.146,-0.0871762203933687
"434","cell11_01",20,45,25,"up",161.554,-0.0775464198781399
"435","cell11_01",20,45,25,"down",375.684,-0.0889748408608669
"436","cell11_01",20,46,26,"cell",324.74,-0.0966508987174689
"437","cell11_01",20,46,26,"up",158.07,-0.0974396337456057
"438","cell11_01",20,46,26,"down",372.69,-0.0962352227947863
"439","cell11_01",20,47,27,"cell",326.519,-0.0917021457114284
"440","cell11_01",20,47,27,"up",157.651,-0.0998320724971751
"441","cell11_01",20,47,27,"down",373.578,-0.0940818429827221
"442","cell11_01",20,48,28,"cell",324.939,-0.0960973282575464
"443","cell11_01",20,48,28,"up",158.992,-0.0921751265166151
"444","cell11_01",20,48,28,"down",373.03,-0.0954107305244014
"445","cell11_01",20,49,29,"cell",324.521,-0.0972601043994942
"446","cell11_01",20,49,29,"up",153.597,-0.122979916647206
"447","cell11_01",20,49,29,"down",372.836,-0.0958811761139739
"448","cell11_01",20,50,30,"cell",326.057,-0.0929873193420021
"449","cell11_01",20,50,30,"up",151.872,-0.13282945566023
"450","cell11_01",20,50,30,"down",375.842,-0.0885916944528645
"451","cell11_01",20,51,31,"cell",327.546,-0.0888452770564516
"452","cell11_01",20,51,31,"up",167.031,-0.046273419777075
"453","cell11_01",20,51,31,"down",374.471,-0.0919163382843286
"454","cell11_01",20,52,32,"cell",329.427,-0.0836127844176869
"455","cell11_01",20,52,32,"up",151.453,-0.1352218944118
"456","cell11_01",20,52,32,"down",376.874,-0.0860891179145195
"457","cell11_01",20,53,33,"cell",328.65,-0.0857742127963792
"458","cell11_01",20,53,33,"up",146.295,-0.164673443530166
"459","cell11_01",20,53,33,"down",378.725,-0.0816004849954531
"460","cell11_01",20,54,34,"cell",325.759,-0.0938162841513333
"461","cell11_01",20,54,34,"up",151.725,-0.133668807680471
"462","cell11_01",20,54,34,"down",374.01,-0.09303425280388
"463","cell11_01",20,55,35,"cell",327.351,-0.0893877204719535
"464","cell11_01",20,55,35,"up",142.752,-0.184903540181266
"465","cell11_01",20,55,35,"down",377.776,-0.0839017884207335
"466","cell11_01",20,56,36,"cell",327.338,-0.0894238833663202
"467","cell11_01",20,56,36,"up",158,-0.0978393251838154
"468","cell11_01",20,56,36,"down",374.694,-0.0913755683540466
"469","cell11_01",20,57,37,"cell",327.485,-0.089014964483865
"470","cell11_01",20,57,37,"up",165.295,-0.0561857674446758
"471","cell11_01",20,57,37,"down",374.048,-0.0929421036677781
"472","cell11_01",20,58,38,"cell",327.711,-0.0883862864741038
"473","cell11_01",20,58,38,"up",157.88,-0.0985245105064606
"474","cell11_01",20,58,38,"down",376.171,-0.0877938769324038
"475","cell11_01",20,59,39,"cell",326.881,-0.0906951481913685
"476","cell11_01",20,59,39,"up",151.298,-0.13610692545355
"477","cell11_01",20,59,39,"down",375.79,-0.088717793270688
"478","cell11_01",20,60,40,"cell",328.59,-0.0859411184626875
"479","cell11_01",20,60,40,"up",142.953,-0.183755854765835
"480","cell11_01",20,60,40,"down",379.51,-0.0796968778417703
"481","cell11_01",20,61,41,"cell",329.82,-0.0825195523033677
"482","cell11_01",20,61,41,"up",157.806,-0.098947041455425
"483","cell11_01",20,61,41,"down",378.615,-0.0818672324946953
"484","cell11_01",20,62,42,"cell",330.167,-0.0815542811998848
"485","cell11_01",20,62,42,"up",155.302,-0.113244575187955
"486","cell11_01",20,62,42,"down",379.838,-0.0789014852985753
"487","cell11_01",20,63,43,"cell",328.249,-0.0868896989995395
"488","cell11_01",20,63,43,"up",164.395,-0.0613246573645147
"489","cell11_01",20,63,43,"down",374.552,-0.0917199151257957
"490","cell11_01",20,64,44,"cell",327.839,-0.0880302210526461
"491","cell11_01",20,64,44,"up",152.977,-0.126520040814206
"492","cell11_01",20,64,44,"down",376.76,-0.0863655653228251
"493","cell11_01",20,65,45,"cell",328.159,-0.087140057499002
"494","cell11_01",20,65,45,"up",141.647,-0.191212955027291
"495","cell11_01",20,65,45,"down",378.59,-0.0819278569263414
"496","cell11_01",20,66,46,"cell",328.883,-0.0851260624588821
"497","cell11_01",20,66,46,"up",157.535,-0.100494418309066
"498","cell11_01",20,66,46,"down",376.847,-0.0861545923006972
"499","cell11_01",20,67,47,"cell",329.762,-0.0826808944474657
"500","cell11_01",20,67,47,"up",153.089,-0.12588053451307
"501","cell11_01",20,67,47,"down",379.176,-0.0805068202485602
"502","cell11_01",20,68,48,"cell",326.899,-0.0906450764914759
"503","cell11_01",20,68,48,"up",141.702,-0.190898911754411
"504","cell11_01",20,68,48,"down",376.434,-0.0871561079114883
"505","cell11_01",20,69,49,"cell",330.064,-0.0818408025937139
"506","cell11_01",20,69,49,"up",155.736,-0.110766488271055
"507","cell11_01",20,69,49,"down",379.596,-0.0794883297969081
"508","cell11_01",20,70,50,"cell",325.814,-0.0936632872905506
"509","cell11_01",20,70,50,"up",158.283,-0.0962234297979105
"510","cell11_01",20,70,50,"down",372.253,-0.0972949378599576
"511","cell11_01",20,71,51,"cell",329.375,-0.0837574359951541
"512","cell11_01",20,71,51,"up",145.488,-0.169281314824955
"513","cell11_01",20,71,51,"down",379.478,-0.079774477114277
"514","cell11_01",20,72,52,"cell",328.559,-0.0860273530569467
"515","cell11_01",20,72,52,"up",158.236,-0.0964917940492798
"516","cell11_01",20,72,52,"down",376.366,-0.0873210063655654
"517","cell11_01",20,73,53,"cell",327.371,-0.0893320852498508
"518","cell11_01",20,73,53,"up",154.779,-0.11623084121915
"519","cell11_01",20,73,53,"down",376.156,-0.0878302515913913
"520","cell11_01",20,74,54,"cell",324.08,-0.0984868610468601
"521","cell11_01",20,74,54,"up",146.36,-0.1643023014804
"522","cell11_01",20,74,54,"down",373.468,-0.0943485904819642
"523","cell11_01",20,75,55,"cell",324.637,-0.0969374201112982
"524","cell11_01",20,75,55,"up",136.69,-0.219516818730226
"525","cell11_01",20,75,55,"down",374.86,-0.0909730221279175
"526","cell11_01",20,76,56,"cell",327.676,-0.0884836481127837
"527","cell11_01",20,76,56,"up",148.674,-0.151089644508725
"528","cell11_01",20,76,56,"down",377.778,-0.0838969384662018
"529","cell11_01",20,77,57,"cell",328.547,-0.0860607341902083
"530","cell11_01",20,77,57,"up",145.826,-0.167351376166171
"531","cell11_01",20,77,57,"down",376.86,-0.0861230675962412
"532","cell11_01",20,78,58,"cell",327.404,-0.0892402871333812
"533","cell11_01",20,78,58,"up",151.419,-0.135416030253216
"534","cell11_01",20,78,58,"down",376.27,-0.0875538041830858
"535","cell11_01",20,79,59,"cell",327.728,-0.0883389965353164
"536","cell11_01",20,79,59,"up",143.163,-0.182556780451206
"537","cell11_01",20,79,59,"down",375.166,-0.0902309790845711
"538","cell11_01",20,80,60,"cell",326.436,-0.0919330318831549
"539","cell11_01",20,80,60,"up",143.415,-0.181117891273651
"540","cell11_01",20,80,60,"down",376.364,-0.0873258563200971
"541","cell11_01",20,81,61,"cell",329.406,-0.0836712014008948
"542","cell11_01",20,81,61,"up",162.186,-0.0739377771788751
"543","cell11_01",20,81,61,"down",378.014,-0.0833246438314641
"544","cell11_01",20,82,62,"cell",327.551,-0.0888313682509259
"545","cell11_01",20,82,62,"up",145.632,-0.168459092437781
"546","cell11_01",20,82,62,"down",376.925,-0.0859654440739618
"547","cell11_01",20,83,63,"cell",323.688,-0.0995773114000742
"548","cell11_01",20,83,63,"up",142.415,-0.186827768962361
"549","cell11_01",20,83,63,"down",371.951,-0.0980272809942406
"550","cell11_01",20,84,64,"cell",326.221,-0.0925311105207595
"551","cell11_01",20,84,64,"up",158.314,-0.0960464235895604
"552","cell11_01",20,84,64,"down",373.894,-0.0933155501667172
"553","cell11_01",20,85,65,"cell",325.942,-0.093307221869093
"554","cell11_01",20,85,65,"up",141.523,-0.191920979860691
"555","cell11_01",20,85,65,"down",375.469,-0.0894962109730221
"556","cell11_01",20,86,66,"cell",327.544,-0.0888508405786619
"557","cell11_01",20,86,66,"up",152.686,-0.12818161522162
"558","cell11_01",20,86,66,"down",376.048,-0.0880921491361018
"559","cell11_01",20,87,67,"cell",326.829,-0.0908397997688355
"560","cell11_01",20,87,67,"up",148.047,-0.154669737819546
"561","cell11_01",20,87,67,"down",375.066,-0.090473476811155
"562","cell11_01",20,88,68,"cell",325.672,-0.0940582973674802
"563","cell11_01",20,88,68,"up",157.775,-0.0991240476637751
"564","cell11_01",20,88,68,"down",372.405,-0.0969263413155502
"565","cell11_01",20,89,69,"cell",327.555,-0.0888202412065053
"566","cell11_01",20,89,69,"up",137.217,-0.216507713188276
"567","cell11_01",20,89,69,"down",377.694,-0.0841006365565322
"568","cell11_01",20,90,70,"cell",325.929,-0.0933433847634599
"569","cell11_01",20,90,70,"up",153.151,-0.12552652209637
"570","cell11_01",20,90,70,"down",374.784,-0.0911573204001213
"571","cell11_01",20,91,71,"cell",324.967,-0.0960194389466027
"572","cell11_01",20,91,71,"up",147.202,-0.159494584466506
"573","cell11_01",20,91,71,"down",373.923,-0.0932452258260079
"574","cell11_01",20,92,72,"cell",326.525,-0.0916854551447976
"575","cell11_01",20,92,72,"up",143.306,-0.18174026794172
"576","cell11_01",20,92,72,"down",376.49,-0.0870203091846014
"577","cell11_01",20,93,73,"cell",329.366,-0.0837824718451004
"578","cell11_01",20,93,73,"up",153.717,-0.12229473132456
"579","cell11_01",20,93,73,"down",378.59,-0.0819278569263414
"580","cell11_01",20,94,74,"cell",328.342,-0.0866309952167617
"581","cell11_01",20,94,74,"up",162.841,-0.0701978072927701
"582","cell11_01",20,94,74,"down",376.092,-0.087985450136405
"583","cell11_01",20,95,75,"cell",328.853,-0.0852095152920361
"584","cell11_01",20,95,75,"up",152.488,-0.129312171003985
"585","cell11_01",20,95,75,"down",377.709,-0.0840642618975447
"586","cell11_01",20,96,76,"cell",327.806,-0.0881220191691157
"587","cell11_01",20,96,76,"up",157.767,-0.0991697266852848
"588","cell11_01",20,96,76,"down",376.224,-0.0876653531373144
"589","cell11_01",20,97,77,"cell",327.949,-0.0877242273310809
"590","cell11_01",20,97,77,"up",139.903,-0.201170981716401
"591","cell11_01",20,97,77,"down",379.379,-0.080014549863595
"592","cell11_01",20,98,78,"cell",324.672,-0.0968400584726183
"593","cell11_01",20,98,78,"up",150.178,-0.142501988464905
"594","cell11_01",20,98,78,"down",373.351,-0.0946323128220673
"595","cell11_01",20,99,79,"cell",324.191,-0.0981780855641898
"596","cell11_01",20,99,79,"up",145.112,-0.17142822883591
"597","cell11_01",20,99,79,"down",371.265,-0.0996908153986057
"598","cell11_01",20,100,80,"cell",326.362,-0.092138882204935
"599","cell11_01",20,100,80,"up",154.016,-0.120587477895636
"600","cell11_01",20,100,80,"down",375.056,-0.0904977265838133
"601","cell11_01",20,101,81,"cell",323.223,-0.100870830313963
"602","cell11_01",20,101,81,"up",138.012,-0.211968360425751
"603","cell11_01",20,101,81,"down",373.38,-0.094561988481358
"604","cell11_01",20,102,82,"cell",324.926,-0.0961334911519133
"605","cell11_01",20,102,82,"up",148.655,-0.151198132184811
"606","cell11_01",20,102,82,"down",373.556,-0.0941351924825705
"607","cell11_01",20,103,83,"cell",326.547,-0.0916242564004844
"608","cell11_01",20,103,83,"up",155.926,-0.1096816115102
"609","cell11_01",20,103,83,"down",373.944,-0.0931943013034252
"610","cell11_01",20,104,84,"cell",325.438,-0.0947092294660826
"611","cell11_01",20,104,84,"up",137.733,-0.213561416300902
"612","cell11_01",20,104,84,"down",376.058,-0.0880678993634435
"613","cell11_01",20,105,85,"cell",323.083,-0.101260276868683
"614","cell11_01",20,105,85,"up",153.391,-0.12415615145108
"615","cell11_01",20,105,85,"down",371.165,-0.0999333131251894
"616","cell11_01",20,106,86,"cell",328.956,-0.0849229938982069
"617","cell11_01",20,106,86,"up",145.702,-0.168059400999571
"618","cell11_01",20,106,86,"down",378.761,-0.0815131858138829
"619","cell11_01",20,107,87,"cell",327.703,-0.088408540562945
"620","cell11_01",20,107,87,"up",139.911,-0.201125302694891
"621","cell11_01",20,107,87,"down",377.956,-0.0834652925128826
"622","cell11_01",20,108,88,"cell",328.15,-0.0871650933489483
"623","cell11_01",20,108,88,"up",149.252,-0.147789335204651
"624","cell11_01",20,108,88,"down",378.06,-0.0832130948772355
"625","cell11_01",20,109,89,"cell",325.201,-0.0953685068480003
"626","cell11_01",20,109,89,"up",141.612,-0.191412800746395
"627","cell11_01",20,109,89,"down",374.64,-0.091506517126402
"628","cell11_01",20,110,90,"cell",324.777,-0.0965479735565789
"629","cell11_01",20,110,90,"up",144.31,-0.176007550742256
"630","cell11_01",20,110,90,"down",373.202,-0.0949936344346772
"631","cell11_01",20,111,91,"cell",326.679,-0.0912570639346064
"632","cell11_01",20,111,91,"up",142.523,-0.186211102171981
"633","cell11_01",20,111,91,"down",376.014,-0.0881745983631403
"634","cell11_01",20,112,92,"cell",329.017,-0.0847533064707935
"635","cell11_01",20,112,92,"up",148.864,-0.15000476774787
"636","cell11_01",20,112,92,"down",378.88,-0.0812246135192483
"637","cell11_01",20,113,93,"cell",324.952,-0.0960611653631797
"638","cell11_01",20,113,93,"up",152.24,-0.130728220670785
"639","cell11_01",20,113,93,"down",374.318,-0.0922873598060019
"640","cell11_01",20,114,94,"cell",326.121,-0.0928092866312734
"641","cell11_01",20,114,94,"up",134.76,-0.230536882669436
"642","cell11_01",20,114,94,"down",375.896,-0.0884607456805092
"643","cell11_01",20,115,95,"cell",324.075,-0.0985007698523858
"644","cell11_01",20,115,95,"up",154.221,-0.119416952969451
"645","cell11_01",20,115,95,"down",372.508,-0.0966765686571689
"646","cell11_01",20,116,96,"cell",324.588,-0.0970737264054499
"647","cell11_01",20,116,96,"up",141.101,-0.194330548245326
"648","cell11_01",20,116,96,"down",374.564,-0.0916908153986056
"649","cell11_01",20,117,97,"cell",322.47,-0.102965496426132
"650","cell11_01",20,117,97,"up",138.864,-0.20710354463497
"651","cell11_01",20,117,97,"down",370.997,-0.10034070930585
"652","cell11_01",20,118,98,"cell",325.249,-0.0952349823149536
"653","cell11_01",20,118,98,"up",140.279,-0.199024067705446
"654","cell11_01",20,118,98,"down",374.606,-0.0915889663534405
"655","cell11_01",20,119,99,"cell",323.737,-0.0994410051059224
"656","cell11_01",20,119,99,"up",141.256,-0.193445517203576
"657","cell11_01",20,119,99,"down",371.874,-0.0982140042437102
"658","cell11_01",20,120,100,"cell",324.377,-0.0976606779986341
"659","cell11_01",20,120,100,"up",149.488,-0.146441804070115
"660","cell11_01",20,120,100,"down",373.306,-0.09474143679903
"661","cell9_01",20,1,-3.8,"cell",464.333,0.011658409262237
"662","cell9_01",20,1,-3.8,"up",302.962,0.0799467587196144
"663","cell9_01",20,1,-3.8,"down",626.095,0.00788915802994352
"664","cell9_01",20,2,-3.6,"cell",460.918,0.00421803033670173
"665","cell9_01",20,2,-3.6,"up",279.838,-0.00248169385408239
"666","cell9_01",20,2,-3.6,"down",624.899,0.00596383450395491
"667","cell9_01",20,3,-3.4,"cell",456.623,-0.00513963510551608
"668","cell9_01",20,3,-3.4,"up",274.371,-0.0219695138774522
"669","cell9_01",20,3,-3.4,"down",619.769,-0.00229445118862147
"670","cell9_01",20,4,-3.2,"cell",457.757,-0.00266894998060919
"671","cell9_01",20,4,-3.2,"up",285.905,0.0191449028318117
"672","cell9_01",20,4,-3.2,"down",619.191,-0.00322491690603062
"673","cell9_01",20,5,-3,"cell",455.168,-0.00830969406207643
"674","cell9_01",20,5,-3,"up",269.171,-0.0405055782859985
"675","cell9_01",20,5,-3,"down",616.897,-0.00691780333464077
"676","cell9_01",20,6,-2.8,"cell",457.614,-0.00298050903957017
"677","cell9_01",20,6,-2.8,"up",271.943,-0.030624430105135
"678","cell9_01",20,6,-2.8,"down",620.306,-0.00142998736466166
"679","cell9_01",20,7,-2.6,"cell",455.943,-0.00662117468658899
"680","cell9_01",20,7,-2.6,"up",274.762,-0.0205757444190403
"681","cell9_01",20,7,-2.6,"down",617.254,-0.0063431039209469
"682","cell9_01",20,8,-2.4,"cell",460.443,0.00318313136462871
"683","cell9_01",20,8,-2.4,"up",291.19,0.0379839606008824
"684","cell9_01",20,8,-2.4,"down",622.408,0.00195381702633159
"685","cell9_01",20,9,-2.2,"cell",460.275,0.00281710393871657
"686","cell9_01",20,9,-2.2,"up",270.743,-0.0349019834301841
"687","cell9_01",20,9,-2.2,"down",622.014,0.00131955492830524
"688","cell9_01",20,10,-2,"cell",460.746,0.00384328797207736
"689","cell9_01",20,10,-2,"up",284.457,0.0139833218195858
"690","cell9_01",20,10,-2,"down",623.11,0.00308389822636835
"691","cell9_01",20,11,-1.8,"cell",458.691,-0.000634011791312071
"692","cell9_01",20,11,-1.8,"up",286.629,0.0217256933379249
"693","cell9_01",20,11,-1.8,"down",621.868,0.00108452379553413
"694","cell9_01",20,12,-1.6,"cell",456.419,-0.00558409697983796
"695","cell9_01",20,12,-1.6,"up",283.714,0.0113348033858262
"696","cell9_01",20,12,-1.6,"down",618.175,-0.00486047602175347
"697","cell9_01",20,13,-1.4,"cell",459.11,0.000278878038790285
"698","cell9_01",20,13,-1.4,"up",277.781,-0.00981413317877085
"699","cell9_01",20,13,-1.4,"down",623.978,0.00448120660476129
"700","cell9_01",20,14,-1.2,"cell",454.162,-0.0105015011481932
"701","cell9_01",20,14,-1.2,"up",269.286,-0.0400956460923479
"702","cell9_01",20,14,-1.2,"down",618.622,-0.00414089440292663
"703","cell9_01",20,15,-1,"cell",457.434,-0.00337268128161877
"704","cell9_01",20,15,-1,"up",260.19,-0.0725195002962204
"705","cell9_01",20,15,-1,"down",623.472,0.00366664665145848
"706","cell9_01",20,16,-0.8,"cell",462.536,0.007743223045784
"707","cell9_01",20,16,-0.8,"up",285.124,0.0163609285427591
"708","cell9_01",20,16,-0.8,"down",628.594,0.0119120539258009
"709","cell9_01",20,17,-0.6,"cell",456.906,-0.00452305319162835
"710","cell9_01",20,17,-0.6,"up",266.952,-0.0484154873095685
"711","cell9_01",20,17,-0.6,"down",623.592,0.00385982292496905
"712","cell9_01",20,18,-0.4,"cell",459.014,6.97195096976333e-05
"713","cell9_01",20,18,-0.4,"up",261.781,-0.0668481775127594
"714","cell9_01",20,18,-0.4,"down",625.425,0.00681059050284278
"715","cell9_01",20,19,-0.2,"cell",459.451,0.0010218265640048
"716","cell9_01",20,19,-0.2,"up",293.267,0.0453876924809883
"717","cell9_01",20,19,-0.2,"down",623.108,0.00308067862180973
"718","cell9_01",20,20,0,"cell",423.339,-0.0776566401296782
"719","cell9_01",20,20,0,"up",283.086,0.00909621714571725
"720","cell9_01",20,20,0,"down",558.788,-0.10046180397985
"721","cell9_01",20,21,0.2,"cell",415.331,-0.0951039474314896
"722","cell9_01",20,21,0.2,"up",320.248,0.141564914366947
"723","cell9_01",20,21,0.2,"down",545.937,-0.121149373070551
"724","cell9_01",20,22,0.4,"cell",416.958,-0.0915591461103049
"725","cell9_01",20,22,0.4,"up",322.448,0.149407095462871
"726","cell9_01",20,22,0.4,"down",550.728,-0.113436810350642
"727","cell9_01",20,23,0.6,"cell",410.931,-0.104690380014903
"728","cell9_01",20,23,0.6,"up",319.152,0.137658082330069
"729","cell9_01",20,23,0.6,"down",540.874,-0.129299802010417
"730","cell9_01",20,24,0.8,"cell",415.505,-0.0947248475975092
"731","cell9_01",20,24,0.8,"up",333.438,0.188582354664779
"732","cell9_01",20,24,0.8,"down",542.59,-0.126537381299216
"733","cell9_01",20,25,1,"cell",410.971,-0.104603230627781
"734","cell9_01",20,25,1,"up",293.648,0.0467458156616915
"735","cell9_01",20,25,1,"down",545.412,-0.12199451926716
"736","cell9_01",20,26,1.2,"cell",411.732,-0.102945213537786
"737","cell9_01",20,26,1.2,"up",306.933,0.0941018955977562
"738","cell9_01",20,26,1.2,"down",542.677,-0.126397328500921
"739","cell9_01",20,27,1.4,"cell",413.096,-0.0999734194369277
"740","cell9_01",20,27,1.4,"up",309.114,0.101876348766033
"741","cell9_01",20,27,1.4,"down",544.73,-0.123092404421612
"742","cell9_01",20,28,1.6,"cell",411.142,-0.104230666997834
"743","cell9_01",20,28,1.6,"up",318.143,0.134061372909257
"744","cell9_01",20,28,1.6,"down",542.076,-0.127364819670753
"745","cell9_01",20,29,1.8,"cell",410.415,-0.105814607108775
"746","cell9_01",20,29,1.8,"up",309.657,0.103811941645618
"747","cell9_01",20,29,1.8,"down",542.171,-0.127211888454224
"748","cell9_01",20,30,2,"cell",409.93,-0.106871293427629
"749","cell9_01",20,30,2,"up",294.352,0.0492553136123868
"750","cell9_01",20,30,2,"down",543.05,-0.125796872250759
"751","cell9_01",20,31,2.2,"cell",409.413,-0.10799769925618
"752","cell9_01",20,31,2.2,"up",300.771,0.0721366592736289
"753","cell9_01",20,31,2.2,"down",544.079,-0.124140385705406
"754","cell9_01",20,32,2.4,"cell",407.453,-0.112268019225155
"755","cell9_01",20,32,2.4,"up",291.867,0.0403972136017643
"756","cell9_01",20,32,2.4,"down",543.444,-0.125162610152733
"757","cell9_01",20,33,2.6,"cell",412.437,-0.101409205589762
"758","cell9_01",20,33,2.6,"up",298.457,0.0638881106118258
"759","cell9_01",20,33,2.6,"down",544.265,-0.123840962481465
"760","cell9_01",20,34,2.8,"cell",410.617,-0.10537450270381
"761","cell9_01",20,34,2.8,"up",300.571,0.0714237337194541
"762","cell9_01",20,34,2.8,"down",543.837,-0.124529957856986
"763","cell9_01",20,35,3,"cell",408.328,-0.110361626381862
"764","cell9_01",20,35,3,"up",303.629,0.0823243654427877
"765","cell9_01",20,35,3,"down",542.547,-0.126606602797224
"766","cell9_01",20,36,3.2,"cell",411.042,-0.104448540465639
"767","cell9_01",20,36,3.2,"up",306.105,0.0911503838034724
"768","cell9_01",20,36,3.2,"down",545.435,-0.121957493814737
"769","cell9_01",20,37,3.4,"cell",406.495,-0.114355247046725
"770","cell9_01",20,37,3.4,"up",314.267,0.120244875669348
"771","cell9_01",20,37,3.4,"down",538.602,-0.132957272788884
"772","cell9_01",20,38,3.6,"cell",409.956,-0.106814646326
"773","cell9_01",20,38,3.6,"up",309.657,0.103811941645618
"774","cell9_01",20,38,3.6,"down",546.351,-0.12048291492694
"775","cell9_01",20,39,3.8,"cell",411.424,-0.103616263818625
"776","cell9_01",20,39,3.8,"up",295.152,0.0521070158290863
"777","cell9_01",20,39,3.8,"down",545.919,-0.121178349511578
"778","cell9_01",20,40,4,"cell",410.623,-0.105361430295741
"779","cell9_01",20,40,4,"up",309.114,0.101876348766033
"780","cell9_01",20,40,4,"down",545.972,-0.121093029990777
"781","cell9_01",20,41,4.2,"cell",409.237,-0.108381156559516
"782","cell9_01",20,41,4.2,"up",308.981,0.101402253272507
"783","cell9_01",20,41,4.2,"down",544.515,-0.123438511911651
"784","cell9_01",20,42,4.4,"cell",410.455,-0.105727457721654
"785","cell9_01",20,42,4.4,"up",305.552,0.0891791446461789
"786","cell9_01",20,42,4.4,"down",546.601,-0.120080464357126
"787","cell9_01",20,43,4.6,"cell",410.559,-0.105500869315136
"788","cell9_01",20,43,4.6,"up",293.571,0.0464713393233342
"789","cell9_01",20,43,4.6,"down",545.406,-0.122004178080835
"790","cell9_01",20,44,4.8,"cell",408.562,-0.109851802467199
"791","cell9_01",20,44,4.8,"up",290.657,0.0360840139990063
"792","cell9_01",20,44,4.8,"down",542.888,-0.126057660219999
"793","cell9_01",20,45,5,"cell",407.886,-0.11132462710956
"794","cell9_01",20,45,5,"up",297.305,0.0597816594197787
"795","cell9_01",20,45,5,"down",540.064,-0.130603741856614
"796","cell9_01",20,46,5.2,"cell",411.024,-0.104487757689844
"797","cell9_01",20,46,5.2,"up",301.419,0.0744465380691554
"798","cell9_01",20,46,5.2,"down",543.379,-0.125267247300885
"799","cell9_01",20,47,5.4,"cell",412.824,-0.100566035269357
"800","cell9_01",20,47,5.4,"up",322.514,0.149642360895748
"801","cell9_01",20,47,5.4,"down",544.157,-0.124014821127624
"802","cell9_01",20,48,5.6,"cell",409.674,-0.107429049505209
"803","cell9_01",20,48,5.6,"up",294.819,0.0509199947813852
"804","cell9_01",20,48,5.6,"down",542.524,-0.126643628249647
"805","cell9_01",20,49,5.8,"cell",411.975,-0.10241578101102
"806","cell9_01",20,49,5.8,"up",295.81,0.0544525409023216
"807","cell9_01",20,49,5.8,"down",545.616,-0.121666119602192
"808","cell9_01",20,50,6,"cell",409.165,-0.108538025456336
"809","cell9_01",20,50,6,"up",309.876,0.104592595127439
"810","cell9_01",20,50,6,"down",542.966,-0.125932095642217
"811","cell9_01",20,51,6.2,"cell",412.694,-0.100849270777503
"812","cell9_01",20,51,6.2,"up",314.81,0.122180468548933
"813","cell9_01",20,51,6.2,"down",544.093,-0.124117848473497
"814","cell9_01",20,52,6.4,"cell",410.74,-0.10510651833841
"815","cell9_01",20,52,6.4,"up",315.352,0.124112496800747
"816","cell9_01",20,52,6.4,"down",544.08,-0.124138775903127
"817","cell9_01",20,53,6.6,"cell",409.8,-0.107154528935775
"818","cell9_01",20,53,6.6,"up",315.676,0.12526743619851
"819","cell9_01",20,53,6.6,"down",540.761,-0.129481709667973
"820","cell9_01",20,54,6.8,"cell",414.024,-0.0979515536556989
"821","cell9_01",20,54,6.8,"up",306.324,0.0919310372852938
"822","cell9_01",20,54,6.8,"down",547.908,-0.11797645277814
"823","cell9_01",20,55,7,"cell",408.32,-0.110379056259287
"824","cell9_01",20,55,7,"up",306.105,0.0911503838034724
"825","cell9_01",20,55,7,"down",541.403,-0.128448216604692
"826","cell9_01",20,56,7.2,"cell",408.394,-0.110217829893111
"827","cell9_01",20,56,7.2,"up",316.981,0.129919275439501
"828","cell9_01",20,56,7.2,"down",539.419,-0.131642064326733
"829","cell9_01",20,57,7.4,"cell",411.771,-0.102860242885342
"830","cell9_01",20,57,7.4,"up",317.657,0.132328963812612
"831","cell9_01",20,57,7.4,"down",542.288,-0.127023541587551
"832","cell9_01",20,58,7.6,"cell",408.639,-0.109684039896989
"833","cell9_01",20,58,7.6,"up",310.457,0.106663643862317
"834","cell9_01",20,58,7.6,"down",541.288,-0.128633343866806
"835","cell9_01",20,59,7.8,"cell",408.23,-0.110575142380311
"836","cell9_01",20,59,7.8,"up",318.267,0.134503386752845
"837","cell9_01",20,59,7.8,"down",539.686,-0.131212247118172
"838","cell9_01",20,60,8,"cell",411.544,-0.103354815657259
"839","cell9_01",20,60,8,"up",316.381,0.127780498776976
"840","cell9_01",20,60,8,"down",545.459,-0.121918858560035
"841","cell9_01",20,61,8.2,"cell",410.076,-0.106553198164634
"842","cell9_01",20,61,8.2,"up",312.762,0.114880110874182
