cell,power,stimul,frame,time,mask,int,delta,rel
cell9_01_22_01,50,20,1,-19.0,cell,464.333,0.011658409262236985,464.333
cell9_01_22_01,50,20,1,-19.0,up,281.72,0.0329262663264646,0.6067197463889062
cell9_01_22_01,50,20,1,-19.0,down,620.393,0.009906440977269684,1.3360950007860737
cell9_01_22_01,50,20,2,-18.0,cell,460.918,0.004218030336701734,460.918
cell9_01_22_01,50,20,2,-18.0,up,262.505,-0.03752552342031606,0.5695264667467966
cell9_01_22_01,50,20,2,-18.0,down,618.391,0.006647486258508253,1.341650792548783
cell9_01_22_01,50,20,3,-17.0,cell,456.623,-0.0051396351055160786,456.623
cell9_01_22_01,50,20,3,-17.0,up,261.065,-0.04280528283927853,0.5717298515405488
cell9_01_22_01,50,20,3,-17.0,down,612.394,-0.003114727252186811,1.3411369992313134
cell9_01_22_01,50,20,4,-16.0,cell,457.757,-0.002668949980609187,457.757
cell9_01_22_01,50,20,4,-16.0,up,278.903,0.02259773696311923,0.6092817805079989
cell9_01_22_01,50,20,4,-16.0,down,612.709,-0.002601954656577608,1.3385027427215748
cell9_01_22_01,50,20,5,-15.0,cell,455.168,-0.008309694062076432,455.168
cell9_01_22_01,50,20,5,-15.0,up,269.366,-0.012369669688717798,0.5917946780089989
cell9_01_22_01,50,20,5,-15.0,down,608.464,-0.009512175825978937,1.3367899325084365
cell9_01_22_01,50,20,6,-14.0,cell,457.614,-0.0029805090395701684,457.614
cell9_01_22_01,50,20,6,-14.0,up,274.108,0.005016871397893426,0.5989939118995485
cell9_01_22_01,50,20,6,-14.0,down,612.014,-0.003733310065937704,1.3374022647908501
cell9_01_22_01,50,20,7,-13.0,cell,455.943,-0.006621174686588989,455.943
cell9_01_22_01,50,20,7,-13.0,up,269.978,-0.01012577193565866,0.5921310339231001
cell9_01_22_01,50,20,7,-13.0,down,610.674,-0.005914628409164616,1.33936478901968
cell9_01_22_01,50,20,8,-12.0,cell,460.443,0.003183131364628706,460.443
cell9_01_22_01,50,20,8,-12.0,up,281.86,0.03343957626997479,0.6121496037511701
cell9_01_22_01,50,20,8,-12.0,down,615.134,0.0013455804048591712,1.3359612373301364
cell9_01_22_01,50,20,9,-11.0,cell,460.275,0.002817103938716565,460.275
cell9_01_22_01,50,20,9,-11.0,up,271.946,-0.002910100729743211,0.5908337406984956
cell9_01_22_01,50,20,9,-11.0,down,615.727,0.002310895164212487,1.3377372223127477
cell9_01_22_01,50,20,10,-10.0,cell,460.746,0.003843287972077358,460.746
cell9_01_22_01,50,20,10,-10.0,up,275.946,0.011755897656263668,0.5989113307549062
cell9_01_22_01,50,20,10,-10.0,down,617.174,0.004666393404995525,1.3395102724711663
cell9_01_22_01,50,20,11,-9.0,cell,458.691,-0.0006340117913120707,458.691
cell9_01_22_01,50,20,11,-9.0,up,282.828,0.036988747879388315,0.6165981019902287
cell9_01_22_01,50,20,11,-9.0,down,613.16,-0.0018677945276258457,1.336760477096782
cell9_01_22_01,50,20,12,-8.0,cell,456.419,-0.005584096979837964,456.419
cell9_01_22_01,50,20,12,-8.0,up,290.333,0.06450582735113392,0.6361106790032843
cell9_01_22_01,50,20,12,-8.0,down,611.233,-0.005004660533146894,1.3391927154653946
cell9_01_22_01,50,20,13,-7.0,cell,459.11,0.00027887803879028536,459.11
cell9_01_22_01,50,20,13,-7.0,up,269.065,-0.013473286067264771,0.586057807497114
cell9_01_22_01,50,20,13,-7.0,down,617.252,0.004793365666765406,1.3444533989675675
cell9_01_22_01,50,20,14,-6.0,cell,454.162,-0.01050150114819316,454.162
cell9_01_22_01,50,20,14,-6.0,up,272.817,0.000283420418809717,0.600704154024335
cell9_01_22_01,50,20,14,-6.0,down,610.794,-0.0057192864679801135,1.344881341900027
cell9_01_22_01,50,20,15,-5.0,cell,457.434,-0.003372681281618767,457.434
cell9_01_22_01,50,20,15,-5.0,up,271.043,-0.006220949865384337,0.5925291954686359
cell9_01_22_01,50,20,15,-5.0,down,612.801,-0.002452192501669335,1.3396489985440523
cell9_01_22_01,50,20,16,-4.0,cell,462.536,0.007743223045783998,462.536
cell9_01_22_01,50,20,16,-4.0,up,278.978,0.022872724432856817,0.6031487278828026
cell9_01_22_01,50,20,16,-4.0,down,622.488,0.013316785700449037,1.3458152446512273
cell9_01_22_01,50,20,17,-3.0,cell,456.906,-0.004523053191628354,456.906
cell9_01_22_01,50,20,17,-3.0,up,267.742,-0.01832406503343647,0.585989240675325
cell9_01_22_01,50,20,17,-3.0,down,615.285,0.0015913856808495851,1.3466336620661579
cell9_01_22_01,50,20,18,-2.0,cell,459.014,6.971950969763326e-05,459.014
cell9_01_22_01,50,20,18,-2.0,up,260.548,-0.044700863130669906,0.567625388332382
cell9_01_22_01,50,20,18,-2.0,down,618.698,0.0071472360580386125,1.3478848139708157
cell9_01_22_01,50,20,19,-1.0,cell,459.451,0.0010218265640047997,459.451
cell9_01_22_01,50,20,19,-1.0,up,260.065,-0.04647178243578025,0.5660342452187501
cell9_01_22_01,50,20,19,-1.0,down,620.103,0.00943436461940703,1.3496607908133835
cell9_01_22_01,50,20,20,0.0,cell,423.339,-0.07765664012967824,423.339
cell9_01_22_01,50,20,20,0.0,up,261.301,-0.04193998893450416,0.6172381944493656
cell9_01_22_01,50,20,20,0.0,down,556.681,-0.09380710699561813,1.31497688613617
cell9_01_22_01,50,20,21,1.0,cell,415.331,-0.09510394743148959,415.331
cell9_01_22_01,50,20,21,1.0,up,309.237,0.1338173357234024,0.7445555472623041
cell9_01_22_01,50,20,21,1.0,down,540.851,-0.11957596473687282,1.302216786129617
cell9_01_22_01,50,20,22,2.0,cell,416.958,-0.09155914611030486,416.958
cell9_01_22_01,50,20,22,2.0,up,331.839,0.2166875596035342,0.7958571366900263
cell9_01_22_01,50,20,22,2.0,down,545.032,-0.11276992593610298,1.3071628317480417
cell9_01_22_01,50,20,23,3.0,cell,410.931,-0.10469038001490252,410.931
cell9_01_22_01,50,20,23,3.0,up,308.151,0.1298355171616015,0.7498850171926674
cell9_01_22_01,50,20,23,3.0,down,536.257,-0.1270543053852193,1.3049806415188925
cell9_01_22_01,50,20,24,4.0,cell,415.505,-0.09472484759750922,415.505
cell9_01_22_01,50,20,24,4.0,up,322.634,0.18293743081773592,0.7764864442064476
cell9_01_22_01,50,20,24,4.0,down,538.909,-0.1227372484850419,1.2969976293907415
cell9_01_22_01,50,20,25,5.0,cell,410.971,-0.10460323062778054,410.971
cell9_01_22_01,50,20,25,5.0,up,300.344,0.10121115481171251,0.730815556328792
cell9_01_22_01,50,20,25,5.0,down,537.746,-0.12463043746502166,1.3084767538342121
cell9_01_22_01,50,20,26,6.0,cell,411.732,-0.10294521353778568,411.732
cell9_01_22_01,50,20,26,6.0,up,311.29,0.14134465939502044,0.756050051975557
cell9_01_22_01,50,20,26,6.0,down,537.083,-0.125709701690066,1.3044480390156703
cell9_01_22_01,50,20,27,7.0,cell,413.096,-0.09997341943692774,413.096
cell9_01_22_01,50,20,27,7.0,up,295.559,0.0836669542424519,0.7154729167070125
cell9_01_22_01,50,20,27,7.0,down,540.077,-0.12083592025751282,1.3073885973236246
cell9_01_22_01,50,20,28,8.0,cell,411.142,-0.10423066699783429,411.142
cell9_01_22_01,50,20,28,8.0,up,305.312,0.11942632480713312,0.7425950158339455
cell9_01_22_01,50,20,28,8.0,down,536.892,-0.1260206209464512,1.3058553978917262
cell9_01_22_01,50,20,29,9.0,cell,410.415,-0.10581460710877541,410.415
cell9_01_22_01,50,20,29,9.0,up,312.978,0.1475337107139153,0.7625890866561894
cell9_01_22_01,50,20,29,9.0,down,536.838,-0.12610852481998436,1.308036986952231
cell9_01_22_01,50,20,30,10.0,cell,409.93,-0.1068712934276289,409.93
cell9_01_22_01,50,20,30,10.0,up,299.204,0.0970313452717006,0.7298904691044813
cell9_01_22_01,50,20,30,10.0,down,537.554,-0.12494298457091686,1.311331202888298
cell9_01_22_01,50,20,31,11.0,cell,409.413,-0.1079976992561799,409.413
cell9_01_22_01,50,20,31,11.0,up,309.688,0.13547092704142455,0.7564195567800729
cell9_01_22_01,50,20,31,11.0,down,537.42,-0.12516111640523958,1.3126598324918846
cell9_01_22_01,50,20,32,12.0,cell,407.453,-0.1122680192251548,407.453
cell9_01_22_01,50,20,32,12.0,up,290.495,0.0650998002857671,0.7129533958517915
cell9_01_22_01,50,20,32,12.0,down,535.984,-0.1274987083014139,1.3154498801088716
cell9_01_22_01,50,20,33,13.0,cell,412.437,-0.1014092055897616,412.437
cell9_01_22_01,50,20,33,13.0,up,299.075,0.09655836682375181,0.7251410518454939
cell9_01_22_01,50,20,33,13.0,down,539.945,-0.12105079639281567,1.3091575198151477
cell9_01_22_01,50,20,34,14.0,cell,410.617,-0.10537450270380964,410.617
cell9_01_22_01,50,20,34,14.0,up,305.624,0.1205702726812417,0.7443043030366497
cell9_01_22_01,50,20,34,14.0,down,538.091,-0.12406882938411619,1.3104450132361787
cell9_01_22_01,50,20,35,15.0,cell,408.328,-0.11036162638186246,408.328
cell9_01_22_01,50,20,35,15.0,up,293.914,0.07763556240620642,0.7197987892086753
cell9_01_22_01,50,20,35,15.0,down,536.805,-0.1261622438538101,1.3146416606257714
cell9_01_22_01,50,20,36,16.0,cell,411.042,-0.10444854046563917,411.042
cell9_01_22_01,50,20,36,16.0,up,294.194,0.07866218229322701,0.7157273465971848
cell9_01_22_01,50,20,36,16.0,down,540.421,-0.12027594002611718,1.314758589146608
cell9_01_22_01,50,20,37,17.0,cell,406.495,-0.11435524704672508,406.495
cell9_01_22_01,50,20,37,17.0,up,317.839,0.1653565652525101,0.7819013764006937
cell9_01_22_01,50,20,37,17.0,down,533.738,-0.13115485830058365,1.313024760452158
cell9_01_22_01,50,20,38,18.0,cell,409.956,-0.10681464632599962,409.956
cell9_01_22_01,50,20,38,18.0,up,307.022,0.125696039117151,0.7489145176555533
cell9_01_22_01,50,20,38,18.0,down,540.395,-0.12031826411337393,1.3181780483759231
cell9_01_22_01,50,20,39,19.0,cell,411.424,-0.10361626381862468,411.424
cell9_01_22_01,50,20,39,19.0,up,290.269,0.06427117137695773,0.7055227696974411
cell9_01_22_01,50,20,39,19.0,down,540.685,-0.11984618775551147,1.3141795325503616
cell9_01_22_01,50,20,40,20.0,cell,410.623,-0.10536143029574141,410.623
cell9_01_22_01,50,20,40,20.0,up,318.376,0.16732547553583146,0.7753486774973637
cell9_01_22_01,50,20,40,20.0,down,539.031,-0.12253865084483774,1.3127150695406735
cell9_01_22_01,50,20,41,21.0,cell,409.237,-0.10838115655951638,409.237
cell9_01_22_01,50,20,41,21.0,up,309.903,0.13625922445467253,0.757270237050902
cell9_01_22_01,50,20,41,21.0,down,538.391,-0.12358047453115503,1.3155970745558196
cell9_01_22_01,50,20,42,22.0,cell,410.455,-0.10572745772165355,410.455
cell9_01_22_01,50,20,42,22.0,up,314.548,0.15329011508042298,0.7663397936436394
cell9_01_22_01,50,20,42,22.0,down,539.802,-0.12128357887272724,1.3151307695118832
cell9_01_22_01,50,20,43,23.0,cell,410.559,-0.10550086931513643,410.559
cell9_01_22_01,50,20,43,23.0,up,300.129,0.10042285739846474,0.7310252606811688
cell9_01_22_01,50,20,43,23.0,down,539.259,-0.1221675011565871,1.313475042563919
cell9_01_22_01,50,20,44,24.0,cell,408.562,-0.10985180246719907,408.562
cell9_01_22_01,50,20,44,24.0,up,295.699,0.08418026418596208,0.7237555132391167
cell9_01_22_01,50,20,44,24.0,down,537.192,-0.12553226609349002,1.3148359367733662
cell9_01_22_01,50,20,45,25.0,cell,407.886,-0.11132462710955975,407.886
cell9_01_22_01,50,20,45,25.0,up,303.71,0.11355259245353724,0.7445953035897284
cell9_01_22_01,50,20,45,25.0,down,534.155,-0.13047604505496768,1.3095693404529696
cell9_01_22_01,50,20,46,26.0,cell,411.024,-0.10448775768984399,411.024
cell9_01_22_01,50,20,46,26.0,up,307.753,0.1283762503221937,0.7487470318034957
cell9_01_22_01,50,20,46,26.0,down,538.06,-0.12411929271892229,1.3090719763322822
cell9_01_22_01,50,20,47,27.0,cell,412.824,-0.10056603526935688,412.824
cell9_01_22_01,50,20,47,27.0,up,307.731,0.12829558733107072,0.7454290448229753
cell9_01_22_01,50,20,47,27.0,down,538.532,-0.12335094775026312,1.3045074898746198
cell9_01_22_01,50,20,48,28.0,cell,409.674,-0.10742904950520935,409.674
cell9_01_22_01,50,20,48,28.0,up,302.935,0.1107110552662485,0.739453809614474
cell9_01_22_01,50,20,48,28.0,down,536.83,-0.1261215476160632,1.3103833780029976
cell9_01_22_01,50,20,49,29.0,cell,411.975,-0.10241578101101993,411.975
cell9_01_22_01,50,20,49,29.0,up,299.774,0.09912125004170655,0.7276509496935494
cell9_01_22_01,50,20,49,29.0,down,539.596,-0.12161891587176066,1.3097785059773044
cell9_01_22_01,50,20,50,30.0,cell,409.165,-0.10853802545633588,409.165
cell9_01_22_01,50,20,50,30.0,up,311.247,0.14118699991237083,0.7606882309092908
cell9_01_22_01,50,20,50,30.0,down,536.834,-0.12611503621802386,1.3120232668972174
cell9_01_22_01,50,20,51,31.0,cell,412.694,-0.10084927077750316,412.694
cell9_01_22_01,50,20,51,31.0,up,301.559,0.10566595182146221,0.7307084668059144
cell9_01_22_01,50,20,51,31.0,down,539.855,-0.1211973028487041,1.3081241791739158
cell9_01_22_01,50,20,52,32.0,cell,410.74,-0.10510651833840971,410.74
cell9_01_22_01,50,20,52,32.0,up,304.753,0.11737675153268856,0.7419608511467107
cell9_01_22_01,50,20,52,32.0,down,538.908,-0.12273887633455174,1.3120416808686761
cell9_01_22_01,50,20,53,33.0,cell,409.8,-0.10715452893577518,409.8
cell9_01_22_01,50,20,53,33.0,up,315.516,0.15683928668983668,0.7699267935578331
cell9_01_22_01,50,20,53,33.0,down,535.796,-0.12780474400926958,1.3074572962420694
cell9_01_22_01,50,20,54,34.0,cell,414.024,-0.09795155365569885,414.024
cell9_01_22_01,50,20,54,34.0,up,305.581,0.1204126131985921,0.7380755704983286
cell9_01_22_01,50,20,54,34.0,down,542.494,-0.11690140799215507,1.3102960214866772
cell9_01_22_01,50,20,55,35.0,cell,408.32,-0.11037905625928682,408.32
cell9_01_22_01,50,20,55,35.0,up,305.925,0.12167388905978867,0.7492285462382445
cell9_01_22_01,50,20,55,35.0,down,535.435,-0.12839239768233313,1.3113122061128526
cell9_01_22_01,50,20,56,36.0,cell,408.394,-0.11021782989311121,408.394
cell9_01_22_01,50,20,56,36.0,up,317.473,0.16401462640019054,0.7773694030764409
cell9_01_22_01,50,20,56,36.0,down,535.625,-0.12808310627545758,1.3115398365304094
cell9_01_22_01,50,20,57,37.0,cell,411.771,-0.10286024288534182,411.771
cell9_01_22_01,50,20,57,37.0,up,313.409,0.14911397204000748,0.7611245085253696
cell9_01_22_01,50,20,57,37.0,down,536.614,-0.1264731631101953,1.3031855084500852
cell9_01_22_01,50,20,58,38.0,cell,408.639,-0.10968403989698934,408.639
cell9_01_22_01,50,20,58,38.0,up,302.022,0.10736354113464239,0.739092450793977
cell9_01_22_01,50,20,58,38.0,down,535.856,-0.12770707303867743,1.3113187923815397
cell9_01_22_01,50,20,59,39.0,cell,408.23,-0.11057514238031112,408.23
cell9_01_22_01,50,20,59,39.0,up,308.806,0.13223707439731003,0.7564510202581877
cell9_01_22_01,50,20,59,39.0,down,534.685,-0.12961328481473622,1.3097641035690664
cell9_01_22_01,50,20,60,40.0,cell,411.544,-0.10335481565725887,411.544
cell9_01_22_01,50,20,60,40.0,up,311.548,0.1422906162909178,0.757022335400346
cell9_01_22_01,50,20,60,40.0,down,539.84,-0.12122172059135214,1.3117430942985442
cell9_01_22_01,50,20,61,41.0,cell,410.076,-0.10655319816463381,410.076
cell9_01_22_01,50,20,61,41.0,up,305.849,0.12139523509045445,0.7458349184053686
cell9_01_22_01,50,20,61,41.0,down,538.602,-0.12323699828457227,1.3134199514236384
cell9_01_22_01,50,20,62,42.0,cell,412.69,-0.1008579857162154,412.69
cell9_01_22_01,50,20,62,42.0,up,312.656,0.14635309784384173,0.757604981947709
cell9_01_22_01,50,20,62,42.0,down,541.216,-0.11898179966576997,1.3114347330926361
cell9_01_22_01,50,20,63,43.0,cell,409.28,-0.10828747096836042,409.28
cell9_01_22_01,50,20,63,43.0,up,317.559,0.16432994536548973,0.7758966966379985
cell9_01_22_01,50,20,63,43.0,down,534.365,-0.13013419665789475,1.3056220680218922
cell9_01_22_01,50,20,64,44.0,cell,412.997,-0.10018911417005451,412.997
cell9_01_22_01,50,20,64,44.0,up,303.129,0.11142235618796989,0.733973854531631
cell9_01_22_01,50,20,64,44.0,down,542.263,-0.11727744122893521,1.3129950096489806
cell9_01_22_01,50,20,65,45.0,cell,410.395,-0.10585818180233646,410.395
cell9_01_22_01,50,20,65,45.0,up,315.129,0.15542035134599053,0.7678675422458852
cell9_01_22_01,50,20,65,45.0,down,536.179,-0.1271812776469892,1.3064949621705917
cell9_01_22_01,50,20,66,46.0,cell,414.254,-0.09745044467974769,414.254
cell9_01_22_01,50,20,66,46.0,up,328.022,0.2026925306436871,0.7918378579325727
cell9_01_22_01,50,20,66,46.0,down,540.24,-0.12057058078740386,1.304127419409348
cell9_01_22_01,50,20,67,47.0,cell,413.367,-0.0993829823391766,413.367
cell9_01_22_01,50,20,67,47.0,up,327.129,0.19941834650401116,0.7913766701260623
cell9_01_22_01,50,20,67,47.0,down,538.699,-0.12307909688211484,1.3031978846884245
cell9_01_22_01,50,20,68,48.0,cell,411.913,-0.10255086256105896,411.913
cell9_01_22_01,50,20,68,48.0,up,317.731,0.16496058329608793,0.771354630710854
cell9_01_22_01,50,20,68,48.0,down,536.684,-0.12635921364450445,1.3029061962113357
cell9_01_22_01,50,20,69,49.0,cell,412.172,-0.1019865702794444,412.172
cell9_01_22_01,50,20,69,49.0,up,313.624,0.14990226945325547,0.7609056413342002
cell9_01_22_01,50,20,69,49.0,down,540.443,-0.12024012733690013,1.3112074570810244
cell9_01_22_01,50,20,70,50.0,cell,406.244,-0.11490210945091517,406.244
cell9_01_22_01,50,20,70,50.0,up,310.301,0.13771849129408012,0.7638291273224957
cell9_01_22_01,50,20,70,50.0,down,530.642,-0.13619468038314364,1.3062149840982267
cell9_01_22_01,50,20,71,51.0,cell,411.207,-0.10408904924376115,411.207
cell9_01_22_01,50,20,71,51.0,up,311.011,0.14032170600759647,0.7563368327873796
cell9_01_22_01,50,20,71,51.0,down,538.596,-0.12324676538163144,1.3097928780395276
cell9_01_22_01,50,20,72,52.0,cell,409.514,-0.10777764705369702,409.514
cell9_01_22_01,50,20,72,52.0,up,313.172,0.1482450116356367,0.764740643787514
cell9_01_22_01,50,20,72,52.0,down,535.233,-0.128721223283327,1.3069956094297142
cell9_01_22_01,50,20,73,53.0,cell,411.918,-0.10253996888766873,411.918
cell9_01_22_01,50,20,73,53.0,up,322.323,0.18179714944322375,0.7824931175622332
cell9_01_22_01,50,20,73,53.0,down,537.29,-0.12537273684152275,1.3043615476866754
cell9_01_22_01,50,20,74,54.0,cell,410.689,-0.10521763380699015,410.689
cell9_01_22_01,50,20,74,54.0,up,313.892,0.15088489134511782,0.7643058372637201
cell9_01_22_01,50,20,74,54.0,down,536.956,-0.12591643857781953,1.3074516239782414
cell9_01_22_01,50,20,75,55.0,cell,409.788,-0.10718067375191176,409.788
cell9_01_22_01,50,20,75,55.0,up,320.796,0.17619840455936567,0.7828340507774751
cell9_01_22_01,50,20,75,55.0,down,534.078,-0.13060138946722774,1.3033031713959413
cell9_01_22_01,50,20,76,56.0,cell,412.474,-0.10132859240667387,412.474
cell9_01_22_01,50,20,76,56.0,up,335.71,0.23088057954159227,0.8138937242104957
cell9_01_22_01,50,20,76,56.0,down,538.465,-0.12346001366742447,1.3054519800035882
cell9_01_22_01,50,20,77,57.0,cell,408.731,-0.10948359630660894,408.731
cell9_01_22_01,50,20,77,57.0,up,316.774,0.1614517431822358,0.7750182883118726
cell9_01_22_01,50,20,77,57.0,down,534.082,-0.1305948780691882,1.3066833687682118
cell9_01_22_01,50,20,78,58.0,cell,413.896,-0.09823043169448901,413.896
cell9_01_22_01,50,20,78,58.0,up,311.989,0.14390754261297498,0.7537859752208284
cell9_01_22_01,50,20,78,58.0,down,541.484,-0.11854553599712454,1.3082610124282428
cell9_01_22_01,50,20,79,59.0,cell,411.143,-0.1042284882631563,411.143
cell9_01_22_01,50,20,79,59.0,up,329.032,0.2063956952361538,0.8002860318672579
cell9_01_22_01,50,20,79,59.0,down,535.367,-0.1285030914490043,1.3021430499850417
cell9_01_22_01,50,20,80,60.0,cell,408.872,-0.10917639471700406,408.872
cell9_01_22_01,50,20,80,60.0,up,321.0,0.17694637047705206,0.7850867753233286
cell9_01_22_01,50,20,80,60.0,down,532.721,-0.13281038125212236,1.302904087342738
cell9_01_22_01,50,20,81,61.0,cell,413.322,-0.09948102539968881,413.322
cell9_01_22_01,50,20,81,61.0,up,325.699,0.1941752520810137,0.7880030581483686
cell9_01_22_01,50,20,81,61.0,down,539.929,-0.12107684198497373,1.3063156570422092
cell9_01_22_01,50,20,82,62.0,cell,409.859,-0.10702598358977039,409.859
cell9_01_22_01,50,20,82,62.0,up,331.753,0.21637224063823499,0.8094320241839267
cell9_01_22_01,50,20,82,62.0,down,536.351,-0.12690128753129137,1.3086232094451995
cell9_01_22_01,50,20,83,63.0,cell,408.232,-0.110570784910955,408.232
cell9_01_22_01,50,20,83,63.0,up,334.237,0.2254798256359454,0.8187427737169061
cell9_01_22_01,50,20,83,63.0,down,532.15,-0.1337398833222586,1.3035479825197436
cell9_01_22_01,50,20,84,64.0,cell,410.389,-0.10587125421040469,410.389
cell9_01_22_01,50,20,84,64.0,up,313.957,0.1511232138188904,0.7650229416480461
cell9_01_22_01,50,20,84,64.0,down,536.089,-0.12732778410287743,1.3062947593624588
cell9_01_22_01,50,20,85,65.0,cell,409.498,-0.10781250680854583,409.498
