,id,lab_id,roi,dist,index,time,abs_int,dF_int,dF/F0_int
0,07_05_25_cell7_Fc,psd,1,521,0,0.0,10.2386,-0.4093333333333309,-0.038442383382235115
1,07_05_25_cell7_Fc,psd,1,521,1,1.0,11.5527,0.9047575757575803,0.08496996155192527
2,07_05_25_cell7_Fc,psd,1,521,2,2.0,9.9309,-0.7170606060606026,-0.06734247245882667
3,07_05_25_cell7_Fc,psd,1,521,3,3.0,11.0382,0.39021212121211946,0.036646622061966415
4,07_05_25_cell7_Fc,psd,1,521,4,4.0,10.9641,0.3161212121212156,0.029688402683112493
5,07_05_25_cell7_Fc,psd,1,521,5,5.0,10.3691,-0.27887878787878684,-0.026190794659957845
6,07_05_25_cell7_Fc,psd,1,521,6,6.0,10.6409,-0.007060606060603547,-0.0006630941166758696
7,07_05_25_cell7_Fc,psd,1,521,7,7.0,10.7459,0.09793939393939333,0.009197940708571503
8,07_05_25_cell7_Fc,psd,1,521,8,8.0,11.0455,0.3974848484848508,0.03732963746111815
9,07_05_25_cell7_Fc,psd,1,521,9,9.0,9.4295,-1.2184242424242395,-0.11442784653782316
10,07_05_25_cell7_Fc,psd,1,521,10,10.0,10.6827,0.03475757575757932,0.0032642444284445116
11,07_05_25_cell7_Fc,psd,1,521,11,11.0,11.1523,0.5043030303030314,0.04736142613615354
12,07_05_25_cell7_Fc,psd,1,521,12,12.0,11.47,0.8220303030303064,0.07720066138657852
13,07_05_25_cell7_Fc,psd,1,521,13,13.0,10.0086,-0.6393333333333295,-0.06004274538039655
14,07_05_25_cell7_Fc,psd,1,521,14,14.0,10.4505,-0.1975151515151481,-0.018549559881951855
15,07_05_25_cell7_Fc,psd,1,521,15,15.0,10.8145,0.1665757575757585,0.015643898538062546
16,07_05_25_cell7_Fc,psd,1,521,16,16.0,11.1768,0.5288484848484902,0.04966660310828976
17,07_05_25_cell7_Fc,psd,1,521,17,17.0,11.2491,0.6011212121212175,0.05645406863735634
18,07_05_25_cell7_Fc,psd,1,521,18,18.0,10.6764,0.028393939393941636,0.0026666059541869533
19,07_05_25_cell7_Fc,psd,1,521,19,19.0,10.8464,0.19839393939394157,0.018632090909349835
20,07_05_25_cell7_Fc,psd,1,521,20,20.0,10.7532,0.10521212121212287,0.00988095610772307
21,07_05_25_cell7_Fc,psd,1,521,21,21.0,9.8286,-0.8193333333333293,-0.07694737650939253
22,07_05_25_cell7_Fc,psd,1,521,22,22.0,10.925,0.27703030303031007,0.0260171949126743
23,07_05_25_cell7_Fc,psd,1,521,23,23.0,11.3759,0.7279393939393959,0.06836414966005774
24,07_05_25_cell7_Fc,psd,1,521,24,24.0,12.4127,1.764757575757578,0.1657365325015726
25,07_05_25_cell7_Fc,psd,1,521,25,25.0,10.4345,-0.21342424242423874,-0.020043656067595415
26,07_05_25_cell7_Fc,psd,1,521,26,26.0,10.635,-0.012969696969692635,-0.0012180441284861732
27,07_05_25_cell7_Fc,psd,1,521,27,27.0,9.7714,-0.876606060606056,-0.08232612277770937
28,07_05_25_cell7_Fc,psd,1,521,28,28.0,9.3068,-1.3411515151515143,-0.12595373139850244
29,07_05_25_cell7_Fc,psd,1,521,29,29.0,10.9018,0.2538484848484881,0.023840083327879007
30,07_05_25_cell7_Fc,psd,1,521,30,30.0,11.1695,0.5215757575757607,0.048983587709138195
31,07_05_25_cell7_Fc,psd,1,521,31,31.0,9.3759,-1.2720606060606041,-0.11946508510656448
32,07_05_25_cell7_Fc,psd,1,521,32,32.0,10.3295,-0.31842424242423917,-0.029904690892843123
33,07_05_25_cell7_Fc,psd,1,521,33,33.0,10.5564,-0.0916060606060558,-0.00860314813181014
34,07_05_25_cell7_Fc,psd,1,521,34,34.0,11.2664,0.6183939393939397,0.05807623021034033
35,07_05_25_cell7_Fc,psd,1,521,35,35.0,11.4859,0.8379393939393971,0.07869475757222208
36,07_05_25_cell7_Fc,psd,1,521,36,36.0,12.3873,1.7393030303030326,0.1633459786045429
37,07_05_25_cell7_Fc,psd,1,521,37,37.0,11.3014,0.6533939393939399,0.06136324181875623
38,07_05_25_cell7_Fc,psd,1,521,38,38.0,11.7041,1.0561212121212158,0.09918521954676274
39,07_05_25_cell7_Fc,psd,1,521,39,39.0,13.3195,2.671575757575761,0.2509000150832571
40,07_05_25_cell7_Fc,psd,1,521,40,40.0,11.6818,1.0338484848484875,0.09709348488686162
41,07_05_25_cell7_Fc,psd,1,521,41,41.0,11.9814,1.3333939393939431,0.1252251816394081
42,07_05_25_cell7_Fc,psd,1,521,42,42.0,11.1432,0.49521212121212344,0.046507656887214456
43,07_05_25_cell7_Fc,psd,1,521,43,43.0,9.8832,-0.7647878787878764,-0.07182476101575752
44,07_05_25_cell7_Fc,psd,1,521,44,44.0,8.8305,-1.817515151515149,-0.17069124004291594
